timestamp,event_id,regime_id,allowed_action,provider_agreement_v2,same_market_provider_count,same_market_agreement_count,trend_expansion_up_agreement,transition_guardrail,cross_market_alignment,crypto_stress_divergence,release_allowed_v2,transition_stable_v2,path_specific_edge_v2,target_provider_agreement_trend_expansion_release,qqq_yf_1h_coarse_regime,qqq_ibkr_1h_coarse_regime,nq_yf_15m_coarse_regime,xbt_kraken_15m_coarse_regime,qqq_yf_1h_ret_4,qqq_ibkr_1h_ret_4,nq_yf_15m_ret_16,xbt_kraken_15m_ret_16,qqq_yf_1h_fwd_ret_4,qqq_ibkr_1h_fwd_ret_4,qqq_yf_1h_fwd_ret_8,qqq_ibkr_1h_fwd_ret_8,aq_entry_context_available,aq_entry_profit_positive
2026-05-01 13:30:00+00:00,QQQ|1h|2026-05-01T13:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderAgreementTrendExpansion,observe_only,True,2,2,False,False,0,1,False,True,False,False,transition_or_range,transition_or_range,trend_expansion_up,trend_expansion_up,,0.010888286480252862,0.008144755339893894,0.012593838985244687,7.597005622139719e-06,0.00038520801232655444,-0.0030821232690132483,-0.0016889889771245503,False,
2026-05-01 14:30:00+00:00,QQQ|1h|2026-05-01T14:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderDisagreementTransitionGuardrail,observe_only,False,2,0,False,True,0,1,False,True,True,False,transition_or_range,trend_expansion_up,trend_expansion_up,transition_or_range,,0.008776790929651002,0.009664071432460286,0.01230235298688176,0.0012597829710379038,0.0003414844179174814,-0.005083729974394546,0.0002969429721022543,False,
2026-05-01 15:30:00+00:00,QQQ|1h|2026-05-01T15:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderDisagreementTransitionGuardrail,observe_only,False,2,0,False,True,0,1,False,True,False,False,transition_or_range,trend_expansion_up,trend_expansion_up,trend_expansion_up,,0.011775280898876472,0.012577817304027405,0.01619093152773643,0.00022249429049048253,-0.0017768301350391535,-0.0011685251625920268,-0.0026800521203507177,False,
2026-05-01 16:30:00+00:00,QQQ|1h|2026-05-01T16:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderDisagreementTransitionGuardrail,observe_only,False,2,0,False,True,0,1,False,True,False,False,transition_or_range,trend_expansion_up,transition_or_range,transition_or_range,,0.009239708282792192,0.008994795350271145,0.004106143817687258,-0.00031094268783926626,-0.0014838116152773306,-0.003835622679002615,0.0025224797459713066,False,
2026-05-01 17:30:00+00:00,QQQ|1h|2026-05-01T17:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderDisagreementTransitionGuardrail,observe_only,False,2,0,False,True,1,0,False,False,False,False,transition_or_range,trend_expansion_up,transition_or_range,transition_or_range,7.597005622139719e-06,0.00038520801232655444,0.0034906840121273763,0.0023647309958712004,-0.0030896968021913995,-0.002073398299813345,-0.003022952188427408,0.0006220194899440035,False,
2026-05-01 18:30:00+00:00,QQQ|1h|2026-05-01T18:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderDisagreementTransitionGuardrail,observe_only,False,2,0,False,True,1,0,False,False,False,False,transition_or_range,trend_expansion_up,transition_or_range,transition_or_range,0.0012597829710379038,0.0003414844179174814,0.00020670998588978584,0.0030829847385858145,-0.0063355315506724574,-4.452624079787082e-05,-0.003952309908078155,-0.00019294704345762526,False,
2026-05-01 19:30:00+00:00,QQQ|1h|2026-05-01T19:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderAgreementTrendExpansion,observe_only,True,2,2,False,False,0,1,False,False,False,False,transition_or_range,transition_or_range,transition_or_range,transition_or_range,0.00022249429049048253,-0.0017768301350391535,-0.0007438609069725377,-0.004081788357366278,-0.0013907100280414753,-0.0009048297140145101,0.01032399170806908,-0.00014833274000236596,False,
2026-05-04 13:30:00+00:00,QQQ|1h|2026-05-04T13:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderDisagreementTransitionGuardrail,observe_only,False,2,0,False,True,1,0,False,True,False,False,trend_expansion_down,transition_or_range,transition_or_range,transition_or_range,-0.00031094268783926626,-4.440234444369473e-05,-0.0021046598063713118,-0.012675668228162018,-0.0035257763055246416,-0.0036115510427614517,0.009347728670924926,-0.004854871893548052,False,
2026-05-04 14:30:00+00:00,QQQ|1h|2026-05-04T14:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderDisagreementTransitionGuardrail,observe_only,False,2,0,False,True,0,1,False,True,False,False,transition_or_range,trend_expansion_up,trend_expansion_up,transition_or_range,-0.0030896968021913995,0.0024791057405399997,0.003539600402472365,0.007438006056843083,6.69514735176513e-05,-0.004309195912927555,0.012247674366176797,-0.004694209980749209,False,
2026-05-04 15:30:00+00:00,QQQ|1h|2026-05-04T15:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderAgreementTrendExpansion,observe_only,True,2,2,False,False,1,1,True,False,True,False,transition_or_range,transition_or_range,trend_expansion_down,trend_expansion_up,-0.0063355315506724574,-0.0033824882057976735,-0.0017259512958118783,0.014787336754916502,0.002398416888462762,0.0016374408288428732,0.015604712382734087,0.00032748816576866346,False,
2026-05-04 16:30:00+00:00,QQQ|1h|2026-05-04T16:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderAgreementTrendExpansion,observe_only,True,2,2,False,False,1,1,True,False,True,False,transition_or_range,transition_or_range,trend_expansion_down,trend_expansion_up,-0.0013907100280414753,-0.004730621505791066,-0.005508653250912876,0.016245441653160553,0.011731016177948472,0.0011622016270822488,0.013840249151501727,0.008016211222695802,False,
2026-05-04 17:30:00+00:00,QQQ|1h|2026-05-04T17:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderAgreementTrendExpansion,observe_only,True,2,2,False,False,1,1,False,False,True,False,transition_or_range,transition_or_range,transition_or_range,transition_or_range,-0.0035257763055246416,-0.0036115510427614517,-0.0028450395792571914,0.01805241925253087,0.012919054673306452,-0.00124782744329055,0.014309075523165626,0.005169570836490056,False,
2026-05-04 18:30:00+00:00,QQQ|1h|2026-05-04T18:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderAgreementTrendExpansion,observe_only,True,2,2,False,False,0,0,False,False,True,False,transition_or_range,transition_or_range,transition_or_range,transition_or_range,6.69514735176513e-05,-0.004309195912927555,-0.007116896138076756,0.008011973939073824,0.012179907429909598,-0.00038668034920208427,0.012900721512581148,0.00630586415621881,False,
2026-05-04 19:30:00+00:00,QQQ|1h|2026-05-04T19:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderDisagreementTransitionGuardrail,observe_only,False,2,0,False,True,1,0,False,False,True,False,transition_or_range,trend_expansion_up,transition_or_range,transition_or_range,0.002398416888462762,0.0016374408288428732,0.0001981071759822317,0.0011392088132198275,0.013174697078298436,-0.0013078111996195352,0.023094724043776882,0.0059594578528117115,False,
2026-05-05 13:30:00+00:00,QQQ|1h|2026-05-05T13:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderDisagreementTransitionGuardrail,observe_only,False,2,0,False,True,1,0,True,True,True,False,trend_expansion_up,transition_or_range,trend_expansion_up,trend_expansion_up,0.011731016177948472,0.0052759920195080134,0.005208100296199447,0.010176727561556742,0.0020847764275544467,0.0027638117079769042,0.016399434740180352,0.005924553820822576,False,
2026-05-05 14:30:00+00:00,QQQ|1h|2026-05-05T14:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderDisagreementTransitionGuardrail,observe_only,False,2,0,False,True,1,0,True,True,True,False,trend_expansion_up,transition_or_range,trend_expansion_up,transition_or_range,0.012919054673306452,0.005763859125371251,0.005576091723576315,0.005036131459116966,0.001372292132768127,0.0026156084228468046,0.01592446525710889,0.009904045376397885,False,
2026-05-05 15:30:00+00:00,QQQ|1h|2026-05-05T15:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderDisagreementTransitionGuardrail,observe_only,False,2,0,False,True,1,0,False,True,True,False,transition_or_range,trend_expansion_up,trend_expansion_up,trend_expansion_up,0.012179907429909598,0.006529864527471174,0.00698831403568434,0.007084233261339001,0.0007121402799843413,0.0003229073402710725,0.01673207017010525,0.008718498187315626,False,
2026-05-05 16:30:00+00:00,QQQ|1h|2026-05-05T16:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderDisagreementTransitionGuardrail,observe_only,False,2,0,False,True,1,1,True,False,True,False,transition_or_range,trend_expansion_up,transition_or_range,transition_or_range,0.013174697078298436,0.005371663001933147,0.004682501385091076,-0.0027921622652185007,0.009791033070688515,0.002965050567322658,0.017447901512214647,0.012814302699370339,False,
2026-05-05 17:30:00+00:00,QQQ|1h|2026-05-05T17:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderDisagreementTransitionGuardrail,observe_only,False,2,0,False,True,1,1,True,False,True,False,transition_or_range,trend_expansion_up,transition_or_range,transition_or_range,0.0020847764275544467,0.0027638117079769042,0.0023145881368455967,-0.0014374170720919954,0.014284877536667073,0.00315203049406243,0.018328789871171924,0.01246151590675848,False,
2026-05-05 18:30:00+00:00,QQQ|1h|2026-05-05T18:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderDisagreementTransitionGuardrail,observe_only,False,2,0,False,True,1,0,True,False,True,False,transition_or_range,trend_expansion_up,transition_or_range,transition_or_range,0.001372292132768127,0.0026156084228468046,0.0031241655540721336,0.0032749344397522417,0.014532230658536482,0.007269422989550245,0.019515594100547817,0.01490524834752538,False,
2026-05-05 19:30:00+00:00,QQQ|1h|2026-05-05T19:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderDisagreementTransitionGuardrail,observe_only,False,2,0,False,True,1,0,True,False,True,False,transition_or_range,trend_expansion_up,transition_or_range,transition_or_range,0.0007121402799843413,0.0003229073402710725,0.0008530376136273166,0.0004044167207930549,0.016008529571389873,0.008392880724252816,0.026426625445778562,0.014423429636259755,False,
2026-05-06 13:30:00+00:00,QQQ|1h|2026-05-06T13:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderAgreementTrendExpansion,observe_only,True,2,2,False,False,0,1,True,False,True,False,transition_or_range,transition_or_range,trend_expansion_up,transition_or_range,0.009791033070688515,-0.0014045757312481921,-0.000535144050250902,-0.00129257258526716,0.007582626692814287,0.0046111683076430765,0.015441162584904022,0.006017719646767006,False,
2026-05-06 14:30:00+00:00,QQQ|1h|2026-05-06T14:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderAgreementTrendExpansion,observe_only,True,2,2,False,False,0,1,True,False,True,False,transition_or_range,transition_or_range,trend_expansion_up,trend_expansion_down,0.014284877536667073,-0.0017329020332718104,-0.0021865570472733298,-0.004462657165787087,0.0039869591118484315,0.0036020136558267968,0.005814072920037994,0.004658025691471002,False,
2026-05-06 15:30:00+00:00,QQQ|1h|2026-05-06T15:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderDisagreementTransitionGuardrail,observe_only,False,2,0,False,True,1,1,True,False,True,False,transition_or_range,trend_expansion_up,transition_or_range,trend_expansion_down,0.014532230658536482,0.0007521407081694242,0.00031525851197988786,-0.01045177874239156,0.004911981395383291,0.0053477481644217395,0.0012785647907416209,0.003801237208764574,False,
2026-05-06 16:30:00+00:00,QQQ|1h|2026-05-06T16:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderDisagreementTransitionGuardrail,observe_only,False,2,0,False,True,1,1,True,False,True,False,transition_or_range,trend_expansion_up,transition_or_range,transition_or_range,0.016008529571389873,0.0027704447216501116,0.004200609879342343,-0.007942773169458017,0.010253945288021926,0.006104176008563167,0.002570736461697365,0.007131181924695751,False,
2026-05-06 17:30:00+00:00,QQQ|1h|2026-05-06T17:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderAgreementTrendExpansion,release_long,True,2,2,True,False,1,1,True,True,True,True,trend_expansion_up,trend_expansion_up,transition_or_range,transition_or_range,0.007582626692814287,0.0046111683076430765,0.00436244261676344,-0.004615328262170149,0.007799395983914215,0.0014000952642139186,-0.000706404221249235,0.00461887097472613,False,
2026-05-06 18:30:00+00:00,QQQ|1h|2026-05-06T18:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderDisagreementTransitionGuardrail,observe_only,False,2,0,False,True,1,1,True,True,True,False,trend_expansion_up,transition_or_range,transition_or_range,transition_or_range,0.0039869591118484315,0.0036020136558267968,0.004505412630933181,-0.006107168594496226,0.0018198581083224141,0.0010522219179267545,-0.000187219527453375,0.0033728757369158036,False,
2026-05-06 19:30:00+00:00,QQQ|1h|2026-05-06T19:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderDisagreementTransitionGuardrail,observe_only,False,2,0,False,True,1,1,False,False,False,False,trend_expansion_up,transition_or_range,transition_or_range,transition_or_range,0.004911981395383291,0.0053477481644217395,0.0039482438631508465,-0.0023648483066215364,-0.0036156565668531426,-0.0015382845970269843,0.014203688187307995,0.0008625894936598044,False,
2026-05-07 13:30:00+00:00,QQQ|1h|2026-05-07T13:30:00+00:00|ProviderAgreementTrendExpansion|release_long,ProviderDisagreementTransitionGuardrail,observe_only,False,2,0,False,True,0,1,False,False,False,False,trend_expansion_up,transition_or_range,transition_or_range,trend_expansion_down,0.010253945288021926,0.0018103188172584606,-4.348884945903908e-05,-0.003956674415154016,-0.007605225262578896,-0.002940037575114296,0.010964811251018336,-0.008475913204354035,False,
