candidate_set_id,path_id,raw_path_score,score_model_family,score_source_kind,score_model_artifact_uri,score_generator
structural-candidates:BOARD_A_SPY_YF_191941:7754d01f82fd4562,path:scenario:BOARD_A_SPY_YF_191941:belief_regime_node:trend:trend_follow_through:primary,0.9044202953908842,catboost,external_model,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T193452+0800-codex-191941-structural-path-ranker-extension-v1/aggregate/catboost_191941_structural_path_ranker_v1/catboost_model.cbm,pandas_path_ranker_trainer.py
structural-candidates:BOARD_A_SPY_IBKR_191941:eea51afb1bae7aa2,path:scenario:BOARD_A_SPY_IBKR_191941:belief_regime_node:trend:trend_follow_through:primary,0.9188329458172969,catboost,external_model,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T193452+0800-codex-191941-structural-path-ranker-extension-v1/aggregate/catboost_191941_structural_path_ranker_v1/catboost_model.cbm,pandas_path_ranker_trainer.py
structural-candidates:BOARD_A_BTC_BINANCE_191941:bfccc024f59b8767,path:scenario:BOARD_A_BTC_BINANCE_191941:belief_regime_node:range:range_mean_reversion:primary,0.9345804844623699,catboost,external_model,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T193452+0800-codex-191941-structural-path-ranker-extension-v1/aggregate/catboost_191941_structural_path_ranker_v1/catboost_model.cbm,pandas_path_ranker_trainer.py
structural-candidates:BOARD_A_BTC_BINANCE_191941:bfccc024f59b8767,path:scenario:BOARD_A_BTC_BINANCE_191941:belief_regime_node:range:stress_de_risk:primary,0.9415701576670422,catboost,external_model,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T193452+0800-codex-191941-structural-path-ranker-extension-v1/aggregate/catboost_191941_structural_path_ranker_v1/catboost_model.cbm,pandas_path_ranker_trainer.py
structural-candidates:BOARD_A_BTC_BINANCE_191941:bfccc024f59b8767,path:scenario:BOARD_A_BTC_BINANCE_191941:belief_regime_node:range:transition_confirmation:primary,0.9415701576670422,catboost,external_model,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T193452+0800-codex-191941-structural-path-ranker-extension-v1/aggregate/catboost_191941_structural_path_ranker_v1/catboost_model.cbm,pandas_path_ranker_trainer.py
structural-candidates:BOARD_A_BTC_BYBIT_191941:fcefede2052c4017,path:scenario:BOARD_A_BTC_BYBIT_191941:belief_regime_node:range:range_mean_reversion:primary,0.9333318446678586,catboost,external_model,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T193452+0800-codex-191941-structural-path-ranker-extension-v1/aggregate/catboost_191941_structural_path_ranker_v1/catboost_model.cbm,pandas_path_ranker_trainer.py
structural-candidates:BOARD_A_BTC_BYBIT_191941:fcefede2052c4017,path:scenario:BOARD_A_BTC_BYBIT_191941:belief_regime_node:range:stress_de_risk:primary,0.9171004292790378,catboost,external_model,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T193452+0800-codex-191941-structural-path-ranker-extension-v1/aggregate/catboost_191941_structural_path_ranker_v1/catboost_model.cbm,pandas_path_ranker_trainer.py
structural-candidates:BOARD_A_BTC_BYBIT_191941:fcefede2052c4017,path:scenario:BOARD_A_BTC_BYBIT_191941:belief_regime_node:range:transition_confirmation:primary,0.9171004292790378,catboost,external_model,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T193452+0800-codex-191941-structural-path-ranker-extension-v1/aggregate/catboost_191941_structural_path_ranker_v1/catboost_model.cbm,pandas_path_ranker_trainer.py
structural-candidates:BOARD_A_BTC_KRAKEN_191941:efa0885ca8c72d29,path:scenario:BOARD_A_BTC_KRAKEN_191941:belief_regime_node:range:range_mean_reversion:primary,0.11444754655282954,catboost,external_model,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T193452+0800-codex-191941-structural-path-ranker-extension-v1/aggregate/catboost_191941_structural_path_ranker_v1/catboost_model.cbm,pandas_path_ranker_trainer.py
structural-candidates:BOARD_A_BTC_KRAKEN_191941:efa0885ca8c72d29,path:scenario:BOARD_A_BTC_KRAKEN_191941:belief_regime_node:range:stress_de_risk:primary,0.0648622684166753,catboost,external_model,/Users/thrill3r/projects-ict-engine/ict-engine/docs/experiments/actionable-regime-confidence/runs/20260512T193452+0800-codex-191941-structural-path-ranker-extension-v1/aggregate/catboost_191941_structural_path_ranker_v1/catboost_model.cbm,pandas_path_ranker_trainer.py
