pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag,leverage,is_short,open_timestamp,close_timestamp,orders,funding_fees,weekday
BTC/USD,98999.99997981,98999.99997981,1.42854244,2026-04-07 21:00:00+00:00,2026-04-07 22:00:00+00:00,69301.40625,69911.75,0.0,0.0,60,0.008807090404422709,871.90194986,roi,67222.3640625,-0.03,70930.3391016,-0.007,69301.40625,71430.3515625,False,,1.0,False,1775595600000,1775599200000,"[{'amount': 1.42854244, 'safe_price': 69301.40625, 'ft_order_side': 'buy', 'order_filled_timestamp': 1775595600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 98999.99997980625}, {'amount': 1.42854244, 'safe_price': 69911.75, 'ft_order_side': 'sell', 'order_filled_timestamp': 1775599200000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 99871.90192967}]",0.0,1
BTC/USD,99863.18231396,99863.18231396,1.39702781,2026-04-07 23:00:00+00:00,2026-04-07 23:00:00+00:00,71482.6015625,71982.9797734,0.0,0.0,0,0.006999999999522009,699.04227615,trailing_stop_loss,69338.1235157,-0.03,72185.4523125,-0.007,71232.0703125,72694.3125,False,,1.0,False,1775602800000,1775602800000,"[{'amount': 1.39702781, 'safe_price': 71482.6015625, 'ft_order_side': 'buy', 'order_filled_timestamp': 1775602800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 99863.18231396195}, {'amount': 1.39702781, 'safe_price': 71982.9797734, 'ft_order_side': 'sell', 'order_filled_timestamp': 1775602800000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 100562.2245901073}]",0.0,1
BTC/USD,100555.23422392,100555.23422392,1.39803431,2026-04-08 00:00:00+00:00,2026-04-08 09:00:00+00:00,71926.15625,71926.15625,0.0,0.0,540,0.0,0.0,roi,69768.3715625,-0.03,69768.3715625,-0.03,71270.1640625,72057.078125,False,,1.0,False,1775606400000,1775638800000,"[{'amount': 1.39803431, 'safe_price': 71926.15625, 'ft_order_side': 'buy', 'order_filled_timestamp': 1775606400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 100555.23422392092}, {'amount': 1.39803431, 'safe_price': 71926.15625, 'ft_order_side': 'sell', 'order_filled_timestamp': 1775638800000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 100555.23422392092}]",0.0,2
BTC/USD,100555.23410199,100555.23410199,1.39074579,2026-04-09 16:00:00+00:00,2026-04-09 17:00:00+00:00,72303.1015625,72303.1015625,0.0,0.0,60,0.0,0.0,roi,70134.0085157,-0.03,70134.0085157,-0.03,71784.3515625,72519.0859375,False,,1.0,False,1775750400000,1775754000000,"[{'amount': 1.39074579, 'safe_price': 72303.1015625, 'ft_order_side': 'buy', 'order_filled_timestamp': 1775750400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 100555.23410198929}, {'amount': 1.39074579, 'safe_price': 72303.1015625, 'ft_order_side': 'sell', 'order_filled_timestamp': 1775754000000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 100555.23410198929}]",0.0,3
BTC/USD,100555.23441371,100555.23441371,1.39093802,2026-04-09 18:00:00+00:00,2026-04-09 20:00:00+00:00,72293.109375,72293.109375,0.0,0.0,120,0.0,0.0,roi,70124.3160938,-0.03,70124.3160938,-0.03,71774.890625,72436.1328125,False,,1.0,False,1775757600000,1775764800000,"[{'amount': 1.39093802, 'safe_price': 72293.109375, 'ft_order_side': 'buy', 'order_filled_timestamp': 1775757600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 100555.23441370594}, {'amount': 1.39093802, 'safe_price': 72293.109375, 'ft_order_side': 'sell', 'order_filled_timestamp': 1775764800000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 100555.23441370594}]",0.0,3
BTC/USD,100555.23409286,100555.23409286,1.38860155,2026-04-09 21:00:00+00:00,2026-04-09 22:00:00+00:00,72414.75,72414.75,0.0,0.0,60,0.0,0.0,roi,70242.3075,-0.03,70242.3075,-0.03,72041.1171875,73004.65625,False,,1.0,False,1775768400000,1775772000000,"[{'amount': 1.38860155, 'safe_price': 72414.75, 'ft_order_side': 'buy', 'order_filled_timestamp': 1775768400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 100555.23409286249}, {'amount': 1.38860155, 'safe_price': 72414.75, 'ft_order_side': 'sell', 'order_filled_timestamp': 1775772000000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 100555.23409286249}]",0.0,3
BTC/USD,100555.23408041,100555.23408041,1.39025397,2026-04-10 14:00:00+00:00,2026-04-10 15:00:00+00:00,72328.6796875,72403.5390625,0.0,0.0,60,0.001034988822230591,104.07354329,roi,70158.8192969,-0.03,70158.8192969,-0.03,72328.6796875,73289.9140625,False,,1.0,False,1775829600000,1775833200000,"[{'amount': 1.39025397, 'safe_price': 72328.6796875, 'ft_order_side': 'buy', 'order_filled_timestamp': 1775829600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 100555.23408040524}, {'amount': 1.39025397, 'safe_price': 72403.5390625, 'ft_order_side': 'sell', 'order_filled_timestamp': 1775833200000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 100659.3076236907}]",0.0,4
BTC/USD,100658.26711564,100658.26711564,1.37189025,2026-04-10 21:00:00+00:00,2026-04-11 04:00:00+00:00,73371.953125,72886.9375,0.0,0.0,420,-0.006610368190379704,-665.38820704,exit_signal,71170.7945313,-0.03,71170.7945313,-0.03,72722.609375,73371.953125,False,,1.0,False,1775854800000,1775880000000,"[{'amount': 1.37189025, 'safe_price': 73371.953125, 'ft_order_side': 'buy', 'order_filled_timestamp': 1775854800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 100658.26711564454}, {'amount': 1.37189025, 'safe_price': 72886.9375, 'ft_order_side': 'sell', 'order_filled_timestamp': 1775880000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 99992.87890860937}]",0.0,5
BTC/USD,99999.53256408,99999.53256408,1.35950609,2026-04-11 19:00:00+00:00,2026-04-11 20:00:00+00:00,73555.78125,73555.78125,0.0,0.0,60,0.0,0.0,roi,71349.1078125,-0.03,71349.1078125,-0.03,73284.3515625,73724.78125,False,,1.0,False,1775934000000,1775937600000,"[{'amount': 1.35950609, 'safe_price': 73555.78125, 'ft_order_side': 'buy', 'order_filled_timestamp': 1775934000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 99999.53256408281}, {'amount': 1.35950609, 'safe_price': 73555.78125, 'ft_order_side': 'sell', 'order_filled_timestamp': 1775937600000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 99999.53256408281}]",0.0,5
BTC/USD,99999.53300474,99999.53300474,1.38104837,2026-04-13 15:00:00+00:00,2026-04-13 16:00:00+00:00,72408.421875,72408.421875,0.0,0.0,60,0.0,0.0,roi,70236.1692188,-0.03,70236.1692188,-0.03,71691.8515625,72436.6171875,False,,1.0,False,1776092400000,1776096000000,"[{'amount': 1.38104837, 'safe_price': 72408.421875, 'ft_order_side': 'buy', 'order_filled_timestamp': 1776092400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 99999.5330047411}, {'amount': 1.38104837, 'safe_price': 72408.421875, 'ft_order_side': 'sell', 'order_filled_timestamp': 1776096000000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 99999.5330047411}]",0.0,0
