timestamp_ms,open,high,low,close,volume,datetime_utc
1778122800000,81113.35,81113.35,80834.61,80834.91,345.29566,2026-05-07 03:00:00+00:00
1778126400000,80834.92,80989.59,80725.09,80979.19,387.82747,2026-05-07 04:00:00+00:00
1778130000000,80979.19,81172.27,80974.06,81088.0,355.34634,2026-05-07 05:00:00+00:00
1778133600000,81088.0,81443.21,80874.41,81438.61,613.68575,2026-05-07 06:00:00+00:00
1778137200000,81438.62,81708.32,81390.3,81518.58,681.98013,2026-05-07 07:00:00+00:00
1778140800000,81518.57,81590.0,81194.74,81231.24,647.38206,2026-05-07 08:00:00+00:00
1778144400000,81231.25,81231.25,80852.33,80929.0,659.04219,2026-05-07 09:00:00+00:00
1778148000000,80929.0,80997.0,80572.4,80850.75,690.56353,2026-05-07 10:00:00+00:00
1778151600000,80850.76,81041.15,80786.5,80866.65,367.10915,2026-05-07 11:00:00+00:00
1778155200000,80866.65,81180.0,80846.87,81162.01,429.19223,2026-05-07 12:00:00+00:00
1778158800000,81162.0,81162.01,80260.98,80503.68,1211.56578,2026-05-07 13:00:00+00:00
1778162400000,80503.69,80685.7,80046.0,80171.38,1538.09475,2026-05-07 14:00:00+00:00
1778166000000,80171.37,80271.42,79699.52,79890.63,1647.8103,2026-05-07 15:00:00+00:00
1778169600000,79890.0,80020.0,79646.79,79801.08,1424.92395,2026-05-07 16:00:00+00:00
1778173200000,79801.08,80135.17,79500.0,80094.52,919.74045,2026-05-07 17:00:00+00:00
1778176800000,80094.52,80269.06,80004.4,80200.59,527.27769,2026-05-07 18:00:00+00:00
1778180400000,80200.6,80224.0,79934.3,80146.11,443.20216,2026-05-07 19:00:00+00:00
1778184000000,80146.77,80371.23,79859.51,79879.99,400.51449,2026-05-07 20:00:00+00:00
1778187600000,79880.0,79934.92,79660.0,79735.01,401.75461,2026-05-07 21:00:00+00:00
1778191200000,79735.0,79990.0,79582.95,79919.01,495.14556,2026-05-07 22:00:00+00:00
1778194800000,79919.0,80068.03,79871.98,80006.0,244.47169,2026-05-07 23:00:00+00:00
1778198400000,80006.0,80142.84,79729.72,79831.99,958.06006,2026-05-08 00:00:00+00:00
1778202000000,79831.98,79900.11,79612.63,79740.01,539.33838,2026-05-08 01:00:00+00:00
1778205600000,79740.01,79761.61,79316.99,79488.46,1066.54641,2026-05-08 02:00:00+00:00
1778209200000,79488.47,79666.66,79181.48,79578.85,529.79179,2026-05-08 03:00:00+00:00
1778212800000,79578.84,79748.0,79551.26,79655.23,317.73705,2026-05-08 04:00:00+00:00
1778216400000,79655.22,79778.95,79600.0,79600.01,307.79364,2026-05-08 05:00:00+00:00
1778220000000,79600.01,79654.0,79411.0,79525.76,792.09671,2026-05-08 06:00:00+00:00
1778223600000,79525.77,79727.0,79248.58,79682.4,992.93778,2026-05-08 07:00:00+00:00
1778227200000,79682.4,79987.27,79666.05,79886.01,628.59636,2026-05-08 08:00:00+00:00
1778230800000,79886.0,80061.17,79794.88,79872.72,481.81051,2026-05-08 09:00:00+00:00
1778234400000,79872.72,80278.92,79788.01,80212.56,650.80764,2026-05-08 10:00:00+00:00
1778238000000,80212.55,80340.94,80127.54,80231.22,586.98252,2026-05-08 11:00:00+00:00
1778241600000,80231.22,80500.0,79966.14,80025.82,831.54339,2026-05-08 12:00:00+00:00
1778245200000,80025.81,80095.99,79549.54,79647.8,1091.58342,2026-05-08 13:00:00+00:00
1778248800000,79647.81,80441.79,79647.8,80150.97,1005.3745,2026-05-08 14:00:00+00:00
1778252400000,80150.97,80200.0,79625.0,80142.14,812.90032,2026-05-08 15:00:00+00:00
1778256000000,80142.13,80182.18,79741.3,79802.34,665.763,2026-05-08 16:00:00+00:00
1778259600000,79802.35,80261.87,79738.75,80060.0,1502.98426,2026-05-08 17:00:00+00:00
1778263200000,80060.0,80299.99,80059.99,80078.4,470.37331,2026-05-08 18:00:00+00:00
1778266800000,80078.39,80181.66,79954.54,80179.94,408.77976,2026-05-08 19:00:00+00:00
1778270400000,80180.0,80299.93,80089.76,80133.09,330.63666,2026-05-08 20:00:00+00:00
1778274000000,80133.08,80264.0,80116.32,80263.99,269.62208,2026-05-08 21:00:00+00:00
1778277600000,80264.0,80409.09,80238.42,80262.0,318.15524,2026-05-08 22:00:00+00:00
1778281200000,80262.0,80299.27,80111.02,80193.17,441.0953,2026-05-08 23:00:00+00:00
1778284800000,80193.18,80240.87,80129.85,80238.76,206.53644,2026-05-09 00:00:00+00:00
1778288400000,80238.75,80446.58,80217.46,80327.75,266.81337,2026-05-09 01:00:00+00:00
1778292000000,80327.75,80477.47,80327.75,80417.87,231.63268,2026-05-09 02:00:00+00:00
1778295600000,80417.88,80550.67,80307.76,80383.95,388.12699,2026-05-09 03:00:00+00:00
1778299200000,80383.96,80666.66,80373.55,80379.9,404.43634,2026-05-09 04:00:00+00:00
1778302800000,80379.9,80480.49,80343.0,80379.49,360.73513,2026-05-09 05:00:00+00:00
1778306400000,80379.5,80428.01,80201.6,80263.92,270.37474,2026-05-09 06:00:00+00:00
1778310000000,80263.93,80309.05,80135.0,80228.89,445.94164,2026-05-09 07:00:00+00:00
1778313600000,80228.88,80452.44,80220.0,80407.12,297.06841,2026-05-09 08:00:00+00:00
1778317200000,80407.12,80415.83,80214.0,80242.53,211.41081,2026-05-09 09:00:00+00:00
1778320800000,80242.54,80346.94,80166.26,80264.02,234.54075,2026-05-09 10:00:00+00:00
1778324400000,80264.01,80366.07,80256.95,80345.46,266.71827,2026-05-09 11:00:00+00:00
1778328000000,80345.47,80416.21,80274.03,80397.97,357.45715,2026-05-09 12:00:00+00:00
1778331600000,80397.97,80422.0,80318.7,80391.18,341.73909,2026-05-09 13:00:00+00:00
1778335200000,80391.18,80426.9,80254.71,80332.22,322.24573,2026-05-09 14:00:00+00:00
1778338800000,80332.23,80600.0,80234.0,80527.92,418.47876,2026-05-09 15:00:00+00:00
1778342400000,80527.92,80777.0,80487.4,80625.01,546.55445,2026-05-09 16:00:00+00:00
1778346000000,80625.0,80928.56,80625.0,80812.7,430.13867,2026-05-09 17:00:00+00:00
1778349600000,80812.69,81080.0,80787.39,80907.65,339.35386,2026-05-09 18:00:00+00:00
1778353200000,80907.66,80958.0,80776.99,80938.53,217.80867,2026-05-09 19:00:00+00:00
1778356800000,80938.53,80938.53,80744.98,80805.5,144.14004,2026-05-09 20:00:00+00:00
1778360400000,80805.51,80896.0,80744.98,80780.83,149.85415,2026-05-09 21:00:00+00:00
1778364000000,80780.83,80823.24,80670.01,80782.38,199.54802,2026-05-09 22:00:00+00:00
1778367600000,80782.38,80850.0,80621.88,80678.4,496.76761,2026-05-09 23:00:00+00:00
1778371200000,80678.41,80770.51,80610.64,80680.04,346.27712,2026-05-10 00:00:00+00:00
1778374800000,80680.03,80690.73,80572.77,80685.56,410.62072,2026-05-10 01:00:00+00:00
1778378400000,80685.55,80790.0,80611.0,80777.42,290.59888,2026-05-10 02:00:00+00:00
1778382000000,80777.42,80887.15,80709.59,80775.0,284.77121,2026-05-10 03:00:00+00:00
1778385600000,80774.99,80840.0,80722.78,80759.93,253.45188,2026-05-10 04:00:00+00:00
1778389200000,80759.93,80816.52,80682.0,80700.77,372.73913,2026-05-10 05:00:00+00:00
1778392800000,80700.76,80753.04,80658.97,80733.75,211.5502,2026-05-10 06:00:00+00:00
1778396400000,80733.75,80827.14,80720.1,80736.03,400.67517,2026-05-10 07:00:00+00:00
1778400000000,80736.03,80909.65,80715.33,80830.33,252.36808,2026-05-10 08:00:00+00:00
1778403600000,80830.34,80913.8,80756.53,80807.96,237.31778,2026-05-10 09:00:00+00:00
1778407200000,80807.95,80883.48,80691.0,80873.79,279.49023,2026-05-10 10:00:00+00:00
1778410800000,80873.8,80975.4,80750.0,80821.21,339.53296,2026-05-10 11:00:00+00:00
1778414400000,80821.21,80950.0,80784.2,80927.72,235.68491,2026-05-10 12:00:00+00:00
1778418000000,80927.71,81000.01,80865.44,80971.67,254.25083,2026-05-10 13:00:00+00:00
1778421600000,80971.66,80999.36,80816.22,80990.11,372.4586,2026-05-10 14:00:00+00:00
1778425200000,80990.11,81442.81,80936.0,81418.01,780.28503,2026-05-10 15:00:00+00:00
1778428800000,81418.01,81500.0,81200.0,81378.25,595.22707,2026-05-10 16:00:00+00:00
1778432400000,81378.25,81583.11,81220.0,81476.18,599.74468,2026-05-10 17:00:00+00:00
1778436000000,81476.18,81493.11,81231.14,81271.96,268.90805,2026-05-10 18:00:00+00:00
1778439600000,81271.96,81481.92,81148.0,81437.83,334.34752,2026-05-10 19:00:00+00:00
1778443200000,81437.83,81459.66,80279.77,80734.88,1021.73969,2026-05-10 20:00:00+00:00
1778446800000,80734.88,80944.44,80571.97,80720.47,691.73163,2026-05-10 21:00:00+00:00
1778450400000,80720.47,82171.96,80666.66,82044.49,1804.86462,2026-05-10 22:00:00+00:00
1778454000000,82044.49,82479.32,82044.49,82210.07,1395.68283,2026-05-10 23:00:00+00:00
1778457600000,82210.07,82380.0,81280.0,81471.13,1294.00066,2026-05-11 00:00:00+00:00
1778461200000,81471.13,81744.85,81291.23,81501.72,495.92379,2026-05-11 01:00:00+00:00
1778464800000,81501.73,81572.4,81117.64,81169.08,491.97068,2026-05-11 02:00:00+00:00
1778468400000,81169.09,81188.97,80525.0,80736.01,857.95581,2026-05-11 03:00:00+00:00
1778472000000,80736.0,80879.12,80639.99,80824.61,378.47076,2026-05-11 04:00:00+00:00
1778475600000,80824.61,80981.8,80761.73,80832.33,423.68877,2026-05-11 05:00:00+00:00
1778479200000,80832.34,81049.51,80762.0,80822.86,296.00491,2026-05-11 06:00:00+00:00
1778482800000,80822.86,80840.3,80663.11,80740.4,496.93812,2026-05-11 07:00:00+00:00
1778486400000,80740.4,80863.42,80621.87,80767.97,463.92135,2026-05-11 08:00:00+00:00
1778490000000,80767.97,80997.63,80758.3,80966.57,330.83757,2026-05-11 09:00:00+00:00
1778493600000,80966.58,81200.0,80940.0,80940.0,488.26383,2026-05-11 10:00:00+00:00
1778497200000,80940.0,81196.95,80900.0,81196.94,356.37085,2026-05-11 11:00:00+00:00
1778500800000,81196.95,81356.46,81029.77,81054.65,485.8963,2026-05-11 12:00:00+00:00
1778504400000,81054.65,81332.29,80739.63,81072.0,767.39683,2026-05-11 13:00:00+00:00
1778508000000,81072.01,81252.72,80462.97,80953.38,767.64104,2026-05-11 14:00:00+00:00
1778511600000,80953.39,81458.0,80826.02,81445.9,647.30001,2026-05-11 15:00:00+00:00
1778515200000,81445.89,81910.35,81344.72,81575.85,1113.46844,2026-05-11 16:00:00+00:00
1778518800000,81575.84,82071.77,81369.42,81941.09,565.28919,2026-05-11 17:00:00+00:00
1778522400000,81941.09,82137.26,81836.15,81858.96,536.09834,2026-05-11 18:00:00+00:00
1778526000000,81858.97,82091.11,81739.09,81961.99,458.6097,2026-05-11 19:00:00+00:00
1778529600000,81961.99,82078.91,81758.5,81821.02,322.40099,2026-05-11 20:00:00+00:00
1778533200000,81821.03,81906.35,81600.0,81821.18,268.82965,2026-05-11 21:00:00+00:00
1778536800000,81821.18,81969.99,81729.99,81833.92,366.43361,2026-05-11 22:00:00+00:00
1778540400000,81833.92,81833.92,81596.31,81745.65,278.04936,2026-05-11 23:00:00+00:00
1778544000000,81745.66,81788.0,81478.75,81545.2,419.66559,2026-05-12 00:00:00+00:00
1778547600000,81545.2,81615.67,80714.28,81199.18,866.00547,2026-05-12 01:00:00+00:00
1778551200000,81199.18,81332.29,81087.63,81253.29,362.80421,2026-05-12 02:00:00+00:00
