timestamp_ms,open,high,low,close,volume,datetime_utc
1778122800000,81116.3,81116.3,80833.4,80844.9,153.241007,2026-05-07 03:00:00+00:00
1778126400000,80844.9,80993.6,80728.2,80981.7,184.04596,2026-05-07 04:00:00+00:00
1778130000000,80981.7,81172.3,80973.5,81089.8,143.669961,2026-05-07 05:00:00+00:00
1778133600000,81089.8,81456.2,80889.6,81444.7,253.029543,2026-05-07 06:00:00+00:00
1778137200000,81444.7,81713.2,81393.8,81525.9,269.773045,2026-05-07 07:00:00+00:00
1778140800000,81525.9,81616.7,81206.9,81231.5,244.884176,2026-05-07 08:00:00+00:00
1778144400000,81231.5,81232.4,80850.0,80932.5,341.802991,2026-05-07 09:00:00+00:00
1778148000000,80932.5,81020.7,80581.9,80849.3,280.57766,2026-05-07 10:00:00+00:00
1778151600000,80849.3,81055.1,80790.4,80874.6,261.829095,2026-05-07 11:00:00+00:00
1778155200000,80874.6,81186.8,80844.8,81163.6,252.037204,2026-05-07 12:00:00+00:00
1778158800000,81163.6,81166.3,80259.8,80500.6,635.010598,2026-05-07 13:00:00+00:00
1778162400000,80500.6,80692.7,80051.5,80168.5,806.107461,2026-05-07 14:00:00+00:00
1778166000000,80168.5,80279.7,79700.0,79903.7,720.286731,2026-05-07 15:00:00+00:00
1778169600000,79903.7,80022.4,79710.0,79804.1,579.535127,2026-05-07 16:00:00+00:00
1778173200000,79804.1,80136.9,79501.5,80093.6,485.532859,2026-05-07 17:00:00+00:00
1778176800000,80093.6,80278.0,80003.8,80207.4,416.157275,2026-05-07 18:00:00+00:00
1778180400000,80207.4,80226.0,79943.0,80151.7,431.907641,2026-05-07 19:00:00+00:00
1778184000000,80151.7,80390.3,79867.6,79886.0,329.971429,2026-05-07 20:00:00+00:00
1778187600000,79886.0,79935.6,79660.0,79732.0,260.087256,2026-05-07 21:00:00+00:00
1778191200000,79732.0,79993.5,79584.6,79916.3,316.812965,2026-05-07 22:00:00+00:00
1778194800000,79916.3,80066.8,79869.0,80012.0,115.598443,2026-05-07 23:00:00+00:00
1778198400000,80012.0,80143.9,79730.8,79833.3,240.249263,2026-05-08 00:00:00+00:00
1778202000000,79833.3,79901.4,79617.0,79739.9,203.969785,2026-05-08 01:00:00+00:00
1778205600000,79739.9,79759.0,79335.9,79487.6,356.604619,2026-05-08 02:00:00+00:00
1778209200000,79487.6,79667.2,79179.8,79576.1,260.157526,2026-05-08 03:00:00+00:00
1778212800000,79576.1,79749.7,79551.9,79659.0,178.251322,2026-05-08 04:00:00+00:00
1778216400000,79659.0,79776.8,79597.3,79599.0,169.544595,2026-05-08 05:00:00+00:00
1778220000000,79599.0,79653.9,79412.9,79524.9,281.369615,2026-05-08 06:00:00+00:00
1778223600000,79524.9,79743.6,79245.6,79693.1,730.220963,2026-05-08 07:00:00+00:00
1778227200000,79693.1,79995.9,79673.6,79891.7,406.182607,2026-05-08 08:00:00+00:00
1778230800000,79891.7,80061.0,79790.0,79872.5,260.281202,2026-05-08 09:00:00+00:00
1778234400000,79872.5,80287.1,79777.9,80216.6,273.09553,2026-05-08 10:00:00+00:00
1778238000000,80216.6,80338.0,80132.5,80234.6,238.754159,2026-05-08 11:00:00+00:00
1778241600000,80234.6,80518.1,79969.9,80039.6,318.812799,2026-05-08 12:00:00+00:00
1778245200000,80039.6,80102.5,79541.9,79640.9,743.807684,2026-05-08 13:00:00+00:00
1778248800000,79640.9,80440.0,79640.9,80151.2,802.826886,2026-05-08 14:00:00+00:00
1778252400000,80151.2,80205.0,79607.2,80153.8,430.703625,2026-05-08 15:00:00+00:00
1778256000000,80153.8,80194.3,79739.0,79803.8,336.531979,2026-05-08 16:00:00+00:00
1778259600000,79803.8,80270.1,79734.2,80071.9,420.846012,2026-05-08 17:00:00+00:00
1778263200000,80071.9,80309.7,80071.9,80085.4,281.063315,2026-05-08 18:00:00+00:00
1778266800000,80085.4,80184.7,79957.7,80178.0,218.906414,2026-05-08 19:00:00+00:00
1778270400000,80178.0,80295.4,80090.3,80141.1,150.491123,2026-05-08 20:00:00+00:00
1778274000000,80141.1,80269.9,80113.2,80265.5,108.008972,2026-05-08 21:00:00+00:00
1778277600000,80265.5,80417.2,80236.5,80279.8,123.687524,2026-05-08 22:00:00+00:00
1778281200000,80279.8,80296.0,80108.7,80195.7,99.607712,2026-05-08 23:00:00+00:00
1778284800000,80195.7,80233.4,80126.6,80229.8,138.44937,2026-05-09 00:00:00+00:00
1778288400000,80229.8,80441.6,80212.1,80326.4,203.56962,2026-05-09 01:00:00+00:00
1778292000000,80326.4,80480.7,80326.4,80420.4,141.904762,2026-05-09 02:00:00+00:00
1778295600000,80420.4,80554.0,80310.1,80385.6,118.702209,2026-05-09 03:00:00+00:00
1778299200000,80385.6,80675.1,80366.5,80387.7,172.195032,2026-05-09 04:00:00+00:00
1778302800000,80387.7,80484.7,80350.9,80383.0,80.027379,2026-05-09 05:00:00+00:00
1778306400000,80383.0,80431.3,80195.9,80254.8,148.702772,2026-05-09 06:00:00+00:00
1778310000000,80254.8,80294.7,80129.6,80220.8,127.318091,2026-05-09 07:00:00+00:00
1778313600000,80220.8,80445.2,80210.3,80406.0,138.449185,2026-05-09 08:00:00+00:00
1778317200000,80406.0,80410.7,80181.8,80232.1,101.409581,2026-05-09 09:00:00+00:00
1778320800000,80232.1,80340.9,80163.0,80257.6,78.74259,2026-05-09 10:00:00+00:00
1778324400000,80257.6,80370.8,80245.5,80334.4,65.235687,2026-05-09 11:00:00+00:00
1778328000000,80334.4,80409.2,80259.9,80400.7,100.939424,2026-05-09 12:00:00+00:00
1778331600000,80400.7,80412.1,80308.2,80389.9,92.225001,2026-05-09 13:00:00+00:00
1778335200000,80389.9,80408.2,80241.8,80326.3,278.683711,2026-05-09 14:00:00+00:00
1778338800000,80326.3,80604.4,80220.6,80524.4,292.859902,2026-05-09 15:00:00+00:00
1778342400000,80524.4,80785.1,80475.8,80615.5,237.617697,2026-05-09 16:00:00+00:00
1778346000000,80615.5,80929.2,80615.5,80806.4,242.90917,2026-05-09 17:00:00+00:00
1778349600000,80806.4,81072.1,80780.4,80904.7,179.610491,2026-05-09 18:00:00+00:00
1778353200000,80904.7,80955.8,80775.0,80932.7,119.972914,2026-05-09 19:00:00+00:00
1778356800000,80932.7,80933.4,80732.4,80800.4,80.121645,2026-05-09 20:00:00+00:00
1778360400000,80800.4,80893.0,80736.0,80770.4,79.213497,2026-05-09 21:00:00+00:00
1778364000000,80770.4,80820.4,80667.3,80763.8,85.368633,2026-05-09 22:00:00+00:00
1778367600000,80763.8,80844.9,80617.0,80668.3,77.419142,2026-05-09 23:00:00+00:00
1778371200000,80668.3,80765.3,80619.4,80669.6,170.063704,2026-05-10 00:00:00+00:00
1778374800000,80669.6,80685.8,80563.0,80675.7,120.933759,2026-05-10 01:00:00+00:00
1778378400000,80675.7,80788.1,80603.0,80780.5,86.815369,2026-05-10 02:00:00+00:00
1778382000000,80780.5,80884.3,80710.4,80770.1,110.26831,2026-05-10 03:00:00+00:00
