market,timeframe,variant_id,bars,trades,mean_profit_ratio,win_rate,net_return_R
NQ/USD,4h,risk_on_momentum_fast,23879,1768,0.00046686334484917285,0.5214932126696833,0.8254143936933376
NQ/USD,4h,risk_off_short,23879,317,0.0019135710769087745,0.5394321766561514,0.6066020313800815
NQ/USD,4h,crypto_beta_short,23879,0,0.0,0.0,0.0
NQ/USD,4h,range_reversion_dense,23879,523,-0.0017162439018924972,0.4378585086042065,-0.8975955606897761
NQ/USD,4h,defensive_rotation,23879,1599,0.000324153977062279,0.5378361475922452,0.5183222093225841
NQ/USD,4h,crisis_tail_short,23879,38,-0.012033059033932689,0.42105263157894735,-0.45725624328944214
NQ/USD,4h,panic_reversal,23879,11,0.005207621354313017,0.6363636363636364,0.05728383489744319
QQQ/USD,1h,risk_on_momentum_fast,2754,170,-1.841816693376999e-05,0.5529411764705883,-0.0031310883787408986
QQQ/USD,1h,risk_off_short,2754,19,-0.001870912480509928,0.631578947368421,-0.03554733712968863
QQQ/USD,1h,crypto_beta_short,2754,0,0.0,0.0,0.0
QQQ/USD,1h,range_reversion_dense,2754,40,-0.0025534237804322665,0.475,-0.10213695121729066
QQQ/USD,1h,defensive_rotation,2754,145,-9.611850662070359e-05,0.5862068965517241,-0.013937183460002021
QQQ/USD,1h,crisis_tail_short,2754,0,0.0,0.0,0.0
QQQ/USD,1h,panic_reversal,2754,0,0.0,0.0,0.0
QQQ/USD,4h,risk_on_momentum_fast,912,89,-0.00023197290275620523,0.5617977528089888,-0.020645588345302265
QQQ/USD,4h,risk_off_short,912,11,0.005484896265097166,0.45454545454545453,0.06033385891606882
QQQ/USD,4h,crypto_beta_short,912,0,0.0,0.0,0.0
QQQ/USD,4h,range_reversion_dense,912,9,-0.0017510222454922729,0.5555555555555556,-0.015759200209430457
QQQ/USD,4h,defensive_rotation,912,75,9.298954037377254e-05,0.5733333333333334,0.006974215528032941
QQQ/USD,4h,crisis_tail_short,912,0,0.0,0.0,0.0
QQQ/USD,4h,panic_reversal,912,0,0.0,0.0,0.0
SPY/USD,1h,risk_on_momentum_fast,1286,93,0.0004020198329449927,0.5591397849462365,0.03738784446388432
SPY/USD,1h,risk_off_short,1286,0,0.0,0.0,0.0
SPY/USD,1h,crypto_beta_short,1286,0,0.0,0.0,0.0
SPY/USD,1h,range_reversion_dense,1286,21,0.0015725440354421808,0.47619047619047616,0.033023424744285795
SPY/USD,1h,defensive_rotation,1286,75,0.00020681801982933907,0.5466666666666666,0.01551135148720043
SPY/USD,1h,crisis_tail_short,1286,0,0.0,0.0,0.0
SPY/USD,1h,panic_reversal,1286,0,0.0,0.0,0.0
IWM/USD,1h,risk_on_momentum_fast,1286,90,0.0011560424920893132,0.4888888888888889,0.10404382428803818
IWM/USD,1h,risk_off_short,1286,0,0.0,0.0,0.0
IWM/USD,1h,crypto_beta_short,1286,0,0.0,0.0,0.0
IWM/USD,1h,range_reversion_dense,1286,17,-0.0015312364762484112,0.35294117647058826,-0.02603102009622299
IWM/USD,1h,defensive_rotation,1286,73,0.0019667398019692288,0.4931506849315068,0.1435720055437537
IWM/USD,1h,crisis_tail_short,1286,0,0.0,0.0,0.0
IWM/USD,1h,panic_reversal,1286,0,0.0,0.0,0.0
DIA/USD,1h,risk_on_momentum_fast,1286,87,0.00016795542692230405,0.5172413793103449,0.014612122142240452
DIA/USD,1h,risk_off_short,1286,0,0.0,0.0,0.0
DIA/USD,1h,crypto_beta_short,1286,0,0.0,0.0,0.0
DIA/USD,1h,range_reversion_dense,1286,19,0.00020097184041691972,0.5263157894736842,0.0038184649679214745
DIA/USD,1h,defensive_rotation,1286,71,0.000470202619667651,0.5492957746478874,0.03338438599640322
DIA/USD,1h,crisis_tail_short,1286,0,0.0,0.0,0.0
DIA/USD,1h,panic_reversal,1286,0,0.0,0.0,0.0
GLD/USD,1h,risk_on_momentum_fast,1284,0,0.0,0.0,0.0
GLD/USD,1h,risk_off_short,1284,0,0.0,0.0,0.0
GLD/USD,1h,crypto_beta_short,1284,0,0.0,0.0,0.0
GLD/USD,1h,range_reversion_dense,1284,13,0.0012659166130669444,0.6153846153846154,0.016456915969870277
GLD/USD,1h,defensive_rotation,1284,19,0.0047557402694548,0.5789473684210527,0.0903590651196412
GLD/USD,1h,crisis_tail_short,1284,0,0.0,0.0,0.0
GLD/USD,1h,panic_reversal,1284,0,0.0,0.0,0.0
GLD/USD,4h,risk_on_momentum_fast,429,0,0.0,0.0,0.0
GLD/USD,4h,risk_off_short,429,0,0.0,0.0,0.0
GLD/USD,4h,crypto_beta_short,429,0,0.0,0.0,0.0
GLD/USD,4h,range_reversion_dense,429,3,-0.00900866240451612,0.0,-0.02702598721354836
GLD/USD,4h,defensive_rotation,429,11,0.00539985019220979,0.5454545454545454,0.05939835211430769
GLD/USD,4h,crisis_tail_short,429,0,0.0,0.0,0.0
GLD/USD,4h,panic_reversal,429,0,0.0,0.0,0.0
BTC/USDT,4h,risk_on_momentum_fast,11137,655,-0.0004844216573060637,0.42900763358778626,-0.31729618553547173
BTC/USDT,4h,risk_off_short,11137,200,-0.0018752618389195259,0.47,-0.37505236778390516
BTC/USDT,4h,crypto_beta_short,11137,175,-0.0007154335348607067,0.4514285714285714,-0.12520086860062368
BTC/USDT,4h,range_reversion_dense,11137,178,-0.002511230331010494,0.43258426966292135,-0.4469989989198679
BTC/USDT,4h,defensive_rotation,11137,585,-0.0007784458798075511,0.4512820512820513,-0.4553908396874174
BTC/USDT,4h,crisis_tail_short,11137,18,0.0005488087519853563,0.5555555555555556,0.009878557535736413
BTC/USDT,4h,panic_reversal,11137,5,0.0022927696372966213,0.2,0.011463848186483107
ETH/USDT,4h,risk_on_momentum_fast,11137,666,0.00021356731398633968,0.4774774774774775,0.14223583111490223
ETH/USDT,4h,risk_off_short,11137,194,-5.9542022299546e-05,0.4948453608247423,-0.011551152326111924
ETH/USDT,4h,crypto_beta_short,11137,177,0.00016254528747360156,0.4915254237288136,0.028770515882827474
ETH/USDT,4h,range_reversion_dense,11137,175,-0.00941479219644826,0.37714285714285717,-1.6475886343784456
ETH/USDT,4h,defensive_rotation,11137,588,0.0013081063002498446,0.4931972789115646,0.7691665045469086
ETH/USDT,4h,crisis_tail_short,11137,18,-0.003353511503809655,0.5555555555555556,-0.06036320706857379
ETH/USDT,4h,panic_reversal,11137,8,-0.0011409957312508434,0.625,-0.009127965850006747
SOL/USDT,4h,risk_on_momentum_fast,11137,643,0.007643345998850831,0.5241057542768274,4.914671477261084
SOL/USDT,4h,risk_off_short,11137,199,0.004443581819333015,0.5175879396984925,0.88427278204727
SOL/USDT,4h,crypto_beta_short,11137,179,0.005349907981166757,0.4972067039106145,0.9576335286288495
SOL/USDT,4h,range_reversion_dense,11137,174,-0.00935970491514189,0.3850574712643678,-1.6285886552346889
SOL/USDT,4h,defensive_rotation,11137,581,0.006390940526606248,0.49225473321858865,3.71313644595823
SOL/USDT,4h,crisis_tail_short,11137,25,0.002977898176344993,0.48,0.07444745440862482
SOL/USDT,4h,panic_reversal,11137,5,0.03072594460699115,0.8,0.15362972303495576
AVAX/USDT,4h,risk_on_momentum_fast,11137,613,0.005579681184466702,0.48450244698205547,3.4203445660780885
AVAX/USDT,4h,risk_off_short,11137,197,0.004767089626279086,0.5329949238578681,0.9391166563769799
AVAX/USDT,4h,crypto_beta_short,11137,184,0.0007572338618870644,0.4891304347826087,0.13933103058721985
AVAX/USDT,4h,range_reversion_dense,11137,168,-0.0010168042805917305,0.5059523809523809,-0.17082311913941073
