timestamp,open,high,low,close,volume,close_time,quote_volume,trades
2025-01-01T00:00:00Z,93576.00000000,95151.15000000,92888.00000000,94591.79000000,10373.32613000,2025-01-01T23:59:59.999000Z,975444194.13799830,1516556
2025-01-02T00:00:00Z,94591.78000000,97839.50000000,94392.00000000,96984.79000000,21970.48948000,2025-01-02T23:59:59.999000Z,2118411852.68127950,3569079
2025-01-03T00:00:00Z,96984.79000000,98976.91000000,96100.01000000,98174.18000000,15253.82936000,2025-01-03T23:59:59.999000Z,1486610768.59079170,2851164
2025-01-04T00:00:00Z,98174.17000000,98778.43000000,97514.79000000,98220.50000000,8990.05651000,2025-01-04T23:59:59.999000Z,881223751.63536030,1559982
2025-01-05T00:00:00Z,98220.51000000,98836.85000000,97276.79000000,98363.61000000,8095.63723000,2025-01-05T23:59:59.999000Z,793931715.95463240,1685799
2025-01-06T00:00:00Z,98363.61000000,102480.00000000,97920.00000000,102235.60000000,25263.43375000,2025-01-06T23:59:59.999000Z,2540561688.77714340,3853702
2025-01-07T00:00:00Z,102235.60000000,102724.38000000,96181.81000000,96954.61000000,32059.87537000,2025-01-07T23:59:59.999000Z,3170421659.71723590,4480562
2025-01-08T00:00:00Z,96954.60000000,97268.65000000,92500.90000000,95060.61000000,33704.67894000,2025-01-08T23:59:59.999000Z,3205849081.11296200,5171208
2025-01-09T00:00:00Z,95060.61000000,95382.32000000,91203.67000000,92552.49000000,34544.83685000,2025-01-09T23:59:59.999000Z,3217669887.24539790,6027161
2025-01-10T00:00:00Z,92552.49000000,95836.00000000,92206.02000000,94726.11000000,31482.86424000,2025-01-10T23:59:59.999000Z,2962085343.28370360,5531444
2025-01-11T00:00:00Z,94726.10000000,95050.94000000,93831.73000000,94599.99000000,7047.90430000,2025-01-11T23:59:59.999000Z,665685994.93301000,1496191
2025-01-12T00:00:00Z,94599.99000000,95450.10000000,93711.19000000,94545.06000000,8606.86622000,2025-01-12T23:59:59.999000Z,813278829.65839490,1658863
2025-01-13T00:00:00Z,94545.07000000,95940.00000000,89256.69000000,94536.10000000,42619.56423000,2025-01-13T23:59:59.999000Z,3930666134.34745740,5740963
2025-01-14T00:00:00Z,94536.11000000,97371.00000000,94346.22000000,96560.86000000,27846.61753000,2025-01-14T23:59:59.999000Z,2676048470.35695040,4532923
2025-01-15T00:00:00Z,96560.85000000,100681.94000000,96500.00000000,100497.35000000,30509.99179000,2025-01-15T23:59:59.999000Z,3006242382.88679460,3487945
2025-01-16T00:00:00Z,100497.35000000,100866.66000000,97335.13000000,99987.30000000,27832.85317000,2025-01-16T23:59:59.999000Z,2765162040.63979910,3762755
2025-01-17T00:00:00Z,99987.30000000,105865.22000000,99950.77000000,104077.48000000,39171.85292000,2025-01-17T23:59:59.999000Z,4040993985.47504680,3886907
