row_id,variant_id,recipe_id,strategy_class,pair,open_date,close_date,open_session_date,source_regime_session_date,source_context_attachment_policy,parent_regime_root,parent_regime_confidence_floor,source_panel_mean_confidence,source_panel_ticker_count,manipulation_overlay_state,sub_regime_tags,sub_sub_regime_or_profit_factor,profit_factor_family,profit_factor_leaf,regime_profit_branch_path,regime_profit_branch_path_version,trade_or_bar_horizon,allowed_action,suppression_rule,year_fold,profit_ratio_net,profit_abs,stake_amount,fee_open,fee_close,exit_reason,is_open
1,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,AVAX/USDT,2021-01-12T03:00:00+00:00,2021-01-12T08:00:00+00:00,2021-01-12,2021-01-12,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6289999999999999,28,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,0.08075434068196134,160.04806605,1979.932924,0.001,0.001,exit_signal,False
2,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,SOL/USDT,2021-01-12T19:00:00+00:00,2021-01-13T01:00:00+00:00,2021-01-12,2021-01-12,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6289999999999999,28,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,-0.0864304845160308,-174.04484575,2011.6857582,0.001,0.001,rootaware_time_exit,False
3,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,BTC/USDT,2021-01-13T19:00:00+00:00,2021-01-14T01:00:00+00:00,2021-01-13,2021-01-13,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6332333333333333,30,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,0.05518529605433192,109.21410932,1977.066576,0.001,0.001,rootaware_time_exit,False
4,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,ETH/USDT,2021-01-13T21:00:00+00:00,2021-01-14T03:00:00+00:00,2021-01-13,2021-01-13,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6332333333333333,30,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,0.000283925749772515,0.56191846,1977.126426,0.001,0.001,rootaware_time_exit,False
5,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,BNB/USDT,2021-01-13T22:00:00+00:00,2021-01-14T04:00:00+00:00,2021-01-13,2021-01-13,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6332333333333333,30,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,-0.008554186838762013,-16.93020829,1977.1949472,0.001,0.001,rootaware_time_exit,False
6,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,AVAX/USDT,2021-01-13T22:00:00+00:00,2021-01-14T04:00:00+00:00,2021-01-13,2021-01-13,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6332333333333333,30,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,-0.001708994821287713,-3.38239775,1977.196589,0.001,0.001,rootaware_time_exit,False
7,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,BTC/USDT,2021-01-14T08:00:00+00:00,2021-01-14T14:00:00+00:00,2021-01-14,2021-01-14,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6649166666666667,24,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,0.018340071238641693,36.62097215,1994.7789344,0.001,0.001,rootaware_time_exit,False
8,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,ETH/USDT,2021-01-14T08:00:00+00:00,2021-01-14T14:00:00+00:00,2021-01-14,2021-01-14,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6649166666666667,24,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,0.03761429144737009,75.10984825,1994.848515,0.001,0.001,rootaware_time_exit,False
9,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,BNB/USDT,2021-01-15T01:00:00+00:00,2021-01-15T05:00:00+00:00,2021-01-15,2021-01-15,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6558095238095238,21,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,-0.022505411633865022,-45.44020087,2017.0617984,0.001,0.001,exit_signal,False
10,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,SOL/USDT,2021-01-16T04:00:00+00:00,2021-01-16T10:00:00+00:00,2021-01-16,2021-01-15,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6558095238095238,21,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,0.025795776660408044,51.85141783,2008.065851,0.001,0.001,rootaware_time_exit,False
11,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,AVAX/USDT,2021-01-16T10:00:00+00:00,2021-01-16T13:00:00+00:00,2021-01-16,2021-01-15,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6558095238095238,21,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,0.15564060456828077,314.43924483,2018.272292,0.001,0.001,exit_signal,False
12,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,BNB/USDT,2021-01-16T10:00:00+00:00,2021-01-16T16:00:00+00:00,2021-01-16,2021-01-15,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6558095238095238,21,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,0.01830221890165593,36.97649265,2018.310091,0.001,0.001,exit_signal,False
13,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,ETH/USDT,2021-01-16T16:00:00+00:00,2021-01-16T22:00:00+00:00,2021-01-16,2021-01-15,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6558095238095238,21,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,-0.034355321006473954,-71.80161408,2087.882811,0.001,0.001,rootaware_time_exit,False
14,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,SOL/USDT,2021-01-16T20:00:00+00:00,2021-01-16T22:00:00+00:00,2021-01-16,2021-01-15,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6558095238095238,21,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,-0.051623795464534813,-107.89382057,2087.9137918,0.001,0.001,exit_signal,False
15,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,SOL/USDT,2021-01-17T04:00:00+00:00,2021-01-17T08:00:00+00:00,2021-01-17,2021-01-15,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6558095238095238,21,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,-0.08927983159630573,-183.41511355,2052.3322949,0.001,0.001,exit_signal,False
16,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,BNB/USDT,2021-01-17T17:00:00+00:00,2021-01-17T23:00:00+00:00,2021-01-17,2021-01-15,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6558095238095238,21,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,0.030138676519989697,60.82059125,2016.008612,0.001,0.001,rootaware_time_exit,False
17,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,SOL/USDT,2021-01-17T18:00:00+00:00,2021-01-18T00:00:00+00:00,2021-01-17,2021-01-15,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6558095238095238,21,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,-0.029580716767558052,-59.69484741,2016.01647,0.001,0.001,rootaware_time_exit,False
18,baseline,RootAwareDenseReadbackV1,RootAwareDenseReadbackV1,SOL/USDT,2021-01-18T09:00:00+00:00,2021-01-18T15:00:00+00:00,2021-01-18,2021-01-15,source_panel_previous_session_context_asof,Bull,0.9797225384,0.6558095238095238,21,not_consumed_no_direct_event_rows,TrendExpansion,RootGatedDonchianMomentum,root_aware_momentum_breakout,RootAwareDenseReadbackV1,Bull -> TrendExpansion -> RootGatedDonchianMomentum -> RootAwareDenseReadbackV1,board-b-rootaware-multibranch-rc-spa/v1,1h_trade,research_only_until_all_required_roots_pass,suppress_if_root_branch_rc_spa_fails,2021,-0.0480950360337625,-97.06817784,2016.24148,0.001,0.001,rootaware_time_exit,False
