schema_version,run_id,recipe_id,variant_id,market,timeframe,trade_id,open_date,close_date,open_session_date,source_anchor,parent_regime_root,parent_regime_confidence_floor,source_ticker_confidence,source_ticker_vix,manipulation_overlay_state,sub_regime_tags,sub_sub_regime_or_profit_factor,profit_factor_family,profit_factor_leaf,regime_profit_branch_path,regime_profit_branch_path_version,trade_or_bar_horizon,allowed_action,suppression_rule,direction,direction_sign,entry_close,exit_close,gross_return,roundtrip_cost,profit_ratio_net,year_fold,root_lookup_status,provider_id,provider_cluster,provider_count,provider_dispersion
board-b-provider-raw-daily-consensus/v1,20260511T212329+0800-codex-board-b-provider-raw-daily-consensus-v1,ProviderRawDailyConsensusV1,provider_pullback_reclaim,SPY/USD,1d,ProviderRawDailyConsensusV1:provider_pullback_reclaim:SPY/USD:1d:yf_spy:461,2024-11-01T13:30:00+00:00,2024-11-07T14:30:00+00:00,2024-11-01,^IXIC,Bull,0.9797225384,0.6,21.8799991607666,component_pass_from_205047_not_rescored_here,RawProviderConsensusRiskOn,CrossVenueMomentum,provider_raw_daily_consensus,ProviderRawDailyConsensusV1:provider_pullback_reclaim,Bull -> RawProviderConsensusRiskOn -> CrossVenueMomentum -> ProviderRawDailyConsensusV1:provider_pullback_reclaim,board-b-provider-raw-daily-consensus/v1,1d_hold_4,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_raw_provider_branch_rc_spa_fails,long,1,571.0399780273438,595.6099853515625,0.04302677267727528,0.001,0.04202677267727528,2024,source_panel_daily_asof,yf_spy,equity_index,2,1.1590277565759017
board-b-provider-raw-daily-consensus/v1,20260511T212329+0800-codex-board-b-provider-raw-daily-consensus-v1,ProviderRawDailyConsensusV1,provider_pullback_reclaim,SPY/USD,1d,ProviderRawDailyConsensusV1:provider_pullback_reclaim:SPY/USD:1d:yf_spy:495,2024-12-20T14:30:00+00:00,2024-12-27T14:30:00+00:00,2024-12-20,^IXIC,Bull,0.9797225384,0.6,18.36000061035156,component_pass_from_205047_not_rescored_here,RawProviderConsensusRiskOn,CrossVenueMomentum,provider_raw_daily_consensus,ProviderRawDailyConsensusV1:provider_pullback_reclaim,Bull -> RawProviderConsensusRiskOn -> CrossVenueMomentum -> ProviderRawDailyConsensusV1:provider_pullback_reclaim,board-b-provider-raw-daily-consensus/v1,1d_hold_4,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_raw_provider_branch_rc_spa_fails,long,1,591.1500244140625,595.010009765625,0.006529620556792626,0.001,0.005529620556792626,2024,source_panel_daily_asof,yf_spy,equity_index,2,1.1542356075494526
board-b-provider-raw-daily-consensus/v1,20260511T212329+0800-codex-board-b-provider-raw-daily-consensus-v1,ProviderRawDailyConsensusV1,provider_pullback_reclaim,AAPL/USD,1d,ProviderRawDailyConsensusV1:provider_pullback_reclaim:AAPL/USD:1d:yf_aapl:504,2025-01-06T14:30:00+00:00,2025-01-13T14:30:00+00:00,2025-01-06,^IXIC,Bull,0.9797225384,0.6,16.040000915527344,component_pass_from_205047_not_rescored_here,RawProviderConsensusRiskOn,CrossVenueMomentum,provider_raw_daily_consensus,ProviderRawDailyConsensusV1:provider_pullback_reclaim,Bull -> RawProviderConsensusRiskOn -> CrossVenueMomentum -> ProviderRawDailyConsensusV1:provider_pullback_reclaim,board-b-provider-raw-daily-consensus/v1,1d_hold_4,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_raw_provider_branch_rc_spa_fails,long,1,245.0,234.3999938964844,-0.04326533103475749,0.001,-0.044265331034757494,2025,source_panel_daily_asof,yf_aapl,equity_single,1,0.0
board-b-provider-raw-daily-consensus/v1,20260511T212329+0800-codex-board-b-provider-raw-daily-consensus-v1,ProviderRawDailyConsensusV1,provider_pullback_reclaim,AAPL/USD,1d,ProviderRawDailyConsensusV1:provider_pullback_reclaim:AAPL/USD:1d:yf_aapl:744,2025-12-19T14:30:00+00:00,2025-12-26T14:30:00+00:00,2025-12-19,^IXIC,Bull,0.9797225384,0.833,14.90999984741211,component_pass_from_205047_not_rescored_here,RawProviderConsensusRiskOn,CrossVenueMomentum,provider_raw_daily_consensus,ProviderRawDailyConsensusV1:provider_pullback_reclaim,Bull -> RawProviderConsensusRiskOn -> CrossVenueMomentum -> ProviderRawDailyConsensusV1:provider_pullback_reclaim,board-b-provider-raw-daily-consensus/v1,1d_hold_4,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_raw_provider_branch_rc_spa_fails,long,1,273.6700134277344,273.3999938964844,-0.0009866610077881033,0.001,-0.0019866610077881033,2025,source_panel_daily_asof,yf_aapl,equity_single,1,0.0
board-b-provider-raw-daily-consensus/v1,20260511T212329+0800-codex-board-b-provider-raw-daily-consensus-v1,ProviderRawDailyConsensusV1,provider_pullback_reclaim,ES/USD,1d,ProviderRawDailyConsensusV1:provider_pullback_reclaim:ES/USD:1d:yf_es_f:462,2024-11-01T04:00:00+00:00,2024-11-07T05:00:00+00:00,2024-11-01,^IXIC,Bull,0.9797225384,0.6,21.8799991607666,component_pass_from_205047_not_rescored_here,RawProviderConsensusRiskOn,CrossVenueMomentum,provider_raw_daily_consensus,ProviderRawDailyConsensusV1:provider_pullback_reclaim,Bull -> RawProviderConsensusRiskOn -> CrossVenueMomentum -> ProviderRawDailyConsensusV1:provider_pullback_reclaim,board-b-provider-raw-daily-consensus/v1,1d_hold_4,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_raw_provider_branch_rc_spa_fails,long,1,5758.25,6003.75,0.042634480962097765,0.001,0.041634480962097764,2024,source_panel_daily_asof,yf_es_f,equity_index,2,1.1590277565759017
board-b-provider-raw-daily-consensus/v1,20260511T212329+0800-codex-board-b-provider-raw-daily-consensus-v1,ProviderRawDailyConsensusV1,provider_pullback_reclaim,BTC/USD,1d,ProviderRawDailyConsensusV1:provider_pullback_reclaim:BTC/USD:1d:yf_btc:111,2023-04-22T00:00:00+00:00,2023-04-26T00:00:00+00:00,2023-04-22,^IXIC,Bull,0.9797225384,0.333,16.770000457763672,component_pass_from_205047_not_rescored_here,RawProviderConsensusRiskOn,CrossVenueMomentum,provider_raw_daily_consensus,ProviderRawDailyConsensusV1:provider_pullback_reclaim,Bull -> RawProviderConsensusRiskOn -> CrossVenueMomentum -> ProviderRawDailyConsensusV1:provider_pullback_reclaim,board-b-provider-raw-daily-consensus/v1,1d_hold_4,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_raw_provider_branch_rc_spa_fails,long,1,27817.5,28422.701171875,0.021756130920284056,0.0018,0.019956130920284056,2023,source_panel_daily_asof,yf_btc,btc_crossvenue,1,0.0
board-b-provider-raw-daily-consensus/v1,20260511T212329+0800-codex-board-b-provider-raw-daily-consensus-v1,ProviderRawDailyConsensusV1,provider_pullback_reclaim,BTC/USD,1d,ProviderRawDailyConsensusV1:provider_pullback_reclaim:BTC/USD:1d:yf_btc:199,2023-07-19T00:00:00+00:00,2023-07-23T00:00:00+00:00,2023-07-19,^IXIC,Bull,0.9797225384,0.857,13.760000228881836,component_pass_from_205047_not_rescored_here,RawProviderConsensusRiskOn,CrossVenueMomentum,provider_raw_daily_consensus,ProviderRawDailyConsensusV1:provider_pullback_reclaim,Bull -> RawProviderConsensusRiskOn -> CrossVenueMomentum -> ProviderRawDailyConsensusV1:provider_pullback_reclaim,board-b-provider-raw-daily-consensus/v1,1d_hold_4,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_raw_provider_branch_rc_spa_fails,long,1,29913.923828125,30084.5390625,0.005703539106246769,0.0018,0.003903539106246769,2023,source_panel_daily_asof,yf_btc,btc_crossvenue,1,0.0
board-b-provider-raw-daily-consensus/v1,20260511T212329+0800-codex-board-b-provider-raw-daily-consensus-v1,ProviderRawDailyConsensusV1,provider_pullback_reclaim,BTC/USD,1d,ProviderRawDailyConsensusV1:provider_pullback_reclaim:BTC/USD:1d:yf_btc:447,2024-03-23T00:00:00+00:00,2024-03-27T00:00:00+00:00,2024-03-23,^IXIC,Bull,0.9797225384,0.6,13.0600004196167,component_pass_from_205047_not_rescored_here,RawProviderConsensusRiskOn,CrossVenueMomentum,provider_raw_daily_consensus,ProviderRawDailyConsensusV1:provider_pullback_reclaim,Bull -> RawProviderConsensusRiskOn -> CrossVenueMomentum -> ProviderRawDailyConsensusV1:provider_pullback_reclaim,board-b-provider-raw-daily-consensus/v1,1d_hold_4,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_raw_provider_branch_rc_spa_fails,long,1,64062.203125,69455.34375,0.08418599988634101,0.0018,0.08238599988634102,2024,source_panel_daily_asof,yf_btc,btc_crossvenue,1,0.0
board-b-provider-raw-daily-consensus/v1,20260511T212329+0800-codex-board-b-provider-raw-daily-consensus-v1,ProviderRawDailyConsensusV1,provider_pullback_reclaim,BTC/USD,1d,ProviderRawDailyConsensusV1:provider_pullback_reclaim:BTC/USD:1d:yf_btc:469,2024-04-14T00:00:00+00:00,2024-04-18T00:00:00+00:00,2024-04-14,^IXIC,Bull,0.9797225384,0.6,17.309999465942383,component_pass_from_205047_not_rescored_here,RawProviderConsensusRiskOn,CrossVenueMomentum,provider_raw_daily_consensus,ProviderRawDailyConsensusV1:provider_pullback_reclaim,Bull -> RawProviderConsensusRiskOn -> CrossVenueMomentum -> ProviderRawDailyConsensusV1:provider_pullback_reclaim,board-b-provider-raw-daily-consensus/v1,1d_hold_4,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_raw_provider_branch_rc_spa_fails,long,1,65738.7265625,63512.75390625,-0.033860903194309566,0.0018,-0.03566090319430957,2024,source_panel_daily_asof,yf_btc,btc_crossvenue,1,0.0
board-b-provider-raw-daily-consensus/v1,20260511T212329+0800-codex-board-b-provider-raw-daily-consensus-v1,ProviderRawDailyConsensusV1,provider_pullback_reclaim,BTC/USD,1d,ProviderRawDailyConsensusV1:provider_pullback_reclaim:BTC/USD:1d:yf_btc:727,2024-12-28T00:00:00+00:00,2025-01-01T00:00:00+00:00,2024-12-28,^IXIC,Bull,0.9797225384,0.6,15.949999809265137,component_pass_from_205047_not_rescored_here,RawProviderConsensusRiskOn,CrossVenueMomentum,provider_raw_daily_consensus,ProviderRawDailyConsensusV1:provider_pullback_reclaim,Bull -> RawProviderConsensusRiskOn -> CrossVenueMomentum -> ProviderRawDailyConsensusV1:provider_pullback_reclaim,board-b-provider-raw-daily-consensus/v1,1d_hold_4,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_raw_provider_branch_rc_spa_fails,long,1,95163.9296875,94419.7578125,-0.007819894338576772,0.0018,-0.009619894338576771,2024,source_panel_daily_asof,yf_btc,btc_crossvenue,2,0.0002984188092692553
