market,timeframe,variant_id,bars,trades,mean_profit_ratio,win_rate,net_return_R
BTC/USDT,1h,liq_expansion_momentum_fast,44504,855,-0.0012222232106676746,0.41403508771929826,-1.0450008451208619
BTC/USDT,1h,liq_expansion_momentum_slow,44504,677,-0.0007789334323901947,0.42097488921713444,-0.5273379337281618
BTC/USDT,1h,bull_pullback_reclaim,44504,82,-0.0035972604366245756,0.3780487804878049,-0.2949753558032152
BTC/USDT,1h,liq_drain_breakdown,44504,435,-0.000854950808165799,0.43448275862068964,-0.37190360155212254
BTC/USDT,1h,relief_fade_short,44504,36,-0.0011024768186600636,0.3611111111111111,-0.03968916547176229
BTC/USDT,1h,range_liq_reversion,44504,705,-0.001640099826823878,0.451063829787234,-1.1562703779108339
BTC/USDT,1h,squeeze_breakout,44504,213,-0.003178280113398999,0.41784037558685444,-0.6769736641539867
BTC/USDT,1h,panic_rebound,44504,99,-0.005815088623897324,0.3939393939393939,-0.5756937737658351
BTC/USDT,1h,liq_cliff_short,44504,46,-0.0056072243644333915,0.34782608695652173,-0.257932320763936
BTC/USDT,1h,low_impact_carry,44504,1565,-0.0014348505596824266,0.41789137380191693,-2.2455411259029976
BTC/USDT,4h,liq_expansion_momentum_fast,11137,311,-6.514919261660403e-05,0.4437299035369775,-0.020261398903763855
BTC/USDT,4h,liq_expansion_momentum_slow,11137,265,0.00039728705208763343,0.4528301886792453,0.10528106880322285
BTC/USDT,4h,bull_pullback_reclaim,11137,27,-0.011140649347183697,0.2962962962962963,-0.30079753237395984
BTC/USDT,4h,liq_drain_breakdown,11137,176,0.00010547594488878661,0.4715909090909091,0.018563766300426443
BTC/USDT,4h,relief_fade_short,11137,9,-0.0012895330996197352,0.7777777777777778,-0.011605797896577617
BTC/USDT,4h,range_liq_reversion,11137,159,-0.003438131396897997,0.44025157232704404,-0.5466628921067815
BTC/USDT,4h,squeeze_breakout,11137,38,0.0026999805081767544,0.5,0.10259925931071667
BTC/USDT,4h,panic_rebound,11137,20,-0.006009742423852371,0.35,-0.12019484847704742
BTC/USDT,4h,liq_cliff_short,11137,18,0.0009441073815421094,0.5,0.01699393286775797
BTC/USDT,4h,low_impact_carry,11137,532,-0.001842926602732697,0.4323308270676692,-0.9804369526537948
BTC/USDT,1d,liq_expansion_momentum_fast,1857,51,0.0015627739955174783,0.45098039215686275,0.07970147377139139
BTC/USDT,1d,liq_expansion_momentum_slow,1857,49,0.0049308416371155635,0.4897959183673469,0.24161124021866262
BTC/USDT,1d,bull_pullback_reclaim,1857,4,-0.053937911927313176,0.25,-0.2157516477092527
BTC/USDT,1d,liq_drain_breakdown,1857,40,0.00787734001108949,0.575,0.3150936004435796
BTC/USDT,1d,relief_fade_short,1857,6,0.046269528456409637,0.6666666666666666,0.2776171707384578
BTC/USDT,1d,range_liq_reversion,1857,27,-0.0004424951608038155,0.48148148148148145,-0.01194736934170302
BTC/USDT,1d,squeeze_breakout,1857,5,0.017822341865975776,0.6,0.08911170932987889
BTC/USDT,1d,panic_rebound,1857,9,0.0018202906538878018,0.5555555555555556,0.016382615884990216
BTC/USDT,1d,liq_cliff_short,1857,4,-0.014520416052133688,0.25,-0.05808166420853475
BTC/USDT,1d,low_impact_carry,1857,98,0.006694753519869524,0.4897959183673469,0.6560858449472133
ETH/USDT,1h,liq_expansion_momentum_fast,44504,921,0.00017836108171869264,0.4527687296416938,0.16427055626291592
ETH/USDT,1h,liq_expansion_momentum_slow,44504,720,0.00035046218523468393,0.4666666666666667,0.2523327733689724
ETH/USDT,1h,bull_pullback_reclaim,44504,82,-0.0017210329362044592,0.4268292682926829,-0.14112470076876565
ETH/USDT,1h,liq_drain_breakdown,44504,444,0.00041525730262770765,0.4594594594594595,0.1843742423667022
ETH/USDT,1h,relief_fade_short,44504,23,-0.0027935158647310445,0.391304347826087,-0.06425086488881403
ETH/USDT,1h,range_liq_reversion,44504,638,-0.0032280819787560153,0.44043887147335425,-2.0595163024463377
ETH/USDT,1h,squeeze_breakout,44504,168,-0.00016698241406236324,0.39880952380952384,-0.028053045562477022
ETH/USDT,1h,panic_rebound,44504,95,-0.0062288030974265675,0.4421052631578947,-0.5917362942555239
ETH/USDT,1h,liq_cliff_short,44504,46,-0.0003053905309170353,0.4782608695652174,-0.014047964422183624
ETH/USDT,1h,low_impact_carry,44504,1537,-0.00021253224992921532,0.4547820429407938,-0.32666206814120397
ETH/USDT,4h,liq_expansion_momentum_fast,11137,327,0.0023763500831776394,0.4740061162079511,0.7770664771990881
ETH/USDT,4h,liq_expansion_momentum_slow,11137,285,0.0023225259508280207,0.4807017543859649,0.6619198959859859
ETH/USDT,4h,bull_pullback_reclaim,11137,29,0.010240063384749294,0.6551724137931034,0.29696183815772953
ETH/USDT,4h,liq_drain_breakdown,11137,173,0.0024482936637436658,0.5028901734104047,0.42355480382765415
ETH/USDT,4h,relief_fade_short,11137,8,0.023351732654378357,0.5,0.18681386123502686
ETH/USDT,4h,range_liq_reversion,11137,156,-0.00693296524971031,0.3974358974358974,-1.0815425789548083
