path,sha256
docs/experiments/actionable-regime-confidence/runs/20260512T165122+0800-codex-ob-fvg-branch-matrix-six-provider-aq-v1/agent-material/ProviderObFvgPullbackV1.py,937d36eaa7b5475a1ab68c62850059c330492a3ac24aea37055fe7f5fe47c302
docs/experiments/actionable-regime-confidence/runs/20260512T165122+0800-codex-ob-fvg-branch-matrix-six-provider-aq-v1/agent-material/ob-fvg-branch-matrix-binance-1h-v1.material.json,01797160800cd0a9e53fca33f9c509ffffc387ad2b5a9417f3c7e1a338034f21
docs/experiments/actionable-regime-confidence/runs/20260512T165122+0800-codex-ob-fvg-branch-matrix-six-provider-aq-v1/agent-material/ob-fvg-branch-matrix-bybit-1h-v1.material.json,dcd9e11d436294313aabb6142b0ababb6c89796c27ed82b90e31a20cac90d1c4
docs/experiments/actionable-regime-confidence/runs/20260512T165122+0800-codex-ob-fvg-branch-matrix-six-provider-aq-v1/agent-material/ob-fvg-branch-matrix-ibkr-1h-v1.material.json,180e048fb5299b2bf0ca85c9e879707bcb9720ea7c82e7d11bcefe05cb7afff4
docs/experiments/actionable-regime-confidence/runs/20260512T165122+0800-codex-ob-fvg-branch-matrix-six-provider-aq-v1/agent-material/ob-fvg-branch-matrix-kraken-1h-v1.material.json,b4f2053385f1999f976a331f6e85fdeb7822a03d1d9828865e1f2695747e18f4
docs/experiments/actionable-regime-confidence/runs/20260512T165122+0800-codex-ob-fvg-branch-matrix-six-provider-aq-v1/agent-material/ob-fvg-branch-matrix-tvr-btc-usd-1h-v1.material.json,0a87f8833336fc44dc6ccced9c8cf0eec7eca22e5d1480768559cbede36a176e
docs/experiments/actionable-regime-confidence/runs/20260512T165122+0800-codex-ob-fvg-branch-matrix-six-provider-aq-v1/agent-material/ob-fvg-branch-matrix-yfinance-yf-1h-v1.material.json,aba86cc9de73ee16140af6f1dc8ca85741f16fe01189c640a9a66e613477cee7
docs/experiments/actionable-regime-confidence/runs/20260512T165122+0800-codex-ob-fvg-branch-matrix-six-provider-aq-v1/checks/01_fetch_yahoo_spy_1h.exit,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
docs/experiments/actionable-regime-confidence/runs/20260512T165122+0800-codex-ob-fvg-branch-matrix-six-provider-aq-v1/checks/02_fetch_binance_btcusdt_1h.exit,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
docs/experiments/actionable-regime-confidence/runs/20260512T165122+0800-codex-ob-fvg-branch-matrix-six-provider-aq-v1/checks/03_fetch_bybit_linear_btcusdt_1h.exit,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
docs/experiments/actionable-regime-confidence/runs/20260512T165122+0800-codex-ob-fvg-branch-matrix-six-provider-aq-v1/checks/04_fetch_kraken_futures_pfxbtusd_1h.exit,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
docs/experiments/actionable-regime-confidence/runs/20260512T165122+0800-codex-ob-fvg-branch-matrix-six-provider-aq-v1/checks/05_fetch_ibkr_spy_1h.exit,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
docs/experiments/actionable-regime-confidence/runs/20260512T165122+0800-codex-ob-fvg-branch-matrix-six-provider-aq-v1/checks/06_fetch_tvr_local_stdio_btc_usd_1h.exit,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
docs/experiments/actionable-regime-confidence/runs/20260512T165122+0800-codex-ob-fvg-branch-matrix-six-provider-aq-v1/checks/provider_preflight_assertions.out,c6b84b69b1c4c5c36a7b60eb43116254b0b752d72ca9f879f35a5341c4eaed44
docs/experiments/actionable-regime-confidence/runs/20260512T165122+0800-codex-ob-fvg-branch-matrix-six-provider-aq-v1/checks/sha256_manifest.csv,a1c5d164a6ed45b2bd9ce42d10d7616079d1308954e84bb0250ac0d46346f74c
docs/experiments/actionable-regime-confidence/runs/20260512T165122+0800-codex-ob-fvg-branch-matrix-six-provider-aq-v1/command-output/01_fetch_yahoo_spy_1h.cmd,12a3a56fc5970fa0605f61182fe2296293eb0d7ff5284ff9dc3e8dfdc9e25a6c
docs/experiments/actionable-regime-confidence/runs/20260512T165122+0800-codex-ob-fvg-branch-matrix-six-provider-aq-v1/command-output/01_fetch_yahoo_spy_1h.err,8c22a5978faf8784a150b90854bc4447f2dae8c349eb6e865ac3837cea2ee8df
docs/experiments/actionable-regime-confidence/runs/20260512T165122+0800-codex-ob-fvg-branch-matrix-six-provider-aq-v1/command-output/01_fetch_yahoo_spy_1h.out,d4827468e3472bf6fb661df475c6539d7b610c2a90dd4088c18c07b222797852
