"timestamp","open","high","low","close","volume"
"2026-01-11T23:00:00Z",25914.25,25919.5,25879.75,25894.25,3642.0
"2026-01-12T00:00:00Z",25893.25,25902.75,25772.5,25789.5,11900.0
"2026-01-12T01:00:00Z",25789.75,25797.0,25723.25,25778.5,13451.0
"2026-01-12T02:00:00Z",25777.5,25778.25,25731.5,25748.0,8769.0
"2026-01-12T03:00:00Z",25748.25,25753.25,25710.25,25737.75,5781.0
"2026-01-12T04:00:00Z",25738.25,25739.5,25715.0,25729.25,3019.0
"2026-01-12T05:00:00Z",25727.0,25742.5,25676.25,25698.75,6379.0
"2026-01-12T06:00:00Z",25699.75,25726.0,25696.75,25716.75,3200.0
"2026-01-12T07:00:00Z",25718.0,25746.25,25715.75,25731.5,4077.0
"2026-01-12T08:00:00Z",25731.75,25750.0,25632.75,25660.5,13733.0
"2026-01-12T09:00:00Z",25660.0,25706.5,25660.0,25698.0,7808.0
"2026-01-12T10:00:00Z",25698.5,25723.0,25686.25,25707.25,4719.0
"2026-01-12T11:00:00Z",25707.5,25733.0,25705.25,25718.75,4826.0
"2026-01-12T12:00:00Z",25718.5,25761.5,25713.5,25752.75,8313.0
"2026-01-12T13:00:00Z",25752.5,25763.0,25728.25,25743.5,9748.0
"2026-01-12T14:00:00Z",25743.75,25924.0,25719.75,25901.0,83807.0
"2026-01-12T15:00:00Z",25901.25,25933.5,25863.75,25915.5,70197.0
"2026-01-12T16:00:00Z",25915.5,25969.5,25901.0,25961.0,46839.0
"2026-01-12T17:00:00Z",25961.0,25974.0,25938.25,25968.0,26929.0
"2026-01-12T18:00:00Z",25968.5,25997.5,25965.0,25978.5,25934.0
"2026-01-12T19:00:00Z",25978.5,26016.5,25962.0,26014.75,26699.0
"2026-01-12T20:00:00Z",26015.0,26020.5,25950.5,25952.25,44466.0
"2026-01-12T21:00:00Z",25952.25,25974.0,25932.75,25942.25,12380.0
"2026-01-12T23:00:00Z",25953.5,25954.0,25893.5,25895.5,0.0
"2026-01-13T00:00:00Z",25895.25,25898.25,25871.5,25875.25,5006.0
"2026-01-13T01:00:00Z",25875.0,25891.25,25845.75,25878.75,6165.0
"2026-01-13T02:00:00Z",25879.75,25897.75,25874.25,25878.25,3826.0
"2026-01-13T03:00:00Z",25877.75,25892.25,25861.5,25882.25,3076.0
"2026-01-13T04:00:00Z",25883.5,25891.75,25869.0,25886.25,2284.0
"2026-01-13T05:00:00Z",25881.5,25907.25,25877.5,25901.5,2708.0
"2026-01-13T06:00:00Z",25902.0,25932.75,25900.75,25917.0,3092.0
"2026-01-13T07:00:00Z",25916.25,25925.25,25906.5,25917.25,2476.0
"2026-01-13T08:00:00Z",25917.25,25924.25,25895.5,25906.25,4376.0
"2026-01-13T09:00:00Z",25907.0,25936.75,25893.5,25909.75,4250.0
"2026-01-13T10:00:00Z",25908.75,25914.25,25871.75,25878.0,4052.0
"2026-01-13T11:00:00Z",25878.5,25900.75,25870.5,25900.5,4479.0
"2026-01-13T12:00:00Z",25901.25,25918.75,25888.25,25895.25,4978.0
"2026-01-13T13:00:00Z",25895.25,26045.5,25887.0,25971.25,27951.0
"2026-01-13T14:00:00Z",25970.25,26042.75,25930.75,25948.75,86079.0
"2026-01-13T15:00:00Z",25947.25,25969.75,25809.25,25894.5,104591.0
"2026-01-13T16:00:00Z",25894.5,26025.75,25847.25,26008.5,66405.0
"2026-01-13T17:00:00Z",26008.75,26018.25,25857.75,25877.25,58248.0
"2026-01-13T18:00:00Z",25876.5,25910.75,25833.75,25839.75,47501.0
"2026-01-13T19:00:00Z",25840.25,25885.25,25821.25,25866.25,42467.0
