split_family,split_name,positive_support,negative_support,positive_wilson95_lcb,negative_wilson95_lcb,min_wilson95_lcb,support_ok,wilson_ok,pass
pooled_all_source_rows,all_rows,73,73,0.950006246616,0.950006246616,0.950006246616,True,True,True
heldout_market_family,agriculture,5,5,0.565508505248,0.565508505248,0.565508505248,False,False,False
heldout_market_family,energy,14,14,0.784682988073,0.784682988073,0.784682988073,False,False,False
heldout_market_family,equity_index_futures,15,15,0.796110733696,0.796110733696,0.796110733696,False,False,False
heldout_market_family,metals,39,39,0.9103301464,0.9103301464,0.9103301464,False,False,False
heldout_venue_family,cme_group,69,69,0.947260905856,0.947260905856,0.947260905856,True,False,False
heldout_venue_family,ice_ifeu,1,1,0.206543291474,0.206543291474,0.206543291474,False,False,False
heldout_venue_family,us_futures_exchange_unspecified,3,3,0.438493919551,0.438493919551,0.438493919551,False,False,False
heldout_session_bucket,central_time_afternoon,1,1,0.206543291474,0.206543291474,0.206543291474,False,False,False
heldout_session_bucket,central_time_midday,2,2,0.34237195289,0.34237195289,0.34237195289,False,False,False
heldout_session_bucket,central_time_not_disclosed,1,1,0.206543291474,0.206543291474,0.206543291474,False,False,False
heldout_session_bucket,daytime_central_time,4,4,0.510099979596,0.510099979596,0.510099979596,False,False,False
heldout_session_bucket,evening_central_time,1,1,0.206543291474,0.206543291474,0.206543291474,False,False,False
heldout_session_bucket,overnight_central_time,15,15,0.796110733696,0.796110733696,0.796110733696,False,False,False
heldout_session_bucket,overnight_eastern_time,2,2,0.34237195289,0.34237195289,0.34237195289,False,False,False
heldout_session_bucket,overnight_source_time,5,5,0.565508505248,0.565508505248,0.565508505248,False,False,False
heldout_session_bucket,overnight_us_central_time,1,1,0.206543291474,0.206543291474,0.206543291474,False,False,False
heldout_session_bucket,regular_central_time,1,1,0.206543291474,0.206543291474,0.206543291474,False,False,False
heldout_session_bucket,regular_eastern_time,8,8,0.675584380489,0.675584380489,0.675584380489,False,False,False
heldout_session_bucket,regular_london_time,1,1,0.206543291474,0.206543291474,0.206543291474,False,False,False
heldout_session_bucket,regular_source_time,1,1,0.206543291474,0.206543291474,0.206543291474,False,False,False
heldout_session_bucket,regular_us_afternoon_source_time,1,1,0.206543291474,0.206543291474,0.206543291474,False,False,False
heldout_session_bucket,regular_us_central_time,17,17,0.815676339628,0.815676339628,0.815676339628,False,False,False
heldout_session_bucket,regular_us_morning_source_time,5,5,0.565508505248,0.565508505248,0.565508505248,False,False,False
heldout_session_bucket,regular_us_source_time,2,2,0.34237195289,0.34237195289,0.34237195289,False,False,False
heldout_session_bucket,source_time_not_stated,5,5,0.565508505248,0.565508505248,0.565508505248,False,False,False
candidate_contract_market_family,agriculture,5,5,0.565508505248,0.565508505248,0.565508505248,False,False,False
candidate_contract_market_family,energy,14,14,0.784682988073,0.784682988073,0.784682988073,False,False,False
candidate_contract_market_family,equity_index_futures,15,15,0.796110733696,0.796110733696,0.796110733696,False,False,False
candidate_contract_market_family,metals,39,39,0.9103301464,0.9103301464,0.9103301464,False,False,False
candidate_contract_venue_family,cme_group,69,69,0.947260905856,0.947260905856,0.947260905856,True,False,False
candidate_contract_venue_family,ice_ifeu,1,1,0.206543291474,0.206543291474,0.206543291474,False,False,False
candidate_contract_venue_family,us_futures_exchange_unspecified,3,3,0.438493919551,0.438493919551,0.438493919551,False,False,False
