family,provider,symbol,branch_path,main_regime,volatility_bucket,momentum_bucket,trade_count,win_rate,avg_net_return,total_net_return,profit_factor
fvg_ob_pullback_resume_v1,binance,BTCUSDT,insufficient_context->unknown_volatility->unknown_momentum->fvg_ob_pullback_resume,insufficient_context,unknown_volatility,unknown_momentum,5,0.8,0.016039601637755533,0.08019800818877766,5.195937140486974
fvg_ob_pullback_resume_v1,binance,BTCUSDT,range_or_de_risk->high_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,range_or_de_risk,high_volatility,down_or_flat_momentum,122,0.5327868852459017,0.002397639435891284,0.29251201117873665,1.3735438736127317
fvg_ob_pullback_resume_v1,binance,BTCUSDT,range_or_de_risk->high_volatility->up_momentum->fvg_ob_pullback_resume,range_or_de_risk,high_volatility,up_momentum,124,0.4838709677419355,-0.0024910735505378357,-0.30889312026669163,0.7054590245014393
fvg_ob_pullback_resume_v1,binance,BTCUSDT,range_or_de_risk->normal_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,range_or_de_risk,normal_volatility,down_or_flat_momentum,437,0.4897025171624714,7.303702838816392e-05,0.03191718140562763,1.0084892317778031
fvg_ob_pullback_resume_v1,binance,BTCUSDT,range_or_de_risk->normal_volatility->up_momentum->fvg_ob_pullback_resume,range_or_de_risk,normal_volatility,up_momentum,442,0.47737556561085975,-0.0006512345530127607,-0.2878456724316402,0.917737890791367
fvg_ob_pullback_resume_v1,binance,BTCUSDT,trend_expansion->high_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,trend_expansion,high_volatility,down_or_flat_momentum,272,0.41911764705882354,-0.0035123922608924917,-0.9553706949627577,0.7251324563309001
fvg_ob_pullback_resume_v1,binance,BTCUSDT,trend_expansion->high_volatility->up_momentum->fvg_ob_pullback_resume,trend_expansion,high_volatility,up_momentum,278,0.5107913669064749,0.0011765433791933184,0.32707905941574256,1.1363192877049424
fvg_ob_pullback_resume_v1,binance,BTCUSDT,trend_expansion->normal_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,trend_expansion,normal_volatility,down_or_flat_momentum,541,0.4269870609981516,-0.0015152567958395553,-0.8197539265491994,0.8392126985390261
fvg_ob_pullback_resume_v1,binance,BTCUSDT,trend_expansion->normal_volatility->up_momentum->fvg_ob_pullback_resume,trend_expansion,normal_volatility,up_momentum,690,0.48840579710144927,1.7386644903416977e-05,0.011996784983357715,1.0021456506977602
fvg_ob_pullback_resume_v1,ibkr,SPY,insufficient_context->unknown_volatility->unknown_momentum->fvg_ob_pullback_resume,insufficient_context,unknown_volatility,unknown_momentum,9,0.4444444444444444,-0.004364993697993844,-0.0392849432819446,0.2744664508083479
fvg_ob_pullback_resume_v1,ibkr,SPY,range_or_de_risk->high_volatility->down_or_flat_momentum->fvg_ob_pullback_resume,range_or_de_risk,high_volatility,down_or_flat_momentum,54,0.4444444444444444,-0.0007504941233368381,-0.04052668266018926,0.8483621870710619
fvg_ob_pullback_resume_v1,ibkr,SPY,range_or_de_risk->high_volatility->up_momentum->fvg_ob_pullback_resume,range_or_de_risk,high_volatility,up_momentum,46,0.6086956521739131,-0.00019179291183951238,-0.008822473944617569,0.9488570421712379
