provider,symbol,interval,timestamp,period_bucket,direction,main_regime,sub_regime,sub_sub_regime_or_profit_factor,profit_factor,branch_path,close,future_close_6h,net_return,win,ret_6h,ret_24h,ret_63h,atr_pct
binance_public,BTCUSDT,1h,2017-08-18 18:00:00+00:00,pre_2018,long,Crisis,VolatilityShock,SixHourExhaustionFade,VolatilityExpansionFadeV1,Crisis -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,4117.41,4163.49,0.010991501453583718,True,-0.04947237926823356,-0.032783881493174793,,0.02051011957239416
binance_public,BTCUSDT,1h,2017-08-18 19:00:00+00:00,pre_2018,long,Crisis,VolatilityShock,SixHourExhaustionFade,VolatilityExpansionFadeV1,Crisis -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,4136.28,4148.53,0.0027615983444060133,True,-0.0365261385156147,-0.043685538110112,,0.02093806857507574
binance_public,BTCUSDT,1h,2017-08-18 20:00:00+00:00,pre_2018,long,Crisis,VolatilityShock,SixHourExhaustionFade,VolatilityExpansionFadeV1,Crisis -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,4021.11,4156.39,0.03344245195978222,True,-0.055944499225242916,-0.07491361342063241,,0.023063994057078055
binance_public,BTCUSDT,1h,2017-08-18 21:00:00+00:00,pre_2018,long,Crisis,VolatilityShock,SixHourExhaustionFade,VolatilityExpansionFadeV1,Crisis -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,3975.69,4138.55,0.04076395845752565,True,-0.06164899253933909,-0.08257894797567822,,0.024192566034359528
binance_public,BTCUSDT,1h,2017-08-18 22:00:00+00:00,pre_2018,long,Crisis,VolatilityShock,SixHourExhaustionFade,VolatilityExpansionFadeV1,Crisis -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,4113.75,4068.26,-0.01125803707079911,False,-0.0321362526292015,-0.05143193137797464,,0.025676086295958675
binance_public,BTCUSDT,1h,2017-08-18 23:00:00+00:00,pre_2018,long,Crisis,VolatilityShock,SixHourExhaustionFade,VolatilityExpansionFadeV1,Crisis -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,4108.37,4077.0,-0.007835631649534958,False,-0.02026542024872724,-0.04123843662195337,,0.025512898928633142
binance_public,BTCUSDT,1h,2017-08-19 03:00:00+00:00,pre_2018,short,Crisis,VolatilityShock,SixHourExhaustionFade,VolatilityExpansionFadeV1,Crisis -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,4138.55,4068.2,0.016798707276703274,True,0.04096395845752565,-0.035840172957256944,,0.02453723440059232
binance_public,BTCUSDT,1h,2017-08-19 06:00:00+00:00,pre_2018,long,Crisis,VolatilityShock,SixHourExhaustionFade,VolatilityExpansionFadeV1,Crisis -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,3986.87,4095.0,0.0269215264104423,True,-0.04242114187856816,-0.06837077575208095,,0.027136038331537538
binance_public,BTCUSDT,1h,2017-08-19 07:00:00+00:00,pre_2018,long,Crisis,VolatilityShock,SixHourExhaustionFade,VolatilityExpansionFadeV1,Crisis -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,4033.47,4039.84,0.0013792853300014008,True,-0.027735125454076526,-0.062038253589907555,,0.025342942925074417
binance_public,BTCUSDT,1h,2017-08-19 08:00:00+00:00,pre_2018,long,Crisis,VolatilityShock,SixHourExhaustionFade,VolatilityExpansionFadeV1,Crisis -> VolatilityShock -> SixHourExhaustionFade -> VolatilityExpansionFadeV1,3999.0,4042.41,0.01065521380345078,True,-0.03786699515685499,-0.06624979860976521,,0.02413996356231913
