run_id,recipe_id,fold_label,fold_role,timerange,trade_index,pair,open_date,close_date,stake_amount,profit_ratio,profit_abs,exit_reason,trade_duration_minutes,is_open,parent_regime_root,parent_regime_confidence_floor,manipulation_overlay_state,sub_regime_tags,sub_sub_regime_or_profit_factor,profit_factor_family,profit_factor_leaf,regime_profit_branch_path,regime_profit_branch_path_version,trade_or_bar_horizon,allowed_action,suppression_rule,root_label_source
20260511T180155+0800-codex-crashrebound-branch-rc-spa-v1,CrashRebound,bull_2021,root_conditioned_timerange_proxy,20210101-20211231,1,SOL/USDT,2021-07-27 17:00:00+00:00,2021-07-28 12:00:00+00:00,2865.270955,0.05473472340656634,156.98664302,exit_signal,1140,False,Bull,0.9797225384,not_joined_abstain,drawdown_pullback,oversold_rebound,counter_trend_drawdown_rebound,CrashRebound,Bull -> DrawdownPullback -> OversoldRebound -> CrashRebound,v1.timerange_proxy,1h_trade,score_only_no_execution,no_execution_until_accepted_root_join_and_downstream_consumption,timerange_proxy_not_board_a_per_trade_join
20260511T180155+0800-codex-crashrebound-branch-rc-spa-v1,CrashRebound,bull_2021,root_conditioned_timerange_proxy,20210101-20211231,2,AVAX/USDT,2021-08-26 06:00:00+00:00,2021-08-27 08:00:00+00:00,2610.03636,0.06958169612745047,181.79236764,exit_signal,1560,False,Bull,0.9797225384,not_joined_abstain,drawdown_pullback,oversold_rebound,counter_trend_drawdown_rebound,CrashRebound,Bull -> DrawdownPullback -> OversoldRebound -> CrashRebound,v1.timerange_proxy,1h_trade,score_only_no_execution,no_execution_until_accepted_root_join_and_downstream_consumption,timerange_proxy_not_board_a_per_trade_join
20260511T180155+0800-codex-crashrebound-branch-rc-spa-v1,CrashRebound,bull_2021,root_conditioned_timerange_proxy,20210101-20211231,3,AVAX/USDT,2021-08-30 04:00:00+00:00,2021-09-01 06:00:00+00:00,2369.9552,-0.037924310671660494,-89.9687962,exit_signal,3000,False,Bull,0.9797225384,not_joined_abstain,drawdown_pullback,oversold_rebound,counter_trend_drawdown_rebound,CrashRebound,Bull -> DrawdownPullback -> OversoldRebound -> CrashRebound,v1.timerange_proxy,1h_trade,score_only_no_execution,no_execution_until_accepted_root_join_and_downstream_consumption,timerange_proxy_not_board_a_per_trade_join
20260511T180155+0800-codex-crashrebound-branch-rc-spa-v1,CrashRebound,bull_2021,root_conditioned_timerange_proxy,20210101-20211231,4,AVAX/USDT,2021-09-07 09:00:00+00:00,2021-09-09 05:00:00+00:00,2834.325,-0.005755185990480109,-16.3283796,exit_signal,2640,False,Bull,0.9797225384,not_joined_abstain,drawdown_pullback,oversold_rebound,counter_trend_drawdown_rebound,CrashRebound,Bull -> DrawdownPullback -> OversoldRebound -> CrashRebound,v1.timerange_proxy,1h_trade,score_only_no_execution,no_execution_until_accepted_root_join_and_downstream_consumption,timerange_proxy_not_board_a_per_trade_join
20260511T180155+0800-codex-crashrebound-branch-rc-spa-v1,CrashRebound,bull_2021,root_conditioned_timerange_proxy,20210101-20211231,5,BNB/USDT,2021-09-07 15:00:00+00:00,2021-09-09 15:00:00+00:00,2288.2126,0.04450744869384292,101.9443474,exit_signal,2880,False,Bull,0.9797225384,not_joined_abstain,drawdown_pullback,oversold_rebound,counter_trend_drawdown_rebound,CrashRebound,Bull -> DrawdownPullback -> OversoldRebound -> CrashRebound,v1.timerange_proxy,1h_trade,score_only_no_execution,no_execution_until_accepted_root_join_and_downstream_consumption,timerange_proxy_not_board_a_per_trade_join
20260511T180155+0800-codex-crashrebound-branch-rc-spa-v1,CrashRebound,bull_2021,root_conditioned_timerange_proxy,20210101-20211231,6,SOL/USDT,2021-09-10 15:00:00+00:00,2021-09-11 14:00:00+00:00,2148.99545,0.10286092460132894,221.26870661,exit_signal,1380,False,Bull,0.9797225384,not_joined_abstain,drawdown_pullback,oversold_rebound,counter_trend_drawdown_rebound,CrashRebound,Bull -> DrawdownPullback -> OversoldRebound -> CrashRebound,v1.timerange_proxy,1h_trade,score_only_no_execution,no_execution_until_accepted_root_join_and_downstream_consumption,timerange_proxy_not_board_a_per_trade_join
20260511T180155+0800-codex-crashrebound-branch-rc-spa-v1,CrashRebound,bull_2021,root_conditioned_timerange_proxy,20210101-20211231,7,BNB/USDT,2021-09-10 15:00:00+00:00,2021-09-12 09:00:00+00:00,2370.2715,0.039303811312840664,93.2538645,exit_signal,2520,False,Bull,0.9797225384,not_joined_abstain,drawdown_pullback,oversold_rebound,counter_trend_drawdown_rebound,CrashRebound,Bull -> DrawdownPullback -> OversoldRebound -> CrashRebound,v1.timerange_proxy,1h_trade,score_only_no_execution,no_execution_until_accepted_root_join_and_downstream_consumption,timerange_proxy_not_board_a_per_trade_join
20260511T180155+0800-codex-crashrebound-branch-rc-spa-v1,CrashRebound,bull_2021,root_conditioned_timerange_proxy,20210101-20211231,8,SOL/USDT,2021-09-13 01:00:00+00:00,2021-09-13 22:00:00+00:00,2352.91917,0.02482713067372463,58.47464793,exit_signal,1260,False,Bull,0.9797225384,not_joined_abstain,drawdown_pullback,oversold_rebound,counter_trend_drawdown_rebound,CrashRebound,Bull -> DrawdownPullback -> OversoldRebound -> CrashRebound,v1.timerange_proxy,1h_trade,score_only_no_execution,no_execution_until_accepted_root_join_and_downstream_consumption,timerange_proxy_not_board_a_per_trade_join
20260511T180155+0800-codex-crashrebound-branch-rc-spa-v1,CrashRebound,bull_2021,root_conditioned_timerange_proxy,20210101-20211231,9,BNB/USDT,2021-09-13 08:00:00+00:00,2021-09-14 09:00:00+00:00,2548.306,0.027422133140049276,69.9498664,exit_signal,1500,False,Bull,0.9797225384,not_joined_abstain,drawdown_pullback,oversold_rebound,counter_trend_drawdown_rebound,CrashRebound,Bull -> DrawdownPullback -> OversoldRebound -> CrashRebound,v1.timerange_proxy,1h_trade,score_only_no_execution,no_execution_until_accepted_root_join_and_downstream_consumption,timerange_proxy_not_board_a_per_trade_join
20260511T180155+0800-codex-crashrebound-branch-rc-spa-v1,CrashRebound,bull_2021,root_conditioned_timerange_proxy,20210101-20211231,10,SOL/USDT,2021-09-14 21:00:00+00:00,2021-09-15 06:00:00+00:00,3211.13826,0.06613469962695231,212.58003195,exit_signal,540,False,Bull,0.9797225384,not_joined_abstain,drawdown_pullback,oversold_rebound,counter_trend_drawdown_rebound,CrashRebound,Bull -> DrawdownPullback -> OversoldRebound -> CrashRebound,v1.timerange_proxy,1h_trade,score_only_no_execution,no_execution_until_accepted_root_join_and_downstream_consumption,timerange_proxy_not_board_a_per_trade_join
