row_id,open_dt,nq_aq_15m_ret_1,nq_aq_15m_ret_4,nq_aq_15m_ret_8,nq_aq_15m_ret_16,nq_aq_15m_ret_32,nq_aq_15m_range_pct,nq_aq_15m_vol_16,nq_aq_15m_vol_64,nq_aq_15m_eff_16,nq_aq_15m_dd_16,nq_aq_15m_pos_16,nq_aq_15m_trend_dir,qqq_yf_1h_ret_1,qqq_yf_1h_ret_4,qqq_yf_1h_ret_8,qqq_yf_1h_ret_16,qqq_yf_1h_ret_32,qqq_yf_1h_range_pct,qqq_yf_1h_vol_16,qqq_yf_1h_vol_64,qqq_yf_1h_eff_16,qqq_yf_1h_dd_16,qqq_yf_1h_pos_16,qqq_yf_1h_trend_dir,qqq_ibkr_1h_ret_1,qqq_ibkr_1h_ret_4,qqq_ibkr_1h_ret_8,qqq_ibkr_1h_ret_16,qqq_ibkr_1h_ret_32,qqq_ibkr_1h_range_pct,qqq_ibkr_1h_vol_16,qqq_ibkr_1h_vol_64,qqq_ibkr_1h_eff_16,qqq_ibkr_1h_dd_16,qqq_ibkr_1h_pos_16,qqq_ibkr_1h_trend_dir,provider_observations,provider_bull_votes,provider_expansion_votes,provider_guardrail_votes,entry_hour_sin,entry_hour_cos,entry_dow_sin,entry_dow_cos,target_provider_agreement_trend_expansion_release_v2,target_release_allowed_v2,target_path_specific_edge_v2,target_transition_stable_v2,target_provider_agreement_v2,target_provider_agreement_trend_expansion_event
1,2025-01-02 08:45:00+00:00,0.0011494993769067818,0.0007624570446735923,-0.0006005555138502983,0.002215411087809871,0.006251889603938965,0.0020280928415834145,0.0011630294710517413,0.0015477301452337237,0.18733907371863806,-0.0018636534033096286,0.539906103286385,1,-0.004110708258266538,-0.0020888381146290103,-0.011123363088754501,-0.019187229250031468,-0.02245083496147826,0.005888355977840585,0.005834675997456131,0.005415437278480564,0.3277190770281765,-0.02179615073348573,0.07154172155227866,-1,,,,,,,,,,,,,2,1,0.0,2.0,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0
2,2025-01-02 15:00:00+00:00,0.0013404250755999492,0.0020066100094429107,-0.0004602770225429209,0.00111498257839715,0.0018668526366611982,0.0031270414118806157,0.0027384769171744355,0.0016517070596572827,0.03989378105010257,-0.0025955437824443095,0.7901234567901234,1,0.0036581930904591164,0.003638360407761443,-0.00488783190536779,-0.015788138891503878,-0.02683995464041411,0.012883765766325224,0.005952724398640493,0.005443058641643604,0.2545897276247306,-0.018217692171038635,0.23690357740221377,-1,,,,,,,,,,,,,2,1,0.0,2.0,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,0,0,0,0,0,0
3,2025-01-03 09:45:00+00:00,-0.0003340337266311,0.0014897016278767605,0.001089853571158761,0.0019656125799205615,0.0020413673921262365,0.0005173863366891586,0.0007413793416476787,0.0014368045588897703,0.22106513193759844,-0.0003340337266311,0.7838709677419354,1,0.0006472609303773691,0.0008239320838567821,-0.0061173688660878245,-0.014964337038497533,-0.03763437579373918,0.003488988038532967,0.0032488958143901225,0.005521378460527871,0.3423530035112142,-0.013115893593640404,0.3412782746786955,-1,,,,,,,,,,,,,2,1,0.0,2.0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0
4,2025-01-03 10:45:00+00:00,-0.0007550670391663905,-0.0014767068359670121,1.0794939332425812e-05,-1.0794706276073818e-05,-0.00023742971540807734,0.0012629942679490917,0.0007709167407158052,0.0009063950336841422,0.0011729570537515057,-0.0018102472927105095,0.3419354838709677,-1,0.0006472609303773691,0.0008239320838567821,-0.0061173688660878245,-0.014964337038497533,-0.03763437579373918,0.003488988038532967,0.0032488958143901225,0.005521378460527871,0.3423530035112142,-0.013115893593640404,0.3412782746786955,-1,,,,,,,,,,,,,2,0,0.0,2.0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0
5,2025-01-03 11:30:00+00:00,-8.632224092541829e-05,-0.0004206802075356064,-0.0014762135660794096,0.0001618943801064976,-0.0004422440108295955,0.0006043078516855873,0.0007671673212609597,0.0008609711473186753,0.01814516276513077,-0.0014762135660794096,0.42333333333333334,1,0.0006472609303773691,0.0008239320838567821,-0.0061173688660878245,-0.014964337038497533,-0.03763437579373918,0.003488988038532967,0.0032488958143901225,0.005521378460527871,0.3423530035112142,-0.013115893593640404,0.3412782746786955,-1,,,,,,,,,,,,,2,1,0.0,2.0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0
6,2025-01-03 12:00:00+00:00,-0.0006150459665933417,0.00019438235008251148,-0.001347796083843722,-0.0016492045013581924,-0.0002266839378238794,0.0011012859132575388,0.0007238048415653244,0.0008548334705663234,0.19776003408144727,-0.0020042023597866,0.26,-1,0.0006472609303773691,0.0008239320838567821,-0.0061173688660878245,-0.014964337038497533,-0.03763437579373918,0.003488988038532967,0.0032488958143901225,0.005521378460527871,0.3423530035112142,-0.013115893593640404,0.3412782746786955,-1,,,,,,,,,,,,,2,0,0.0,2.0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0
7,2025-01-03 13:15:00+00:00,0.0001941621901495605,0.0010255967353636208,0.0005179334455522877,-0.0006789744252966301,0.0015337754639130896,0.0006902204391527544,0.0004756236338005015,0.0005883646224854252,0.11019381579034657,-0.000872797801842573,0.674496644295302,-1,0.0006472609303773691,0.0008239320838567821,-0.0061173688660878245,-0.014964337038497533,-0.03763437579373918,0.003488988038532967,0.0032488958143901225,0.005521378460527871,0.3423530035112142,-0.013115893593640404,0.3412782746786955,-1,,,,,,,,,,,,,2,0,0.0,2.0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,0,1,0,0,0,0
8,2025-01-03 14:15:00+00:00,0.0014882878219231177,0.0014882878219231177,0.0025154109404181835,0.0016935440375385191,0.0022449111749087702,0.0020352781546811396,0.000755042282343121,0.0006212896293000361,0.18704008934265529,0.0,0.8968253968253969,1,0.0006472609303773691,0.0008239320838567821,-0.0061173688660878245,-0.014964337038497533,-0.03763437579373918,0.003488988038532967,0.0032488958143901225,0.005521378460527871,0.3423530035112142,-0.013115893593640404,0.3412782746786955,-1,,,,,,,,,,,,,2,1,0.0,2.0,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,1,1,0,0,0
9,2025-01-06 14:45:00+00:00,0.001170194821624282,0.0029571113246802394,0.0035612385078727105,0.006294173121549562,0.011513963743263078,0.0026430233660113514,0.0008476234065063299,0.000600341499482226,0.6002456149328806,0.0,0.8586956521739131,1,0.017162959842572212,0.01769288300772187,0.03393125214794046,0.027606313296375307,0.01447300999047374,0.00737499428656066,0.005419218346001779,0.0053561066601156065,0.4676229350723193,0.0,0.9899876790667761,1,,,,,,,,,,,,,2,2,2.0,0.0,-0.4999999999999998,-0.8660254037844388,0.0,1.0,0,0,0,1,1,1
10,2025-01-07 16:00:00+00:00,-0.0014804873892296788,-0.0027656926464487697,-0.011618222264393574,-0.009425090605551523,-0.008429759059082387,0.0027520293549797865,0.0023078926767245004,0.0012743178680443543,0.40016338836500837,-0.011670321329172673,0.28413284132841327,-1,-0.0017279252452619964,-0.00672413913716674,-0.014200225528977706,0.01924919518598145,0.003996806703000955,0.008000292985669526,0.005430382501725895,0.005135285639115573,0.3502880245362017,-0.014685819052240978,0.48374307994523486,1,,,,,,,,,,,,,2,1,1.0,2.0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0
11,2025-01-07 16:30:00+00:00,-0.0022042146287442055,0.002085360767412725,-0.011018702241735956,-0.010590558248070314,-0.01067412764609621,0.0035964313156322037,0.0023828363957061303,0.0013179130439564214,0.4046086874064418,-0.012144724635236526,0.2564575645756458,-1,-0.0060329693393313955,-0.01351740360909115,-0.020630189295507195,0.004886064031137449,-0.00018761701711145218,0.01569145770231484,0.005376315410984542,0.005176949124441814,0.09251919442460657,-0.020630189295507195,0.23607135641163793,1,,,,,,,,,,,,,2,1,0.0,2.0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0
12,2025-01-07 17:15:00+00:00,-0.0015926630609059966,-0.005388080203597045,-0.00630864486478433,-0.013372627309313323,-0.013872612675387197,0.0028049890262833894,0.002499893276832129,0.001384977349804134,0.4237956724241339,-0.015296871046639127,0.07257072570725707,-1,-0.0060329693393313955,-0.01351740360909115,-0.020630189295507195,0.004886064031137449,-0.00018761701711145218,0.01569145770231484,0.005376315410984542,0.005176949124441814,0.09251919442460657,-0.020630189295507195,0.23607135641163793,1,,,,,,,,,,,,,2,1,0.0,2.0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0
13,2025-01-07 18:00:00+00:00,0.0020327595245481778,0.0011223464523162363,-0.0009600102401092769,-0.012567078892157135,-0.011159677351239461,0.0023062385889236485,0.002568985399803445,0.0014181464068927588,0.37795257996812975,-0.01261912794130049,0.25178997613365156,-1,0.0038249640520220396,-0.010886417734964127,-0.014138003822743439,0.004588864215923749,0.006284050891317783,0.006052341708958903,0.00536280360099927,0.005174919190398711,0.08738300068318548,-0.01688413497592689,0.24354765879075999,1,,,,,,,,,,,,,2,1,0.0,2.0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0,1,0,0,0,0
14,2025-01-07 19:15:00+00:00,-0.00012830382345396796,-0.0022086360871931277,0.0011883732134254643,-0.005127768675929234,-0.012961242928312133,0.0012832028743744385,0.002293661447282519,0.0014560857186031492,0.1786001285829028,-0.004206110040357314,0.35006273525721454,-1,-0.002389831463588843,-0.0063355306005413725,-0.014696588600674132,0.0011381040909528295,0.00319798032257812,0.003651708216650096,0.0053995530659694,0.005177199367859585,0.02113257267757706,-0.019233616202514736,0.14048270158651235,1,,,,,,,,,,,,,2,1,0.0,2.0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0,0,0,0,0,0
15,2025-01-07 21:00:00+00:00,0.0013315436241609913,0.0009660902328276766,-0.0029830638953041166,-0.003260149218633046,-0.015072457645020965,0.0013941168269901018,0.0014020910323431408,0.0015191780411446993,0.17569767398784533,-0.005057456547485684,0.4647739221871714,-1,0.0013942308433856354,-0.0032757063470618686,-0.01674883091135504,-0.007691983919069556,0.005641805072596373,0.0042900199453700175,0.00556060292030532,0.0052035719594701,0.13453923350122005,-0.02383831720055274,0.12713550857958172,-1,,,,,,,,,,,,,2,0,0.0,2.0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0,1,1,0,0,0
16,2025-01-07 23:30:00+00:00,0.0001931973081175098,-0.00021457615844300282,0.0023017435169350176,-0.0030383755389372658,-0.01647528180014357,0.0008262955133226738,0.000991940890719908,0.0015107502196864632,0.2515991105284033,-0.0036459669831494512,0.48655569782330343,-1,0.0013942308433856354,-0.0032757063470618686,-0.01674883091135504,-0.007691983919069556,0.005641805072596373,0.0042900199453700175,0.00556060292030532,0.0052035719594701,0.13453923350122005,-0.02383831720055274,0.12713550857958172,-1,,,,,,,,,,,,,2,0,0.0,1.0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0,1,1,1,0,0
