Date,pct_above_20d,pct_above_50d,pct_above_100d,pct_above_200d,advance_decline_1d,median_constituent_ret_5d,median_constituent_ret_20d,equal_weight_ret_20d,spy_ret_20d,spy_ret_60d,rsp_spy_ratio_ret_20d,hyg_lqd_ratio_ret_20d,tlt_ret_20d,uup_ret_20d,vix_level,vix3m_vix_ratio,root_label
2024-04-12,0.16049382716049382,0.46296296296296297,0.668724279835391,0.7469135802469136,-0.8168724279835391,-0.025513528755582437,-0.011431997643220948,-0.008673095866996447,-0.004879625788791531,0.08500554824811402,-0.007829176880094324,0.007657641988578101,-0.02561362815575019,0.03184255613140863,17.309999465942383,1.0514154433538925,UnknownOrMixed
2024-04-15,0.09670781893004116,0.37448559670781895,0.6234567901234568,0.7283950617283951,-0.6934156378600823,-0.03444599821312033,-0.019197478910502164,-0.016199153455545588,-0.010552514121789258,0.06196861560532918,-0.008839640617629319,0.01396712342151285,-0.04041253714811244,0.03252316449541781,19.229999542236328,1.0166406501529748,UnknownOrMixed
2024-04-16,0.10082304526748971,0.32510288065843623,0.5576131687242798,0.7139917695473251,-0.3497942386831276,-0.04280012646988951,-0.026024055897635068,-0.023634954014666188,-0.018192052721789143,0.046979826946976555,-0.009385952250377971,0.009959779077614916,-0.043901051118989454,0.03174035202049619,18.399999618530273,1.0239130729988983,UnknownOrMixed
2024-04-17,0.0823045267489712,0.31275720164609055,0.5576131687242798,0.720164609053498,-0.19135802469135804,-0.03239350358580895,-0.03296190878726091,-0.03174167314516869,-0.029396341496309875,0.03858767708633781,-0.00595460945993187,0.004675816710584035,-0.03599492303331475,0.025969474311590135,18.209999084472656,1.0307524108427066,Bull
2024-04-18,0.1111111111111111,0.3168724279835391,0.5534979423868313,0.7181069958847737,0.032921810699588494,-0.030899363480083375,-0.04218355261032769,-0.041696138347535924,-0.040270615731691106,0.03343638994656373,-0.004138980577200302,0.005978412351260065,-0.04054382450849192,0.03288064934928103,18.0,1.0366666581895616,Bull
2024-04-19,0.2037037037037037,0.3765432098765432,0.5720164609053497,0.7366255144032922,0.2962962962962962,-0.01391461834717761,-0.04404769951917592,-0.047056714856746285,-0.0517809052827185,0.023297664354736902,0.004871015038579785,0.008788347405259245,-0.03915627321948689,0.025914161147851278,18.709999084472656,1.0288616216970041,Bull
2024-04-22,0.29012345679012347,0.4176954732510288,0.602880658436214,0.7757201646090535,0.6646090534979424,0.003512387619970081,-0.029666027950355056,-0.03287517412606655,-0.04123093583589932,0.02713489224476784,0.007890963496202996,0.016361212000550296,-0.04985712932502506,0.020833366696924482,16.940000534057617,1.0407319129253716,Bull
2024-04-23,0.3765432098765432,0.46502057613168724,0.6460905349794238,0.7921810699588477,0.5740740740740741,0.016641120707966195,-0.021922911976680226,-0.0209019190523437,-0.027165840869593616,0.040645614871213986,0.004309811842782008,0.01684521964477881,-0.044759913825268005,0.019115084932216586,15.6899995803833,1.0630975622223882,Bull
2024-04-24,0.3786008230452675,0.47530864197530864,0.6563786008230452,0.7921810699588477,0.1296296296296297,0.020197410401542104,-0.020148140589705765,-0.017166997016509276,-0.02582816320374881,0.03197917378097226,0.0053178054428144605,0.019452089766846647,-0.054148701656418385,0.019455233056256294,15.970000267028809,1.0544771365693248,Bull
2024-04-25,0.4094650205761317,0.44650205761316875,0.6193415637860082,0.7860082304526749,-0.21399176954732513,0.019076501696714376,-0.035613535307971345,-0.03469358703843883,-0.037616847391588326,0.028854387440734097,-0.0004986614560071878,0.021993249299480544,-0.07000625254614334,0.016613667966238754,15.369999885559082,1.0650618712504916,Bull
