regime_id,passes_95,passes_99,rule,cal_support,cal_success,cal_wilson95,test_support,test_success,test_wilson95,test_ece,test_coverage,test_contexts,test_markets,test_timeframes,blocker
TrendExpansion,False,False,condition_trend_expansion == true AND realized_vol_rank_252 >= 0.6071428571 AND stretch_32 <= 0.006704518247,146,19,0.08491961639625936,139,38,0.20613202597647926,0.14324430866265894,0.04655056932350971,4,4,2,wilson95_below_0_95;ece_above_0_05
TrendExpansion,False,False,condition_trend_expansion == true AND realized_vol_rank_252 >= 0.5476190476 AND stretch_32 <= 0.006704518247,173,20,0.07609584902733092,164,49,0.233985809999072,0.18317355138869307,0.05492297387809779,4,4,2,wilson95_below_0_95;ece_above_0_05
TrendExpansion,False,False,condition_trend_expansion == true AND range_rank_252 >= 0.7556547619 AND realized_vol_rank_252 >= 0.5476190476,179,43,0.18351691433512007,143,37,0.19393814475156687,0.018517795054107916,0.047890154052243804,4,4,2,wilson95_below_0_95
TrendExpansion,False,False,condition_trend_expansion == true AND realized_vol_rank_252 >= 0.5476190476 AND range_rank_252 >= 0.3849206349,311,61,0.15583170819773,315,81,0.2120062864460859,0.06100137804317865,0.10549229738780978,4,4,2,wilson95_below_0_95;ece_above_0_05
TrendExpansion,False,False,condition_trend_expansion == true AND realized_vol_rank_252 >= 0.6071428571 AND range_rank_252 >= 0.3849206349,280,60,0.17026091994071127,284,70,0.19996126606767706,0.03219315895372235,0.09511051574012057,4,4,2,wilson95_below_0_95
RangeConsolidation,False,False,condition_range_consolidation == true AND realized_vol_rank_252 <= 0.03571428571 AND stretch_32 >= -0.00476659983,107,52,0.39342020925846743,86,30,0.2565368354800984,0.13714409910888936,0.028801071667782986,4,4,2,calibration_support_below_120;wilson95_below_0_95;ece_above_0_05;coverage_below_0_03
RangeConsolidation,False,False,condition_range_consolidation == true AND realized_vol_rank_252 <= 0.03571428571,107,52,0.39342020925846743,86,30,0.2565368354800984,0.13714409910888936,0.028801071667782986,4,4,2,calibration_support_below_120;wilson95_below_0_95;ece_above_0_05;coverage_below_0_03
RangeConsolidation,False,False,condition_range_consolidation == true AND realized_vol_rank_252 <= 0.03571428571 AND realized_vol_rank_252 <= 0.0873015873,107,52,0.39342020925846743,86,30,0.2565368354800984,0.13714409910888936,0.028801071667782986,4,4,2,calibration_support_below_120;wilson95_below_0_95;ece_above_0_05;coverage_below_0_03
RangeConsolidation,False,False,condition_range_consolidation == true AND realized_vol_rank_252 <= 0.03571428571 AND realized_vol_rank_252 <= 0.130952381,107,52,0.39342020925846743,86,30,0.2565368354800984,0.13714409910888936,0.028801071667782986,4,4,2,calibration_support_below_120;wilson95_below_0_95;ece_above_0_05;coverage_below_0_03
RangeConsolidation,False,False,condition_range_consolidation == true AND realized_vol_rank_252 <= 0.03571428571 AND realized_vol_rank_252 <= 0.1746031746,107,52,0.39342020925846743,86,30,0.2565368354800984,0.13714409910888936,0.028801071667782986,4,4,2,calibration_support_below_120;wilson95_below_0_95;ece_above_0_05;coverage_below_0_03
ExtremeStress,False,False,realized_vol_rank_252 >= 0.968537415 AND range_rank_252 >= 0.5912698413,140,26,0.1300055545284882,97,28,0.20790255794224538,0.10294550810014724,0.03248492967180174,4,4,2,wilson95_below_0_95;ece_above_0_05
ExtremeStress,False,False,condition_extreme_stress == true AND realized_vol_rank_252 >= 0.968537415 AND range_rank_252 >= 0.5912698413,140,26,0.1300055545284882,97,28,0.20790255794224538,0.10294550810014724,0.03248492967180174,4,4,2,wilson95_below_0_95;ece_above_0_05
ExtremeStress,False,False,realized_vol_rank_252 >= 0.968537415 AND range_rank_252 >= 0.5357142857,147,26,0.1236557603722161,102,29,0.2058490839451994,0.10744297719087634,0.03415941058271936,4,4,2,wilson95_below_0_95;ece_above_0_05
ExtremeStress,False,False,condition_extreme_stress == true AND realized_vol_rank_252 >= 0.968537415 AND range_rank_252 >= 0.5357142857,147,26,0.1236557603722161,102,29,0.2058490839451994,0.10744297719087634,0.03415941058271936,4,4,2,wilson95_below_0_95;ece_above_0_05
ExtremeStress,False,False,realized_vol_rank_252 >= 0.968537415 AND range_rank_252 >= 0.6428571429,129,24,0.12833074623026314,92,28,0.21973694109553993,0.11830131445904957,0.030810448760884127,4,4,2,wilson95_below_0_95;ece_above_0_05
ReversalBrewing,False,False,stretch_32 <= -0.007115588686 AND range_rank_252 >= 0.7023809524,228,86,0.31680519835266785,276,90,0.2734986305037526,0.05110602593440122,0.09243134628265237,4,4,2,wilson95_below_0_95;ece_above_0_05
ReversalBrewing,False,False,stretch_32 <= -0.0111580027 AND range_rank_252 >= 0.7023809524,159,69,0.3593814512725849,202,74,0.30296485865013173,0.06762563048757708,0.06764902880107167,3,3,1,wilson95_below_0_95;ece_above_0_05;cross_market_timeframe_support_below_2
ReversalBrewing,False,False,stretch_32 <= -0.0111580027 AND ret_1 <= -0.003050305426,81,41,0.3995078470731793,148,52,0.27908632834911595,0.1548214881548215,0.04956463496316142,3,3,1,calibration_support_below_120;wilson95_below_0_95;ece_above_0_05;cross_market_timeframe_support_below_2
ReversalBrewing,False,False,stretch_32 <= -0.00476659983 AND range_rank_252 >= 0.7023809524,295,107,0.3099380399823107,318,103,0.2748325667155327,0.03881249333759729,0.10649698593436034,4,4,2,wilson95_below_0_95
ReversalBrewing,False,False,condition_reversal_brewing == true AND stretch_32 <= -0.00476659983 AND range_rank_252 >= 0.7023809524,139,51,0.2913673882585699,159,60,0.3057459476738117,0.010452015745893883,0.05324849296718017,4,4,2,wilson95_below_0_95
ThinLiquidity,False,False,range_pct <= 0.0006251299854 AND volume_rank_252 <= 0.253968254,144,101,0.6222002708374642,103,63,0.5151342340722562,0.08973840345199569,0.03449430676490288,2,2,2,wilson95_below_0_95;ece_above_0_05;cross_market_context_support_below_3;cross_market_market_support_below_3
ThinLiquidity,False,False,condition_thin_liquidity == true AND range_pct <= 0.0006251299854 AND volume_rank_252 <= 0.253968254,144,101,0.6222002708374642,103,63,0.5151342340722562,0.08973840345199569,0.03449430676490288,2,2,2,wilson95_below_0_95;ece_above_0_05;cross_market_context_support_below_3;cross_market_market_support_below_3
ThinLiquidity,False,False,condition_thin_liquidity == true AND range_pct <= 0.0006251299854 AND range_rank_252 <= 0.2777777778,156,108,0.6159865933477112,107,64,0.5033945894801658,0.09417685118619701,0.03583389149363697,2,2,2,wilson95_below_0_95;ece_above_0_05;cross_market_context_support_below_3;cross_market_market_support_below_3
ThinLiquidity,False,False,condition_thin_liquidity == true AND range_pct <= 0.0006251299854,156,108,0.6159865933477112,107,64,0.5033945894801658,0.09417685118619701,0.03583389149363697,2,2,2,wilson95_below_0_95;ece_above_0_05;cross_market_context_support_below_3;cross_market_market_support_below_3
ThinLiquidity,False,False,condition_thin_liquidity == true AND range_pct <= 0.0006251299854 AND range_pct <= 0.0008619428372,156,108,0.6159865933477112,107,64,0.5033945894801658,0.09417685118619701,0.03583389149363697,2,2,2,wilson95_below_0_95;ece_above_0_05;cross_market_context_support_below_3;cross_market_market_support_below_3
