run_id,recipe_id,pair,open_date,close_date,entry_index,exit_index,open_rate,close_rate,stake_amount,profit_ratio,profit_abs,gross_R,cost_R,realized_R,stressed_2x_cost_R,is_win,exit_reason,parent_regime_root,parent_regime_confidence_floor,root_lookup_status,matched_source_date,source_panel_support,source_panel_total,source_panel_share,source_avg_confidence,manipulation_overlay_state,sub_regime_tags,sub_sub_regime_or_profit_factor,profit_factor_family,profit_factor_leaf,regime_profit_branch_path,regime_profit_branch_path_version,trade_or_bar_horizon,allowed_action,suppression_rule
20260511T180235+0800-codex-board-b-crashrebound-branch-rc-spa-v1,CrashRebound,SOL/USDT,2021-07-27T17:00:00+00:00,2021-07-28T12:00:00+00:00,452057,452076,27.073,28.612,2865.270955,0.05473472340656634,156.98664302,0.056734723406566344,0.002,0.05473472340656634,0.05273472340656634,True,exit_signal,Bull,0.9797225384,exact_source_date,2021-07-27,23,39,0.5897435897435898,0.6868260869565217,not_present_no_direct_source_match,PullbackInUptrend,DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp,CounterTrendDrawdownRebound,CrashRebound,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,regime-profit-branch-path/v1,1h_entry_multi_day_exit,score_only_until_rc_spa_and_downstream_branch_consumption_pass,suppress_if_direct_manipulation_overlay_present_or_crisis_tail_gate_fails
20260511T180235+0800-codex-board-b-crashrebound-branch-rc-spa-v1,CrashRebound,AVAX/USDT,2021-08-26T06:00:00+00:00,2021-08-27T08:00:00+00:00,452766,452792,43.668,46.8,2610.03636,0.06958169612745047,181.79236764,0.07158169612745047,0.002,0.06958169612745047,0.06758169612745046,True,exit_signal,Bull,0.9797225384,exact_source_date,2021-08-26,22,39,0.5641025641025641,0.6857727272727273,not_present_no_direct_source_match,PullbackInUptrend,DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp,CounterTrendDrawdownRebound,CrashRebound,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,regime-profit-branch-path/v1,1h_entry_multi_day_exit,score_only_until_rc_spa_and_downstream_branch_consumption_pass,suppress_if_direct_manipulation_overlay_present_or_crisis_tail_gate_fails
20260511T180235+0800-codex-board-b-crashrebound-branch-rc-spa-v1,CrashRebound,AVAX/USDT,2021-08-30T04:00:00+00:00,2021-09-01T06:00:00+00:00,452860,452910,45.28,43.65,2369.9552,-0.037924310671660494,-89.9687962,-0.03592431067166049,0.002,-0.037924310671660494,-0.039924310671660496,False,exit_signal,Bull,0.9797225384,exact_source_date,2021-08-30,25,39,0.6410256410256411,0.7034,not_present_no_direct_source_match,PullbackInUptrend,DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp,CounterTrendDrawdownRebound,CrashRebound,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,regime-profit-branch-path/v1,1h_entry_multi_day_exit,score_only_until_rc_spa_and_downstream_branch_consumption_pass,suppress_if_direct_manipulation_overlay_present_or_crisis_tail_gate_fails
20260511T180235+0800-codex-board-b-crashrebound-branch-rc-spa-v1,CrashRebound,AVAX/USDT,2021-09-07T09:00:00+00:00,2021-09-09T05:00:00+00:00,453057,453101,42.5,42.34,2834.325,-0.005755185990480109,-16.3283796,-0.003755185990480109,0.002,-0.005755185990480109,-0.007755185990480109,False,exit_signal,Bull,0.9797225384,exact_source_date,2021-09-07,23,39,0.5897435897435898,0.7136086956521739,not_present_no_direct_source_match,PullbackInUptrend,DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp,CounterTrendDrawdownRebound,CrashRebound,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,regime-profit-branch-path/v1,1h_entry_multi_day_exit,score_only_until_rc_spa_and_downstream_branch_consumption_pass,suppress_if_direct_manipulation_overlay_present_or_crisis_tail_gate_fails
20260511T180235+0800-codex-board-b-crashrebound-branch-rc-spa-v1,CrashRebound,BNB/USDT,2021-09-07T15:00:00+00:00,2021-09-09T15:00:00+00:00,453063,453111,401.3,420.0,2288.2126,0.04450744869384292,101.9443474,0.04650744869384292,0.002,0.04450744869384292,0.04250744869384292,True,exit_signal,Bull,0.9797225384,exact_source_date,2021-09-07,23,39,0.5897435897435898,0.7136086956521739,not_present_no_direct_source_match,PullbackInUptrend,DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp,CounterTrendDrawdownRebound,CrashRebound,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,regime-profit-branch-path/v1,1h_entry_multi_day_exit,score_only_until_rc_spa_and_downstream_branch_consumption_pass,suppress_if_direct_manipulation_overlay_present_or_crisis_tail_gate_fails
20260511T180235+0800-codex-board-b-crashrebound-branch-rc-spa-v1,CrashRebound,SOL/USDT,2021-09-10T15:00:00+00:00,2021-09-11T14:00:00+00:00,453135,453158,170.65,188.58,2148.99545,0.10286092460132894,221.26870661,0.10486092460132894,0.002,0.10286092460132894,0.10086092460132894,True,exit_signal,Bull,0.9797225384,exact_source_date,2021-09-10,17,39,0.4358974358974359,0.6254705882352941,not_present_no_direct_source_match,PullbackInUptrend,DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp,CounterTrendDrawdownRebound,CrashRebound,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,regime-profit-branch-path/v1,1h_entry_multi_day_exit,score_only_until_rc_spa_and_downstream_branch_consumption_pass,suppress_if_direct_manipulation_overlay_present_or_crisis_tail_gate_fails
20260511T180235+0800-codex-board-b-crashrebound-branch-rc-spa-v1,CrashRebound,BNB/USDT,2021-09-10T15:00:00+00:00,2021-09-12T09:00:00+00:00,453135,453177,398.7,415.2,2370.2715,0.039303811312840664,93.2538645,0.041303811312840666,0.002,0.039303811312840664,0.03730381131284066,True,exit_signal,Bull,0.9797225384,exact_source_date,2021-09-10,17,39,0.4358974358974359,0.6254705882352941,not_present_no_direct_source_match,PullbackInUptrend,DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp,CounterTrendDrawdownRebound,CrashRebound,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,regime-profit-branch-path/v1,1h_entry_multi_day_exit,score_only_until_rc_spa_and_downstream_branch_consumption_pass,suppress_if_direct_manipulation_overlay_present_or_crisis_tail_gate_fails
20260511T180235+0800-codex-board-b-crashrebound-branch-rc-spa-v1,CrashRebound,SOL/USDT,2021-09-13T01:00:00+00:00,2021-09-13T22:00:00+00:00,453193,453214,167.79,172.3,2352.91917,0.02482713067372463,58.47464793,0.02682713067372463,0.002,0.02482713067372463,0.022827130673724633,True,exit_signal,Bull,0.9797225384,exact_source_date,2021-09-13,20,39,0.5128205128205128,0.595,not_present_no_direct_source_match,PullbackInUptrend,DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp,CounterTrendDrawdownRebound,CrashRebound,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,regime-profit-branch-path/v1,1h_entry_multi_day_exit,score_only_until_rc_spa_and_downstream_branch_consumption_pass,suppress_if_direct_manipulation_overlay_present_or_crisis_tail_gate_fails
20260511T180235+0800-codex-board-b-crashrebound-branch-rc-spa-v1,CrashRebound,BNB/USDT,2021-09-13T08:00:00+00:00,2021-09-14T09:00:00+00:00,453200,453225,393.5,405.1,2548.306,0.027422133140049276,69.9498664,0.029422133140049274,0.002,0.027422133140049276,0.025422133140049277,True,exit_signal,Bull,0.9797225384,exact_source_date,2021-09-13,20,39,0.5128205128205128,0.595,not_present_no_direct_source_match,PullbackInUptrend,DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp,CounterTrendDrawdownRebound,CrashRebound,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,regime-profit-branch-path/v1,1h_entry_multi_day_exit,score_only_until_rc_spa_and_downstream_branch_consumption_pass,suppress_if_direct_manipulation_overlay_present_or_crisis_tail_gate_fails
20260511T180235+0800-codex-board-b-crashrebound-branch-rc-spa-v1,CrashRebound,SOL/USDT,2021-09-14T21:00:00+00:00,2021-09-15T06:00:00+00:00,453237,453246,151.02,161.33,3211.13826,0.06613469962695231,212.58003195,0.06813469962695232,0.002,0.06613469962695231,0.06413469962695231,True,exit_signal,Sideways,0.9529358324,exact_source_date,2021-09-14,17,39,0.4358974358974359,0.6588235294117647,not_present_no_direct_source_match,RangeShockMeanReversion,DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp,CounterTrendDrawdownRebound,CrashRebound,Sideways -> RangeShockMeanReversion -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,regime-profit-branch-path/v1,1h_entry_multi_day_exit,score_only_until_rc_spa_and_downstream_branch_consumption_pass,suppress_if_direct_manipulation_overlay_present_or_crisis_tail_gate_fails
