run_id,recipe_id,strategy_class,variant_id,pair,source_anchor,open_date,close_date,open_session_date,profit_ratio,profit_ratio_net,net_return_R,win,exit_reason,trade_duration_min,parent_regime_root,parent_regime_confidence_floor,source_anchor_confidence,root_lookup_status,manipulation_overlay_state,sub_regime_tags,sub_sub_regime_or_profit_factor,profit_factor_family,profit_factor_leaf,regime_profit_branch_path,regime_profit_branch_path_version,trade_or_bar_horizon,allowed_action,suppression_rule,year_fold,raw_trade
20260511T190239+0800-codex-board-b-crosspanel-rootaware-daily-v1,CrossPanelRootAwareDailyV1,CrossPanelRootAwareDailyV1,dense_5d,NQ/USD,^IXIC,2011-08-23T00:00:00+00:00,2011-08-27T00:00:00+00:00,2011-08-23,0.06088560885608856,0.06088560885608856,0.06088560885608856,True,exit_signal,5760.0,Bear,0.963920242,0.385,source_anchor_asof_daily,not_consumed_no_direct_event_rows,BearMarketDrawdown,CrossPanelReliefRebound,crosspanel_daily_bear_rebound,CrossPanelRootAwareDailyV1:dense_5d,Bear -> BearMarketDrawdown -> CrossPanelReliefRebound -> CrossPanelRootAwareDailyV1:dense_5d,board-b-crosspanel-rootaware-daily/v1,1d_trade,long_research_only_until_branch_rc_spa_passes,suppress_if_bear_branch_rc_spa_fails,2011,"{""amount"": 8.0, ""close_date"": ""2011-08-27T00:00:00+00:00"", ""close_rate"": 2156.25, ""close_timestamp"": 1314403200000, ""enter_tag"": ""Bear/CrossPanelReliefRebound/long"", ""exit_reason"": ""exit_signal"", ""fee_close"": 0.0, ""fee_open"": 0.0, ""funding_fees"": 0.0, ""initial_stop_loss_abs"": 1869.9, ""initial_stop_loss_ratio"": -0.08, ""is_open"": false, ""is_short"": false, ""leverage"": 1.0, ""max_rate"": 2159.75, ""max_stake_amount"": 16260.0, ""min_rate"": 2027.75, ""open_date"": ""2011-08-23T00:00:00+00:00"", ""open_rate"": 2032.5, ""open_timestamp"": 1314057600000, ""pair"": ""NQ/USD"", ""profit_abs"": 990.0, ""profit_ratio"": 0.06088560885608856, ""stake_amount"": 16260.0, ""stop_loss_abs"": 1869.9, ""stop_loss_ratio"": -0.08, ""trade_duration"": 5760, ""weekday"": 5}"
20260511T190239+0800-codex-board-b-crosspanel-rootaware-daily-v1,CrossPanelRootAwareDailyV1,CrossPanelRootAwareDailyV1,dense_5d,NQ/USD,^IXIC,2011-10-03T00:00:00+00:00,2011-10-07T00:00:00+00:00,2011-10-03,0.03627983928149374,0.03627983928149374,0.03627983928149374,True,exit_signal,5760.0,Bear,0.963920242,0.5,source_anchor_asof_daily,not_consumed_no_direct_event_rows,BearMarketDrawdown,CrossPanelReliefRebound,crosspanel_daily_bear_rebound,CrossPanelRootAwareDailyV1:dense_5d,Bear -> BearMarketDrawdown -> CrossPanelReliefRebound -> CrossPanelRootAwareDailyV1:dense_5d,board-b-crosspanel-rootaware-daily/v1,1d_trade,long_research_only_until_branch_rc_spa_passes,suppress_if_bear_branch_rc_spa_fails,2011,"{""amount"": 8.0, ""close_date"": ""2011-10-07T00:00:00+00:00"", ""close_rate"": 2192.25, ""close_timestamp"": 1317945600000, ""enter_tag"": ""Bear/CrossPanelReliefRebound/long"", ""exit_reason"": ""exit_signal"", ""fee_close"": 0.0, ""fee_open"": 0.0, ""funding_fees"": 0.0, ""initial_stop_loss_abs"": 1946.26, ""initial_stop_loss_ratio"": -0.08, ""is_open"": false, ""is_short"": false, ""leverage"": 1.0, ""max_rate"": 2213.0, ""max_stake_amount"": 16924.0, ""min_rate"": 2021.75, ""open_date"": ""2011-10-03T00:00:00+00:00"", ""open_rate"": 2115.5, ""open_timestamp"": 1317600000000, ""pair"": ""NQ/USD"", ""profit_abs"": 614.0, ""profit_ratio"": 0.03627983928149374, ""stake_amount"": 16924.0, ""stop_loss_abs"": 1946.26, ""stop_loss_ratio"": -0.08, ""trade_duration"": 5760, ""weekday"": 4}"
20260511T190239+0800-codex-board-b-crosspanel-rootaware-daily-v1,CrossPanelRootAwareDailyV1,CrossPanelRootAwareDailyV1,dense_5d,NQ/USD,^IXIC,2011-10-24T00:00:00+00:00,2011-10-26T00:00:00+00:00,2011-10-24,-0.003882657463330457,-0.003882657463330457,-0.003882657463330457,False,exit_signal,2880.0,Bull,0.9797225384,0.333,source_anchor_asof_daily,not_consumed_no_direct_event_rows,TrendExpansion,CrossPanelTrendPullback,crosspanel_daily_trend_pullback,CrossPanelRootAwareDailyV1:dense_5d,Bull -> TrendExpansion -> CrossPanelTrendPullback -> CrossPanelRootAwareDailyV1:dense_5d,board-b-crosspanel-rootaware-daily/v1,1d_trade,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_branch_rc_spa_fails,2011,"{""amount"": 8.0, ""close_date"": ""2011-10-26T00:00:00+00:00"", ""close_rate"": 2309.0, ""close_timestamp"": 1319587200000, ""enter_tag"": ""Bull/CrossPanelTrendPullback/long"", ""exit_reason"": ""exit_signal"", ""fee_close"": 0.0, ""fee_open"": 0.0, ""funding_fees"": 0.0, ""initial_stop_loss_abs"": 2132.56, ""initial_stop_loss_ratio"": -0.08, ""is_open"": false, ""is_short"": false, ""leverage"": 1.0, ""max_rate"": 2372.75, ""max_stake_amount"": 18544.0, ""min_rate"": 2272.75, ""open_date"": ""2011-10-24T00:00:00+00:00"", ""open_rate"": 2318.0, ""open_timestamp"": 1319414400000, ""pair"": ""NQ/USD"", ""profit_abs"": -72.0, ""profit_ratio"": -0.003882657463330457, ""stake_amount"": 18544.0, ""stop_loss_abs"": 2132.56, ""stop_loss_ratio"": -0.08, ""trade_duration"": 2880, ""weekday"": 2}"
20260511T190239+0800-codex-board-b-crosspanel-rootaware-daily-v1,CrossPanelRootAwareDailyV1,CrossPanelRootAwareDailyV1,dense_5d,NQ/USD,^IXIC,2011-11-23T00:00:00+00:00,2011-11-28T00:00:00+00:00,2011-11-23,-0.01600635713474855,-0.01600635713474855,-0.01600635713474855,False,crosspanel_time_exit,7200.0,Bear,0.963920242,0.6,source_anchor_asof_daily,not_consumed_no_direct_event_rows,BearMarketDrawdown,CrossPanelReliefRebound,crosspanel_daily_bear_rebound,CrossPanelRootAwareDailyV1:dense_5d,Bear -> BearMarketDrawdown -> CrossPanelReliefRebound -> CrossPanelRootAwareDailyV1:dense_5d,board-b-crosspanel-rootaware-daily/v1,1d_trade,long_research_only_until_branch_rc_spa_passes,suppress_if_bear_branch_rc_spa_fails,2011,"{""amount"": 8.0, ""close_date"": ""2011-11-28T00:00:00+00:00"", ""close_rate"": 2167.0, ""close_timestamp"": 1322438400000, ""enter_tag"": ""Bear/CrossPanelReliefRebound/long"", ""exit_reason"": ""crosspanel_time_exit"", ""fee_close"": 0.0, ""fee_open"": 0.0, ""funding_fees"": 0.0, ""initial_stop_loss_abs"": 2026.08, ""initial_stop_loss_ratio"": -0.08, ""is_open"": false, ""is_short"": false, ""leverage"": 1.0, ""max_rate"": 2214.0, ""max_stake_amount"": 17618.0, ""min_rate"": 2121.75, ""open_date"": ""2011-11-23T00:00:00+00:00"", ""open_rate"": 2202.25, ""open_timestamp"": 1322006400000, ""pair"": ""NQ/USD"", ""profit_abs"": -282.0, ""profit_ratio"": -0.01600635713474855, ""stake_amount"": 17618.0, ""stop_loss_abs"": 2026.08, ""stop_loss_ratio"": -0.08, ""trade_duration"": 7200, ""weekday"": 0}"
20260511T190239+0800-codex-board-b-crosspanel-rootaware-daily-v1,CrossPanelRootAwareDailyV1,CrossPanelRootAwareDailyV1,dense_5d,NQ/USD,^IXIC,2011-12-17T00:00:00+00:00,2011-12-22T00:00:00+00:00,2011-12-17,0.004062288422477996,0.004062288422477996,0.004062288422477996,True,crosspanel_time_exit,7200.0,Bear,0.963920242,0.333,source_anchor_asof_daily,not_consumed_no_direct_event_rows,BearMarketDrawdown,CrossPanelReliefRebound,crosspanel_daily_bear_rebound,CrossPanelRootAwareDailyV1:dense_5d,Bear -> BearMarketDrawdown -> CrossPanelReliefRebound -> CrossPanelRootAwareDailyV1:dense_5d,board-b-crosspanel-rootaware-daily/v1,1d_trade,long_research_only_until_branch_rc_spa_passes,suppress_if_bear_branch_rc_spa_fails,2011,"{""amount"": 8.0, ""close_date"": ""2011-12-22T00:00:00+00:00"", ""close_rate"": 2224.5, ""close_timestamp"": 1324512000000, ""enter_tag"": ""Bear/CrossPanelReliefRebound/long"", ""exit_reason"": ""crosspanel_time_exit"", ""fee_close"": 0.0, ""fee_open"": 0.0, ""funding_fees"": 0.0, ""initial_stop_loss_abs"": 2038.26, ""initial_stop_loss_ratio"": -0.08, ""is_open"": false, ""is_short"": false, ""leverage"": 1.0, ""max_rate"": 2274.0, ""max_stake_amount"": 17724.0, ""min_rate"": 2187.0, ""open_date"": ""2011-12-17T00:00:00+00:00"", ""open_rate"": 2215.5, ""open_timestamp"": 1324080000000, ""pair"": ""NQ/USD"", ""profit_abs"": 72.0, ""profit_ratio"": 0.004062288422477996, ""stake_amount"": 17724.0, ""stop_loss_abs"": 2038.26, ""stop_loss_ratio"": -0.08, ""trade_duration"": 7200, ""weekday"": 3}"
20260511T190239+0800-codex-board-b-crosspanel-rootaware-daily-v1,CrossPanelRootAwareDailyV1,CrossPanelRootAwareDailyV1,dense_5d,NQ/USD,^IXIC,2012-01-16T00:00:00+00:00,2012-01-21T00:00:00+00:00,2012-01-16,0.02805526036131775,0.02805526036131775,0.02805526036131775,True,crosspanel_time_exit,7200.0,Bull,0.9797225384,0.444,source_anchor_asof_daily,not_consumed_no_direct_event_rows,TrendExpansion,CrossPanelTrendPullback,crosspanel_daily_trend_pullback,CrossPanelRootAwareDailyV1:dense_5d,Bull -> TrendExpansion -> CrossPanelTrendPullback -> CrossPanelRootAwareDailyV1:dense_5d,board-b-crosspanel-rootaware-daily/v1,1d_trade,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_branch_rc_spa_fails,2012,"{""amount"": 8.0, ""close_date"": ""2012-01-21T00:00:00+00:00"", ""close_rate"": 2418.5, ""close_timestamp"": 1327104000000, ""enter_tag"": ""Bull/CrossPanelTrendPullback/long"", ""exit_reason"": ""crosspanel_time_exit"", ""fee_close"": 0.0, ""fee_open"": 0.0, ""funding_fees"": 0.0, ""initial_stop_loss_abs"": 2164.3, ""initial_stop_loss_ratio"": -0.08, ""is_open"": false, ""is_short"": false, ""leverage"": 1.0, ""max_rate"": 2425.25, ""max_stake_amount"": 18820.0, ""min_rate"": 2344.25, ""open_date"": ""2012-01-16T00:00:00+00:00"", ""open_rate"": 2352.5, ""open_timestamp"": 1326672000000, ""pair"": ""NQ/USD"", ""profit_abs"": 528.0, ""profit_ratio"": 0.02805526036131775, ""stake_amount"": 18820.0, ""stop_loss_abs"": 2164.3, ""stop_loss_ratio"": -0.08, ""trade_duration"": 7200, ""weekday"": 5}"
20260511T190239+0800-codex-board-b-crosspanel-rootaware-daily-v1,CrossPanelRootAwareDailyV1,CrossPanelRootAwareDailyV1,dense_5d,NQ/USD,^IXIC,2012-01-31T00:00:00+00:00,2012-02-04T00:00:00+00:00,2012-01-31,0.024736788306245528,0.024736788306245528,0.024736788306245528,True,exit_signal,5760.0,Bull,0.9797225384,0.444,source_anchor_asof_daily,not_consumed_no_direct_event_rows,TrendExpansion,CrossPanelTrendPullback,crosspanel_daily_trend_pullback,CrossPanelRootAwareDailyV1:dense_5d,Bull -> TrendExpansion -> CrossPanelTrendPullback -> CrossPanelRootAwareDailyV1:dense_5d,board-b-crosspanel-rootaware-daily/v1,1d_trade,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_branch_rc_spa_fails,2012,"{""amount"": 8.0, ""close_date"": ""2012-02-04T00:00:00+00:00"", ""close_rate"": 2506.25, ""close_timestamp"": 1328313600000, ""enter_tag"": ""Bull/CrossPanelTrendPullback/long"", ""exit_reason"": ""exit_signal"", ""fee_close"": 0.0, ""fee_open"": 0.0, ""funding_fees"": 0.0, ""initial_stop_loss_abs"": 2250.09, ""initial_stop_loss_ratio"": -0.08, ""is_open"": false, ""is_short"": false, ""leverage"": 1.0, ""max_rate"": 2512.75, ""max_stake_amount"": 19566.0, ""min_rate"": 2431.5, ""open_date"": ""2012-01-31T00:00:00+00:00"", ""open_rate"": 2445.75, ""open_timestamp"": 1327968000000, ""pair"": ""NQ/USD"", ""profit_abs"": 484.0, ""profit_ratio"": 0.024736788306245528, ""stake_amount"": 19566.0, ""stop_loss_abs"": 2250.09, ""stop_loss_ratio"": -0.08, ""trade_duration"": 5760, ""weekday"": 5}"
20260511T190239+0800-codex-board-b-crosspanel-rootaware-daily-v1,CrossPanelRootAwareDailyV1,CrossPanelRootAwareDailyV1,dense_5d,NQ/USD,^IXIC,2012-05-21T00:00:00+00:00,2012-05-26T00:00:00+00:00,2012-05-21,0.019541984732824428,0.019541984732824428,0.019541984732824428,True,crosspanel_time_exit,7200.0,Sideways,0.9529358324,0.375,source_anchor_asof_daily,not_consumed_no_direct_event_rows,RangeConsolidation,CrossPanelMeanReversion,crosspanel_daily_range_reversion,CrossPanelRootAwareDailyV1:dense_5d,Sideways -> RangeConsolidation -> CrossPanelMeanReversion -> CrossPanelRootAwareDailyV1:dense_5d,board-b-crosspanel-rootaware-daily/v1,1d_trade,long_research_only_until_branch_rc_spa_passes,suppress_if_sideways_branch_rc_spa_fails,2012,"{""amount"": 8.0, ""close_date"": ""2012-05-26T00:00:00+00:00"", ""close_rate"": 2504.25, ""close_timestamp"": 1337990400000, ""enter_tag"": ""Bear/CrossPanelReliefRebound/long"", ""exit_reason"": ""crosspanel_time_exit"", ""fee_close"": 0.0, ""fee_open"": 0.0, ""funding_fees"": 0.0, ""initial_stop_loss_abs"": 2259.75, ""initial_stop_loss_ratio"": -0.08, ""is_open"": false, ""is_short"": false, ""leverage"": 1.0, ""max_rate"": 2539.75, ""max_stake_amount"": 19650.0, ""min_rate"": 2453.75, ""open_date"": ""2012-05-21T00:00:00+00:00"", ""open_rate"": 2456.25, ""open_timestamp"": 1337558400000, ""pair"": ""NQ/USD"", ""profit_abs"": 384.0, ""profit_ratio"": 0.019541984732824428, ""stake_amount"": 19650.0, ""stop_loss_abs"": 2259.75, ""stop_loss_ratio"": -0.08, ""trade_duration"": 7200, ""weekday"": 5}"
20260511T190239+0800-codex-board-b-crosspanel-rootaware-daily-v1,CrossPanelRootAwareDailyV1,CrossPanelRootAwareDailyV1,dense_5d,NQ/USD,^IXIC,2012-05-28T00:00:00+00:00,2012-05-30T00:00:00+00:00,2012-05-28,0.007056251242297754,0.007056251242297754,0.007056251242297754,True,exit_signal,2880.0,Bear,0.963920242,0.444,source_anchor_asof_daily,not_consumed_no_direct_event_rows,BearMarketDrawdown,CrossPanelReliefRebound,crosspanel_daily_bear_rebound,CrossPanelRootAwareDailyV1:dense_5d,Bear -> BearMarketDrawdown -> CrossPanelReliefRebound -> CrossPanelRootAwareDailyV1:dense_5d,board-b-crosspanel-rootaware-daily/v1,1d_trade,long_research_only_until_branch_rc_spa_passes,suppress_if_bear_branch_rc_spa_fails,2012,"{""amount"": 8.0, ""close_date"": ""2012-05-30T00:00:00+00:00"", ""close_rate"": 2533.25, ""close_timestamp"": 1338336000000, ""enter_tag"": ""Bear/CrossPanelReliefRebound/long"", ""exit_reason"": ""exit_signal"", ""fee_close"": 0.0, ""fee_open"": 0.0, ""funding_fees"": 0.0, ""initial_stop_loss_abs"": 2314.26, ""initial_stop_loss_ratio"": -0.08, ""is_open"": false, ""is_short"": false, ""leverage"": 1.0, ""max_rate"": 2548.25, ""max_stake_amount"": 20124.0, ""min_rate"": 2498.5, ""open_date"": ""2012-05-28T00:00:00+00:00"", ""open_rate"": 2515.5, ""open_timestamp"": 1338163200000, ""pair"": ""NQ/USD"", ""profit_abs"": 142.0, ""profit_ratio"": 0.007056251242297754, ""stake_amount"": 20124.0, ""stop_loss_abs"": 2314.26, ""stop_loss_ratio"": -0.08, ""trade_duration"": 2880, ""weekday"": 2}"
20260511T190239+0800-codex-board-b-crosspanel-rootaware-daily-v1,CrossPanelRootAwareDailyV1,CrossPanelRootAwareDailyV1,dense_5d,NQ/USD,^IXIC,2012-06-05T00:00:00+00:00,2012-06-07T00:00:00+00:00,2012-06-05,0.03178484107579462,0.03178484107579462,0.03178484107579462,True,exit_signal,2880.0,Bear,0.963920242,0.333,source_anchor_asof_daily,not_consumed_no_direct_event_rows,BearMarketDrawdown,CrossPanelReliefRebound,crosspanel_daily_bear_rebound,CrossPanelRootAwareDailyV1:dense_5d,Bear -> BearMarketDrawdown -> CrossPanelReliefRebound -> CrossPanelRootAwareDailyV1:dense_5d,board-b-crosspanel-rootaware-daily/v1,1d_trade,long_research_only_until_branch_rc_spa_passes,suppress_if_bear_branch_rc_spa_fails,2012,"{""amount"": 8.0, ""close_date"": ""2012-06-07T00:00:00+00:00"", ""close_rate"": 2532.0, ""close_timestamp"": 1339027200000, ""enter_tag"": ""Bear/CrossPanelReliefRebound/long"", ""exit_reason"": ""exit_signal"", ""fee_close"": 0.0, ""fee_open"": 0.0, ""funding_fees"": 0.0, ""initial_stop_loss_abs"": 2257.69, ""initial_stop_loss_ratio"": -0.08, ""is_open"": false, ""is_short"": false, ""leverage"": 1.0, ""max_rate"": 2548.75, ""max_stake_amount"": 19632.0, ""min_rate"": 2437.75, ""open_date"": ""2012-06-05T00:00:00+00:00"", ""open_rate"": 2454.0, ""open_timestamp"": 1338854400000, ""pair"": ""NQ/USD"", ""profit_abs"": 624.0, ""profit_ratio"": 0.03178484107579462, ""stake_amount"": 19632.0, ""stop_loss_abs"": 2257.69, ""stop_loss_ratio"": -0.08, ""trade_duration"": 2880, ""weekday"": 3}"
