protocol_version,symbol,generated_at,candidate_set_id,candidate_set_size,rank,path_id,scenario_id,path_label,direction,raw_path_score,calibrated_path_prob,path_prob_lower_bound,execution_gate_status,execution_gate_min_path_prob,execution_gate_reason,pending_reward_state,maturity_mask,maturity_weight,calibrated_label,propensity_estimate,ips_weight,training_weight,regime_calibration_bucket,behavior_policy_probability,execution_propensity,target_policy_probability_confidence,target_policy_probability_lower_bound,target_policy_reward_prior,target_policy_reward_lower_bound,experience_prior,current_posterior,structural_baseline_score,score_model_family,score_source_kind,score_model_artifact_uri,score_generator
structural-path-ranking-target-v1,NQ,2026-05-10T11:22:20Z,structural-candidates:NQ:c5c555570db0f226,1,1,path:scenario:NQ:belief_regime_node:trend:trend_follow_through:primary,scenario:NQ:belief_regime_node:trend:trend_follow_through,trend_follow_through,execute_follow_through,1.000000,,,,,,matured_failure,true,1.000000,0.000000,0.754340,1.325663,1.325663,NQ:trend,1.000000,0.754340,0.500000,1.000000,0.219646,,0.493438,0.978704,0.833124,,,,
structural-path-ranking-target-v1,NQ,2026-05-10T11:22:20Z,structural-candidates:NQ:c5c555570db0f226,1,1,path:scenario:NQ:belief_regime_node:trend:trend_follow_through:primary,scenario:NQ:belief_regime_node:trend:trend_follow_through,path:scenario:NQ:belief_regime_node:trend:trend_follow_through:primary,bull,1.000000,0.514329,0.491828,observe,0.500000,path_prob_lower_bound=0.492 min_path_prob=0.500,matured_failure,true,1.000000,0.000000,1.000000,1.000000,1.000000,NQ:manipulation_expansion,1.000000,1.000000,0.500000,1.000000,0.219646,,0.439291,0.219646,1.000000,,,,
structural-path-ranking-target-v1,NQ,2026-05-10T11:22:20Z,structural-candidates:NQ:5ac9eb7c76537ad2,3,1,path:scenario:NQ:belief_regime_node:transition:transition_confirmation:primary,scenario:NQ:belief_regime_node:transition:transition_confirmation,transition_confirmation,Observe,0.374379,,,,,,matured_failure,true,1.000000,0.000000,0.248141,4.029969,4.029969,NQ:transition,0.365662,0.678608,0.500000,0.374379,0.160696,,0.432407,0.404161,0.412635,,,,
structural-path-ranking-target-v1,NQ,2026-05-10T11:22:20Z,structural-candidates:NQ:5ac9eb7c76537ad2,1,2,path:scenario:NQ:belief_regime_node:transition:transition_confirmation:primary,scenario:NQ:belief_regime_node:transition:transition_confirmation,path:scenario:NQ:belief_regime_node:transition:transition_confirmation:primary,neutral,0.374379,0.514329,0.491828,observe,0.500000,path_prob_lower_bound=0.492 min_path_prob=0.500,matured_failure,true,1.000000,0.000000,0.374379,2.671090,2.671090,NQ:manipulation_expansion,0.374379,1.000000,0.500000,0.374379,0.160696,,0.321392,0.160696,0.374379,,,,
structural-path-ranking-target-v1,NQ,2026-05-10T11:22:20Z,structural-candidates:NQ:9fa974809f2b9673,3,1,path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary,scenario:NQ:belief_regime_node:range:range_mean_reversion,range_mean_reversion,favor_mean_reversion_only,0.365388,0.544118,0.445786,observe,0.500000,path_prob_lower_bound=0.446 min_path_prob=0.500,matured_invalidated,true,1.000000,0.000000,0.244779,4.085324,4.085324,NQ:range,0.358792,0.682230,0.555556,0.365388,0.147192,,0.431589,0.546225,0.511834,,,,
structural-path-ranking-target-v1,NQ,2026-05-10T11:22:20Z,structural-candidates:NQ:9fa974809f2b9673,1,3,path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary,scenario:NQ:belief_regime_node:range:range_mean_reversion,path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary,neutral,0.365388,0.514329,0.491828,observe,0.500000,path_prob_lower_bound=0.492 min_path_prob=0.500,matured_invalidated,true,1.000000,0.000000,0.365388,2.736817,2.736817,NQ:manipulation_expansion,0.365388,1.000000,0.555556,0.365388,0.147192,,0.294383,0.147192,0.365388,,,,
structural-path-ranking-target-v1,NQ,2026-05-10T11:22:20Z,structural-candidates:NQ:9fa974809f2b9673,3,1,path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary,scenario:NQ:belief_regime_node:range:range_mean_reversion,range_mean_reversion,favor_mean_reversion_only,0.365388,0.544118,0.445786,observe,0.500000,path_prob_lower_bound=0.446 min_path_prob=0.500,matured_invalidated,true,1.000000,0.000000,0.255620,3.912059,3.912059,NQ:range,0.357002,0.716017,0.555556,0.365388,0.169808,,0.457381,0.697682,0.625592,,,,
structural-path-ranking-target-v1,NQ,2026-05-10T11:22:20Z,structural-candidates:NQ:9fa974809f2b9673,1,3,path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary,scenario:NQ:belief_regime_node:range:range_mean_reversion,path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary,neutral,0.365388,0.514329,0.491828,observe,0.500000,path_prob_lower_bound=0.492 min_path_prob=0.500,matured_invalidated,true,1.000000,0.000000,0.365388,2.736817,2.736817,NQ:manipulation_expansion,0.365388,1.000000,0.555556,0.365388,0.169808,,0.339616,0.169808,0.365388,,,,
structural-path-ranking-target-v1,NQ,2026-05-10T11:22:20Z,structural-candidates:NQ:9fa974809f2b9673,3,1,path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary,scenario:NQ:belief_regime_node:range:range_mean_reversion,range_mean_reversion,favor_mean_reversion_only,0.357002,0.544118,0.445786,observe,0.500000,path_prob_lower_bound=0.446 min_path_prob=0.500,matured_success,true,1.000000,1.000000,0.280862,3.560463,3.560463,NQ:range,0.360622,0.778827,0.689423,0.359349,0.455711,0.167224,0.490452,0.697682,0.635513,,,,
structural-path-ranking-target-v1,NQ,2026-05-10T11:22:20Z,structural-candidates:NQ:9fa974809f2b9673,1,3,path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary,scenario:NQ:belief_regime_node:range:range_mean_reversion,path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary,neutral,0.365388,0.514329,0.491828,observe,0.500000,path_prob_lower_bound=0.492 min_path_prob=0.500,matured_invalidated,true,1.000000,0.000000,0.365388,2.736817,2.736817,NQ:manipulation_expansion,0.365388,1.000000,0.689423,0.359349,0.455711,0.167224,0.478022,0.455711,0.365388,,,,
