source_timerange_label,timerange,trade_index_in_fold,pair,open_date,close_date,profit_ratio,profit_abs,stressed_profit_ratio_2x_cost,stake_amount,exit_reason,parent_regime_root,parent_regime_confidence_floor,manipulation_overlay_state,sub_regime_tags,sub_sub_regime_or_profit_factor,profit_factor_family,profit_factor_leaf,regime_profit_branch_path,regime_profit_branch_path_version,recipe_id,trade_or_bar_horizon,allowed_action,suppression_rule,branch_path_source,branch_path_valid_for_promotion,won
bull_2021,20210101-20211231,1,SOL/USDT,2021-07-27 17:00:00+00:00,2021-07-28 12:00:00+00:00,0.05473472340656634,156.98664302,0.05273472340656634,2865.270955,exit_signal,Bull,,not_observed,TrendExpansion,DrawdownRebound,counter_trend_drawdown_rebound,CrashRebound,Bull -> TrendExpansion -> DrawdownRebound -> CrashRebound,diagnostic_proxy_v1,CrashRebound,freqtrade_trade_duration,research_watch_only,no_execution_promotion_until_board_a_trade_root_and_downstream_consumption_pass,auto_quant_timerange_label_proxy_not_board_a_trade_label,False,True
bull_2021,20210101-20211231,2,AVAX/USDT,2021-08-26 06:00:00+00:00,2021-08-27 08:00:00+00:00,0.06958169612745047,181.79236764,0.06758169612745046,2610.03636,exit_signal,Bull,,not_observed,TrendExpansion,DrawdownRebound,counter_trend_drawdown_rebound,CrashRebound,Bull -> TrendExpansion -> DrawdownRebound -> CrashRebound,diagnostic_proxy_v1,CrashRebound,freqtrade_trade_duration,research_watch_only,no_execution_promotion_until_board_a_trade_root_and_downstream_consumption_pass,auto_quant_timerange_label_proxy_not_board_a_trade_label,False,True
bull_2021,20210101-20211231,3,AVAX/USDT,2021-08-30 04:00:00+00:00,2021-09-01 06:00:00+00:00,-0.037924310671660494,-89.9687962,-0.039924310671660496,2369.9552,exit_signal,Bull,,not_observed,TrendExpansion,DrawdownRebound,counter_trend_drawdown_rebound,CrashRebound,Bull -> TrendExpansion -> DrawdownRebound -> CrashRebound,diagnostic_proxy_v1,CrashRebound,freqtrade_trade_duration,research_watch_only,no_execution_promotion_until_board_a_trade_root_and_downstream_consumption_pass,auto_quant_timerange_label_proxy_not_board_a_trade_label,False,False
bull_2021,20210101-20211231,4,AVAX/USDT,2021-09-07 09:00:00+00:00,2021-09-09 05:00:00+00:00,-0.005755185990480109,-16.3283796,-0.007755185990480109,2834.325,exit_signal,Bull,,not_observed,TrendExpansion,DrawdownRebound,counter_trend_drawdown_rebound,CrashRebound,Bull -> TrendExpansion -> DrawdownRebound -> CrashRebound,diagnostic_proxy_v1,CrashRebound,freqtrade_trade_duration,research_watch_only,no_execution_promotion_until_board_a_trade_root_and_downstream_consumption_pass,auto_quant_timerange_label_proxy_not_board_a_trade_label,False,False
bull_2021,20210101-20211231,5,BNB/USDT,2021-09-07 15:00:00+00:00,2021-09-09 15:00:00+00:00,0.04450744869384292,101.9443474,0.04250744869384292,2288.2126,exit_signal,Bull,,not_observed,TrendExpansion,DrawdownRebound,counter_trend_drawdown_rebound,CrashRebound,Bull -> TrendExpansion -> DrawdownRebound -> CrashRebound,diagnostic_proxy_v1,CrashRebound,freqtrade_trade_duration,research_watch_only,no_execution_promotion_until_board_a_trade_root_and_downstream_consumption_pass,auto_quant_timerange_label_proxy_not_board_a_trade_label,False,True
bull_2021,20210101-20211231,6,SOL/USDT,2021-09-10 15:00:00+00:00,2021-09-11 14:00:00+00:00,0.10286092460132894,221.26870661,0.10086092460132894,2148.99545,exit_signal,Bull,,not_observed,TrendExpansion,DrawdownRebound,counter_trend_drawdown_rebound,CrashRebound,Bull -> TrendExpansion -> DrawdownRebound -> CrashRebound,diagnostic_proxy_v1,CrashRebound,freqtrade_trade_duration,research_watch_only,no_execution_promotion_until_board_a_trade_root_and_downstream_consumption_pass,auto_quant_timerange_label_proxy_not_board_a_trade_label,False,True
bull_2021,20210101-20211231,7,BNB/USDT,2021-09-10 15:00:00+00:00,2021-09-12 09:00:00+00:00,0.039303811312840664,93.2538645,0.03730381131284066,2370.2715,exit_signal,Bull,,not_observed,TrendExpansion,DrawdownRebound,counter_trend_drawdown_rebound,CrashRebound,Bull -> TrendExpansion -> DrawdownRebound -> CrashRebound,diagnostic_proxy_v1,CrashRebound,freqtrade_trade_duration,research_watch_only,no_execution_promotion_until_board_a_trade_root_and_downstream_consumption_pass,auto_quant_timerange_label_proxy_not_board_a_trade_label,False,True
bull_2021,20210101-20211231,8,SOL/USDT,2021-09-13 01:00:00+00:00,2021-09-13 22:00:00+00:00,0.02482713067372463,58.47464793,0.02282713067372463,2352.91917,exit_signal,Bull,,not_observed,TrendExpansion,DrawdownRebound,counter_trend_drawdown_rebound,CrashRebound,Bull -> TrendExpansion -> DrawdownRebound -> CrashRebound,diagnostic_proxy_v1,CrashRebound,freqtrade_trade_duration,research_watch_only,no_execution_promotion_until_board_a_trade_root_and_downstream_consumption_pass,auto_quant_timerange_label_proxy_not_board_a_trade_label,False,True
bull_2021,20210101-20211231,9,BNB/USDT,2021-09-13 08:00:00+00:00,2021-09-14 09:00:00+00:00,0.027422133140049276,69.9498664,0.025422133140049274,2548.306,exit_signal,Bull,,not_observed,TrendExpansion,DrawdownRebound,counter_trend_drawdown_rebound,CrashRebound,Bull -> TrendExpansion -> DrawdownRebound -> CrashRebound,diagnostic_proxy_v1,CrashRebound,freqtrade_trade_duration,research_watch_only,no_execution_promotion_until_board_a_trade_root_and_downstream_consumption_pass,auto_quant_timerange_label_proxy_not_board_a_trade_label,False,True
bull_2021,20210101-20211231,10,SOL/USDT,2021-09-14 21:00:00+00:00,2021-09-15 06:00:00+00:00,0.06613469962695231,212.58003195,0.06413469962695231,3211.13826,exit_signal,Bull,,not_observed,TrendExpansion,DrawdownRebound,counter_trend_drawdown_rebound,CrashRebound,Bull -> TrendExpansion -> DrawdownRebound -> CrashRebound,diagnostic_proxy_v1,CrashRebound,freqtrade_trade_duration,research_watch_only,no_execution_promotion_until_board_a_trade_root_and_downstream_consumption_pass,auto_quant_timerange_label_proxy_not_board_a_trade_label,False,True
