timestamp,open,high,low,close,volume
2026-01-01T00:00:00Z,87551.0,87755.0,87540.0,87721.0,38.28140000000001
2026-01-01T01:00:00Z,87721.0,87965.0,87721.0,87864.0,29.08629999999999
2026-01-01T02:00:00Z,87864.0,88012.0,87804.0,87828.0,23.7029
2026-01-01T03:00:00Z,87828.0,87926.0,87740.0,87740.0,19.6176
2026-01-01T04:00:00Z,87740.0,87765.0,87439.0,87491.0,83.3857
2026-01-01T05:00:00Z,87491.0,87677.0,87490.0,87607.0,67.8456
2026-01-01T06:00:00Z,87607.0,87609.0,87530.0,87566.0,8.5848
2026-01-01T07:00:00Z,87566.0,87596.0,87501.0,87530.0,31.3905
2026-01-01T08:00:00Z,87530.0,87751.0,87521.0,87675.0,57.3407
2026-01-01T09:00:00Z,87675.0,87870.0,87643.0,87785.0,15.2102
2026-01-01T10:00:00Z,87785.0,87797.0,87696.0,87765.0,24.1028
2026-01-01T11:00:00Z,87765.0,87922.0,87753.0,87919.0,35.5286
2026-01-01T12:00:00Z,87919.0,87942.0,87828.0,87844.0,7.5993
2026-01-01T13:00:00Z,87844.0,87926.0,87766.0,87813.0,35.77840000000001
2026-01-01T14:00:00Z,87813.0,87879.0,87711.0,87862.0,72.9062
2026-01-01T15:00:00Z,87862.0,88013.0,87815.0,87935.0,25.7484
2026-01-01T16:00:00Z,87935.0,87948.0,87783.0,87895.0,18.3976
2026-01-01T17:00:00Z,87895.0,88413.0,87869.0,88233.0,98.5022000000001
2026-01-01T18:00:00Z,88233.0,88273.0,88001.0,88099.0,34.91880000000001
2026-01-01T19:00:00Z,88099.0,88356.0,87977.0,88304.0,39.3785
2026-01-01T20:00:00Z,88304.0,88304.0,88146.0,88170.0,29.7372
2026-01-01T21:00:00Z,88170.0,88345.0,88147.0,88284.0,79.9358
2026-01-01T22:00:00Z,88284.0,88609.0,88284.0,88558.0,89.4944
2026-01-01T23:00:00Z,88558.0,88834.0,88374.0,88744.0,94.0291
2026-01-02T00:00:00Z,88744.0,88803.0,88486.0,88746.0,159.8394
2026-01-02T01:00:00Z,88746.0,88792.0,88441.0,88542.0,55.3062
2026-01-02T02:00:00Z,88542.0,88583.0,88255.0,88556.0,80.273
2026-01-02T03:00:00Z,88556.0,89050.0,88488.0,88862.0,68.5231
