timestamp,open,high,low,close,volume,close_time,quote_volume,trades
2025-01-01T00:00:00Z,93576.00000000,94509.42000000,93489.03000000,93838.04000000,1840.29813000,2025-01-01T03:59:59.999000Z,172887549.10827950,263547
2025-01-01T04:00:00Z,93838.04000000,93937.19000000,93500.00000000,93684.10000000,958.86153000,2025-01-01T07:59:59.999000Z,89845071.70986180,125393
2025-01-01T08:00:00Z,93684.11000000,93756.02000000,92888.00000000,93444.64000000,1867.48363000,2025-01-01T11:59:59.999000Z,174336252.70278310,252398
2025-01-01T12:00:00Z,93444.65000000,94500.00000000,93407.07000000,94432.94000000,2077.71092000,2025-01-01T15:59:59.999000Z,195302233.85939330,325179
2025-01-01T16:00:00Z,94432.94000000,94823.75000000,93760.93000000,94627.07000000,1721.05382000,2025-01-01T19:59:59.999000Z,162204441.49634190,287980
2025-01-01T20:00:00Z,94627.08000000,95151.15000000,94542.00000000,94591.79000000,1907.91810000,2025-01-01T23:59:59.999000Z,180868645.26133870,262059
2025-01-02T00:00:00Z,94591.78000000,95516.00000000,94392.00000000,95010.33000000,3071.06776000,2025-01-02T03:59:59.999000Z,291911728.48945450,421651
2025-01-02T04:00:00Z,95010.34000000,96000.00000000,94984.84000000,95822.00000000,2597.83185000,2025-01-02T07:59:59.999000Z,248357003.75608420,302532
2025-01-02T08:00:00Z,95822.01000000,96876.38000000,95640.05000000,96732.99000000,3181.19751000,2025-01-02T11:59:59.999000Z,306653574.56742960,342027
2025-01-02T12:00:00Z,96733.00000000,97440.91000000,95924.60000000,96455.01000000,6594.73113000,2025-01-02T15:59:59.999000Z,637866982.14924280,858261
2025-01-02T16:00:00Z,96455.01000000,97777.00000000,96040.04000000,97317.74000000,4552.10190000,2025-01-02T19:59:59.999000Z,441767377.82209480,1162010
2025-01-02T20:00:00Z,97317.74000000,97839.50000000,96666.66000000,96984.79000000,1973.55933000,2025-01-02T23:59:59.999000Z,191855185.89697360,482598
2025-01-03T00:00:00Z,96984.79000000,97342.44000000,96650.00000000,97062.30000000,1301.75815000,2025-01-03T03:59:59.999000Z,126233741.96794960,324186
2025-01-03T04:00:00Z,97062.30000000,97066.18000000,96280.65000000,96304.00000000,1511.25736000,2025-01-03T07:59:59.999000Z,146051648.35605280,237406
2025-01-03T08:00:00Z,96304.00000000,96830.00000000,96100.01000000,96757.58000000,1875.17783000,2025-01-03T11:59:59.999000Z,180919062.98653190,246659
2025-01-03T12:00:00Z,96757.57000000,97660.00000000,96472.43000000,97521.35000000,3996.57846000,2025-01-03T15:59:59.999000Z,387704332.86302530,843336
2025-01-03T16:00:00Z,97521.36000000,98976.91000000,97406.54000000,98592.01000000,4583.69677000,2025-01-03T19:59:59.999000Z,450389538.71959710,863929
2025-01-03T20:00:00Z,98592.02000000,98748.00000000,98067.99000000,98174.18000000,1985.36079000,2025-01-03T23:59:59.999000Z,195312443.69763500,335648
2025-01-04T00:00:00Z,98174.17000000,98314.15000000,97800.00000000,98200.00000000,1400.83188000,2025-01-04T03:59:59.999000Z,137370323.24236150,240037
