timestamp_ms,iso_ts,open,high,low,close,volume
1505275200000,2017-09-13T04:00:00+00:00,6.3e-05,6.3e-05,5.553e-05,5.878e-05,117060.79
1505278800000,2017-09-13T05:00:00+00:00,5.875e-05,5.875e-05,5.805e-05,5.875e-05,26698.0
1505282400000,2017-09-13T06:00:00+00:00,5.875e-05,5.875e-05,5.653e-05,5.653e-05,12130.0
1505286000000,2017-09-13T07:00:00+00:00,5.87e-05,5.875e-05,5.565e-05,5.565e-05,203106.0
1505289600000,2017-09-13T08:00:00+00:00,5.875e-05,5.875e-05,5.875e-05,5.875e-05,1219.0
1505293200000,2017-09-13T09:00:00+00:00,5.601e-05,5.86e-05,5.601e-05,5.86e-05,3385.0
1505296800000,2017-09-13T10:00:00+00:00,5.76e-05,5.801e-05,5.601e-05,5.601e-05,5737.0
1505300400000,2017-09-13T11:00:00+00:00,5.859e-05,5.86e-05,5.6e-05,5.6e-05,57886.0
1505304000000,2017-09-13T12:00:00+00:00,5.7e-05,5.7e-05,5.5e-05,5.5e-05,29638.0
1505307600000,2017-09-13T13:00:00+00:00,5.5e-05,5.55e-05,5.3e-05,5.55e-05,103976.0
1505311200000,2017-09-13T14:00:00+00:00,5.501e-05,5.674e-05,5.5e-05,5.674e-05,26884.0
1505314800000,2017-09-13T15:00:00+00:00,5.674e-05,6e-05,5.674e-05,5.674e-05,28535.0
1505318400000,2017-09-13T16:00:00+00:00,5.674e-05,5.869e-05,5.5e-05,5.501e-05,20889.0
1505322000000,2017-09-13T17:00:00+00:00,5.65e-05,5.888e-05,5.65e-05,5.88e-05,3193.0
1505325600000,2017-09-13T18:00:00+00:00,5.88e-05,5.88e-05,5.88e-05,5.88e-05,38.0
1505329200000,2017-09-13T19:00:00+00:00,5.65e-05,5.79e-05,5.57e-05,5.6e-05,14090.0
1505332800000,2017-09-13T20:00:00+00:00,5.75e-05,5.75e-05,5.738e-05,5.75e-05,10228.0
1505336400000,2017-09-13T21:00:00+00:00,5.75e-05,5.75e-05,5.603e-05,5.603e-05,1165.0
