timestamp_ms,iso_ts,open,high,low,close,volume
1500004800000,2017-07-14T04:00:00+00:00,0.019,0.019329,0.019,0.019229,55.59
1500008400000,2017-07-14T05:00:00+00:00,0.019293,0.019293,0.018996,0.019088,72.0
1500012000000,2017-07-14T06:00:00+00:00,0.019066,0.019181,0.018896,0.019097,261.17
1500015600000,2017-07-14T07:00:00+00:00,0.019062,0.019113,0.019059,0.019108,100.87
1500019200000,2017-07-14T08:00:00+00:00,0.019105,0.019328,0.019105,0.019296,38.66
1500022800000,2017-07-14T09:00:00+00:00,0.01932,0.019328,0.019106,0.019117,256.8
1500026400000,2017-07-14T10:00:00+00:00,0.019141,0.019143,0.01909,0.019139,263.36
1500030000000,2017-07-14T11:00:00+00:00,0.019139,0.019141,0.019082,0.019141,264.18
1500033600000,2017-07-14T12:00:00+00:00,0.01914,0.01922,0.019038,0.019079,341.21
1500037200000,2017-07-14T13:00:00+00:00,0.019151,0.019499,0.019146,0.019146,427.56
1500040800000,2017-07-14T14:00:00+00:00,0.019167,0.019302,0.019051,0.019095,437.13
1500044400000,2017-07-14T15:00:00+00:00,0.019105,0.019893,0.019105,0.019706,818.79
1500048000000,2017-07-14T16:00:00+00:00,0.019602,0.019895,0.019005,0.019005,992.65
1500051600000,2017-07-14T17:00:00+00:00,0.018909,0.018909,0.016806,0.01682,290.72
1500055200000,2017-07-14T18:00:00+00:00,0.01682,0.01682,0.01682,0.01682,22.0
1500058800000,2017-07-14T19:00:00+00:00,0.01682,0.016869,0.01682,0.016869,139.1
1500062400000,2017-07-14T20:00:00+00:00,0.0187,0.018733,0.0187,0.018733,3.29
1500066000000,2017-07-14T21:00:00+00:00,0.018733,0.018733,0.018733,0.018733,0.0
1500069600000,2017-07-14T22:00:00+00:00,0.018733,0.018733,0.018733,0.018733,0.0
1500073200000,2017-07-14T23:00:00+00:00,0.01888,0.018911,0.018637,0.018711,498.2
1500076800000,2017-07-15T00:00:00+00:00,0.018929,0.018929,0.018643,0.018645,286.6
1500080400000,2017-07-15T01:00:00+00:00,0.018759,0.018856,0.018759,0.018823,178.26
1500084000000,2017-07-15T02:00:00+00:00,0.018854,0.018854,0.018487,0.018487,90.05
1500087600000,2017-07-15T03:00:00+00:00,0.018972,0.018972,0.017443,0.018281,1101.35
1500091200000,2017-07-15T04:00:00+00:00,0.018284,0.020547,0.017877,0.019923,1143.22
1500094800000,2017-07-15T05:00:00+00:00,0.019899,0.019914,0.019041,0.019041,235.09
1500098400000,2017-07-15T06:00:00+00:00,0.019058,0.019777,0.018324,0.019717,1460.46
1500102000000,2017-07-15T07:00:00+00:00,0.019697,0.019921,0.019613,0.019704,81.04
1500105600000,2017-07-15T08:00:00+00:00,0.019704,0.019918,0.018345,0.018686,1276.15
1500109200000,2017-07-15T09:00:00+00:00,0.018697,0.018816,0.018599,0.018732,344.81
1500112800000,2017-07-15T10:00:00+00:00,0.018781,0.018888,0.018649,0.018829,344.24
1500116400000,2017-07-15T11:00:00+00:00,0.018826,0.018852,0.018424,0.018439,361.7
1500120000000,2017-07-15T12:00:00+00:00,0.018499,0.020453,0.018464,0.018589,9894.36
1500123600000,2017-07-15T13:00:00+00:00,0.018589,0.01877,0.018589,0.01877,168.57
1500127200000,2017-07-15T14:00:00+00:00,0.01877,0.0209,0.018761,0.019736,560.0
1500130800000,2017-07-15T15:00:00+00:00,0.019138,0.019345,0.019038,0.019268,652.57
1500134400000,2017-07-15T16:00:00+00:00,0.019343,0.019431,0.019258,0.01932,538.73
1500138000000,2017-07-15T17:00:00+00:00,0.01931,0.019542,0.019264,0.019457,289.93
1500141600000,2017-07-15T18:00:00+00:00,0.019471,0.019532,0.019366,0.019436,410.83
1500145200000,2017-07-15T19:00:00+00:00,0.01945,0.019558,0.019366,0.019558,326.81
1500148800000,2017-07-15T20:00:00+00:00,0.019513,0.01958,0.019434,0.019561,286.12
1500152400000,2017-07-15T21:00:00+00:00,0.019561,0.019589,0.019473,0.019575,298.73
1500156000000,2017-07-15T22:00:00+00:00,0.019563,0.01972,0.019498,0.019593,322.76
1500159600000,2017-07-15T23:00:00+00:00,0.019561,0.019629,0.019423,0.019504,469.21
1500163200000,2017-07-16T00:00:00+00:00,0.019518,0.019541,0.019399,0.019529,324.77
1500166800000,2017-07-16T01:00:00+00:00,0.019526,0.019574,0.019359,0.019561,360.27
1500170400000,2017-07-16T02:00:00+00:00,0.019528,0.019587,0.019426,0.0195,292.5
1500174000000,2017-07-16T03:00:00+00:00,0.019546,0.01975,0.019497,0.019647,1453.81
1500177600000,2017-07-16T04:00:00+00:00,0.019599,0.019821,0.019526,0.019637,2282.79
1500181200000,2017-07-16T05:00:00+00:00,0.019636,0.019933,0.019568,0.019714,1235.06
1500184800000,2017-07-16T06:00:00+00:00,0.019679,0.019862,0.019633,0.019778,314.33
1500188400000,2017-07-16T07:00:00+00:00,0.019778,0.019928,0.019685,0.019873,317.91
1500192000000,2017-07-16T08:00:00+00:00,0.019855,0.019995,0.019829,0.019917,308.75
1500195600000,2017-07-16T09:00:00+00:00,0.019889,0.019917,0.019672,0.019877,312.5
1500199200000,2017-07-16T10:00:00+00:00,0.019894,0.019998,0.019764,0.019858,337.26
1500202800000,2017-07-16T11:00:00+00:00,0.019857,0.019897,0.019541,0.019801,334.58
1500206400000,2017-07-16T12:00:00+00:00,0.019792,0.019853,0.019514,0.01978,339.0
1500210000000,2017-07-16T13:00:00+00:00,0.019752,0.020025,0.019617,0.020025,310.76
1500213600000,2017-07-16T14:00:00+00:00,0.020031,0.020123,0.019736,0.019777,316.95
1500217200000,2017-07-16T15:00:00+00:00,0.019815,0.020045,0.019743,0.020022,289.96
1500220800000,2017-07-16T16:00:00+00:00,0.019999,0.020095,0.019973,0.020073,272.16
1500224400000,2017-07-16T17:00:00+00:00,0.020089,0.020711,0.020039,0.020552,496.03
1500228000000,2017-07-16T18:00:00+00:00,0.020641,0.020806,0.020248,0.020594,425.39
1500231600000,2017-07-16T19:00:00+00:00,0.020558,0.020656,0.020157,0.020417,233.83
