timestamp_ms,iso_ts,open,high,low,close,volume
1509422400000,2017-10-31T04:00:00+00:00,5.5e-07,7.1e-07,4.7e-07,4.8e-07,13006443.0
1509426000000,2017-10-31T05:00:00+00:00,4.8e-07,4.9e-07,4.3e-07,4.6e-07,1570358.0
1509429600000,2017-10-31T06:00:00+00:00,4.6e-07,4.7e-07,4.3e-07,4.7e-07,4562688.0
1509433200000,2017-10-31T07:00:00+00:00,4.7e-07,4.9e-07,4.3e-07,4.3e-07,4514027.0
1509436800000,2017-10-31T08:00:00+00:00,4.7e-07,4.7e-07,4.4e-07,4.4e-07,1715759.0
1509440400000,2017-10-31T09:00:00+00:00,4.4e-07,4.6e-07,4.4e-07,4.4e-07,763307.0
1509444000000,2017-10-31T10:00:00+00:00,4.4e-07,4.7e-07,4.4e-07,4.7e-07,1567738.0
1509447600000,2017-10-31T11:00:00+00:00,4.5e-07,4.8e-07,4.3e-07,4.5e-07,14564739.0
1509451200000,2017-10-31T12:00:00+00:00,4.5e-07,4.6e-07,4.3e-07,4.6e-07,1681089.0
1509454800000,2017-10-31T13:00:00+00:00,4.6e-07,4.6e-07,4.3e-07,4.5e-07,1686318.0
1509458400000,2017-10-31T14:00:00+00:00,4.4e-07,4.6e-07,4.4e-07,4.6e-07,4209508.0
1509462000000,2017-10-31T15:00:00+00:00,4.3e-07,4.6e-07,4.3e-07,4.4e-07,4527541.0
1509465600000,2017-10-31T16:00:00+00:00,4.6e-07,4.6e-07,4.4e-07,4.5e-07,2237031.0
1509469200000,2017-10-31T17:00:00+00:00,4.5e-07,4.6e-07,4.4e-07,4.6e-07,739299.0
1509472800000,2017-10-31T18:00:00+00:00,4.7e-07,4.9e-07,4.6e-07,4.7e-07,4746821.0
1509476400000,2017-10-31T19:00:00+00:00,4.6e-07,4.8e-07,4.5e-07,4.5e-07,1281470.0
1509480000000,2017-10-31T20:00:00+00:00,4.5e-07,4.5e-07,4.4e-07,4.4e-07,936942.0
1509483600000,2017-10-31T21:00:00+00:00,4.5e-07,4.5e-07,4.4e-07,4.4e-07,648378.0
