schema_version,run_id,recipe_id,variant_id,market,timeframe,trade_id,open_date,close_date,open_session_date,source_anchor,parent_regime_root,parent_regime_confidence_floor,source_ticker_confidence,source_ticker_vix,manipulation_overlay_state,sub_regime_tags,sub_sub_regime_or_profit_factor,profit_factor_family,profit_factor_leaf,regime_profit_branch_path,regime_profit_branch_path_version,trade_or_bar_horizon,allowed_action,suppression_rule,direction,direction_sign,entry_close,exit_close,gross_return,roundtrip_cost,profit_ratio_net,year_fold,root_lookup_status
board-b-yfinance-defensive-crossasset/v1-repaired,20260511T212211+0800-codex-board-b-yfinance-defensive-crossasset-v1-repaired,YFinanceDefensiveCrossAssetV1Repaired,risk_on_momentum_20d,SPY/YF,1d,YFinanceDefensiveCrossAssetV1Repaired:risk_on_momentum_20d:SPY/YF:1d:20,2011-02-01T00:00:00+00:00,2011-02-15T00:00:00+00:00,2011-02-01,^GSPC,Bull,0.9797225384,0.5,17.6299991607666,not_consumed_no_direct_event_rows,YFinanceRiskOnDaily,EquityCreditMomentum,yfinance_defensive_crossasset,YFinanceDefensiveCrossAssetV1Repaired:risk_on_momentum_20d,Bull -> YFinanceRiskOnDaily -> EquityCreditMomentum -> YFinanceDefensiveCrossAssetV1Repaired:risk_on_momentum_20d,board-b-yfinance-defensive-crossasset/v1-repaired,1d_hold_10,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_yfinance_defensive_branch_rc_spa_fails,long,1,99.74333190917969,101.4751205444336,0.017362450222043524,0.0005,0.016862450222043524,2011,source_panel_daily_asof
board-b-yfinance-defensive-crossasset/v1-repaired,20260511T212211+0800-codex-board-b-yfinance-defensive-crossasset-v1-repaired,YFinanceDefensiveCrossAssetV1Repaired,risk_on_momentum_20d,SPY/YF,1d,YFinanceDefensiveCrossAssetV1Repaired:risk_on_momentum_20d:SPY/YF:1d:31,2011-02-16T00:00:00+00:00,2011-03-03T00:00:00+00:00,2011-02-16,^GSPC,Bull,0.9797225384,0.5,16.719999313354492,not_consumed_no_direct_event_rows,YFinanceRiskOnDaily,EquityCreditMomentum,yfinance_defensive_crossasset,YFinanceDefensiveCrossAssetV1Repaired:risk_on_momentum_20d,Bull -> YFinanceRiskOnDaily -> EquityCreditMomentum -> YFinanceDefensiveCrossAssetV1Repaired:risk_on_momentum_20d,board-b-yfinance-defensive-crossasset/v1-repaired,1d_hold_10,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_yfinance_defensive_branch_rc_spa_fails,long,1,102.11601257324219,101.8260498046875,-0.002839542606961065,0.0005,-0.003339542606961065,2011,source_panel_daily_asof
board-b-yfinance-defensive-crossasset/v1-repaired,20260511T212211+0800-codex-board-b-yfinance-defensive-crossasset-v1-repaired,YFinanceDefensiveCrossAssetV1Repaired,risk_on_momentum_20d,SPY/YF,1d,YFinanceDefensiveCrossAssetV1Repaired:risk_on_momentum_20d:SPY/YF:1d:42,2011-03-04T00:00:00+00:00,2011-03-18T00:00:00+00:00,2011-03-04,^GSPC,Bull,0.9797225384,0.5,19.059999465942383,not_consumed_no_direct_event_rows,YFinanceRiskOnDaily,EquityCreditMomentum,yfinance_defensive_crossasset,YFinanceDefensiveCrossAssetV1Repaired:risk_on_momentum_20d,Bull -> YFinanceRiskOnDaily -> EquityCreditMomentum -> YFinanceDefensiveCrossAssetV1Repaired:risk_on_momentum_20d,board-b-yfinance-defensive-crossasset/v1-repaired,1d_hold_10,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_yfinance_defensive_branch_rc_spa_fails,long,1,101.06317901611328,97.89327239990234,-0.03136559375106862,0.0005,-0.03186559375106862,2011,source_panel_daily_asof
board-b-yfinance-defensive-crossasset/v1-repaired,20260511T212211+0800-codex-board-b-yfinance-defensive-crossasset-v1-repaired,YFinanceDefensiveCrossAssetV1Repaired,risk_on_momentum_20d,SPY/YF,1d,YFinanceDefensiveCrossAssetV1Repaired:risk_on_momentum_20d:SPY/YF:1d:56,2011-03-24T00:00:00+00:00,2011-04-07T00:00:00+00:00,2011-03-24,^GSPC,Bull,0.9797225384,0.5,18.0,not_consumed_no_direct_event_rows,YFinanceRiskOnDaily,EquityCreditMomentum,yfinance_defensive_crossasset,YFinanceDefensiveCrossAssetV1Repaired:risk_on_momentum_20d,Bull -> YFinanceRiskOnDaily -> EquityCreditMomentum -> YFinanceDefensiveCrossAssetV1Repaired:risk_on_momentum_20d,board-b-yfinance-defensive-crossasset/v1-repaired,1d_hold_10,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_yfinance_defensive_branch_rc_spa_fails,long,1,100.29923248291016,102.15348815917969,0.018487236944564556,0.0005,0.017987236944564555,2011,source_panel_daily_asof
board-b-yfinance-defensive-crossasset/v1-repaired,20260511T212211+0800-codex-board-b-yfinance-defensive-crossasset-v1-repaired,YFinanceDefensiveCrossAssetV1Repaired,risk_on_momentum_20d,SPY/YF,1d,YFinanceDefensiveCrossAssetV1Repaired:risk_on_momentum_20d:SPY/YF:1d:67,2011-04-08T00:00:00+00:00,2011-04-25T00:00:00+00:00,2011-04-08,^GSPC,Bull,0.9797225384,0.667,17.8700008392334,not_consumed_no_direct_event_rows,YFinanceRiskOnDaily,EquityCreditMomentum,yfinance_defensive_crossasset,YFinanceDefensiveCrossAssetV1Repaired:risk_on_momentum_20d,Bull -> YFinanceRiskOnDaily -> EquityCreditMomentum -> YFinanceDefensiveCrossAssetV1Repaired:risk_on_momentum_20d,board-b-yfinance-defensive-crossasset/v1-repaired,1d_hold_10,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_yfinance_defensive_branch_rc_spa_fails,long,1,101.80101776123047,102.39868927001953,0.005870977736105454,0.0005,0.005370977736105453,2011,source_panel_daily_asof
board-b-yfinance-defensive-crossasset/v1-repaired,20260511T212211+0800-codex-board-b-yfinance-defensive-crossasset-v1-repaired,YFinanceDefensiveCrossAssetV1Repaired,risk_on_momentum_20d,SPY/YF,1d,YFinanceDefensiveCrossAssetV1Repaired:risk_on_momentum_20d:SPY/YF:1d:78,2011-04-26T00:00:00+00:00,2011-05-10T00:00:00+00:00,2011-04-26,^GSPC,Bull,0.9797225384,0.5,15.619999885559082,not_consumed_no_direct_event_rows,YFinanceRiskOnDaily,EquityCreditMomentum,yfinance_defensive_crossasset,YFinanceDefensiveCrossAssetV1Repaired:risk_on_momentum_20d,Bull -> YFinanceRiskOnDaily -> EquityCreditMomentum -> YFinanceDefensiveCrossAssetV1Repaired:risk_on_momentum_20d,board-b-yfinance-defensive-crossasset/v1-repaired,1d_hold_10,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_yfinance_defensive_branch_rc_spa_fails,long,1,103.27985382080078,104.10737609863281,0.00801242688886683,0.0005,0.00751242688886683,2011,source_panel_daily_asof
board-b-yfinance-defensive-crossasset/v1-repaired,20260511T212211+0800-codex-board-b-yfinance-defensive-crossasset-v1-repaired,YFinanceDefensiveCrossAssetV1Repaired,risk_on_momentum_20d,SPY/YF,1d,YFinanceDefensiveCrossAssetV1Repaired:risk_on_momentum_20d:SPY/YF:1d:89,2011-05-11T00:00:00+00:00,2011-05-25T00:00:00+00:00,2011-05-11,^GSPC,Bull,0.9797225384,0.5,16.950000762939453,not_consumed_no_direct_event_rows,YFinanceRiskOnDaily,EquityCreditMomentum,yfinance_defensive_crossasset,YFinanceDefensiveCrossAssetV1Repaired:risk_on_momentum_20d,Bull -> YFinanceRiskOnDaily -> EquityCreditMomentum -> YFinanceDefensiveCrossAssetV1Repaired:risk_on_momentum_20d,board-b-yfinance-defensive-crossasset/v1-repaired,1d_hold_10,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_yfinance_defensive_branch_rc_spa_fails,long,1,103.01166534423828,101.44087982177734,-0.015248617884312199,0.0005,-0.0157486178843122,2011,source_panel_daily_asof
board-b-yfinance-defensive-crossasset/v1-repaired,20260511T212211+0800-codex-board-b-yfinance-defensive-crossasset-v1-repaired,YFinanceDefensiveCrossAssetV1Repaired,risk_on_momentum_20d,SPY/YF,1d,YFinanceDefensiveCrossAssetV1Repaired:risk_on_momentum_20d:SPY/YF:1d:124,2011-06-30T00:00:00+00:00,2011-07-15T00:00:00+00:00,2011-06-30,^GSPC,Bull,0.9797225384,0.5,16.520000457763672,not_consumed_no_direct_event_rows,YFinanceRiskOnDaily,EquityCreditMomentum,yfinance_defensive_crossasset,YFinanceDefensiveCrossAssetV1Repaired:risk_on_momentum_20d,Bull -> YFinanceRiskOnDaily -> EquityCreditMomentum -> YFinanceDefensiveCrossAssetV1Repaired:risk_on_momentum_20d,board-b-yfinance-defensive-crossasset/v1-repaired,1d_hold_10,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_yfinance_defensive_branch_rc_spa_fails,long,1,101.62041473388672,101.4048080444336,-0.0021216867695111885,0.0005,-0.0026216867695111885,2011,source_panel_daily_asof
board-b-yfinance-defensive-crossasset/v1-repaired,20260511T212211+0800-codex-board-b-yfinance-defensive-crossasset-v1-repaired,YFinanceDefensiveCrossAssetV1Repaired,risk_on_momentum_20d,SPY/YF,1d,YFinanceDefensiveCrossAssetV1Repaired:risk_on_momentum_20d:SPY/YF:1d:136,2011-07-19T00:00:00+00:00,2011-08-02T00:00:00+00:00,2011-07-19,^GSPC,Bull,0.9797225384,0.5,19.209999084472656,not_consumed_no_direct_event_rows,YFinanceRiskOnDaily,EquityCreditMomentum,yfinance_defensive_crossasset,YFinanceDefensiveCrossAssetV1Repaired:risk_on_momentum_20d,Bull -> YFinanceRiskOnDaily -> EquityCreditMomentum -> YFinanceDefensiveCrossAssetV1Repaired:risk_on_momentum_20d,board-b-yfinance-defensive-crossasset/v1-repaired,1d_hold_10,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_yfinance_defensive_branch_rc_spa_fails,long,1,102.20560455322266,96.630615234375,-0.05454680634411324,0.0005,-0.05504680634411324,2011,source_panel_daily_asof
board-b-yfinance-defensive-crossasset/v1-repaired,20260511T212211+0800-codex-board-b-yfinance-defensive-crossasset-v1-repaired,YFinanceDefensiveCrossAssetV1Repaired,risk_on_momentum_20d,SPY/YF,1d,YFinanceDefensiveCrossAssetV1Repaired:risk_on_momentum_20d:SPY/YF:1d:203,2011-10-21T00:00:00+00:00,2011-11-04T00:00:00+00:00,2011-10-21,^GSPC,Bull,0.9797225384,0.333,31.31999969482422,not_consumed_no_direct_event_rows,YFinanceRiskOnDaily,EquityCreditMomentum,yfinance_defensive_crossasset,YFinanceDefensiveCrossAssetV1Repaired:risk_on_momentum_20d,Bull -> YFinanceRiskOnDaily -> EquityCreditMomentum -> YFinanceDefensiveCrossAssetV1Repaired:risk_on_momentum_20d,board-b-yfinance-defensive-crossasset/v1-repaired,1d_hold_10,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_yfinance_defensive_branch_rc_spa_fails,long,1,95.95405578613281,97.12284851074219,0.012180753747548012,0.0005,0.011680753747548012,2011,source_panel_daily_asof
