rank_file,unit_label,provider,provider_label,symbol,direction,branch_id,branch_path,main_regime,sub_regime,sub_sub_regime_or_profit_factor,profit_factor,status,trade_count,win_rate_pct,sharpe,total_profit_pct,profit_factor_metric,max_drawdown_pct,evidence_layer,quality_weight,allowed_feedback_targets
auto_quant_agent_material_rank.20260512T113922.949Z.json,OB/FVG fvg_displacement_retest_expansion_v1 - Binance BTCUSDT 1h,Binance,Binance BTCUSDT 1h,BTC,long,fvg_displacement_retest_expansion_v1,VolatilityCompression -> LiquidityExpansion -> displacement_fvg_retest -> fvg_displacement_retest_expansion_v1,VolatilityCompression,LiquidityExpansion,displacement_fvg_retest,fvg_displacement_retest_expansion_v1,completed,0,0.0,0.0,0.0,0.0,-0.0,aq_profitability_observation_inadequate_for_downstream,0_for_bbn_catboost_execution_tree_learning,branch_nursery;material_tuning;aq_rank_schema_join_contract;provider_density_repair
auto_quant_agent_material_rank.20260512T113922.949Z.json,OB/FVG fvg_displacement_retest_expansion_v1 - Bybit BTCUSDT 1h,Bybit,Bybit BTCUSDT 1h,BTC,long,fvg_displacement_retest_expansion_v1,VolatilityCompression -> LiquidityExpansion -> displacement_fvg_retest -> fvg_displacement_retest_expansion_v1,VolatilityCompression,LiquidityExpansion,displacement_fvg_retest,fvg_displacement_retest_expansion_v1,completed,0,0.0,0.0,0.0,0.0,-0.0,aq_profitability_observation_inadequate_for_downstream,0_for_bbn_catboost_execution_tree_learning,branch_nursery;material_tuning;aq_rank_schema_join_contract;provider_density_repair
auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG ote_ob_continuation_long_v1 - yfinance/YF SPY 1h,yfinance/YF,yfinance/YF SPY 1h,SPY,long,ote_ob_continuation_long_v1,TrendExpansion -> OTERetracement -> ote_plus_order_block_retest -> ote_ob_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_order_block_retest,ote_ob_continuation_long_v1,completed,23,47.8261,0.4,3.83,9.6247,-0.4378,aq_profitability_observation_inadequate_for_downstream,0_for_bbn_catboost_execution_tree_learning,branch_nursery;material_tuning;aq_rank_schema_join_contract;provider_density_repair
auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG ote_ob_continuation_long_v1 - IBKR SPY 1h,IBKR,IBKR SPY 1h,SPY,long,ote_ob_continuation_long_v1,TrendExpansion -> OTERetracement -> ote_plus_order_block_retest -> ote_ob_continuation_long_v1,TrendExpansion,OTERetracement,ote_plus_order_block_retest,ote_ob_continuation_long_v1,completed,52,36.5385,-0.7851,-2.69,0.4949,-4.6258,aq_profitability_observation_inadequate_for_downstream,0_for_bbn_catboost_execution_tree_learning,branch_nursery;material_tuning;aq_rank_schema_join_contract;provider_density_repair
auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG ob_fvg_failed_mitigation_guard_v1 - yfinance/YF SPY 1h,yfinance/YF,yfinance/YF SPY 1h,SPY,long,ob_fvg_failed_mitigation_guard_v1,Transition -> RiskSuppression -> failed_mitigation_guard -> ob_fvg_failed_mitigation_guard_v1,Transition,RiskSuppression,failed_mitigation_guard,ob_fvg_failed_mitigation_guard_v1,completed,99,35.3535,0.091,1.86,1.1005,-7.1404,aq_profitability_observation_inadequate_for_downstream,0_for_bbn_catboost_execution_tree_learning,branch_nursery;material_tuning;aq_rank_schema_join_contract;provider_density_repair
auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG order_block_retest_continuation_long_v1 - yfinance/YF SPY 1h,yfinance/YF,yfinance/YF SPY 1h,SPY,long,order_block_retest_continuation_long_v1,TrendExpansion -> PullbackContinuation -> bullish_order_block_retest -> order_block_retest_continuation_long_v1,TrendExpansion,PullbackContinuation,bullish_order_block_retest,order_block_retest_continuation_long_v1,completed,36,33.3333,-0.1759,-3.69,0.5291,-5.4995,aq_profitability_observation_inadequate_for_downstream,0_for_bbn_catboost_execution_tree_learning,branch_nursery;material_tuning;aq_rank_schema_join_contract;provider_density_repair
auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG session_ob_continuation_v1 - yfinance/YF SPY 1h,yfinance/YF,yfinance/YF SPY 1h,SPY,long,session_ob_continuation_v1,SessionContinuation -> KillzoneRetest -> session_order_block_retest -> session_ob_continuation_v1,SessionContinuation,KillzoneRetest,session_order_block_retest,session_ob_continuation_v1,completed,49,32.6531,-0.1278,-2.11,0.7068,-4.487,aq_profitability_observation_inadequate_for_downstream,0_for_bbn_catboost_execution_tree_learning,branch_nursery;material_tuning;aq_rank_schema_join_contract;provider_density_repair
auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG order_block_retest_continuation_long_v1 - IBKR SPY 1h,IBKR,IBKR SPY 1h,SPY,long,order_block_retest_continuation_long_v1,TrendExpansion -> PullbackContinuation -> bullish_order_block_retest -> order_block_retest_continuation_long_v1,TrendExpansion,PullbackContinuation,bullish_order_block_retest,order_block_retest_continuation_long_v1,completed,71,32.3944,-0.6318,-2.42,0.6538,-5.9991,aq_profitability_observation_inadequate_for_downstream,0_for_bbn_catboost_execution_tree_learning,branch_nursery;material_tuning;aq_rank_schema_join_contract;provider_density_repair
auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG session_ob_continuation_v1 - IBKR SPY 1h,IBKR,IBKR SPY 1h,SPY,long,session_ob_continuation_v1,SessionContinuation -> KillzoneRetest -> session_order_block_retest -> session_ob_continuation_v1,SessionContinuation,KillzoneRetest,session_order_block_retest,session_ob_continuation_v1,completed,91,31.8681,-0.9755,-3.09,0.5323,-5.6332,aq_profitability_observation_inadequate_for_downstream,0_for_bbn_catboost_execution_tree_learning,branch_nursery;material_tuning;aq_rank_schema_join_contract;provider_density_repair
auto_quant_agent_material_rank.20260512T114741.288Z.json,OB/FVG ob_fvg_confluence_continuation_long_v1 - yfinance/YF SPY 1h,yfinance/YF,yfinance/YF SPY 1h,SPY,long,ob_fvg_confluence_continuation_long_v1,TrendExpansion -> PullbackContinuation -> fvg_plus_order_block_confluence -> ob_fvg_confluence_continuation_long_v1,TrendExpansion,PullbackContinuation,fvg_plus_order_block_confluence,ob_fvg_confluence_continuation_long_v1,completed,41,31.7073,-0.1012,-1.86,0.7214,-4.0937,aq_profitability_observation_inadequate_for_downstream,0_for_bbn_catboost_execution_tree_learning,branch_nursery;material_tuning;aq_rank_schema_join_contract;provider_density_repair
