path,sha256
docs/experiments/actionable-regime-confidence/runs/20260512T190929+0800-codex-branch-leaf-vwap-reclaim-six-provider-aq-v1/agent-material/branch-leaf-vwap-reclaim-yfinance-yf-1h-v1.material.json,0c880abc8037ac0c84a4081ba02b7573d7874574ec6cb60c8e911b0febfb503b
docs/experiments/actionable-regime-confidence/runs/20260512T184332+0800-codex-session-liquidity-vwap-opening-range-six-provider-aq-v1/data/normalized/yahoo_spy_1h.normalized.csv,996b2f744b6c9f1ca2e630916cfbb6b9d1becdca8aa8709a004d225b2fe12b77
docs/experiments/actionable-regime-confidence/runs/20260512T190929+0800-codex-branch-leaf-vwap-reclaim-six-provider-aq-v1/agent-material/branch-leaf-vwap-reclaim-binance-1h-v1.material.json,cc327f597689b9a8a23f0f289431ab9988edbffb83bad8d3c4f58b620ddd483e
docs/experiments/actionable-regime-confidence/runs/20260512T184332+0800-codex-session-liquidity-vwap-opening-range-six-provider-aq-v1/data/normalized/binance_btcusdt_1h.normalized.csv,e6a371a3334b83eb89fdfb0f2e8d9d794e93cddb0af894001f4537840fea5079
docs/experiments/actionable-regime-confidence/runs/20260512T190929+0800-codex-branch-leaf-vwap-reclaim-six-provider-aq-v1/agent-material/branch-leaf-vwap-reclaim-bybit-1h-v1.material.json,7f3c80fc7cc2100e9814b754d0ece477f025bde3cd5ec00b9c7d3fdc94ba1cf6
docs/experiments/actionable-regime-confidence/runs/20260512T184332+0800-codex-session-liquidity-vwap-opening-range-six-provider-aq-v1/data/normalized/bybit_linear_btcusdt_1h.normalized.csv,5a9bb6955d0b847a5e210003d085f41f242300ea439c72a80f26d1e8abc28b5d
docs/experiments/actionable-regime-confidence/runs/20260512T190929+0800-codex-branch-leaf-vwap-reclaim-six-provider-aq-v1/agent-material/branch-leaf-vwap-reclaim-kraken-1h-v1.material.json,fd8a37e002463ac1f2d9946c61797a0b94bed9fff260001de4b712dd0bf09d40
docs/experiments/actionable-regime-confidence/runs/20260512T184332+0800-codex-session-liquidity-vwap-opening-range-six-provider-aq-v1/data/normalized/kraken_futures_pfxbtusd_1h.normalized.csv,0271dd42a2edbf299b8283a3929f34b52699703daa92cc3e7f430bb87750c539
docs/experiments/actionable-regime-confidence/runs/20260512T190929+0800-codex-branch-leaf-vwap-reclaim-six-provider-aq-v1/agent-material/branch-leaf-vwap-reclaim-ibkr-1h-v1.material.json,e37bf29e7ddf22d0c389511cac76d716252712951cb37a6ac0a255d71885f94c
docs/experiments/actionable-regime-confidence/runs/20260512T184332+0800-codex-session-liquidity-vwap-opening-range-six-provider-aq-v1/data/normalized/ibkr_spy_1h_90d.normalized.csv,24fcdb5982d442bf20a8e66a47d93a2c1f32caf6bb7173c42333d6290a33c48c
docs/experiments/actionable-regime-confidence/runs/20260512T190929+0800-codex-branch-leaf-vwap-reclaim-six-provider-aq-v1/agent-material/branch-leaf-vwap-reclaim-tvr-btc-usd-1h-v1.material.json,7227d11cf969ac1a25908fd5fa9154f45dbc3b1c1698c290c11cb5ee72828871
docs/experiments/actionable-regime-confidence/runs/20260512T184332+0800-codex-session-liquidity-vwap-opening-range-six-provider-aq-v1/data/normalized/tvr_btc_usd_1h.normalized.csv,907759881864aabc08c99ba56d1a5d5f459531298bc0a3c9632aab2a356d5e62
