candidate_id,split_family,split_name,positive_support,negative_support,current_min_wilson95_lcb,required_support_for_95_if_all_correct,additional_positive_rows_needed_min,additional_negative_rows_needed_min,additional_pair_rows_needed_min
jpm_cbot_staging,chronological_group_split,chronological_train,40,40,0.91237546075,73,33,33,33
jpm_cbot_staging,chronological_group_split,chronological_calibration,18,18,0.824115449418,73,55,55,55
jpm_cbot_staging,chronological_group_split,chronological_test,19,19,0.831815634632,73,54,54,54
jpm_cbot_staging,heldout_symbol_exact,"10-Year T-Note Futures contract, December 2011 expiry",1,1,0.206543291474,73,72,72,72
jpm_cbot_staging,heldout_symbol_exact,"10-Year T-Note Futures contract, March 2010 expiry",1,1,0.206543291474,73,72,72,72
jpm_cbot_staging,heldout_symbol_exact,April 2017 Gold futures,2,2,0.34237195289,73,71,71,71
jpm_cbot_staging,heldout_symbol_exact,August-delivery Gold Futures,3,3,0.438493919551,73,70,70,70
jpm_cbot_staging,heldout_symbol_exact,CBOT soybean call options,0,2,0.0,73,73,71,73
jpm_cbot_staging,heldout_symbol_exact,CBOT soybean futures,4,2,0.34237195289,73,69,71,71
jpm_cbot_staging,heldout_symbol_exact,CLM0-CLU0 crude oil June-September 2020 calendar spread,2,2,0.34237195289,73,71,71,71
jpm_cbot_staging,heldout_symbol_exact,CLM0-CLZ0 crude oil June-December 2020 calendar spread,2,2,0.34237195289,73,71,71,71
jpm_cbot_staging,heldout_symbol_exact,COMEX Gold Futures,6,6,0.609656966347,73,67,67,67
jpm_cbot_staging,heldout_symbol_exact,COMEX Gold Futures June delivery,1,1,0.206543291474,73,72,72,72
jpm_cbot_staging,heldout_symbol_exact,COMEX Silver Futures,1,1,0.206543291474,73,72,72,72
jpm_cbot_staging,heldout_symbol_exact,COMEX copper futures,0,2,0.0,73,73,71,73
jpm_cbot_staging,heldout_symbol_exact,December 2013 E-mini Dow futures,2,2,0.34237195289,73,71,71,71
jpm_cbot_staging,heldout_symbol_exact,December 2013 E-mini NASDAQ futures,2,2,0.34237195289,73,71,71,71
jpm_cbot_staging,heldout_symbol_exact,December 2014 E-mini S&P 500 futures,1,1,0.206543291474,73,72,72,72
jpm_cbot_staging,heldout_symbol_exact,December 2017 Gold futures,1,1,0.206543291474,73,72,72,72
jpm_cbot_staging,heldout_symbol_exact,December 2017 Silver futures,1,1,0.206543291474,73,72,72,72
jpm_cbot_staging,heldout_symbol_exact,December-delivery Gold Futures,7,7,0.645661157025,73,66,66,66
jpm_cbot_staging,heldout_symbol_exact,E-mini S&P 500 futures,9,9,0.700847246449,73,64,64,64
jpm_cbot_staging,heldout_symbol_exact,"Gold Futures contract, April 2014 expiry",1,1,0.206543291474,73,72,72,72
jpm_cbot_staging,heldout_symbol_exact,"Gold Futures contract, August 2015 expiry",1,1,0.206543291474,73,72,72,72
jpm_cbot_staging,heldout_symbol_exact,"Gold Futures contract, December 2013 expiry",1,1,0.206543291474,73,72,72,72
jpm_cbot_staging,heldout_symbol_exact,"Gold Futures contract, June 2013 expiry",2,2,0.34237195289,73,71,71,71
jpm_cbot_staging,heldout_symbol_exact,ICE Brent/WTI crude spread April 2020,1,1,0.206543291474,73,72,72,72
jpm_cbot_staging,heldout_symbol_exact,LME copper futures / COMEX copper futures cross-market example,2,0,0.0,73,71,73,73
jpm_cbot_staging,heldout_symbol_exact,March 2014 E-mini S&P 500 futures,1,1,0.206543291474,73,72,72,72
jpm_cbot_staging,heldout_symbol_exact,March 2018 Crude Oil futures,4,4,0.510099979596,73,69,69,69
jpm_cbot_staging,heldout_symbol_exact,March 2018 Silver futures,4,4,0.510099979596,73,69,69,69
jpm_cbot_staging,heldout_symbol_exact,March-delivery Silver Futures,1,1,0.206543291474,73,72,72,72
jpm_cbot_staging,heldout_symbol_exact,NGH0-NGJ0 natural gas March-April 2020 calendar spread,3,3,0.438493919551,73,70,70,70
jpm_cbot_staging,heldout_symbol_exact,"Platinum Futures contract, July 2016 expiry",1,1,0.206543291474,73,72,72,72
jpm_cbot_staging,heldout_symbol_exact,RBOB gasoline futures,1,1,0.206543291474,73,72,72,72
jpm_cbot_staging,heldout_symbol_exact,"Silver Futures contract, March 2012 expiry",1,1,0.206543291474,73,72,72,72
jpm_cbot_staging,heldout_symbol_exact,"Silver Futures contract, March 2013 expiry",1,1,0.206543291474,73,72,72,72
jpm_cbot_staging,heldout_symbol_exact,"Silver Futures contract, March 2014 expiry",1,1,0.206543291474,73,72,72,72
jpm_cbot_staging,heldout_symbol_exact,"Silver Futures contract, May 2014 expiry",1,1,0.206543291474,73,72,72,72
jpm_cbot_staging,heldout_symbol_exact,Soft Red Winter wheat futures,1,1,0.206543291474,73,72,72,72
jpm_cbot_staging,heldout_symbol_exact,"T-Bond Futures contract, September 2009 expiry",1,1,0.206543291474,73,72,72,72
jpm_cbot_staging,heldout_symbol_exact,"Ultra T-Bond Futures contract, September 2015 expiry",1,1,0.206543291474,73,72,72,72
jpm_cbot_staging,heldout_symbol_exact,light sweet crude oil futures,1,1,0.206543291474,73,72,72,72
jpm_cbot_staging,heldout_venue_exact,CBOT,2,2,0.34237195289,73,71,71,71
jpm_cbot_staging,heldout_venue_exact,CBOT/CME Globex,8,8,0.675584380489,73,65,65,65
jpm_cbot_staging,heldout_venue_exact,CME,4,4,0.510099979596,73,69,69,69
jpm_cbot_staging,heldout_venue_exact,CME Globex,9,9,0.700847246449,73,64,64,64
jpm_cbot_staging,heldout_venue_exact,CME Group registered futures market (source order),3,3,0.438493919551,73,70,70,70
jpm_cbot_staging,heldout_venue_exact,COMEX,8,10,0.675584380489,73,65,63,65
jpm_cbot_staging,heldout_venue_exact,COMEX/CME Globex,29,29,0.883026405534,73,44,44,44
jpm_cbot_staging,heldout_venue_exact,IFEU electronic market,1,1,0.206543291474,73,72,72,72
jpm_cbot_staging,heldout_venue_exact,LME and COMEX,2,0,0.0,73,71,73,73
jpm_cbot_staging,heldout_venue_exact,NYMEX/CME Globex,8,8,0.675584380489,73,65,65,65
jpm_cbot_staging,heldout_venue_exact,US futures exchange / CFTC complaint,3,3,0.438493919551,73,70,70,70
direct_manipulation_intake,chronological_group_split,chronological_train,38,38,0.908187067416,73,35,35,35
direct_manipulation_intake,chronological_group_split,chronological_calibration,17,17,0.815676339628,73,56,56,56
direct_manipulation_intake,chronological_group_split,chronological_test,18,18,0.824115449418,73,55,55,55
direct_manipulation_intake,heldout_symbol_exact,April 2017 Gold futures,2,2,0.34237195289,73,71,71,71
direct_manipulation_intake,heldout_symbol_exact,August-delivery Gold Futures,3,3,0.438493919551,73,70,70,70
direct_manipulation_intake,heldout_symbol_exact,CBOT soybean call options,0,2,0.0,73,73,71,73
direct_manipulation_intake,heldout_symbol_exact,CBOT soybean futures,4,2,0.34237195289,73,69,71,71
direct_manipulation_intake,heldout_symbol_exact,CLM0-CLU0 crude oil June-September 2020 calendar spread,2,2,0.34237195289,73,71,71,71
direct_manipulation_intake,heldout_symbol_exact,CLM0-CLZ0 crude oil June-December 2020 calendar spread,2,2,0.34237195289,73,71,71,71
direct_manipulation_intake,heldout_symbol_exact,COMEX Gold Futures,6,6,0.609656966347,73,67,67,67
direct_manipulation_intake,heldout_symbol_exact,COMEX Gold Futures June delivery,1,1,0.206543291474,73,72,72,72
direct_manipulation_intake,heldout_symbol_exact,COMEX Silver Futures,1,1,0.206543291474,73,72,72,72
direct_manipulation_intake,heldout_symbol_exact,COMEX copper futures,0,2,0.0,73,73,71,73
direct_manipulation_intake,heldout_symbol_exact,December 2013 E-mini Dow futures,2,2,0.34237195289,73,71,71,71
direct_manipulation_intake,heldout_symbol_exact,December 2013 E-mini NASDAQ futures,2,2,0.34237195289,73,71,71,71
direct_manipulation_intake,heldout_symbol_exact,December 2014 E-mini S&P 500 futures,1,1,0.206543291474,73,72,72,72
direct_manipulation_intake,heldout_symbol_exact,December 2017 Gold futures,1,1,0.206543291474,73,72,72,72
direct_manipulation_intake,heldout_symbol_exact,December 2017 Silver futures,1,1,0.206543291474,73,72,72,72
direct_manipulation_intake,heldout_symbol_exact,December-delivery Gold Futures,7,7,0.645661157025,73,66,66,66
direct_manipulation_intake,heldout_symbol_exact,E-mini S&P 500 futures,9,9,0.700847246449,73,64,64,64
direct_manipulation_intake,heldout_symbol_exact,"Gold Futures contract, April 2014 expiry",1,1,0.206543291474,73,72,72,72
direct_manipulation_intake,heldout_symbol_exact,"Gold Futures contract, August 2015 expiry",1,1,0.206543291474,73,72,72,72
direct_manipulation_intake,heldout_symbol_exact,"Gold Futures contract, December 2013 expiry",1,1,0.206543291474,73,72,72,72
direct_manipulation_intake,heldout_symbol_exact,"Gold Futures contract, June 2013 expiry",2,2,0.34237195289,73,71,71,71
direct_manipulation_intake,heldout_symbol_exact,ICE Brent/WTI crude spread April 2020,1,1,0.206543291474,73,72,72,72
direct_manipulation_intake,heldout_symbol_exact,LME copper futures / COMEX copper futures cross-market example,2,0,0.0,73,71,73,73
direct_manipulation_intake,heldout_symbol_exact,March 2014 E-mini S&P 500 futures,1,1,0.206543291474,73,72,72,72
direct_manipulation_intake,heldout_symbol_exact,March 2018 Crude Oil futures,4,4,0.510099979596,73,69,69,69
direct_manipulation_intake,heldout_symbol_exact,March 2018 Silver futures,4,4,0.510099979596,73,69,69,69
direct_manipulation_intake,heldout_symbol_exact,March-delivery Silver Futures,1,1,0.206543291474,73,72,72,72
direct_manipulation_intake,heldout_symbol_exact,NGH0-NGJ0 natural gas March-April 2020 calendar spread,3,3,0.438493919551,73,70,70,70
direct_manipulation_intake,heldout_symbol_exact,"Platinum Futures contract, July 2016 expiry",1,1,0.206543291474,73,72,72,72
