date,ticker,timeframe,context,market_context,split,regime_label,close,returns,volatility,macro_context,10y_treasury,2y_treasury,close,close_drawdown60,cpi,fed_funds_rate,real_rate_proxy,ret1_lag1,ret20,ret5,returns,unemployment_rate,vix,vol20_mean,vol60_z,volatility,yield_curve_10y_2y
2000-01-03 00:00:00+00:00,AAPL,1d,AAPL:1d,single_stock,train,Bull,0.8392807245254517,0.0,0.8630192539158436,High Rates,6.58,6.38,0.8392807245254517,,169.3,5.45,5.45,,,,0.0,4.0,24.209999084472656,,,0.8630192539158436,0.20000000000000018
2000-01-03 00:00:00+00:00,AMD,1d,AMD:1d,single_stock,train,Bull,15.5,0.0,0.9329491552398492,High Rates,6.58,6.38,15.5,,169.3,5.45,5.930722632886544,,,,0.0,4.0,24.209999084472656,,,0.9329491552398492,0.20000000000000018
2000-01-03 00:00:00+00:00,AMZN,1d,AMZN:1d,single_stock,train,Bull,4.46875,0.0,1.0041596245698854,High Rates,6.58,6.38,4.46875,,169.3,5.45,5.930722632886544,,,,0.0,4.0,24.209999084472656,,,1.0041596245698854,0.20000000000000018
2000-01-03 00:00:00+00:00,BA,1d,BA:1d,single_stock,train,Bull,25.940282821655273,0.0,0.4377331338957887,High Rates,6.58,6.38,25.940282821655273,,169.3,5.45,5.930722632886544,,,,0.0,4.0,24.209999084472656,,,0.4377331338957887,0.20000000000000018
2000-01-03 00:00:00+00:00,BAC,1d,BAC:1d,single_stock,train,Bull,12.426231384277344,0.0,0.6371328869655448,High Rates,6.58,6.38,12.426231384277344,,169.3,5.45,5.930722632886544,,,,0.0,4.0,24.209999084472656,,,0.6371328869655448,0.20000000000000018
2000-01-03 00:00:00+00:00,CAT,1d,CAT:1d,single_stock,train,Bull,12.544695854187012,0.0,0.4389851775527277,High Rates,6.58,6.38,12.544695854187012,,169.3,5.45,5.930722632886544,,,,0.0,4.0,24.209999084472656,,,0.4389851775527277,0.20000000000000018
2000-01-03 00:00:00+00:00,COP,1d,COP:1d,single_stock,train,Bull,7.564846038818359,0.0,0.2666457884556565,High Rates,6.58,6.38,7.564846038818359,,169.3,5.45,5.930722632886544,,,,0.0,4.0,24.209999084472656,,,0.2666457884556565,0.20000000000000018
2000-01-03 00:00:00+00:00,CSCO,1d,CSCO:1d,single_stock,train,Bull,34.960994720458984,0.0,0.6024551617738207,High Rates,6.58,6.38,34.960994720458984,,169.3,5.45,5.930722632886544,,,,0.0,4.0,24.209999084472656,,,0.6024551617738207,0.20000000000000018
2000-01-03 00:00:00+00:00,CVX,1d,CVX:1d,single_stock,train,Bull,15.875277519226074,0.0,0.2997607413419357,High Rates,6.58,6.38,15.875277519226074,,169.3,5.45,5.930722632886544,,,,0.0,4.0,24.209999084472656,,,0.2997607413419357,0.20000000000000018
2000-01-03 00:00:00+00:00,DIS,1d,DIS:1d,single_stock,train,Bull,22.583425521850582,0.0,0.8557456530542215,High Rates,6.58,6.38,22.583425521850582,,169.3,5.45,5.930722632886544,,,,0.0,4.0,24.209999084472656,,,0.8557456530542215,0.20000000000000018
2000-01-03 00:00:00+00:00,GE,1d,GE:1d,single_stock,train,Bull,129.6265106201172,0.0,0.3576778526002236,High Rates,6.58,6.38,129.6265106201172,,169.3,5.45,5.930722632886544,,,,0.0,4.0,24.209999084472656,,,0.3576778526002236,0.20000000000000018
2000-01-03 00:00:00+00:00,GS,1d,GS:1d,single_stock,train,Bull,61.35945510864258,0.0,0.4904438183421964,High Rates,6.58,6.38,61.35945510864258,,169.3,5.45,5.930722632886544,,,,0.0,4.0,24.209999084472656,,,0.4904438183421964,0.20000000000000018
2000-01-03 00:00:00+00:00,HD,1d,HD:1d,single_stock,train,Bull,37.91862106323242,0.0,0.5830622197027161,High Rates,6.58,6.38,37.91862106323242,,169.3,5.45,5.930722632886544,,,,0.0,4.0,24.209999084472656,,,0.5830622197027161,0.20000000000000018
2000-01-03 00:00:00+00:00,INTC,1d,INTC:1d,single_stock,train,Bull,24.710649490356445,0.0,0.7242584704297086,High Rates,6.58,6.38,24.710649490356445,,169.3,5.45,5.930722632886544,,,,0.0,4.0,24.209999084472656,,,0.7242584704297086,0.20000000000000018
2000-01-03 00:00:00+00:00,JNJ,1d,JNJ:1d,single_stock,train,Bull,23.40598487854004,0.0,0.4563133980365084,High Rates,6.58,6.38,23.40598487854004,,169.3,5.45,5.930722632886544,,,,0.0,4.0,24.209999084472656,,,0.4563133980365084,0.20000000000000018
2000-01-03 00:00:00+00:00,JPM,1d,JPM:1d,single_stock,train,Bull,22.910499572753903,0.0,0.4681364028230007,High Rates,6.58,6.38,22.910499572753903,,169.3,5.45,5.930722632886544,,,,0.0,4.0,24.209999084472656,,,0.4681364028230007,0.20000000000000018
2000-01-03 00:00:00+00:00,MCD,1d,MCD:1d,single_stock,train,Bull,21.041370391845703,0.0,0.5420754078772502,High Rates,6.58,6.38,21.041370391845703,,169.3,5.45,5.930722632886544,,,,0.0,4.0,24.209999084472656,,,0.5420754078772502,0.20000000000000018
2000-01-03 00:00:00+00:00,MS,1d,MS:1d,single_stock,train,Bull,32.6834831237793,0.0,0.5344072726703207,High Rates,6.58,6.38,32.6834831237793,,169.3,5.45,5.930722632886544,,,,0.0,4.0,24.209999084472656,,,0.5344072726703207,0.20000000000000018
2000-01-03 00:00:00+00:00,MSFT,1d,MSFT:1d,single_stock,train,Bull,35.60145568847656,0.0,0.473038161591347,High Rates,6.58,6.38,35.60145568847656,,169.3,5.45,5.930722632886544,,,,0.0,4.0,24.209999084472656,,,0.473038161591347,0.20000000000000018
2000-01-03 00:00:00+00:00,NKE,1d,NKE:1d,single_stock,train,Bull,4.47137451171875,0.0,0.4954753129591331,High Rates,6.58,6.38,4.47137451171875,,169.3,5.45,5.930722632886544,,,,0.0,4.0,24.209999084472656,,,0.4954753129591331,0.20000000000000018
2000-01-03 00:00:00+00:00,NVDA,1d,NVDA:1d,single_stock,train,Bull,0.0894152075052261,0.0,0.5323427667575445,High Rates,6.58,6.38,0.0894152075052261,,169.3,5.45,5.930722632886544,,,,0.0,4.0,24.209999084472656,,,0.5323427667575445,0.20000000000000018
2000-01-03 00:00:00+00:00,PFE,1d,PFE:1d,single_stock,train,Bull,11.458944320678713,0.0,0.4431836138386684,High Rates,6.58,6.38,11.458944320678713,,169.3,5.45,5.930722632886544,,,,0.0,4.0,24.209999084472656,,,0.4431836138386684,0.20000000000000018
2000-01-03 00:00:00+00:00,SBUX,1d,SBUX:1d,single_stock,train,Bull,2.3017053604125977,0.0,0.6446617556248925,High Rates,6.58,6.38,2.3017053604125977,,169.3,5.45,5.930722632886544,,,,0.0,4.0,24.209999084472656,,,0.6446617556248925,0.20000000000000018
2000-01-03 00:00:00+00:00,T,1d,T:1d,single_stock,train,Bull,6.250894069671631,0.0,0.5591744288515526,High Rates,6.58,6.38,6.250894069671631,,169.3,5.45,5.930722632886544,,,,0.0,4.0,24.209999084472656,,,0.5591744288515526,0.20000000000000018
2000-01-03 00:00:00+00:00,TMO,1d,TMO:1d,single_stock,train,Bull,12.22062873840332,0.0,0.4456661001639634,High Rates,6.58,6.38,12.22062873840332,,169.3,5.45,5.930722632886544,,,,0.0,4.0,24.209999084472656,,,0.4456661001639634,0.20000000000000018
2000-01-03 00:00:00+00:00,UNH,1d,UNH:1d,single_stock,train,Bull,5.209996223449707,0.0,0.5854775789873868,High Rates,6.58,6.38,5.209996223449707,,169.3,5.45,5.930722632886544,,,,0.0,4.0,24.209999084472656,,,0.5854775789873868,0.20000000000000018
2000-01-03 00:00:00+00:00,VZ,1d,VZ:1d,single_stock,train,Bull,15.31088161468506,0.0,0.4556718343081282,High Rates,6.58,6.38,15.31088161468506,,169.3,5.45,5.930722632886544,,,,0.0,4.0,24.209999084472656,,,0.4556718343081282,0.20000000000000018
2000-01-03 00:00:00+00:00,WFC,1d,WFC:1d,single_stock,train,Bull,9.648859977722168,0.0,0.5564292703026344,High Rates,6.58,6.38,9.648859977722168,,169.3,5.45,5.930722632886544,,,,0.0,4.0,24.209999084472656,,,0.5564292703026344,0.20000000000000018
2000-01-03 00:00:00+00:00,WMT,1d,WMT:1d,single_stock,train,Bull,14.210655212402344,0.0,0.56846448273425,High Rates,6.58,6.38,14.210655212402344,,169.3,5.45,5.930722632886544,,,,0.0,4.0,24.209999084472656,,,0.56846448273425,0.20000000000000018
2000-01-03 00:00:00+00:00,XOM,1d,XOM:1d,single_stock,train,Bull,17.25551986694336,0.0,0.4026883777609716,High Rates,6.58,6.38,17.25551986694336,,169.3,5.45,5.930722632886544,,,,0.0,4.0,24.209999084472656,,,0.4026883777609716,0.20000000000000018
2000-01-03 00:00:00+00:00,^DJI,1d,^DJI:1d,index,train,Bull,11357.509765625,0.0,0.2322987423290038,High Rates,6.58,6.38,11357.509765625,,169.3,5.45,5.930722632886544,,,,0.0,4.0,24.209999084472656,,,0.2322987423290038,0.20000000000000018
2000-01-03 00:00:00+00:00,^GSPC,1d,^GSPC:1d,index,train,Bull,1455.219970703125,0.0,0.2622321134654182,High Rates,6.58,6.38,1455.219970703125,,169.3,5.45,5.930722632886544,,,,0.0,4.0,24.209999084472656,,,0.2622321134654182,0.20000000000000018
