run_id,recipe_id,strategy_class,variant_id,pair,open_date,close_date,open_session_date,profit_ratio,profit_ratio_net,net_return_R,win,exit_reason,trade_duration_min,parent_regime_root,parent_regime_confidence_floor,source_ticker_confidence,root_lookup_status,regime_profit_branch_path,regime_profit_branch_path_version,source_ticker,year_fold,allowed_action,suppression_rule,raw_trade
20260511T184420+0800-codex-board-b-tomac-nq-variant-matrix-b2u-v1,TomacNQRootAwareVariantMatrixB2U,TomacNQRootAwareVariantMatrixB2U,tomac_baseline_bull,NQ/USD,2011-01-21T14:00:00+00:00,2011-01-21T16:00:00+00:00,2011-01-21,-0.004796163069544364,-0.004796163069544364,-0.004796163069544364,False,exit_signal,120.0,Bull,0.9797225384,0.333,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacNQRootAwareBreakout -> TomacNQRootAwareVariantMatrixB2U:tomac_baseline_bull,board-b-tomac-nq-rootaware-variant-matrix-b2u/v1,^IXIC,2011,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,"{""amount"": 40.0, ""close_date"": ""2011-01-21T16:00:00+00:00"", ""close_rate"": 2282.5, ""close_timestamp"": 1295625600000, ""enter_tag"": """", ""exit_reason"": ""exit_signal"", ""fee_close"": 0.0, ""fee_open"": 0.0, ""funding_fees"": 0.0, ""initial_stop_loss_abs"": 2247.63, ""initial_stop_loss_ratio"": -0.02, ""is_open"": false, ""is_short"": false, ""leverage"": 1.0, ""max_rate"": 2296.75, ""max_stake_amount"": 91740.0, ""min_rate"": 2274.25, ""open_date"": ""2011-01-21T14:00:00+00:00"", ""open_rate"": 2293.5, ""open_timestamp"": 1295618400000, ""pair"": ""NQ/USD"", ""profit_abs"": -440.0, ""profit_ratio"": -0.004796163069544364, ""stake_amount"": 91740.0, ""stop_loss_abs"": 2247.63, ""stop_loss_ratio"": -0.02, ""trade_duration"": 120, ""weekday"": 4}"
20260511T184420+0800-codex-board-b-tomac-nq-variant-matrix-b2u-v1,TomacNQRootAwareVariantMatrixB2U,TomacNQRootAwareVariantMatrixB2U,tomac_baseline_bull,NQ/USD,2011-01-26T16:00:00+00:00,2011-01-27T22:00:00+00:00,2011-01-26,0.003029647262497295,0.003029647262497295,0.003029647262497295,True,exit_signal,1800.0,Bull,0.9797225384,0.333,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacNQRootAwareBreakout -> TomacNQRootAwareVariantMatrixB2U:tomac_baseline_bull,board-b-tomac-nq-rootaware-variant-matrix-b2u/v1,^IXIC,2011,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,"{""amount"": 40.0, ""close_date"": ""2011-01-27T22:00:00+00:00"", ""close_rate"": 2317.5, ""close_timestamp"": 1296165600000, ""enter_tag"": """", ""exit_reason"": ""exit_signal"", ""fee_close"": 0.0, ""fee_open"": 0.0, ""funding_fees"": 0.0, ""initial_stop_loss_abs"": 2264.29, ""initial_stop_loss_ratio"": -0.02, ""is_open"": false, ""is_short"": false, ""leverage"": 1.0, ""max_rate"": 2331.0, ""max_stake_amount"": 92420.0, ""min_rate"": 2304.0, ""open_date"": ""2011-01-26T16:00:00+00:00"", ""open_rate"": 2310.5, ""open_timestamp"": 1296057600000, ""pair"": ""NQ/USD"", ""profit_abs"": 280.0, ""profit_ratio"": 0.003029647262497295, ""stake_amount"": 92420.0, ""stop_loss_abs"": 2264.29, ""stop_loss_ratio"": -0.02, ""trade_duration"": 1800, ""weekday"": 3}"
20260511T184420+0800-codex-board-b-tomac-nq-variant-matrix-b2u-v1,TomacNQRootAwareVariantMatrixB2U,TomacNQRootAwareVariantMatrixB2U,tomac_baseline_bull,NQ/USD,2011-02-07T16:00:00+00:00,2011-02-07T22:00:00+00:00,2011-02-07,-0.004045996592844974,-0.004045996592844974,-0.004045996592844974,False,exit_signal,360.0,Bull,0.9797225384,0.333,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacNQRootAwareBreakout -> TomacNQRootAwareVariantMatrixB2U:tomac_baseline_bull,board-b-tomac-nq-rootaware-variant-matrix-b2u/v1,^IXIC,2011,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,"{""amount"": 40.0, ""close_date"": ""2011-02-07T22:00:00+00:00"", ""close_rate"": 2338.5, ""close_timestamp"": 1297116000000, ""enter_tag"": """", ""exit_reason"": ""exit_signal"", ""fee_close"": 0.0, ""fee_open"": 0.0, ""funding_fees"": 0.0, ""initial_stop_loss_abs"": 2301.04, ""initial_stop_loss_ratio"": -0.02, ""is_open"": false, ""is_short"": false, ""leverage"": 1.0, ""max_rate"": 2356.25, ""max_stake_amount"": 93920.0, ""min_rate"": 2337.75, ""open_date"": ""2011-02-07T16:00:00+00:00"", ""open_rate"": 2348.0, ""open_timestamp"": 1297094400000, ""pair"": ""NQ/USD"", ""profit_abs"": -380.0, ""profit_ratio"": -0.004045996592844974, ""stake_amount"": 93920.0, ""stop_loss_abs"": 2301.04, ""stop_loss_ratio"": -0.02, ""trade_duration"": 360, ""weekday"": 0}"
20260511T184420+0800-codex-board-b-tomac-nq-variant-matrix-b2u-v1,TomacNQRootAwareVariantMatrixB2U,TomacNQRootAwareVariantMatrixB2U,tomac_baseline_bull,NQ/USD,2011-02-11T16:00:00+00:00,2011-02-14T01:00:00+00:00,2011-02-11,0.0038054968287526427,0.0038054968287526427,0.0038054968287526427,True,exit_signal,3420.0,Bull,0.9797225384,0.333,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacNQRootAwareBreakout -> TomacNQRootAwareVariantMatrixB2U:tomac_baseline_bull,board-b-tomac-nq-rootaware-variant-matrix-b2u/v1,^IXIC,2011,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,"{""amount"": 40.0, ""close_date"": ""2011-02-14T01:00:00+00:00"", ""close_rate"": 2374.0, ""close_timestamp"": 1297645200000, ""enter_tag"": """", ""exit_reason"": ""exit_signal"", ""fee_close"": 0.0, ""fee_open"": 0.0, ""funding_fees"": 0.0, ""initial_stop_loss_abs"": 2317.7, ""initial_stop_loss_ratio"": -0.02, ""is_open"": false, ""is_short"": false, ""leverage"": 1.0, ""max_rate"": 2377.0, ""max_stake_amount"": 94600.0, ""min_rate"": 2362.25, ""open_date"": ""2011-02-11T16:00:00+00:00"", ""open_rate"": 2365.0, ""open_timestamp"": 1297440000000, ""pair"": ""NQ/USD"", ""profit_abs"": 360.0, ""profit_ratio"": 0.0038054968287526427, ""stake_amount"": 94600.0, ""stop_loss_abs"": 2317.7, ""stop_loss_ratio"": -0.02, ""trade_duration"": 3420, ""weekday"": 0}"
20260511T184420+0800-codex-board-b-tomac-nq-variant-matrix-b2u-v1,TomacNQRootAwareVariantMatrixB2U,TomacNQRootAwareVariantMatrixB2U,tomac_baseline_bull,NQ/USD,2011-02-16T16:00:00+00:00,2011-02-17T00:00:00+00:00,2011-02-16,-0.004793164530582474,-0.004793164530582474,-0.004793164530582474,False,exit_signal,480.0,Bull,0.9797225384,0.333,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacNQRootAwareBreakout -> TomacNQRootAwareVariantMatrixB2U:tomac_baseline_bull,board-b-tomac-nq-rootaware-variant-matrix-b2u/v1,^IXIC,2011,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,"{""amount"": 40.0, ""close_date"": ""2011-02-17T00:00:00+00:00"", ""close_rate"": 2387.75, ""close_timestamp"": 1297900800000, ""enter_tag"": """", ""exit_reason"": ""exit_signal"", ""fee_close"": 0.0, ""fee_open"": 0.0, ""funding_fees"": 0.0, ""initial_stop_loss_abs"": 2351.27, ""initial_stop_loss_ratio"": -0.02, ""is_open"": false, ""is_short"": false, ""leverage"": 1.0, ""max_rate"": 2399.5, ""max_stake_amount"": 95970.0, ""min_rate"": 2383.5, ""open_date"": ""2011-02-16T16:00:00+00:00"", ""open_rate"": 2399.25, ""open_timestamp"": 1297872000000, ""pair"": ""NQ/USD"", ""profit_abs"": -460.0, ""profit_ratio"": -0.004793164530582474, ""stake_amount"": 95970.0, ""stop_loss_abs"": 2351.27, ""stop_loss_ratio"": -0.02, ""trade_duration"": 480, ""weekday"": 3}"
20260511T184420+0800-codex-board-b-tomac-nq-variant-matrix-b2u-v1,TomacNQRootAwareVariantMatrixB2U,TomacNQRootAwareVariantMatrixB2U,tomac_baseline_bull,NQ/USD,2011-04-01T16:00:00+00:00,2011-04-01T19:00:00+00:00,2011-04-01,-0.005318583129454314,-0.005318583129454314,-0.005318583129454314,False,exit_signal,180.0,Bull,0.9797225384,0.333,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacNQRootAwareBreakout -> TomacNQRootAwareVariantMatrixB2U:tomac_baseline_bull,board-b-tomac-nq-rootaware-variant-matrix-b2u/v1,^IXIC,2011,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,"{""amount"": 40.0, ""close_date"": ""2011-04-01T19:00:00+00:00"", ""close_rate"": 2337.75, ""close_timestamp"": 1301684400000, ""enter_tag"": """", ""exit_reason"": ""exit_signal"", ""fee_close"": 0.0, ""fee_open"": 0.0, ""funding_fees"": 0.0, ""initial_stop_loss_abs"": 2303.25, ""initial_stop_loss_ratio"": -0.02, ""is_open"": false, ""is_short"": false, ""leverage"": 1.0, ""max_rate"": 2350.75, ""max_stake_amount"": 94010.0, ""min_rate"": 2327.5, ""open_date"": ""2011-04-01T16:00:00+00:00"", ""open_rate"": 2350.25, ""open_timestamp"": 1301673600000, ""pair"": ""NQ/USD"", ""profit_abs"": -500.0, ""profit_ratio"": -0.005318583129454314, ""stake_amount"": 94010.0, ""stop_loss_abs"": 2303.25, ""stop_loss_ratio"": -0.02, ""trade_duration"": 180, ""weekday"": 4}"
20260511T184420+0800-codex-board-b-tomac-nq-variant-matrix-b2u-v1,TomacNQRootAwareVariantMatrixB2U,TomacNQRootAwareVariantMatrixB2U,tomac_baseline_bull,NQ/USD,2011-04-26T15:00:00+00:00,2011-04-27T08:00:00+00:00,2011-04-26,-0.002509672696852452,-0.002509672696852452,-0.002509672696852452,False,exit_signal,1020.0,Bull,0.9797225384,0.333,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacNQRootAwareBreakout -> TomacNQRootAwareVariantMatrixB2U:tomac_baseline_bull,board-b-tomac-nq-rootaware-variant-matrix-b2u/v1,^IXIC,2011,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,"{""amount"": 40.0, ""close_date"": ""2011-04-27T08:00:00+00:00"", ""close_rate"": 2384.75, ""close_timestamp"": 1303891200000, ""enter_tag"": """", ""exit_reason"": ""exit_signal"", ""fee_close"": 0.0, ""fee_open"": 0.0, ""funding_fees"": 0.0, ""initial_stop_loss_abs"": 2342.94, ""initial_stop_loss_ratio"": -0.02, ""is_open"": false, ""is_short"": false, ""leverage"": 1.0, ""max_rate"": 2396.25, ""max_stake_amount"": 95630.0, ""min_rate"": 2376.75, ""open_date"": ""2011-04-26T15:00:00+00:00"", ""open_rate"": 2390.75, ""open_timestamp"": 1303830000000, ""pair"": ""NQ/USD"", ""profit_abs"": -240.0, ""profit_ratio"": -0.002509672696852452, ""stake_amount"": 95630.0, ""stop_loss_abs"": 2342.94, ""stop_loss_ratio"": -0.02, ""trade_duration"": 1020, ""weekday"": 2}"
20260511T184420+0800-codex-board-b-tomac-nq-variant-matrix-b2u-v1,TomacNQRootAwareVariantMatrixB2U,TomacNQRootAwareVariantMatrixB2U,tomac_baseline_bull,NQ/USD,2011-05-10T14:00:00+00:00,2011-05-11T12:00:00+00:00,2011-05-10,0.001981023876550933,0.001981023876550933,0.001981023876550933,True,exit_signal,1320.0,Bull,0.9797225384,0.444,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacNQRootAwareBreakout -> TomacNQRootAwareVariantMatrixB2U:tomac_baseline_bull,board-b-tomac-nq-rootaware-variant-matrix-b2u/v1,^IXIC,2011,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,"{""amount"": 40.0, ""close_date"": ""2011-05-11T12:00:00+00:00"", ""close_rate"": 2402.5, ""close_timestamp"": 1305115200000, ""enter_tag"": """", ""exit_reason"": ""exit_signal"", ""fee_close"": 0.0, ""fee_open"": 0.0, ""funding_fees"": 0.0, ""initial_stop_loss_abs"": 2349.8, ""initial_stop_loss_ratio"": -0.02, ""is_open"": false, ""is_short"": false, ""leverage"": 1.0, ""max_rate"": 2409.5, ""max_stake_amount"": 95910.0, ""min_rate"": 2388.5, ""open_date"": ""2011-05-10T14:00:00+00:00"", ""open_rate"": 2397.75, ""open_timestamp"": 1305036000000, ""pair"": ""NQ/USD"", ""profit_abs"": 190.0, ""profit_ratio"": 0.001981023876550933, ""stake_amount"": 95910.0, ""stop_loss_abs"": 2349.8, ""stop_loss_ratio"": -0.02, ""trade_duration"": 1320, ""weekday"": 2}"
20260511T184420+0800-codex-board-b-tomac-nq-variant-matrix-b2u-v1,TomacNQRootAwareVariantMatrixB2U,TomacNQRootAwareVariantMatrixB2U,tomac_baseline_bull,NQ/USD,2011-06-30T14:00:00+00:00,2011-07-01T14:00:00+00:00,2011-06-30,0.008741030658838878,0.008741030658838878,0.008741030658838878,True,trailing_stop_loss,1440.0,Bull,0.9797225384,0.333,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacNQRootAwareBreakout -> TomacNQRootAwareVariantMatrixB2U:tomac_baseline_bull,board-b-tomac-nq-rootaware-variant-matrix-b2u/v1,^IXIC,2011,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,"{""amount"": 40.0, ""close_date"": ""2011-07-01T14:00:00+00:00"", ""close_rate"": 2319.6, ""close_timestamp"": 1309528800000, ""enter_tag"": """", ""exit_reason"": ""trailing_stop_loss"", ""fee_close"": 0.0, ""fee_open"": 0.0, ""funding_fees"": 0.0, ""initial_stop_loss_abs"": 2253.51, ""initial_stop_loss_ratio"": -0.02, ""is_open"": false, ""is_short"": false, ""leverage"": 1.0, ""max_rate"": 2331.25, ""max_stake_amount"": 91980.0, ""min_rate"": 2299.5, ""open_date"": ""2011-06-30T14:00:00+00:00"", ""open_rate"": 2299.5, ""open_timestamp"": 1309442400000, ""pair"": ""NQ/USD"", ""profit_abs"": 804.0, ""profit_ratio"": 0.008741030658838878, ""stake_amount"": 91980.0, ""stop_loss_abs"": 2319.6, ""stop_loss_ratio"": -0.005, ""trade_duration"": 1440, ""weekday"": 4}"
20260511T184420+0800-codex-board-b-tomac-nq-variant-matrix-b2u-v1,TomacNQRootAwareVariantMatrixB2U,TomacNQRootAwareVariantMatrixB2U,tomac_baseline_bull,NQ/USD,2011-07-01T15:00:00+00:00,2011-07-04T06:00:00+00:00,2011-07-01,0.0065471718364280345,0.0065471718364280345,0.0065471718364280345,True,exit_signal,3780.0,Bull,0.9797225384,0.444,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacNQRootAwareBreakout -> TomacNQRootAwareVariantMatrixB2U:tomac_baseline_bull,board-b-tomac-nq-rootaware-variant-matrix-b2u/v1,^IXIC,2011,research_only_until_all_required_root_branches_pass,suppress_if_branch_rc_spa_or_pbo_fails,"{""amount"": 40.0, ""close_date"": ""2011-07-04T06:00:00+00:00"", ""close_rate"": 2344.5, ""close_timestamp"": 1309759200000, ""enter_tag"": """", ""exit_reason"": ""exit_signal"", ""fee_close"": 0.0, ""fee_open"": 0.0, ""funding_fees"": 0.0, ""initial_stop_loss_abs"": 2282.67, ""initial_stop_loss_ratio"": -0.02, ""is_open"": false, ""is_short"": false, ""leverage"": 1.0, ""max_rate"": 2351.5, ""max_stake_amount"": 93170.0, ""min_rate"": 2327.5, ""open_date"": ""2011-07-01T15:00:00+00:00"", ""open_rate"": 2329.25, ""open_timestamp"": 1309532400000, ""pair"": ""NQ/USD"", ""profit_abs"": 610.0, ""profit_ratio"": 0.0065471718364280345, ""stake_amount"": 93170.0, ""stop_loss_abs"": 2282.67, ""stop_loss_ratio"": -0.02, ""trade_duration"": 3780, ""weekday"": 0}"
