schema_version,run_id,recipe_id,variant_id,parent_regime_root,regime_profit_branch_path,open_time,close_time,hold_hours,direction,pnl,gross_reference,realized_outcome,entry_btc_close,crypto_breadth,equity_breadth,cross_breadth,btc_vol24,btc_dd48,btc_qqq_corr72,btc_qqq_corr_delta,btc_eth_spread_z,shock_absorption,gld_relative_24,year,row_index
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,equity_lead_crypto_catchup_h12,Bull,Bull -> CrossAssetRecovery -> EquityLeadCryptoCatchup -> CorrelationShockAbsorptionV1:equity_lead_crypto_catchup_h12,2025-09-11T15:00:00Z,2025-09-12T03:00:00Z,12,long_btc,0.0030368951354221366,0.004236895135422136,win,114180.31,0.2,1.0,0.5,0.006240813559682594,0.003906285440705259,0.1251061370944253,-0.13935907413524168,0.5098273165509081,0.020237984807858433,-0.012622419467881896,2025,296
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,shock_absorbed_risk_on_h24,Bull,Bull -> CrossAssetRecovery -> ShockAbsorbedRiskOn -> CorrelationShockAbsorptionV1:shock_absorbed_risk_on_h24,2025-07-14T14:00:00Z,2025-07-15T14:00:00Z,24,long_btc,-0.016860344857896913,-0.015660344857896913,loss,121158.89,1.0,0.3333333333333333,0.75,0.011567313285634928,0.004533293062956578,0.21367018768972681,-0.20191683170044786,-0.8554796371853797,0.07512763717920001,-0.09868195495868237,2025,1
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,shock_absorbed_risk_on_h24,Bull,Bull -> CrossAssetRecovery -> ShockAbsorbedRiskOn -> CorrelationShockAbsorptionV1:shock_absorbed_risk_on_h24,2025-07-14T15:00:00Z,2025-07-15T15:00:00Z,24,long_btc,-0.0036877744691425005,-0.0024877744691425008,loss,119878.23,0.6,0.3333333333333333,0.5,0.011865687038063049,0.01505546269414082,0.2132676650929606,-0.20168570871106026,-1.0117214312355978,0.05447722026434865,-0.0892205538604347,2025,2
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,shock_absorbed_risk_on_h24,Bull,Bull -> CrossAssetRecovery -> ShockAbsorbedRiskOn -> CorrelationShockAbsorptionV1:shock_absorbed_risk_on_h24,2025-08-07T13:00:00Z,2025-08-08T13:00:00Z,24,long_btc,0.024586179698216616,0.025786179698216616,win,116640.0,1.0,1.0,1.0,0.0054730239015171964,0.017473456241810736,0.5824543849064865,0.3007309477328344,-0.16888790158449252,0.01632279272030912,-0.008634518437203642,2025,126
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,shock_absorbed_risk_on_h24,Bull,Bull -> CrossAssetRecovery -> ShockAbsorbedRiskOn -> CorrelationShockAbsorptionV1:shock_absorbed_risk_on_h24,2025-08-07T14:00:00Z,2025-08-08T14:00:00Z,24,long_btc,0.023780672577128438,0.024980672577128438,win,116363.16,1.0,1.0,1.0,0.0053724702303916926,0.01980544053857014,0.5832970293470923,0.30137063832475114,-0.05665237971950427,0.015008630091784214,-0.010514718034725368,2025,127
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,shock_absorbed_risk_on_h24,Bull,Bull -> CrossAssetRecovery -> ShockAbsorbedRiskOn -> CorrelationShockAbsorptionV1:shock_absorbed_risk_on_h24,2025-08-07T15:00:00Z,2025-08-08T15:00:00Z,24,long_btc,0.021553400661120305,0.022753400661120304,win,116689.81,1.0,0.3333333333333333,0.75,0.005258924199576755,0.017053877648321447,0.5812981811717173,0.2991835536762261,-0.17146193751614566,0.013016196605745822,-0.020181566893513914,2025,128
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,shock_absorbed_risk_on_h24,Bull,Bull -> CrossAssetRecovery -> ShockAbsorbedRiskOn -> CorrelationShockAbsorptionV1:shock_absorbed_risk_on_h24,2025-08-07T17:00:00Z,2025-08-08T17:00:00Z,24,long_btc,0.043915101903210775,0.045115101903210775,win,116511.54,1.0,-0.3333333333333333,0.5,0.004581003395818168,0.018555549518655567,0.5784493988263423,0.2959556343563483,0.2247032773031128,0.015016319692926716,-0.010157169254424225,2025,130
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,shock_absorbed_risk_on_h24,Bull,Bull -> CrossAssetRecovery -> ShockAbsorbedRiskOn -> CorrelationShockAbsorptionV1:shock_absorbed_risk_on_h24,2025-08-08T17:00:00Z,2025-08-09T17:00:00Z,24,long_btc,0.013537441527575612,0.014737441527575612,win,116708.86,1.0,1.0,1.0,0.004142351513133043,0.015588702852745606,0.6485385587026449,0.3642937955716241,-0.7167342244694853,0.0001339297829892061,-0.033444882620520366,2025,137
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,shock_absorbed_risk_on_h24,Bull,Bull -> CrossAssetRecovery -> ShockAbsorbedRiskOn -> CorrelationShockAbsorptionV1:shock_absorbed_risk_on_h24,2025-08-11T13:00:00Z,2025-08-12T13:00:00Z,24,long_btc,-0.019061678193483943,-0.017861678193483943,loss,120010.0,1.0,1.0,1.0,0.007297255155394523,-0.0,0.5829811844217141,0.29774418551800647,-1.2883318236558408,0.01706616176715059,-0.06247960970520594,2025,140
board-b-b2r-correlation-shock-absorption/v1,20260512T024509+0800-codex-board-b-b2r-correlation-shock-panel-v1,CorrelationShockAbsorptionV1,shock_absorbed_risk_on_h24,Bull,Bull -> CrossAssetRecovery -> ShockAbsorbedRiskOn -> CorrelationShockAbsorptionV1:shock_absorbed_risk_on_h24,2025-08-11T14:00:00Z,2025-08-12T14:00:00Z,24,long_btc,-0.02052294270322432,-0.01932294270322432,loss,120243.59,1.0,1.0,1.0,0.0072819609911875345,-0.0,0.5827437554860272,0.29738935262801736,-1.326982608356897,0.02001231584267882,-0.06815423259096065,2025,141
