schema_version,run_id,recipe_id,variant_id,market,timeframe,trade_id,open_date,close_date,open_session_date,source_anchor,parent_regime_root,parent_regime_confidence_floor,source_ticker_confidence,source_ticker_vix,manipulation_overlay_state,sub_regime_tags,sub_sub_regime_or_profit_factor,profit_factor_family,profit_factor_leaf,regime_profit_branch_path,regime_profit_branch_path_version,trade_or_bar_horizon,allowed_action,suppression_rule,direction,direction_sign,entry_close,exit_close,gross_return,roundtrip_cost,profit_ratio_net,year_fold,root_lookup_status,provider_id,provider_cluster,provider_count,provider_dispersion
board-b-intraday-risk-defensive-rotation/v1,20260511T214454+0800-codex-board-b-intraday-risk-defensive-rotation-v1,IntradayRiskDefensiveRotationV1,risk_pullback_rotation,SPY/USD,15m,IntradayRiskDefensiveRotationV1:risk_pullback_rotation:SPY/USD:15m:auto_quant_local_feather:1162,2025-07-14T14:30:00+00:00,2025-07-14T17:30:00+00:00,2025-07-14,^GSPC,Bull,0.9797225384,0.8,17.200000762939453,component_pass_from_205047_not_rescored_here,CrossMarketRiskOn,IntradayLeadershipRotation,intraday_risk_defensive_rotation,IntradayRiskDefensiveRotationV1:risk_pullback_rotation,Bull -> CrossMarketRiskOn -> IntradayLeadershipRotation -> IntradayRiskDefensiveRotationV1:risk_pullback_rotation,board-b-intraday-risk-defensive-rotation/v1,15m_hold_12,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_intraday_rotation_rc_spa_fails,long,1,622.98,624.7,0.002760923304119034,0.0007,0.002060923304119034,2025,source_panel_daily_asof,auto_quant_local_feather,intraday_rotation_15m,5,0.0020417599438179337
board-b-intraday-risk-defensive-rotation/v1,20260511T214454+0800-codex-board-b-intraday-risk-defensive-rotation-v1,IntradayRiskDefensiveRotationV1,risk_pullback_rotation,SPY/USD,15m,IntradayRiskDefensiveRotationV1:risk_pullback_rotation:SPY/USD:15m:auto_quant_local_feather:1813,2025-08-18T14:45:00+00:00,2025-08-18T17:45:00+00:00,2025-08-18,^GSPC,Bull,0.9797225384,0.6,14.989999771118164,component_pass_from_205047_not_rescored_here,CrossMarketRiskOn,IntradayLeadershipRotation,intraday_risk_defensive_rotation,IntradayRiskDefensiveRotationV1:risk_pullback_rotation,Bull -> CrossMarketRiskOn -> IntradayLeadershipRotation -> IntradayRiskDefensiveRotationV1:risk_pullback_rotation,board-b-intraday-risk-defensive-rotation/v1,15m_hold_12,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_intraday_rotation_rc_spa_fails,long,1,643.23,642.79,-0.0006840476967804321,0.0007,-0.0013840476967804322,2025,source_panel_daily_asof,auto_quant_local_feather,intraday_rotation_15m,5,0.001993411358354509
board-b-intraday-risk-defensive-rotation/v1,20260511T214454+0800-codex-board-b-intraday-risk-defensive-rotation-v1,IntradayRiskDefensiveRotationV1,risk_pullback_rotation,SPY/USD,15m,IntradayRiskDefensiveRotationV1:risk_pullback_rotation:SPY/USD:15m:auto_quant_local_feather:1966,2025-08-26T14:00:00+00:00,2025-08-26T17:00:00+00:00,2025-08-26,^GSPC,Bull,0.9797225384,0.6,14.619999885559082,component_pass_from_205047_not_rescored_here,CrossMarketRiskOn,IntradayLeadershipRotation,intraday_risk_defensive_rotation,IntradayRiskDefensiveRotationV1:risk_pullback_rotation,Bull -> CrossMarketRiskOn -> IntradayLeadershipRotation -> IntradayRiskDefensiveRotationV1:risk_pullback_rotation,board-b-intraday-risk-defensive-rotation/v1,15m_hold_12,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_intraday_rotation_rc_spa_fails,long,1,642.78,643.29,0.000793428544758612,0.0007,9.342854475861203e-05,2025,source_panel_daily_asof,auto_quant_local_feather,intraday_rotation_15m,5,0.002626364214668548
board-b-intraday-risk-defensive-rotation/v1,20260511T214454+0800-codex-board-b-intraday-risk-defensive-rotation-v1,IntradayRiskDefensiveRotationV1,risk_pullback_rotation,SPY/USD,15m,IntradayRiskDefensiveRotationV1:risk_pullback_rotation:SPY/USD:15m:auto_quant_local_feather:2323,2025-09-15T18:45:00+00:00,2025-09-16T15:15:00+00:00,2025-09-15,^GSPC,Bull,0.9797225384,0.8,15.6899995803833,component_pass_from_205047_not_rescored_here,CrossMarketRiskOn,IntradayLeadershipRotation,intraday_risk_defensive_rotation,IntradayRiskDefensiveRotationV1:risk_pullback_rotation,Bull -> CrossMarketRiskOn -> IntradayLeadershipRotation -> IntradayRiskDefensiveRotationV1:risk_pullback_rotation,board-b-intraday-risk-defensive-rotation/v1,15m_hold_12,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_intraday_rotation_rc_spa_fails,long,1,660.0,659.63,-0.0005606060606060392,0.0007,-0.0012606060606060393,2025,source_panel_daily_asof,auto_quant_local_feather,intraday_rotation_15m,5,0.000962560479789927
board-b-intraday-risk-defensive-rotation/v1,20260511T214454+0800-codex-board-b-intraday-risk-defensive-rotation-v1,IntradayRiskDefensiveRotationV1,risk_pullback_rotation,SPY/USD,15m,IntradayRiskDefensiveRotationV1:risk_pullback_rotation:SPY/USD:15m:auto_quant_local_feather:2358,2025-09-17T14:30:00+00:00,2025-09-17T17:30:00+00:00,2025-09-17,^GSPC,Bull,0.9797225384,0.6,15.720000267028809,component_pass_from_205047_not_rescored_here,CrossMarketRiskOn,IntradayLeadershipRotation,intraday_risk_defensive_rotation,IntradayRiskDefensiveRotationV1:risk_pullback_rotation,Bull -> CrossMarketRiskOn -> IntradayLeadershipRotation -> IntradayRiskDefensiveRotationV1:risk_pullback_rotation,board-b-intraday-risk-defensive-rotation/v1,15m_hold_12,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_intraday_rotation_rc_spa_fails,long,1,659.19,658.89,-0.0004551039912621402,0.0007,-0.0011551039912621403,2025,source_panel_daily_asof,auto_quant_local_feather,intraday_rotation_15m,5,0.006112456563277661
board-b-intraday-risk-defensive-rotation/v1,20260511T214454+0800-codex-board-b-intraday-risk-defensive-rotation-v1,IntradayRiskDefensiveRotationV1,risk_pullback_rotation,SPY/USD,15m,IntradayRiskDefensiveRotationV1:risk_pullback_rotation:SPY/USD:15m:auto_quant_local_feather:4365,2026-01-08T16:15:00+00:00,2026-01-08T19:15:00+00:00,2026-01-08,^GSPC,Bull,0.9797225384,0.8,15.449999809265137,component_pass_from_205047_not_rescored_here,CrossMarketRiskOn,IntradayLeadershipRotation,intraday_risk_defensive_rotation,IntradayRiskDefensiveRotationV1:risk_pullback_rotation,Bull -> CrossMarketRiskOn -> IntradayLeadershipRotation -> IntradayRiskDefensiveRotationV1:risk_pullback_rotation,board-b-intraday-risk-defensive-rotation/v1,15m_hold_12,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_intraday_rotation_rc_spa_fails,long,1,689.08,688.92,-0.00023219364950377575,0.0007,-0.0009321936495037757,2026,source_panel_daily_asof,auto_quant_local_feather,intraday_rotation_15m,5,0.004945357284036488
board-b-intraday-risk-defensive-rotation/v1,20260511T214454+0800-codex-board-b-intraday-risk-defensive-rotation-v1,IntradayRiskDefensiveRotationV1,risk_pullback_rotation,QQQ/USD,1h,IntradayRiskDefensiveRotationV1:risk_pullback_rotation:QQQ/USD:1h:auto_quant_local_feather:1161,2025-02-03T15:00:00+00:00,2025-02-03T19:00:00+00:00,2025-02-03,^GSPC,Bull,0.9797225384,0.6,18.6200008392334,component_pass_from_205047_not_rescored_here,CrossMarketRiskOn,IntradayLeadershipRotation,intraday_risk_defensive_rotation,IntradayRiskDefensiveRotationV1:risk_pullback_rotation,Bull -> CrossMarketRiskOn -> IntradayLeadershipRotation -> IntradayRiskDefensiveRotationV1:risk_pullback_rotation,board-b-intraday-risk-defensive-rotation/v1,1h_hold_4,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_intraday_rotation_rc_spa_fails,long,1,518.135009765625,519.375,0.002393179790989075,0.00055,0.001843179790989075,2025,source_panel_daily_asof,auto_quant_local_feather,intraday_rotation_1h,6,0.016222347353832118
board-b-intraday-risk-defensive-rotation/v1,20260511T214454+0800-codex-board-b-intraday-risk-defensive-rotation-v1,IntradayRiskDefensiveRotationV1,risk_pullback_rotation,QQQ/USD,1h,IntradayRiskDefensiveRotationV1:risk_pullback_rotation:QQQ/USD:1h:auto_quant_local_feather:2098,2025-08-15T16:00:00+00:00,2025-08-18T13:00:00+00:00,2025-08-15,^GSPC,Bull,0.9797225384,0.6,15.09000015258789,component_pass_from_205047_not_rescored_here,CrossMarketRiskOn,IntradayLeadershipRotation,intraday_risk_defensive_rotation,IntradayRiskDefensiveRotationV1:risk_pullback_rotation,Bull -> CrossMarketRiskOn -> IntradayLeadershipRotation -> IntradayRiskDefensiveRotationV1:risk_pullback_rotation,board-b-intraday-risk-defensive-rotation/v1,1h_hold_4,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_intraday_rotation_rc_spa_fails,long,1,577.2750244140625,576.5999755859375,-0.0011693712694571534,0.00055,-0.0017193712694571536,2025,source_panel_daily_asof,auto_quant_local_feather,intraday_rotation_1h,6,0.006226375552881607
board-b-intraday-risk-defensive-rotation/v1,20260511T214454+0800-codex-board-b-intraday-risk-defensive-rotation-v1,IntradayRiskDefensiveRotationV1,risk_pullback_rotation,IWM/USD,15m,IntradayRiskDefensiveRotationV1:risk_pullback_rotation:IWM/USD:15m:auto_quant_local_feather:133,2025-05-14T14:15:00+00:00,2025-05-14T17:15:00+00:00,2025-05-14,^GSPC,Bull,0.9797225384,0.8,18.6200008392334,component_pass_from_205047_not_rescored_here,CrossMarketRiskOn,IntradayLeadershipRotation,intraday_risk_defensive_rotation,IntradayRiskDefensiveRotationV1:risk_pullback_rotation,Bull -> CrossMarketRiskOn -> IntradayLeadershipRotation -> IntradayRiskDefensiveRotationV1:risk_pullback_rotation,board-b-intraday-risk-defensive-rotation/v1,15m_hold_12,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_intraday_rotation_rc_spa_fails,long,1,207.56,206.99,-0.0027461938716515366,0.00095,-0.0036961938716515365,2025,source_panel_daily_asof,auto_quant_local_feather,intraday_rotation_15m,5,0.002728615554270344
board-b-intraday-risk-defensive-rotation/v1,20260511T214454+0800-codex-board-b-intraday-risk-defensive-rotation-v1,IntradayRiskDefensiveRotationV1,risk_pullback_rotation,IWM/USD,15m,IntradayRiskDefensiveRotationV1:risk_pullback_rotation:IWM/USD:15m:auto_quant_local_feather:374,2025-05-28T16:00:00+00:00,2025-05-28T19:00:00+00:00,2025-05-28,^GSPC,Bull,0.9797225384,0.6,19.309999465942383,component_pass_from_205047_not_rescored_here,CrossMarketRiskOn,IntradayLeadershipRotation,intraday_risk_defensive_rotation,IntradayRiskDefensiveRotationV1:risk_pullback_rotation,Bull -> CrossMarketRiskOn -> IntradayLeadershipRotation -> IntradayRiskDefensiveRotationV1:risk_pullback_rotation,board-b-intraday-risk-defensive-rotation/v1,15m_hold_12,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_intraday_rotation_rc_spa_fails,long,1,206.02,206.07,0.00024269488399175643,0.00095,-0.0007073051160082436,2025,source_panel_daily_asof,auto_quant_local_feather,intraday_rotation_15m,5,0.0026206221952342875
