accepted_regime_id,recipe_id,fold_label,timerange,independent_test_fold,branch_path_valid,parent_regime_root,parent_regime_confidence_floor,manipulation_overlay_state,sub_regime_tags,sub_sub_regime_or_profit_factor,profit_factor_family,profit_factor_leaf,regime_profit_branch_path,regime_profit_branch_path_version,allowed_action,suppression_rule,pair,trade_index,open_date,close_date,profit_ratio,profit_abs,fee_open,fee_close,cost_stressed_profit_ratio,meta_label,tail_loss,exit_reason,is_open,stake_amount
BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,CrashRebound,bull_2021,20210101-20211231,True,True,Bull,0.9797225384,absent_unverified,TrendExpansion; drawdown_pullback,MomentumPersistenceDrawdownRebound,counter_trend_drawdown_rebound,CrashRebound,Bull -> TrendExpansion -> MomentumPersistenceDrawdownRebound -> CrashRebound,board-b-root-first-v1,research_only_long_rebound,suppress_if_board_a_root_not_bull_or_branch_path_missing,SOL/USDT,0,2021-07-27T17:00:00+00:00,2021-07-28T12:00:00+00:00,0.05473472340656634,156.98664302,0.001,0.001,0.05273472340656634,1,0.0,exit_signal,False,2865.270955
BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,CrashRebound,bull_2021,20210101-20211231,True,True,Bull,0.9797225384,absent_unverified,TrendExpansion; drawdown_pullback,MomentumPersistenceDrawdownRebound,counter_trend_drawdown_rebound,CrashRebound,Bull -> TrendExpansion -> MomentumPersistenceDrawdownRebound -> CrashRebound,board-b-root-first-v1,research_only_long_rebound,suppress_if_board_a_root_not_bull_or_branch_path_missing,AVAX/USDT,1,2021-08-26T06:00:00+00:00,2021-08-27T08:00:00+00:00,0.06958169612745047,181.79236764,0.001,0.001,0.06758169612745046,1,0.0,exit_signal,False,2610.03636
BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,CrashRebound,bull_2021,20210101-20211231,True,True,Bull,0.9797225384,absent_unverified,TrendExpansion; drawdown_pullback,MomentumPersistenceDrawdownRebound,counter_trend_drawdown_rebound,CrashRebound,Bull -> TrendExpansion -> MomentumPersistenceDrawdownRebound -> CrashRebound,board-b-root-first-v1,research_only_long_rebound,suppress_if_board_a_root_not_bull_or_branch_path_missing,AVAX/USDT,2,2021-08-30T04:00:00+00:00,2021-09-01T06:00:00+00:00,-0.037924310671660494,-89.9687962,0.001,0.001,-0.039924310671660496,0,0.039924310671660496,exit_signal,False,2369.9552
BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,CrashRebound,bull_2021,20210101-20211231,True,True,Bull,0.9797225384,absent_unverified,TrendExpansion; drawdown_pullback,MomentumPersistenceDrawdownRebound,counter_trend_drawdown_rebound,CrashRebound,Bull -> TrendExpansion -> MomentumPersistenceDrawdownRebound -> CrashRebound,board-b-root-first-v1,research_only_long_rebound,suppress_if_board_a_root_not_bull_or_branch_path_missing,AVAX/USDT,3,2021-09-07T09:00:00+00:00,2021-09-09T05:00:00+00:00,-0.005755185990480109,-16.3283796,0.001,0.001,-0.007755185990480109,0,0.007755185990480109,exit_signal,False,2834.325
BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,CrashRebound,bull_2021,20210101-20211231,True,True,Bull,0.9797225384,absent_unverified,TrendExpansion; drawdown_pullback,MomentumPersistenceDrawdownRebound,counter_trend_drawdown_rebound,CrashRebound,Bull -> TrendExpansion -> MomentumPersistenceDrawdownRebound -> CrashRebound,board-b-root-first-v1,research_only_long_rebound,suppress_if_board_a_root_not_bull_or_branch_path_missing,BNB/USDT,4,2021-09-07T15:00:00+00:00,2021-09-09T15:00:00+00:00,0.04450744869384292,101.9443474,0.001,0.001,0.04250744869384292,1,0.0,exit_signal,False,2288.2126
BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,CrashRebound,bull_2021,20210101-20211231,True,True,Bull,0.9797225384,absent_unverified,TrendExpansion; drawdown_pullback,MomentumPersistenceDrawdownRebound,counter_trend_drawdown_rebound,CrashRebound,Bull -> TrendExpansion -> MomentumPersistenceDrawdownRebound -> CrashRebound,board-b-root-first-v1,research_only_long_rebound,suppress_if_board_a_root_not_bull_or_branch_path_missing,SOL/USDT,5,2021-09-10T15:00:00+00:00,2021-09-11T14:00:00+00:00,0.10286092460132894,221.26870661,0.001,0.001,0.10086092460132894,1,0.0,exit_signal,False,2148.99545
BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,CrashRebound,bull_2021,20210101-20211231,True,True,Bull,0.9797225384,absent_unverified,TrendExpansion; drawdown_pullback,MomentumPersistenceDrawdownRebound,counter_trend_drawdown_rebound,CrashRebound,Bull -> TrendExpansion -> MomentumPersistenceDrawdownRebound -> CrashRebound,board-b-root-first-v1,research_only_long_rebound,suppress_if_board_a_root_not_bull_or_branch_path_missing,BNB/USDT,6,2021-09-10T15:00:00+00:00,2021-09-12T09:00:00+00:00,0.039303811312840664,93.2538645,0.001,0.001,0.03730381131284066,1,0.0,exit_signal,False,2370.2715
BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,CrashRebound,bull_2021,20210101-20211231,True,True,Bull,0.9797225384,absent_unverified,TrendExpansion; drawdown_pullback,MomentumPersistenceDrawdownRebound,counter_trend_drawdown_rebound,CrashRebound,Bull -> TrendExpansion -> MomentumPersistenceDrawdownRebound -> CrashRebound,board-b-root-first-v1,research_only_long_rebound,suppress_if_board_a_root_not_bull_or_branch_path_missing,SOL/USDT,7,2021-09-13T01:00:00+00:00,2021-09-13T22:00:00+00:00,0.02482713067372463,58.47464793,0.001,0.001,0.02282713067372463,1,0.0,exit_signal,False,2352.91917
BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,CrashRebound,bull_2021,20210101-20211231,True,True,Bull,0.9797225384,absent_unverified,TrendExpansion; drawdown_pullback,MomentumPersistenceDrawdownRebound,counter_trend_drawdown_rebound,CrashRebound,Bull -> TrendExpansion -> MomentumPersistenceDrawdownRebound -> CrashRebound,board-b-root-first-v1,research_only_long_rebound,suppress_if_board_a_root_not_bull_or_branch_path_missing,BNB/USDT,8,2021-09-13T08:00:00+00:00,2021-09-14T09:00:00+00:00,0.027422133140049276,69.9498664,0.001,0.001,0.025422133140049274,1,0.0,exit_signal,False,2548.306
BoardA_regime_factor_consumer_map_MainRegimeV2_roots_plus_scoped_manipulation,CrashRebound,bull_2021,20210101-20211231,True,True,Bull,0.9797225384,absent_unverified,TrendExpansion; drawdown_pullback,MomentumPersistenceDrawdownRebound,counter_trend_drawdown_rebound,CrashRebound,Bull -> TrendExpansion -> MomentumPersistenceDrawdownRebound -> CrashRebound,board-b-root-first-v1,research_only_long_rebound,suppress_if_board_a_root_not_bull_or_branch_path_missing,SOL/USDT,9,2021-09-14T21:00:00+00:00,2021-09-15T06:00:00+00:00,0.06613469962695231,212.58003195,0.001,0.001,0.06413469962695231,1,0.0,exit_signal,False,3211.13826
