close,high,low,open,date,volume
71561.820312,71654.359375,71543.804688,71650.335938,2026-04-12T09:00:00Z,94949376.0
71458.273438,71676.1875,71405.109375,71563.429688,2026-04-12T10:00:00Z,101920768.0
71494.46875,71545.554688,71448.320312,71465.164062,2026-04-12T11:00:00Z,383551488.0
71158.734375,71515.148438,71129.40625,71493.992188,2026-04-12T12:00:00Z,516511744.0
70895.84375,71102.679688,70895.84375,71004.164062,2026-04-12T13:00:00Z,687714304.0
70807.34375,71084.554688,70739.601562,70906.40625,2026-04-12T14:00:00Z,594534400.0
70906.820312,70944.445312,70721.789062,70768.640625,2026-04-12T15:00:00Z,588967936.0
70902.757812,70959.578125,70856.414062,70886.101562,2026-04-12T16:00:00Z,0.0
71143.132812,71198.398438,70934.234375,70958.992188,2026-04-12T17:00:00Z,97961984.0
71161.070312,71221.210938,71091.5625,71125.421875,2026-04-12T18:00:00Z,0.0
71114.726562,71234.304688,71081.585938,71158.640625,2026-04-12T19:00:00Z,0.0
71359.398438,71431.695312,70971.484375,71110.75,2026-04-12T20:00:00Z,137883648.0
71284.375,71452.226562,71228.710938,71349.539062,2026-04-12T21:00:00Z,0.0
70901.789062,71345.109375,70593.453125,71345.109375,2026-04-12T22:00:00Z,1398806528.0
70757.617188,70917.5625,70581.140625,70917.5625,2026-04-12T23:00:00Z,224360448.0
71159.460938,71229.570312,70629.453125,70741.296875,2026-04-13T00:00:00Z,292968448.0
71221.5,71224.445312,71064.914062,71174.0625,2026-04-13T01:00:00Z,0.0
71080.9375,71264.46875,71013.851562,71199.179688,2026-04-13T02:00:00Z,0.0
70989.6875,71126.632812,70951.007812,71063.625,2026-04-13T03:00:00Z,0.0
70932.84375,71120.445312,70866.296875,70981.3125,2026-04-13T04:00:00Z,450109440.0
70857.4375,70916.179688,70713.492188,70904.03125,2026-04-13T05:00:00Z,975269888.0
71064.859375,71077.578125,70870.625,70870.625,2026-04-13T06:00:00Z,1428049920.0
70831.3125,71043.46875,70699.671875,71043.46875,2026-04-13T07:00:00Z,1218619392.0
70667.789062,70846.507812,70588.523438,70810.34375,2026-04-13T08:00:00Z,1922785280.0
70789.25,70881.15625,70667.789062,70667.789062,2026-04-13T09:00:00Z,0.0
70745.539062,70835.046875,70727.5,70791.625,2026-04-13T10:00:00Z,0.0
70947.210938,70960.554688,70738.179688,70738.179688,2026-04-13T11:00:00Z,256931840.0
71102.421875,71195.453125,70788.5,70883.445312,2026-04-13T12:00:00Z,43233280.0
71608.929688,71608.929688,70859.523438,71127.445312,2026-04-13T13:00:00Z,1137176576.0
72420.117188,72420.117188,71485.445312,71657.289062,2026-04-13T14:00:00Z,2789216256.0
71838.046875,72408.421875,71691.851562,72408.421875,2026-04-13T15:00:00Z,2246270976.0
72204.726562,72436.617188,71821.390625,71909.382812,2026-04-13T16:00:00Z,2313646080.0
72153.398438,72560.015625,72151.617188,72187.40625,2026-04-13T17:00:00Z,2198884352.0
72457.6875,72457.6875,72101.75,72168.976562,2026-04-13T18:00:00Z,1392091136.0
73373.984375,73472.53125,72327.703125,72454.007812,2026-04-13T19:00:00Z,3468292096.0
73204.078125,73379.046875,73046.53125,73379.046875,2026-04-13T20:00:00Z,1933516800.0
73229.164062,73338.960938,73137.414062,73182.117188,2026-04-13T21:00:00Z,616419328.0
74640.609375,74699.296875,73208.84375,73208.84375,2026-04-13T22:00:00Z,2595000320.0
74532.742188,74856.671875,74485.984375,74546.992188,2026-04-13T23:00:00Z,2946129920.0
74162.023438,74504.140625,74162.023438,74442.226562,2026-04-14T00:00:00Z,108036096.0
74378.992188,74427.273438,74074.78125,74145.921875,2026-04-14T01:00:00Z,2039922688.0
74374.367188,74566.109375,74317.484375,74404.710938,2026-04-14T02:00:00Z,0.0
74454.382812,74499.007812,74291.679688,74365.78125,2026-04-14T03:00:00Z,392503296.0
74397.703125,74512.164062,74391.242188,74450.851562,2026-04-14T04:00:00Z,0.0
74209.84375,74418.085938,74192.1875,74393.757812,2026-04-14T05:00:00Z,0.0
74565.773438,74565.773438,74299.148438,74312.171875,2026-04-14T06:00:00Z,238682112.0
74547.554688,74930.429688,74511.195312,74551.273438,2026-04-14T07:00:00Z,1304555520.0
74776.164062,74901.6875,74510.515625,74547.046875,2026-04-14T08:00:00Z,905838592.0
74538.09375,74845.84375,74469.164062,74770.9375,2026-04-14T09:00:00Z,705634304.0
74423.445312,74638.070312,74363.492188,74506.390625,2026-04-14T10:00:00Z,603942912.0
74456.0,74465.960938,74333.273438,74395.28125,2026-04-14T11:00:00Z,460406784.0
74457.585938,74457.585938,74297.015625,74398.828125,2026-04-14T12:00:00Z,120107008.0
75490.398438,75495.476562,74455.375,74455.375,2026-04-14T13:00:00Z,1937948672.0
75180.125,76009.03125,75180.125,75532.804688,2026-04-14T14:00:00Z,3226267648.0
75367.164062,75423.898438,74743.289062,75090.179688,2026-04-14T15:00:00Z,628752384.0
74566.21875,75666.039062,74566.21875,75390.960938,2026-04-14T16:00:00Z,0.0
74766.5,74947.632812,74332.015625,74653.414062,2026-04-14T17:00:00Z,0.0
74097.0625,74809.554688,73946.851562,74806.210938,2026-04-14T18:00:00Z,653688832.0
74265.898438,74403.929688,73960.757812,74132.796875,2026-04-14T19:00:00Z,0.0
74052.28125,74423.148438,74052.28125,74329.203125,2026-04-14T20:00:00Z,0.0
74315.289062,74343.96875,73982.46875,74157.210938,2026-04-14T21:00:00Z,0.0
74067.359375,74413.210938,73905.179688,74272.21875,2026-04-14T22:00:00Z,0.0
74186.539062,74269.257812,74046.179688,74067.320312,2026-04-14T23:00:00Z,73728.0
74601.5,74721.828125,74153.273438,74176.09375,2026-04-15T00:00:00Z,1786605568.0
74649.0,74828.609375,74531.28125,74585.273438,2026-04-15T01:00:00Z,0.0
74359.84375,74725.859375,74218.148438,74645.460938,2026-04-15T02:00:00Z,0.0
74376.75,74405.992188,74214.53125,74364.78125,2026-04-15T03:00:00Z,0.0
74354.171875,74471.179688,74294.007812,74377.851562,2026-04-15T04:00:00Z,0.0
74054.953125,74463.992188,73912.578125,74369.976562,2026-04-15T05:00:00Z,0.0
73924.0,74081.578125,73902.921875,74036.921875,2026-04-15T06:00:00Z,0.0
73771.34375,74048.46875,73545.0,73946.921875,2026-04-15T07:00:00Z,68005888.0
74139.28125,74219.007812,73706.0,73776.828125,2026-04-15T08:00:00Z,0.0
74033.460938,74213.429688,73930.25,74139.992188,2026-04-15T09:00:00Z,0.0
73890.898438,74261.882812,73822.03125,74019.359375,2026-04-15T10:00:00Z,151773184.0
74233.320312,74276.242188,73895.289062,73906.546875,2026-04-15T11:00:00Z,0.0
