timestamp_ms,iso_ts,open,high,low,close,volume
1509699600000,2017-11-03T09:00:00+00:00,4.884e-05,0.000109,4.884e-05,6.601e-05,15584.0
1509703200000,2017-11-03T10:00:00+00:00,6.601e-05,6.959e-05,6.225e-05,6.573e-05,484628.0
1509706800000,2017-11-03T11:00:00+00:00,6.572e-05,7e-05,6.394e-05,6.973e-05,470198.0
1509710400000,2017-11-03T12:00:00+00:00,7.048e-05,7.248e-05,6.81e-05,6.916e-05,312961.0
1509714000000,2017-11-03T13:00:00+00:00,6.946e-05,7.094e-05,6.696e-05,6.697e-05,295339.0
1509717600000,2017-11-03T14:00:00+00:00,6.697e-05,6.89e-05,6.613e-05,6.714e-05,209799.0
1509721200000,2017-11-03T15:00:00+00:00,6.714e-05,6.89e-05,6.631e-05,6.848e-05,139872.0
1509724800000,2017-11-03T16:00:00+00:00,6.889e-05,6.889e-05,6.622e-05,6.767e-05,190405.0
1509728400000,2017-11-03T17:00:00+00:00,6.767e-05,6.869e-05,6.6e-05,6.719e-05,135783.0
1509732000000,2017-11-03T18:00:00+00:00,6.719e-05,6.898e-05,6.715e-05,6.879e-05,329345.0
1509735600000,2017-11-03T19:00:00+00:00,6.879e-05,6.998e-05,6.79e-05,6.997e-05,136420.0
1509739200000,2017-11-03T20:00:00+00:00,6.995e-05,7.358e-05,6.995e-05,7.335e-05,284794.0
1509742800000,2017-11-03T21:00:00+00:00,7.335e-05,7.485e-05,7.104e-05,7.223e-05,104870.0
1509746400000,2017-11-03T22:00:00+00:00,7.332e-05,7.45e-05,7.222e-05,7.251e-05,97761.0
1509750000000,2017-11-03T23:00:00+00:00,7.252e-05,7.309e-05,7.221e-05,7.298e-05,459555.0
1509753600000,2017-11-04T00:00:00+00:00,7.309e-05,7.504e-05,7.228e-05,7.409e-05,198510.0
1509757200000,2017-11-04T01:00:00+00:00,7.409e-05,7.508e-05,7.222e-05,7.435e-05,238778.0
1509760800000,2017-11-04T02:00:00+00:00,7.323e-05,7.442e-05,6.871e-05,7e-05,416215.0
1509764400000,2017-11-04T03:00:00+00:00,7.001e-05,7.267e-05,7e-05,7.003e-05,140523.0
1509768000000,2017-11-04T04:00:00+00:00,7.002e-05,7.195e-05,6.902e-05,6.954e-05,179444.0
1509771600000,2017-11-04T05:00:00+00:00,6.954e-05,7.245e-05,6.916e-05,6.922e-05,318791.0
1509775200000,2017-11-04T06:00:00+00:00,6.917e-05,7.144e-05,6.917e-05,7.107e-05,189192.0
1509778800000,2017-11-04T07:00:00+00:00,7.107e-05,7.2e-05,6.987e-05,7.118e-05,251768.0
1509782400000,2017-11-04T08:00:00+00:00,6.99e-05,7.156e-05,6.869e-05,7.027e-05,88267.0
1509786000000,2017-11-04T09:00:00+00:00,6.869e-05,7.038e-05,6.717e-05,6.896e-05,116289.0
1509789600000,2017-11-04T10:00:00+00:00,6.927e-05,6.949e-05,6.798e-05,6.914e-05,376612.0
1509793200000,2017-11-04T11:00:00+00:00,6.914e-05,6.918e-05,6.768e-05,6.887e-05,210645.0
1509796800000,2017-11-04T12:00:00+00:00,6.886e-05,7.045e-05,6.885e-05,6.924e-05,260193.0
