timestamp_ms,iso_ts,open,high,low,close,volume
1502942400000,2017-08-17T04:00:00+00:00,301.13,302.57,298.0,301.61,125.66877
1502946000000,2017-08-17T05:00:00+00:00,301.61,303.28,300.0,303.1,377.67246
1502949600000,2017-08-17T06:00:00+00:00,302.4,304.44,301.9,302.68,303.86672
1502953200000,2017-08-17T07:00:00+00:00,302.68,307.96,302.6,307.96,754.7451
1502956800000,2017-08-17T08:00:00+00:00,307.95,309.97,307.0,308.62,150.75029
1502960400000,2017-08-17T09:00:00+00:00,308.62,312.0,308.62,310.0,469.27879
1502964000000,2017-08-17T10:00:00+00:00,310.0,310.97,308.54,309.3,284.3914
1502967600000,2017-08-17T11:00:00+00:00,308.3,310.68,307.78,308.95,273.2904
1502971200000,2017-08-17T12:00:00+00:00,308.95,310.51,307.98,308.62,401.79278
1502974800000,2017-08-17T13:00:00+00:00,308.62,309.72,307.77,309.4,310.58042
1502978400000,2017-08-17T14:00:00+00:00,307.77,308.71,305.49,306.5,710.25965
1502982000000,2017-08-17T15:00:00+00:00,306.5,308.76,303.56,307.06,459.41982
1502985600000,2017-08-17T16:00:00+00:00,307.74,312.18,298.21,308.0,596.81077
1502989200000,2017-08-17T17:00:00+00:00,308.0,308.33,303.98,308.33,191.94856
1502992800000,2017-08-17T18:00:00+00:00,308.33,311.53,298.96,309.1,203.6548
1502996400000,2017-08-17T19:00:00+00:00,309.1,309.84,301.6,301.6,215.63779
1503000000000,2017-08-17T20:00:00+00:00,301.6,309.4,299.01,304.79,272.42251
1503003600000,2017-08-17T21:00:00+00:00,304.79,309.4,304.04,307.44,330.54526
1503007200000,2017-08-17T22:00:00+00:00,308.57,310.74,303.44,306.74,368.36785
1503010800000,2017-08-17T23:00:00+00:00,306.74,310.85,302.0,302.0,229.6062
1503014400000,2017-08-18T00:00:00+00:00,302.0,306.2,297.4,301.19,501.26558
1503018000000,2017-08-18T01:00:00+00:00,300.08,305.55,295.19,298.73,374.41661
1503021600000,2017-08-18T02:00:00+00:00,298.73,304.7,298.73,300.52,208.96849
1503025200000,2017-08-18T03:00:00+00:00,300.05,306.47,300.05,301.4,605.93251
1503028800000,2017-08-18T04:00:00+00:00,301.4,302.95,298.41,301.8,444.33795
1503032400000,2017-08-18T05:00:00+00:00,301.8,305.92,300.0,304.7,525.33357
1503036000000,2017-08-18T06:00:00+00:00,304.7,307.0,303.21,307.0,356.1222
1503039600000,2017-08-18T07:00:00+00:00,307.0,309.49,305.23,306.24,406.73244
1503043200000,2017-08-18T08:00:00+00:00,306.24,310.85,303.79,304.23,313.23742
1503046800000,2017-08-18T09:00:00+00:00,304.23,307.72,303.22,304.71,306.05941
1503050400000,2017-08-18T10:00:00+00:00,304.73,311.06,304.73,308.88,332.5643
1503054000000,2017-08-18T11:00:00+00:00,308.88,311.79,306.27,307.78,261.1517
1503057600000,2017-08-18T12:00:00+00:00,307.78,310.29,305.73,308.47,388.17208
1503061200000,2017-08-18T13:00:00+00:00,307.17,309.66,301.3,303.22,357.19041
1503064800000,2017-08-18T14:00:00+00:00,303.22,303.22,296.32,298.52,398.64644
1503068400000,2017-08-18T15:00:00+00:00,298.52,300.99,297.32,298.8,214.98578
1503072000000,2017-08-18T16:00:00+00:00,298.8,301.11,295.64,299.21,403.96386
1503075600000,2017-08-18T17:00:00+00:00,297.5,299.21,293.18,295.53,359.12225
1503079200000,2017-08-18T18:00:00+00:00,295.53,298.25,289.75,289.75,412.39491
1503082800000,2017-08-18T19:00:00+00:00,289.75,295.6,287.37,293.83,445.23397
1503086400000,2017-08-18T20:00:00+00:00,295.46,295.46,288.25,291.87,748.21537
1503090000000,2017-08-18T21:00:00+00:00,291.87,291.87,283.94,286.3,602.03512
1503093600000,2017-08-18T22:00:00+00:00,288.01,294.19,284.02,293.74,477.84453
1503097200000,2017-08-18T23:00:00+00:00,293.74,294.18,289.97,293.96,93.91956
1503100800000,2017-08-19T00:00:00+00:00,293.31,297.15,293.31,295.44,86.0015
1503104400000,2017-08-19T01:00:00+00:00,297.15,298.2,294.24,297.19,41.96377
1503108000000,2017-08-19T02:00:00+00:00,297.19,299.84,296.56,299.84,87.48968
1503111600000,2017-08-19T03:00:00+00:00,298.64,298.64,292.83,293.22,66.73802
1503115200000,2017-08-19T04:00:00+00:00,294.69,297.19,291.87,291.87,42.9926
1503118800000,2017-08-19T05:00:00+00:00,297.17,299.9,291.87,293.23,35.01324
1503122400000,2017-08-19T06:00:00+00:00,293.69,295.56,289.02,289.02,45.0222
1503126000000,2017-08-19T07:00:00+00:00,289.02,292.17,287.01,290.16,112.26406
1503129600000,2017-08-19T08:00:00+00:00,290.16,290.16,287.0,288.4,148.37539
1503133200000,2017-08-19T09:00:00+00:00,287.66,293.17,287.66,290.3,228.92457
1503136800000,2017-08-19T10:00:00+00:00,291.36,292.24,283.58,287.14,447.45268
1503140400000,2017-08-19T11:00:00+00:00,285.97,287.15,278.0,282.58,314.27781
1503144000000,2017-08-19T12:00:00+00:00,281.39,290.85,279.56,290.85,166.32417
1503147600000,2017-08-19T13:00:00+00:00,290.16,290.16,286.36,286.36,20.94515
1503151200000,2017-08-19T14:00:00+00:00,285.5,288.64,283.0,283.0,13.81812
1503154800000,2017-08-19T15:00:00+00:00,283.88,288.64,283.01,288.64,87.2125
1503158400000,2017-08-19T16:00:00+00:00,288.64,290.16,286.12,286.14,61.94884
1503162000000,2017-08-19T17:00:00+00:00,286.19,293.15,284.16,293.15,11.12991
1503165600000,2017-08-19T18:00:00+00:00,294.33,295.0,288.95,295.0,41.13882
1503169200000,2017-08-19T19:00:00+00:00,292.64,293.38,291.99,293.31,13.16832
1503172800000,2017-08-19T20:00:00+00:00,290.6,291.85,288.8,290.31,13.80734
1503176400000,2017-08-19T21:00:00+00:00,289.9,293.25,289.9,293.25,25.0304
1503180000000,2017-08-19T22:00:00+00:00,293.25,294.9,290.91,290.91,35.15864
1503183600000,2017-08-19T23:00:00+00:00,290.91,290.91,290.91,290.91,0.0
1503187200000,2017-08-20T00:00:00+00:00,289.41,292.42,286.91,287.0,15.54493
1503190800000,2017-08-20T01:00:00+00:00,287.4,290.87,285.96,289.94,17.24852
1503194400000,2017-08-20T02:00:00+00:00,289.94,292.42,287.66,292.42,32.59927
1503198000000,2017-08-20T03:00:00+00:00,292.42,292.42,289.47,292.41,3.0082
1503201600000,2017-08-20T04:00:00+00:00,287.97,288.31,287.97,288.3,6.65904
1503205200000,2017-08-20T05:00:00+00:00,285.39,293.15,285.39,292.17,42.89756
1503208800000,2017-08-20T06:00:00+00:00,292.17,293.15,289.0,293.12,35.00818
1503212400000,2017-08-20T07:00:00+00:00,293.1,295.56,287.87,292.08,167.6975
1503216000000,2017-08-20T08:00:00+00:00,293.02,295.98,282.85,295.98,159.52169
1503219600000,2017-08-20T09:00:00+00:00,292.59,295.96,292.59,295.96,4.86604
1503223200000,2017-08-20T10:00:00+00:00,295.97,296.89,293.43,295.51,24.8355
1503226800000,2017-08-20T11:00:00+00:00,292.59,295.51,292.59,295.0,51.53645
1503230400000,2017-08-20T12:00:00+00:00,295.0,296.92,294.29,296.92,57.35344
1503234000000,2017-08-20T13:00:00+00:00,296.39,296.39,292.28,293.41,6.09547
1503237600000,2017-08-20T14:00:00+00:00,294.25,294.25,294.25,294.25,3.9
1503241200000,2017-08-20T15:00:00+00:00,295.16,295.16,295.1,295.1,0.01579
1503244800000,2017-08-20T16:00:00+00:00,295.1,297.92,293.28,296.46,74.02462
