date,open,high,low,close,volume,wap,count
2026-02-17 16:01:00-05:00,67714.75,67888.0,67506.0,67629.5,-1.0,-1.0,-1
2026-02-17 17:00:00-05:00,67629.5,67750.0,67467.25,67495.0,-1.0,-1.0,-1
2026-02-17 18:00:00-05:00,67495.0,67584.25,67350.25,67470.0,-1.0,-1.0,-1
2026-02-17 19:00:00-05:00,67470.0,67576.25,67261.25,67271.5,-1.0,-1.0,-1
2026-02-17 20:00:00-05:00,67271.5,67321.75,66848.25,67123.5,-1.0,-1.0,-1
2026-02-17 21:00:00-05:00,67123.5,67375.75,67123.25,67296.75,-1.0,-1.0,-1
2026-02-17 22:00:00-05:00,67296.75,67661.0,67296.5,67592.25,-1.0,-1.0,-1
2026-02-17 23:00:00-05:00,67592.25,67858.5,67455.0,67771.25,-1.0,-1.0,-1
2026-02-18 00:00:00-05:00,67771.25,67889.5,67571.0,67598.25,-1.0,-1.0,-1
2026-02-18 01:00:00-05:00,67598.25,67934.25,67581.0,67808.25,-1.0,-1.0,-1
2026-02-18 02:00:00-05:00,67808.25,68187.0,67674.25,68088.25,-1.0,-1.0,-1
2026-02-18 03:00:00-05:00,68088.25,68435.75,68039.25,68090.75,-1.0,-1.0,-1
2026-02-18 04:00:00-05:00,68090.75,68239.75,67978.75,68138.25,-1.0,-1.0,-1
2026-02-18 05:00:00-05:00,68138.25,68138.25,67701.0,67767.0,-1.0,-1.0,-1
2026-02-18 06:00:00-05:00,67767.0,67767.0,67047.5,67337.5,-1.0,-1.0,-1
2026-02-18 07:00:00-05:00,67337.5,67651.5,67324.5,67428.75,-1.0,-1.0,-1
2026-02-18 08:00:00-05:00,67428.75,67565.5,67028.75,67217.75,-1.0,-1.0,-1
2026-02-18 09:00:00-05:00,67217.75,67330.0,66679.25,67191.25,-1.0,-1.0,-1
2026-02-18 10:00:00-05:00,67191.25,68322.75,67167.75,67669.25,-1.0,-1.0,-1
2026-02-18 11:00:00-05:00,67669.25,67674.75,66965.5,67101.5,-1.0,-1.0,-1
2026-02-18 12:00:00-05:00,67101.5,67440.25,67010.25,67143.0,-1.0,-1.0,-1
2026-02-18 13:00:00-05:00,67143.0,67193.0,66186.75,66323.75,-1.0,-1.0,-1
2026-02-18 14:00:00-05:00,66323.75,66572.25,65824.75,66149.5,-1.0,-1.0,-1
2026-02-18 15:00:00-05:00,66149.5,66500.25,66105.25,66217.25,-1.0,-1.0,-1
2026-02-18 16:01:00-05:00,66294.75,66456.0,66063.75,66306.0,-1.0,-1.0,-1
2026-02-18 17:00:00-05:00,66306.0,66434.25,66202.5,66363.0,-1.0,-1.0,-1
2026-02-18 18:00:00-05:00,66363.0,66459.0,66241.25,66427.25,-1.0,-1.0,-1
2026-02-18 19:00:00-05:00,66427.25,66551.0,66314.5,66420.5,-1.0,-1.0,-1
2026-02-18 20:00:00-05:00,66420.5,66833.25,66420.25,66826.25,-1.0,-1.0,-1
2026-02-18 21:00:00-05:00,66826.25,66928.75,66613.5,66815.0,-1.0,-1.0,-1
2026-02-18 22:00:00-05:00,66815.0,66949.25,66702.75,66949.25,-1.0,-1.0,-1
2026-02-18 23:00:00-05:00,66949.25,67031.0,66732.0,66785.75,-1.0,-1.0,-1
2026-02-19 00:00:00-05:00,66785.75,66851.75,66680.0,66832.25,-1.0,-1.0,-1
2026-02-19 01:00:00-05:00,66832.25,67258.75,66832.0,67106.75,-1.0,-1.0,-1
2026-02-19 02:00:00-05:00,67106.75,67288.0,66999.75,67172.75,-1.0,-1.0,-1
2026-02-19 03:00:00-05:00,67172.75,67172.75,66763.25,66926.75,-1.0,-1.0,-1
2026-02-19 04:00:00-05:00,66926.75,67145.75,66722.5,66806.25,-1.0,-1.0,-1
2026-02-19 05:00:00-05:00,66806.25,66918.0,66715.75,66801.0,-1.0,-1.0,-1
2026-02-19 06:00:00-05:00,66801.0,66876.25,66452.75,66468.25,-1.0,-1.0,-1
2026-02-19 07:00:00-05:00,66468.25,66637.5,66267.75,66484.5,-1.0,-1.0,-1
2026-02-19 08:00:00-05:00,66484.5,66522.0,65731.75,65888.25,-1.0,-1.0,-1
2026-02-19 09:00:00-05:00,65888.25,66634.25,65620.75,66397.25,-1.0,-1.0,-1
2026-02-19 10:00:00-05:00,66397.25,66718.0,65944.5,66368.75,-1.0,-1.0,-1
