protocol_version,symbol,generated_at,candidate_set_id,candidate_set_size,rank,path_id,scenario_id,path_label,direction,raw_path_score,calibrated_path_prob,path_prob_lower_bound,execution_gate_status,execution_gate_min_path_prob,execution_gate_reason,pending_reward_state,maturity_mask,maturity_weight,calibrated_label,propensity_estimate,ips_weight,training_weight,regime_calibration_bucket,behavior_policy_probability,execution_propensity,target_policy_probability_confidence,target_policy_probability_lower_bound,target_policy_reward_prior,target_policy_reward_lower_bound,experience_prior,current_posterior,structural_baseline_score,score_model_family,score_source_kind,score_model_artifact_uri,score_generator
structural-path-ranking-target-v1,SRC_ROOT_CARRY_LONG_220646,2026-05-11T15:19:24Z,structural-candidates:SRC_ROOT_CARRY_LONG_220646:b616005278047b76,3,1,Bear -> BearReliefCarry -> StopManagedRecoveryCarry -> SourceRootStopCarryLongHorizonV1:bear_carry_h20_sl048_tp12,scenario:Bear:bear_carry_h20_sl048_tp12,Bear -> BearReliefCarry -> StopManagedRecoveryCarry -> SourceRootStopCarryLongHorizonV1:bear_carry_h20_sl048_tp12,bear,,,,,,,matured_success,true,1.000000,1.000000,0.222222,4.500000,4.500000,SRC_ROOT_CARRY_LONG_220646:unknown,0.333333,0.666667,0.500000,0.528951,0.833333,0.569810,0.642857,0.833333,0.776190,,,,
structural-path-ranking-target-v1,SRC_ROOT_CARRY_LONG_220646,2026-05-11T15:19:24Z,structural-candidates:SRC_ROOT_CARRY_LONG_220646:b616005278047b76,3,2,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12,scenario:Bull:bull_carry_h12_sl040_tp12,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12,bull,,,,,,,matured_success,true,1.000000,1.000000,0.222222,4.500000,4.500000,SRC_ROOT_CARRY_LONG_220646:unknown,0.333333,0.666667,0.500000,0.568163,0.833333,0.569810,0.642857,0.833333,0.776190,,,,
structural-path-ranking-target-v1,SRC_ROOT_CARRY_LONG_220646,2026-05-11T15:19:24Z,structural-candidates:SRC_ROOT_CARRY_LONG_220646:b616005278047b76,3,3,Sideways -> RangeCarry -> StopManagedRangeCarry -> SourceRootStopCarryLongHorizonV1:sideways_carry_h8_sl040_tp12,scenario:Sideways:sideways_carry_h8_sl040_tp12,Sideways -> RangeCarry -> StopManagedRangeCarry -> SourceRootStopCarryLongHorizonV1:sideways_carry_h8_sl040_tp12,bull,,,,,,,matured_success,true,1.000000,1.000000,0.222222,4.500000,4.500000,SRC_ROOT_CARRY_LONG_220646:unknown,0.333333,0.666667,0.500000,0.554986,0.833333,0.569810,0.642857,0.833333,0.776190,,,,
structural-path-ranking-target-v1,SRC_ROOT_CARRY_LONG_220646,2026-05-11T15:19:24Z,structural-feedback-history:SRC_ROOT_CARRY_LONG_220646:91bfddef56ea7e15,1,1,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12,scenario:Bull:bull_carry_h12_sl040_tp12,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12,bull,0.568163,0.833333,0.602325,pass,0.500000,path_prob_lower_bound=0.602 min_path_prob=0.500,matured_success,true,1.000000,1.000000,0.568163,1.760058,1.760058,SRC_ROOT_CARRY_LONG_220646:manipulation_expansion,0.568163,1.000000,0.500000,0.568163,0.833333,0.569810,0.666667,0.833333,0.568163,,,,
structural-path-ranking-target-v1,SRC_ROOT_CARRY_LONG_220646,2026-05-11T15:19:24Z,structural-feedback-history:SRC_ROOT_CARRY_LONG_220646:8a0c5b62149aa7ee,1,2,Bear -> BearReliefCarry -> StopManagedRecoveryCarry -> SourceRootStopCarryLongHorizonV1:bear_carry_h20_sl048_tp12,scenario:Bear:bear_carry_h20_sl048_tp12,Bear -> BearReliefCarry -> StopManagedRecoveryCarry -> SourceRootStopCarryLongHorizonV1:bear_carry_h20_sl048_tp12,bear,0.528951,0.833333,0.602325,pass,0.500000,path_prob_lower_bound=0.602 min_path_prob=0.500,matured_success,true,1.000000,1.000000,0.528951,1.890533,1.890533,SRC_ROOT_CARRY_LONG_220646:manipulation_expansion,0.528951,1.000000,0.500000,0.528951,0.833333,0.569810,0.666667,0.833333,0.528951,,,,
structural-path-ranking-target-v1,SRC_ROOT_CARRY_LONG_220646,2026-05-11T15:19:24Z,structural-feedback-history:SRC_ROOT_CARRY_LONG_220646:d7c4403b9a112d68,1,3,Sideways -> RangeCarry -> StopManagedRangeCarry -> SourceRootStopCarryLongHorizonV1:sideways_carry_h8_sl040_tp12,scenario:Sideways:sideways_carry_h8_sl040_tp12,Sideways -> RangeCarry -> StopManagedRangeCarry -> SourceRootStopCarryLongHorizonV1:sideways_carry_h8_sl040_tp12,bull,0.554986,0.833333,0.602325,pass,0.500000,path_prob_lower_bound=0.602 min_path_prob=0.500,matured_success,true,1.000000,1.000000,0.554986,1.801848,1.801848,SRC_ROOT_CARRY_LONG_220646:manipulation_expansion,0.554986,1.000000,0.500000,0.554986,0.833333,0.569810,0.666667,0.833333,0.554986,,,,
structural-path-ranking-target-v1,SRC_ROOT_CARRY_LONG_220646,2026-05-11T15:19:24Z,structural-candidates:SRC_ROOT_CARRY_LONG_220646:c0f9c9c0de375357,3,1,Bear -> BearReliefCarry -> StopManagedRecoveryCarry -> SourceRootStopCarryLongHorizonV1:bear_carry_h20_sl048_tp12,scenario:Bear:bear_carry_h20_sl048_tp12,Bear -> BearReliefCarry -> StopManagedRecoveryCarry -> SourceRootStopCarryLongHorizonV1:bear_carry_h20_sl048_tp12,bear,0.528951,0.800000,0.532189,pass,0.500000,path_prob_lower_bound=0.532 min_path_prob=0.500,matured_success,true,1.000000,1.000000,0.222222,4.500000,4.500000,SRC_ROOT_CARRY_LONG_220646:unknown,0.333333,0.666667,0.500000,0.528951,0.833333,0.569810,0.647059,0.833333,0.777451,,,,
structural-path-ranking-target-v1,SRC_ROOT_CARRY_LONG_220646,2026-05-11T15:19:24Z,structural-candidates:SRC_ROOT_CARRY_LONG_220646:c0f9c9c0de375357,3,2,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12,scenario:Bull:bull_carry_h12_sl040_tp12,Bull -> RootCarryExpansion -> StopManagedRiskCarry -> SourceRootStopCarryLongHorizonV1:bull_carry_h12_sl040_tp12,bull,0.568163,0.800000,0.532189,pass,0.500000,path_prob_lower_bound=0.532 min_path_prob=0.500,matured_success,true,1.000000,1.000000,0.222222,4.500000,4.500000,SRC_ROOT_CARRY_LONG_220646:unknown,0.333333,0.666667,0.500000,0.568163,0.833333,0.569810,0.647059,0.833333,0.777451,,,,
structural-path-ranking-target-v1,SRC_ROOT_CARRY_LONG_220646,2026-05-11T15:19:24Z,structural-candidates:SRC_ROOT_CARRY_LONG_220646:c0f9c9c0de375357,3,3,Crisis -> CrisisReliefCarry -> StopManagedPanicRecovery -> SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12,scenario:Crisis:crisis_carry_h8_sl048_tp12,Crisis -> CrisisReliefCarry -> StopManagedPanicRecovery -> SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12,bull,0.537256,0.800000,0.532189,pass,0.500000,path_prob_lower_bound=0.532 min_path_prob=0.500,matured_success,true,1.000000,1.000000,0.222222,4.500000,4.500000,SRC_ROOT_CARRY_LONG_220646:unknown,0.333333,0.666667,0.500000,0.537256,0.833333,0.569810,0.647059,0.833333,0.777451,,,,
structural-path-ranking-target-v1,SRC_ROOT_CARRY_LONG_220646,2026-05-11T15:19:24Z,structural-feedback-history:SRC_ROOT_CARRY_LONG_220646:a60d5382295d93c1,1,4,Crisis -> CrisisReliefCarry -> StopManagedPanicRecovery -> SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12,scenario:Crisis:crisis_carry_h8_sl048_tp12,Crisis -> CrisisReliefCarry -> StopManagedPanicRecovery -> SourceRootStopCarryLongHorizonV1:crisis_carry_h8_sl048_tp12,bull,0.537256,0.833333,0.602325,pass,0.500000,path_prob_lower_bound=0.602 min_path_prob=0.500,matured_success,true,1.000000,1.000000,0.537256,1.861310,1.861310,SRC_ROOT_CARRY_LONG_220646:manipulation_expansion,0.537256,1.000000,0.500000,0.537256,0.833333,0.569810,0.666667,0.833333,0.537256,,,,
