source_lane,path,file_kind,status,reason,symbol,timeframe,columns,matching_columns
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/AAPL_USD-1d.feather,feather,ohlcv_only,"usable market data, but no independent root labels",AAPL_USD,1d,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/AVAX_USDT-1d.feather,feather,ohlcv_only,"usable market data, but no independent root labels",AVAX_USDT,1d,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/AVAX_USDT-1h.feather,feather,ohlcv_only,"usable market data, but no independent root labels",AVAX_USDT,1h,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/AVAX_USDT-4h.feather,feather,ohlcv_only,"usable market data, but no independent root labels",AVAX_USDT,4h,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/BNB_USDT-1d.feather,feather,ohlcv_only,"usable market data, but no independent root labels",BNB_USDT,1d,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/BNB_USDT-1h.feather,feather,ohlcv_only,"usable market data, but no independent root labels",BNB_USDT,1h,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/BNB_USDT-4h.feather,feather,ohlcv_only,"usable market data, but no independent root labels",BNB_USDT,4h,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/BTCY_USD-1d.feather,feather,ohlcv_only,"usable market data, but no independent root labels",BTCY_USD,1d,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/BTC_USDT-1d.feather,feather,ohlcv_only,"usable market data, but no independent root labels",BTC_USDT,1d,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/BTC_USDT-1h.feather,feather,ohlcv_only,"usable market data, but no independent root labels",BTC_USDT,1h,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/BTC_USDT-4h.feather,feather,ohlcv_only,"usable market data, but no independent root labels",BTC_USDT,4h,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/DIA_USD-15m.feather,feather,ohlcv_only,"usable market data, but no independent root labels",DIA_USD,15m,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/DIA_USD-1h.feather,feather,ohlcv_only,"usable market data, but no independent root labels",DIA_USD,1h,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/DIA_USD-4h.feather,feather,ohlcv_only,"usable market data, but no independent root labels",DIA_USD,4h,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/ES_USD-1d.feather,feather,ohlcv_only,"usable market data, but no independent root labels",ES_USD,1d,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/ETH_USDT-1d.feather,feather,ohlcv_only,"usable market data, but no independent root labels",ETH_USDT,1d,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/ETH_USDT-1h.feather,feather,ohlcv_only,"usable market data, but no independent root labels",ETH_USDT,1h,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/ETH_USDT-4h.feather,feather,ohlcv_only,"usable market data, but no independent root labels",ETH_USDT,4h,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/EUR_USD-1d.feather,feather,ohlcv_only,"usable market data, but no independent root labels",EUR_USD,1d,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/GLD_USD-15m.feather,feather,ohlcv_only,"usable market data, but no independent root labels",GLD_USD,15m,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/GLD_USD-1h.feather,feather,ohlcv_only,"usable market data, but no independent root labels",GLD_USD,1h,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/GLD_USD-4h.feather,feather,ohlcv_only,"usable market data, but no independent root labels",GLD_USD,4h,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/IWM_USD-15m.feather,feather,ohlcv_only,"usable market data, but no independent root labels",IWM_USD,15m,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/IWM_USD-1h.feather,feather,ohlcv_only,"usable market data, but no independent root labels",IWM_USD,1h,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/IWM_USD-4h.feather,feather,ohlcv_only,"usable market data, but no independent root labels",IWM_USD,4h,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/NQ_USD-15m.feather,feather,ohlcv_only,"usable market data, but no independent root labels",NQ_USD,15m,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/NQ_USD-1d.feather,feather,ohlcv_only,"usable market data, but no independent root labels",NQ_USD,1d,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/NQ_USD-1h.feather,feather,ohlcv_only,"usable market data, but no independent root labels",NQ_USD,1h,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/NQ_USD-4h.feather,feather,ohlcv_only,"usable market data, but no independent root labels",NQ_USD,4h,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/NQ_USD-5m.feather,feather,ohlcv_only,"usable market data, but no independent root labels",NQ_USD,5m,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/QQQ_USD-1d.feather,feather,ohlcv_only,"usable market data, but no independent root labels",QQQ_USD,1d,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/QQQ_USD-1h.feather,feather,ohlcv_only,"usable market data, but no independent root labels",QQQ_USD,1h,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/QQQ_USD-4h.feather,feather,ohlcv_only,"usable market data, but no independent root labels",QQQ_USD,4h,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/SOL_USDT-1d.feather,feather,ohlcv_only,"usable market data, but no independent root labels",SOL_USDT,1d,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/SOL_USDT-1h.feather,feather,ohlcv_only,"usable market data, but no independent root labels",SOL_USDT,1h,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/SOL_USDT-4h.feather,feather,ohlcv_only,"usable market data, but no independent root labels",SOL_USDT,4h,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/SPY_USD-15m.feather,feather,ohlcv_only,"usable market data, but no independent root labels",SPY_USD,15m,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/SPY_USD-1d.feather,feather,ohlcv_only,"usable market data, but no independent root labels",SPY_USD,1d,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/SPY_USD-1h.feather,feather,ohlcv_only,"usable market data, but no independent root labels",SPY_USD,1h,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/SPY_USD-4h.feather,feather,ohlcv_only,"usable market data, but no independent root labels",SPY_USD,4h,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/options/binance_BTC.csv,csv,no_root_label_columns,schema does not contain MainRegimeV2 root labels,,,snapshot_utc;underlying;symbol;expiry;strike;side;mark_price;mark_iv;delta;gamma;theta;vega;high_price_limit;low_price_limit,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/options/bybit_BTC.csv,csv,no_root_label_columns,schema does not contain MainRegimeV2 root labels,,,snapshot_utc;underlying;symbol;expiry;strike;side;settle;mark_price;mark_iv;delta;gamma;theta;vega;open_interest;volume_24h;bid_price;ask_price;underlying_price,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/raw/AAPL_1d.csv,csv,ohlcv_only,"usable market data, but no independent root labels",AAPL,1d,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/raw/BTC-USD_1d.csv,csv,ohlcv_only,"usable market data, but no independent root labels",BTC-USD,1d,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/raw/ES_F_1d.csv,csv,ohlcv_only,"usable market data, but no independent root labels",ES_F,1d,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/raw/EURUSD_X_1d.csv,csv,ohlcv_only,"usable market data, but no independent root labels",EURUSD_X,1d,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/raw/SPY_1d.csv,csv,ohlcv_only,"usable market data, but no independent root labels",SPY,1d,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/raw/binance_BTCUSDT_1d.csv,csv,ohlcv_only,"usable market data, but no independent root labels",binance_BTCUSDT,1d,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/raw/bybit_BTCUSDT_linear_1d.csv,csv,ohlcv_only,"usable market data, but no independent root labels",bybit_BTCUSDT_linear,1d,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/raw/kraken_AAPLx_1d.csv,csv,ohlcv_only,"usable market data, but no independent root labels",kraken_AAPLx,1d,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/raw/kraken_EURUSD_1d.csv,csv,ohlcv_only,"usable market data, but no independent root labels",kraken_EURUSD,1d,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/raw/kraken_PF_SPX_1d.csv,csv,ohlcv_only,"usable market data, but no independent root labels",kraken_PF_SPX,1d,date;open;high;low;close;volume,
auto_quant_cache,/Users/thrill3r/Auto-Quant/user_data/data/raw/kraken_SPYx_1d.csv,csv,ohlcv_only,"usable market data, but no independent root labels",kraken_SPYx,1d,date;open;high;low;close;volume,
