path,basename,parent,size_bytes,mtime_epoch,mtime_iso_local,match_kind,sha256_if_small,under_required_root
/tmp/ict-engine-cboe-futures-market-data-headers.txt,ict-engine-cboe-futures-market-data-headers.txt,/tmp,1174,1778518047,2026-05-12T00:47:27+08:00,keyword_path_or_filename,c20170b9841335fde9e9afbdfc9ab2f63a1cfcb86c0e43ca58919c8cae954cd7,False
/tmp/ict-engine-r6-cme-delta-jsoncheck-final.out,ict-engine-r6-cme-delta-jsoncheck-final.out,/tmp,2550,1778533299,2026-05-12T05:01:39+08:00,keyword_path_or_filename,ad3b08dffbe9b5c702f6c189b7630392fa59ad0685cbbda1e8099ba6045d6648,False
/tmp/current_state_audit_after_v62_owner_export_v1.final.jsoncheck,current_state_audit_after_v62_owner_export_v1.final.jsoncheck,/tmp,16999,1778517109,2026-05-12T00:31:49+08:00,keyword_path_or_filename,95b22e0a2f46962d82ed067109c29829f7b14f3a281278455699ebd988373492,False
/tmp/ict-engine-cme-mbo.html,ict-engine-cme-mbo.html,/tmp,602,1778517853,2026-05-12T00:44:13+08:00,keyword_path_or_filename,eecde3fafbde4090c30e610a7ed4b8d877f8351c0490e4189574890e8a5a4f7e,False
/tmp/ict-engine-cme-datamine.html,ict-engine-cme-datamine.html,/tmp,602,1778517853,2026-05-12T00:44:13+08:00,keyword_path_or_filename,eecde3fafbde4090c30e610a7ed4b8d877f8351c0490e4189574890e8a5a4f7e,False
/tmp/oystacher_policy_jsoncheck,oystacher_policy_jsoncheck,/tmp,19332,1778517369,2026-05-12T00:36:09+08:00,keyword_path_or_filename,3e4f1290ccc2ee89ba24294c221ae0c61b701b1d6bd54ace3e631e49c0771b6d,False
/tmp/r6_oystacher_approval_decision_package_v1.json.valid,r6_oystacher_approval_decision_package_v1.json.valid,/tmp,7249,1778517559,2026-05-12T00:39:19+08:00,keyword_path_or_filename,71407847f90a15035c53d44091701fd47d5c46bb1fdca894db10ffd59739f54c,False
/tmp/ict-engine-cboe-oof.html,ict-engine-cboe-oof.html,/tmp,377477,1778518047,2026-05-12T00:47:27+08:00,keyword_path_or_filename,2277b06a2a703a8a28ef055be523b46e48af150adfa8d14fdf330bd4ae75d498,False
/tmp/ict-engine-oystacher-exhibit-a.pdf,ict-engine-oystacher-exhibit-a.pdf,/tmp,1132071,1778517937,2026-05-12T00:45:37+08:00,keyword_path_or_filename,3ceb2758093d3ec9ec1a861ee1ab52074175517b158ffb50aff014ddac017a66,False
/tmp/r6_oystacher_local_control_path_disposition_v1.rerun.out,r6_oystacher_local_control_path_disposition_v1.rerun.out,/tmp,1315,1778517588,2026-05-12T00:39:48+08:00,keyword_path_or_filename,38a29d4a52556d1bc6c470f618fe7b44579fff34db9d39616bd6f5b17d376c1a,False
/tmp/ict-engine-r6-oystacher-normal-control-preflight-v1.verify.out,ict-engine-r6-oystacher-normal-control-preflight-v1.verify.out,/tmp,363,1778517600,2026-05-12T00:40:00+08:00,keyword_path_or_filename,8991617b377b8c3075cf0dd5a2476683be165b8b88e29a5c48a6405285e1856c,False
/tmp/ict-engine-r6-oystacher-normal-control-preflight-v1.rerun.out,ict-engine-r6-oystacher-normal-control-preflight-v1.rerun.out,/tmp,363,1778517492,2026-05-12T00:38:12+08:00,keyword_path_or_filename,8991617b377b8c3075cf0dd5a2476683be165b8b88e29a5c48a6405285e1856c,False
/tmp/ict-engine-justia-oystacher.html,ict-engine-justia-oystacher.html,/tmp,5618,1778517854,2026-05-12T00:44:14+08:00,keyword_path_or_filename,0454e506eb9db4076e2b581c687cca7136d4f640feedce8af1e5db52d8b829d2,False
/tmp/ict-engine-cboe-futures-market-data.html,ict-engine-cboe-futures-market-data.html,/tmp,608422,1778518048,2026-05-12T00:47:28+08:00,keyword_path_or_filename,1847b26a3cae4e6ba9a86f64c62aff83b53725d93df0717cc65f858d33449d77,False
/tmp/r6_owner_export_presence_sweep_v1.jsoncheck,r6_owner_export_presence_sweep_v1.jsoncheck,/tmp,3445,1778516495,2026-05-12T00:21:35+08:00,keyword_path_or_filename,33160813ccf1b5c6fe66807ed825c6a7ceb685f6108050185367c1bdb5bd9e68,False
/tmp/ict-engine-cftc-oystacher-order.pdf,ict-engine-cftc-oystacher-order.pdf,/tmp,147602,1778517960,2026-05-12T00:46:00+08:00,keyword_path_or_filename,7d48312cb71fda354f52d4053d22cbea0b65f73587bd93d427ee2d5fa1703816,False
/tmp/current_state_audit_after_v62_owner_export_v1.jsoncheck,current_state_audit_after_v62_owner_export_v1.jsoncheck,/tmp,17685,1778517028,2026-05-12T00:30:28+08:00,keyword_path_or_filename,dc7e71c9ea3ae2a85152c95a74de697156aa638c072c339a3bed7cab7ff95685,False
/tmp/r6_owner_export_target_verifier_after_030300_v1.json.check,r6_owner_export_target_verifier_after_030300_v1.json.check,/tmp,1607,1778526545,2026-05-12T03:09:05+08:00,keyword_path_or_filename,4deda087796bf5531a2befe24525fa29d7c10bb08daa7f63593667170baec500,False
