protocol_version,symbol,generated_at,candidate_set_id,candidate_set_size,rank,path_id,scenario_id,path_label,regime_profit_branch_path,parent_regime_root,main_regime,sub_regime,sub_sub_regime_or_profit_factor,profit_factor,direction,raw_path_score,calibrated_path_prob,path_prob_lower_bound,execution_gate_status,execution_gate_min_path_prob,execution_gate_reason,pending_reward_state,maturity_mask,maturity_weight,calibrated_label,propensity_estimate,ips_weight,training_weight,regime_calibration_bucket,behavior_policy_probability,execution_propensity,target_policy_probability_confidence,target_policy_probability_lower_bound,target_policy_reward_prior,target_policy_reward_lower_bound,experience_prior,current_posterior,structural_baseline_score,score_model_family,score_source_kind,score_model_artifact_uri,score_generator
structural-path-ranking-target-v1,BOARD_A_YF_SPY_193417,2026-05-12T11:40:07Z,structural-candidates:BOARD_A_YF_SPY_193417:f071ea51654edc41,3,1,Bull -> ProviderCryptoMomentum -> RsiMidlineExpansion -> ProviderCryptoMomentumStateV1,Bull -> ProviderCryptoMomentum -> RsiMidlineExpansion,Bull -> ProviderCryptoMomentum -> RsiMidlineExpansion -> ProviderCryptoMomentumStateV1,Bull -> ProviderCryptoMomentum -> RsiMidlineExpansion -> ProviderCryptoMomentumStateV1,Bull,Bull,ProviderCryptoMomentum,RsiMidlineExpansion,ProviderCryptoMomentumStateV1,bull,,,,,,,matured_success,true,1.000000,1.000000,0.287719,3.475614,3.475614,BOARD_A_YF_SPY_193417:trend,0.287934,0.999253,,,,,0.245325,0.245325,0.245325,,,,
structural-path-ranking-target-v1,BOARD_A_YF_SPY_193417,2026-05-12T11:40:07Z,structural-candidates:BOARD_A_YF_SPY_193417:f071ea51654edc41,3,2,Range -> ProviderCryptoPullback -> MeanRevertBounce -> ProviderCryptoPullbackRevertV1,Range -> ProviderCryptoPullback -> MeanRevertBounce,Range -> ProviderCryptoPullback -> MeanRevertBounce -> ProviderCryptoPullbackRevertV1,Range -> ProviderCryptoPullback -> MeanRevertBounce -> ProviderCryptoPullbackRevertV1,Range,Range,ProviderCryptoPullback,MeanRevertBounce,ProviderCryptoPullbackRevertV1,bull,,,,,,,matured_success,true,1.000000,1.000000,0.090763,5.000000,5.000000,BOARD_A_YF_SPY_193417:trend,0.170580,0.532084,,,,,0.484457,0.000000,0.145337,,,,
structural-path-ranking-target-v1,BOARD_A_YF_SPY_193417,2026-05-12T11:40:07Z,structural-candidates:BOARD_A_YF_SPY_193417:f071ea51654edc41,3,3,path:scenario:BOARD_A_YF_SPY_193417:belief_regime_node:trend:trend_follow_through:primary,scenario:BOARD_A_YF_SPY_193417:belief_regime_node:trend:trend_follow_through,trend_follow_through,,,,,,,Observe,,,,,,,unobserved,false,0.000000,,,,,BOARD_A_YF_SPY_193417:trend,0.541487,,,,,,0.250000,0.551939,0.461357,,,,
structural-path-ranking-target-v1,BOARD_A_IBKR_SPY_193417,2026-05-12T11:40:59Z,structural-candidates:BOARD_A_IBKR_SPY_193417:a84c8f0d9dfdc52b,3,1,Bull -> ProviderCryptoMomentum -> RsiMidlineExpansion -> ProviderCryptoMomentumStateV1,Bull -> ProviderCryptoMomentum -> RsiMidlineExpansion,Bull -> ProviderCryptoMomentum -> RsiMidlineExpansion -> ProviderCryptoMomentumStateV1,Bull -> ProviderCryptoMomentum -> RsiMidlineExpansion -> ProviderCryptoMomentumStateV1,Bull,Bull,ProviderCryptoMomentum,RsiMidlineExpansion,ProviderCryptoMomentumStateV1,bull,,,,,,,matured_success,true,1.000000,1.000000,0.285315,3.504894,3.504894,BOARD_A_IBKR_SPY_193417:trend,0.285529,0.999253,,,,,0.245325,0.245325,0.245325,,,,
structural-path-ranking-target-v1,BOARD_A_IBKR_SPY_193417,2026-05-12T11:40:59Z,structural-candidates:BOARD_A_IBKR_SPY_193417:a84c8f0d9dfdc52b,3,2,Range -> ProviderCryptoPullback -> MeanRevertBounce -> ProviderCryptoPullbackRevertV1,Range -> ProviderCryptoPullback -> MeanRevertBounce,Range -> ProviderCryptoPullback -> MeanRevertBounce -> ProviderCryptoPullbackRevertV1,Range -> ProviderCryptoPullback -> MeanRevertBounce -> ProviderCryptoPullbackRevertV1,Range,Range,ProviderCryptoPullback,MeanRevertBounce,ProviderCryptoPullbackRevertV1,bull,,,,,,,matured_success,true,1.000000,1.000000,0.089943,5.000000,5.000000,BOARD_A_IBKR_SPY_193417:trend,0.169277,0.531335,,,,,0.484809,0.000000,0.145443,,,,
structural-path-ranking-target-v1,BOARD_A_IBKR_SPY_193417,2026-05-12T11:40:59Z,structural-candidates:BOARD_A_IBKR_SPY_193417:a84c8f0d9dfdc52b,3,3,path:scenario:BOARD_A_IBKR_SPY_193417:belief_regime_node:trend:trend_follow_through:primary,scenario:BOARD_A_IBKR_SPY_193417:belief_regime_node:trend:trend_follow_through,trend_follow_through,,,,,,,Observe,,,,,,,unobserved,false,0.000000,,,,,BOARD_A_IBKR_SPY_193417:trend,0.545194,,,,,,0.250000,0.562042,0.468429,,,,
structural-path-ranking-target-v1,BOARD_A_BINANCE_BTC_193417,2026-05-12T11:46:55Z,structural-candidates:BOARD_A_BINANCE_BTC_193417:7593a29deab0cd1d,3,1,Bull -> ProviderCryptoMomentum -> RsiMidlineExpansion -> ProviderCryptoMomentumStateV1,Bull -> ProviderCryptoMomentum -> RsiMidlineExpansion,Bull -> ProviderCryptoMomentum -> RsiMidlineExpansion -> ProviderCryptoMomentumStateV1,Bull -> ProviderCryptoMomentum -> RsiMidlineExpansion -> ProviderCryptoMomentumStateV1,Bull,Bull,ProviderCryptoMomentum,RsiMidlineExpansion,ProviderCryptoMomentumStateV1,bull,,,,,,,matured_success,true,1.000000,1.000000,0.291846,3.426467,3.426467,BOARD_A_BINANCE_BTC_193417:range,0.292064,0.999253,,,,,0.245325,0.245325,0.245325,,,,
structural-path-ranking-target-v1,BOARD_A_BINANCE_BTC_193417,2026-05-12T11:46:55Z,structural-candidates:BOARD_A_BINANCE_BTC_193417:7593a29deab0cd1d,3,2,Range -> ProviderCryptoPullback -> MeanRevertBounce -> ProviderCryptoPullbackRevertV1,Range -> ProviderCryptoPullback -> MeanRevertBounce,Range -> ProviderCryptoPullback -> MeanRevertBounce -> ProviderCryptoPullbackRevertV1,Range -> ProviderCryptoPullback -> MeanRevertBounce -> ProviderCryptoPullbackRevertV1,Range,Range,ProviderCryptoPullback,MeanRevertBounce,ProviderCryptoPullbackRevertV1,bull,,,,,,,matured_success,true,1.000000,1.000000,0.091994,5.000000,5.000000,BOARD_A_BINANCE_BTC_193417:range,0.173166,0.531248,,,,,0.484849,0.000000,0.145455,,,,
structural-path-ranking-target-v1,BOARD_A_BINANCE_BTC_193417,2026-05-12T11:46:55Z,structural-candidates:BOARD_A_BINANCE_BTC_193417:7593a29deab0cd1d,3,3,path:scenario:BOARD_A_BINANCE_BTC_193417:belief_regime_node:range:range_mean_reversion:primary,scenario:BOARD_A_BINANCE_BTC_193417:belief_regime_node:range:range_mean_reversion,range_mean_reversion,,,,,,,favor_mean_reversion_only,,,,,,,unobserved,false,0.000000,,,,,BOARD_A_BINANCE_BTC_193417:range,0.534770,,,,,,0.250000,0.534559,0.449191,,,,
structural-path-ranking-target-v1,BOARD_A_BYBIT_BTC_193417,2026-05-12T11:47:21Z,structural-candidates:BOARD_A_BYBIT_BTC_193417:3c34f58399ca4dbd,3,1,Bull -> ProviderCryptoMomentum -> RsiMidlineExpansion -> ProviderCryptoMomentumStateV1,Bull -> ProviderCryptoMomentum -> RsiMidlineExpansion,Bull -> ProviderCryptoMomentum -> RsiMidlineExpansion -> ProviderCryptoMomentumStateV1,Bull -> ProviderCryptoMomentum -> RsiMidlineExpansion -> ProviderCryptoMomentumStateV1,Bull,Bull,ProviderCryptoMomentum,RsiMidlineExpansion,ProviderCryptoMomentumStateV1,bull,,,,,,,matured_success,true,1.000000,1.000000,0.294798,3.392152,3.392152,BOARD_A_BYBIT_BTC_193417:range,0.295018,0.999253,,,,,0.245325,0.245325,0.245325,,,,
