date,open,high,low,close,volume
2026-04-01 00:00:00+00:00,24036.25,24048.25,23992.25,24036.25,0.0
2026-04-01 01:00:00+00:00,24037.0,24042.25,23967.0,23976.25,8584.0
2026-04-01 02:00:00+00:00,23978.25,23996.25,23956.25,23966.25,4265.0
2026-04-01 03:00:00+00:00,23966.75,23993.5,23963.25,23980.0,2566.0
2026-04-01 04:00:00+00:00,23986.5,24022.5,23978.5,24011.75,3423.0
2026-04-01 05:00:00+00:00,24013.75,24073.75,24007.5,24041.25,6056.0
2026-04-01 06:00:00+00:00,24041.5,24176.75,24039.0,24169.0,14145.0
2026-04-01 07:00:00+00:00,24169.5,24181.25,24072.25,24079.25,12598.0
2026-04-01 08:00:00+00:00,24078.75,24106.5,24026.75,24071.75,13812.0
2026-04-01 09:00:00+00:00,24072.0,24090.75,24003.5,24068.0,9643.0
2026-04-01 10:00:00+00:00,24070.75,24140.0,24050.75,24127.0,9252.0
2026-04-01 11:00:00+00:00,24128.5,24205.0,24123.5,24191.0,12640.0
2026-04-01 12:00:00+00:00,24189.75,24246.0,24050.0,24062.25,26755.0
2026-04-01 13:00:00+00:00,24061.0,24194.75,24036.0,24120.75,72136.0
2026-04-01 14:00:00+00:00,24121.75,24270.0,24108.75,24260.0,81192.0
2026-04-01 15:00:00+00:00,24260.25,24327.0,24229.75,24313.25,50782.0
2026-04-01 16:00:00+00:00,24314.0,24330.75,24288.25,24318.75,31162.0
2026-04-01 17:00:00+00:00,24319.75,24348.25,24265.5,24266.75,30558.0
2026-04-01 18:00:00+00:00,24266.75,24273.5,24124.5,24159.0,65668.0
2026-04-01 19:00:00+00:00,24159.0,24255.75,24153.75,24200.5,67048.0
2026-04-01 20:00:00+00:00,24200.75,24215.75,24176.5,24187.25,14019.0
2026-04-01 22:00:00+00:00,24180.0,24206.0,24158.0,24170.5,0.0
2026-04-01 23:00:00+00:00,24170.5,24203.75,24159.25,24183.5,4001.0
2026-04-02 00:00:00+00:00,24183.0,24245.75,24154.5,24236.25,8899.0
2026-04-02 01:00:00+00:00,24236.0,24240.0,23912.5,23938.5,29502.0
2026-04-02 02:00:00+00:00,23940.5,23967.0,23856.0,23884.75,12721.0
2026-04-02 03:00:00+00:00,23885.5,23894.75,23815.0,23821.5,6968.0
2026-04-02 04:00:00+00:00,23814.75,23841.25,23795.0,23803.0,5628.0
2026-04-02 05:00:00+00:00,23805.25,23827.0,23753.75,23756.0,7011.0
2026-04-02 06:00:00+00:00,23757.5,23819.0,23752.5,23815.5,8093.0
2026-04-02 07:00:00+00:00,23815.75,23882.0,23795.25,23879.25,9047.0
2026-04-02 08:00:00+00:00,23878.5,23881.75,23823.25,23834.75,7576.0
2026-04-02 09:00:00+00:00,23835.25,23860.0,23818.5,23830.25,4240.0
2026-04-02 10:00:00+00:00,23831.5,23840.75,23775.0,23813.25,6922.0
2026-04-02 11:00:00+00:00,23811.75,23822.0,23682.0,23682.75,12650.0
2026-04-02 12:00:00+00:00,23684.0,23757.75,23666.0,23725.5,17328.0
2026-04-02 13:00:00+00:00,23725.25,23908.25,23678.0,23898.0,71195.0
2026-04-02 14:00:00+00:00,23897.75,24266.75,23859.0,24175.0,125169.0
2026-04-02 15:00:00+00:00,24174.5,24214.5,24089.0,24136.0,67292.0
2026-04-02 16:00:00+00:00,24136.0,24177.0,24057.5,24121.0,42629.0
2026-04-02 17:00:00+00:00,24120.5,24182.75,24063.5,24090.75,31591.0
2026-04-02 18:00:00+00:00,24091.25,24165.0,24091.0,24140.5,29013.0
2026-04-02 19:00:00+00:00,24141.0,24225.75,24135.0,24220.75,39924.0
2026-04-02 20:00:00+00:00,24220.75,24233.75,24199.75,24219.5,15092.0
2026-04-02 22:00:00+00:00,24219.5,24219.5,24177.5,24203.5,0.0
2026-04-02 23:00:00+00:00,24203.0,24216.75,24189.0,24213.25,2354.0
2026-04-03 00:00:00+00:00,24214.75,24255.0,24212.5,24225.25,4350.0
2026-04-03 01:00:00+00:00,24226.0,24231.75,24195.75,24196.75,2437.0
2026-04-03 02:00:00+00:00,24196.0,24205.5,24150.5,24181.25,4356.0
2026-04-03 03:00:00+00:00,24180.25,24192.5,24161.0,24168.0,2514.0
2026-04-05 22:00:00+00:00,24093.5,24097.0,23981.5,24079.25,17807.0
2026-04-05 23:00:00+00:00,24079.25,24094.5,24041.0,24091.75,10617.0
2026-04-06 00:00:00+00:00,24091.5,24216.0,24087.75,24208.75,9766.0
2026-04-06 01:00:00+00:00,24209.75,24240.0,24183.75,24193.75,6187.0
2026-04-06 02:00:00+00:00,24193.25,24326.75,24188.25,24223.0,11065.0
2026-04-06 03:00:00+00:00,24223.0,24230.0,24120.5,24212.25,7597.0
2026-04-06 04:00:00+00:00,24213.0,24265.0,24207.75,24253.5,4463.0
2026-04-06 05:00:00+00:00,24253.0,24268.0,24212.0,24232.75,3300.0
2026-04-06 06:00:00+00:00,24232.25,24290.25,24215.75,24255.5,6890.0
2026-04-06 07:00:00+00:00,24257.25,24325.5,24207.25,24309.5,7194.0
2026-04-06 08:00:00+00:00,24310.0,24393.25,24308.75,24370.5,8047.0
2026-04-06 09:00:00+00:00,24370.5,24398.25,24332.0,24337.5,5501.0
2026-04-06 10:00:00+00:00,24338.0,24359.0,24262.5,24315.5,7059.0
2026-04-06 11:00:00+00:00,24315.5,24316.5,24282.0,24306.5,6617.0
2026-04-06 12:00:00+00:00,24306.0,24338.0,24288.25,24307.0,8335.0
2026-04-06 13:00:00+00:00,24307.5,24416.75,24245.75,24411.75,62842.0
2026-04-06 14:00:00+00:00,24411.5,24452.25,24262.25,24306.25,75644.0
2026-04-06 15:00:00+00:00,24306.25,24337.5,24252.25,24323.25,37674.0
2026-04-06 16:00:00+00:00,24324.0,24346.75,24283.25,24309.25,25550.0
2026-04-06 17:00:00+00:00,24309.0,24334.25,24202.75,24263.5,37072.0
2026-04-06 18:00:00+00:00,24264.5,24364.25,24245.5,24351.25,31897.0
2026-04-06 19:00:00+00:00,24351.5,24376.25,24326.25,24363.0,31050.0
2026-04-06 20:00:00+00:00,24363.25,24370.0,24334.0,24349.75,10997.0
2026-04-06 22:00:00+00:00,24348.75,24384.0,24299.75,24303.25,0.0
2026-04-06 23:00:00+00:00,24302.25,24333.0,24298.25,24299.5,2947.0
2026-04-07 00:00:00+00:00,24299.25,24358.5,24278.75,24303.5,7523.0
2026-04-07 01:00:00+00:00,24303.0,24310.5,24168.25,24177.0,9726.0
2026-04-07 02:00:00+00:00,24178.75,24220.25,24153.0,24211.0,6819.0
2026-04-07 03:00:00+00:00,24212.5,24231.5,24192.75,24223.5,3099.0
2026-04-07 04:00:00+00:00,24214.75,24264.0,24198.25,24247.25,3809.0
