provider_key_from_path,strategy_from_path,trade_id,row_symbol,row_auto_quant_run_id,branch_complete,has_outcome,market_factor_feedback_allowed,evidence_class,blocked_reason,missing_fields
binance_public,ProviderCryptoMomentumStateV1,yahoo_btc_pullback_precision_104902_ProviderCryptoMomentumStateV1_BTC_USDT_1775358000000_1775368800000_1,B2R_YAHOO_BTC_PULLBACK_PRECISION_104902,20260512T104902+0800-codex-board-b-yahoo-btc-pullback-precision-aq-v1,True,True,False,chain_contract_negative_sample,minimum_layered_schema_incomplete,provider_provenance;pre_bayes_filter_state;bbn_posterior;catboost_path_ranker_label;execution_tree_decision;failure_reason;quality_weight
binance_public,ProviderCryptoMomentumStateV1,yahoo_btc_pullback_precision_104902_ProviderCryptoMomentumStateV1_BTC_USDT_1775404800000_1775430000000_2,B2R_YAHOO_BTC_PULLBACK_PRECISION_104902,20260512T104902+0800-codex-board-b-yahoo-btc-pullback-precision-aq-v1,True,True,False,chain_contract_negative_sample,minimum_layered_schema_incomplete,provider_provenance;pre_bayes_filter_state;bbn_posterior;catboost_path_ranker_label;execution_tree_decision;failure_reason;quality_weight
binance_public,ProviderCryptoMomentumStateV1,yahoo_btc_pullback_precision_104902_ProviderCryptoMomentumStateV1_BTC_USDT_1775552400000_1775559600000_3,B2R_YAHOO_BTC_PULLBACK_PRECISION_104902,20260512T104902+0800-codex-board-b-yahoo-btc-pullback-precision-aq-v1,True,True,False,chain_contract_negative_sample,minimum_layered_schema_incomplete,provider_provenance;pre_bayes_filter_state;bbn_posterior;catboost_path_ranker_label;execution_tree_decision;failure_reason;quality_weight
binance_public,ProviderCryptoMomentumStateV1,yahoo_btc_pullback_precision_104902_ProviderCryptoMomentumStateV1_BTC_USDT_1775584800000_1775599200000_4,B2R_YAHOO_BTC_PULLBACK_PRECISION_104902,20260512T104902+0800-codex-board-b-yahoo-btc-pullback-precision-aq-v1,True,True,False,chain_contract_negative_sample,minimum_layered_schema_incomplete,provider_provenance;pre_bayes_filter_state;bbn_posterior;catboost_path_ranker_label;execution_tree_decision;failure_reason;quality_weight
binance_public,ProviderCryptoMomentumStateV1,yahoo_btc_pullback_precision_104902_ProviderCryptoMomentumStateV1_BTC_USDT_1775703600000_1775710800000_5,B2R_YAHOO_BTC_PULLBACK_PRECISION_104902,20260512T104902+0800-codex-board-b-yahoo-btc-pullback-precision-aq-v1,True,True,False,chain_contract_negative_sample,minimum_layered_schema_incomplete,provider_provenance;pre_bayes_filter_state;bbn_posterior;catboost_path_ranker_label;execution_tree_decision;failure_reason;quality_weight
binance_public,ProviderCryptoMomentumStateV1,yahoo_btc_pullback_precision_104902_ProviderCryptoMomentumStateV1_BTC_USDT_1775718000000_1775743200000_6,B2R_YAHOO_BTC_PULLBACK_PRECISION_104902,20260512T104902+0800-codex-board-b-yahoo-btc-pullback-precision-aq-v1,True,True,False,chain_contract_negative_sample,minimum_layered_schema_incomplete,provider_provenance;pre_bayes_filter_state;bbn_posterior;catboost_path_ranker_label;execution_tree_decision;failure_reason;quality_weight
binance_public,ProviderCryptoMomentumStateV1,yahoo_btc_pullback_precision_104902_ProviderCryptoMomentumStateV1_BTC_USDT_1775746800000_1775772000000_7,B2R_YAHOO_BTC_PULLBACK_PRECISION_104902,20260512T104902+0800-codex-board-b-yahoo-btc-pullback-precision-aq-v1,True,True,False,chain_contract_negative_sample,minimum_layered_schema_incomplete,provider_provenance;pre_bayes_filter_state;bbn_posterior;catboost_path_ranker_label;execution_tree_decision;failure_reason;quality_weight
binance_public,ProviderCryptoMomentumStateV1,yahoo_btc_pullback_precision_104902_ProviderCryptoMomentumStateV1_BTC_USDT_1775815200000_1775952000000_8,B2R_YAHOO_BTC_PULLBACK_PRECISION_104902,20260512T104902+0800-codex-board-b-yahoo-btc-pullback-precision-aq-v1,True,True,False,chain_contract_negative_sample,minimum_layered_schema_incomplete,provider_provenance;pre_bayes_filter_state;bbn_posterior;catboost_path_ranker_label;execution_tree_decision;failure_reason;quality_weight
binance_public,ProviderCryptoMomentumStateV1,yahoo_btc_pullback_precision_104902_ProviderCryptoMomentumStateV1_BTC_USDT_1776088800000_1776117600000_9,B2R_YAHOO_BTC_PULLBACK_PRECISION_104902,20260512T104902+0800-codex-board-b-yahoo-btc-pullback-precision-aq-v1,True,True,False,chain_contract_negative_sample,minimum_layered_schema_incomplete,provider_provenance;pre_bayes_filter_state;bbn_posterior;catboost_path_ranker_label;execution_tree_decision;failure_reason;quality_weight
binance_public,ProviderCryptoMomentumStateV1,yahoo_btc_pullback_precision_104902_ProviderCryptoMomentumStateV1_BTC_USDT_1776211200000_1776236400000_10,B2R_YAHOO_BTC_PULLBACK_PRECISION_104902,20260512T104902+0800-codex-board-b-yahoo-btc-pullback-precision-aq-v1,True,True,False,chain_contract_negative_sample,minimum_layered_schema_incomplete,provider_provenance;pre_bayes_filter_state;bbn_posterior;catboost_path_ranker_label;execution_tree_decision;failure_reason;quality_weight
