timestamp,open,high,low,close,volume
2026-03-31 09:00:00+00:00,66736.5,66897.0,65950.0,66096.2,7264.003
2026-03-31 10:00:00+00:00,66096.2,66458.1,66062.5,66322.9,3891.517
2026-03-31 11:00:00+00:00,66322.9,66847.3,66192.2,66649.7,5296.665
2026-03-31 12:00:00+00:00,66649.7,66925.2,66480.3,66611.2,3001.736
2026-03-31 13:00:00+00:00,66611.2,67400.0,66611.1,67270.1,6155.404
2026-03-31 14:00:00+00:00,67270.1,67744.7,66403.4,66562.9,9991.963
2026-03-31 15:00:00+00:00,66562.9,67267.1,66562.9,66710.0,7091.623
2026-03-31 16:00:00+00:00,66710.0,67993.8,66699.0,67644.7,7267.616
2026-03-31 17:00:00+00:00,67644.7,68599.9,67366.7,67500.0,11110.089
2026-03-31 18:00:00+00:00,67500.0,67921.5,67495.0,67813.9,2706.31
2026-03-31 19:00:00+00:00,67813.9,67997.9,67664.3,67802.9,2197.837
2026-03-31 20:00:00+00:00,67802.9,68248.6,67790.6,68241.0,2528.51
2026-03-31 21:00:00+00:00,68241.0,68400.0,67838.4,68235.4,2522.011
2026-03-31 22:00:00+00:00,68235.4,68318.0,67919.7,68149.2,2087.362
2026-03-31 23:00:00+00:00,68149.2,68339.8,68033.7,68244.6,1476.668
2026-04-01 00:00:00+00:00,68244.6,68320.6,67813.0,68295.9,2704.358
2026-04-01 01:00:00+00:00,68295.9,68333.0,67706.5,67755.6,3056.08
2026-04-01 02:00:00+00:00,67755.6,67879.3,67543.8,67632.7,2160.018
2026-04-01 03:00:00+00:00,67632.7,68226.3,67632.7,68134.9,2236.369
2026-04-01 04:00:00+00:00,68134.9,68474.5,67973.7,68279.5,3062.72
2026-04-01 05:00:00+00:00,68279.5,68779.0,68119.0,68423.6,4398.96
2026-04-01 06:00:00+00:00,68423.6,69225.0,68423.6,69077.3,5908.293
2026-04-01 07:00:00+00:00,69077.3,69301.0,68643.0,68662.3,5453.299
2026-04-01 08:00:00+00:00,68662.3,68858.8,68428.0,68633.1,3596.5
2026-04-01 09:00:00+00:00,68633.1,68710.0,68342.7,68611.8,2469.061
2026-04-01 10:00:00+00:00,68611.8,68641.1,68373.5,68551.6,1565.81
2026-04-01 11:00:00+00:00,68551.6,68731.4,68472.0,68674.7,1495.706
2026-04-01 12:00:00+00:00,68674.7,68777.0,68222.2,68365.4,4707.483
2026-04-01 13:00:00+00:00,68365.4,68650.0,67831.7,68081.9,6434.917
2026-04-01 14:00:00+00:00,68081.9,68648.6,68016.0,68562.0,4023.607
2026-04-01 15:00:00+00:00,68562.0,68933.0,68380.4,68879.5,3447.392
2026-04-01 16:00:00+00:00,68879.5,68970.0,68572.1,68777.5,3584.28
2026-04-01 17:00:00+00:00,68777.5,69164.4,68203.9,68225.7,4565.764
2026-04-01 18:00:00+00:00,68225.7,68299.6,67900.0,68049.1,3734.885
2026-04-01 19:00:00+00:00,68049.1,68259.9,67985.3,68140.7,1775.709
2026-04-01 20:00:00+00:00,68140.7,68212.0,67922.0,68155.5,1207.658
2026-04-01 21:00:00+00:00,68155.5,68498.3,68130.0,68321.1,1789.677
2026-04-01 22:00:00+00:00,68321.1,68321.1,68030.0,68086.9,1202.77
2026-04-01 23:00:00+00:00,68086.9,68224.5,67955.2,68086.0,852.078
2026-04-02 00:00:00+00:00,68086.0,68645.7,68011.0,68556.9,2267.706
2026-04-02 01:00:00+00:00,68556.9,68556.9,67000.0,67317.8,14535.652
2026-04-02 02:00:00+00:00,67317.8,67319.8,66583.1,66820.1,4963.48
2026-04-02 03:00:00+00:00,66820.1,66933.1,66444.0,66540.0,3195.171
2026-04-02 04:00:00+00:00,66540.0,66615.1,66171.1,66290.1,3245.031
2026-04-02 05:00:00+00:00,66290.1,66605.7,66270.1,66550.1,2867.558
2026-04-02 06:00:00+00:00,66550.1,66783.3,66500.0,66649.0,2418.385
2026-04-02 07:00:00+00:00,66649.0,66900.0,66508.2,66889.0,2109.443
2026-04-02 08:00:00+00:00,66889.0,66889.1,66299.0,66414.9,2449.384
2026-04-02 09:00:00+00:00,66414.9,66492.9,66255.0,66429.1,2242.248
2026-04-02 10:00:00+00:00,66429.1,66474.1,66179.5,66424.7,1968.919
2026-04-02 11:00:00+00:00,66424.7,66450.0,66106.0,66176.4,2657.454
2026-04-02 12:00:00+00:00,66176.4,66215.1,65903.5,66013.2,4087.213
2026-04-02 13:00:00+00:00,66013.2,66273.9,65666.0,66236.8,6057.302
2026-04-02 14:00:00+00:00,66236.8,67081.1,66130.0,66829.6,9756.524
2026-04-02 15:00:00+00:00,66829.6,66970.4,66602.3,66814.9,3653.985
2026-04-02 16:00:00+00:00,66814.9,67288.0,66718.3,67054.7,4191.563
2026-04-02 17:00:00+00:00,67054.7,67403.9,66635.3,66653.5,5702.506
2026-04-02 18:00:00+00:00,66653.5,67041.9,66568.2,66949.9,2390.724
2026-04-02 19:00:00+00:00,66949.9,67083.5,66824.3,66946.3,2505.493
2026-04-02 20:00:00+00:00,66946.3,67089.8,66754.1,66911.5,1328.547
2026-04-02 21:00:00+00:00,66911.5,66983.3,66680.0,66913.0,1399.227
2026-04-02 22:00:00+00:00,66913.0,67013.3,66785.6,66954.1,979.504
2026-04-02 23:00:00+00:00,66954.1,67069.6,66818.5,66870.9,728.1
2026-04-03 00:00:00+00:00,66870.9,66976.3,66653.2,66758.7,1144.763
2026-04-03 01:00:00+00:00,66758.7,66890.4,66450.1,66592.9,2099.244
2026-04-03 02:00:00+00:00,66592.9,66720.8,66240.0,66503.3,3161.544
2026-04-03 03:00:00+00:00,66503.3,66696.4,66455.0,66544.4,1323.859
2026-04-03 04:00:00+00:00,66544.4,66662.4,66465.1,66578.2,792.01
2026-04-03 05:00:00+00:00,66578.2,66773.3,66373.0,66579.3,1657.975
2026-04-03 06:00:00+00:00,66579.3,66777.4,66516.1,66770.2,1367.445
2026-04-03 07:00:00+00:00,66770.2,67230.0,66720.9,67011.9,4519.368
2026-04-03 08:00:00+00:00,67011.9,67273.3,66876.0,66931.9,2665.12
2026-04-03 09:00:00+00:00,66931.9,66985.0,66707.5,66835.2,1980.678
2026-04-03 10:00:00+00:00,66835.2,66870.0,66647.2,66848.6,1308.508
2026-04-03 11:00:00+00:00,66848.6,67032.9,66784.6,66987.7,1548.497
2026-04-03 12:00:00+00:00,66987.7,67344.9,66600.0,66693.0,4709.297
