market,timeframe,variant_id,bars,trades,mean_profit_ratio,win_rate,net_return_R
SPY/YF,1d,breadth_vol_compression_breakout,3792,399,0.0013281357075824178,0.6090225563909775,0.5299261473253847
SPY/YF,1d,breadth_pullback_vix_falling,3792,3,0.006109034852940219,1.0,0.018327104558820657
SPY/YF,1d,risk_defense_spread_continuation,3792,256,0.0022943670052976077,0.62109375,0.5873579533561876
SPY/YF,1d,breadth_breakdown_short,3792,65,-0.00275276700008572,0.4307692307692308,-0.17892985500557182
SPY/YF,1d,defensive_stress_carry,3792,0,0.0,0.0,0.0
SPY/YF,1d,vol_expansion_failed_reclaim_short,3792,3,0.010657163813883734,0.6666666666666666,0.0319714914416512
SPY/YF,1d,low_vol_band_reversion,3792,95,0.0003394471113492765,0.47368421052631576,0.03224747557818127
SPY/YF,1d,breadth_neutral_range_fade,3792,0,0.0,0.0,0.0
SPY/YF,1d,vol_carry_mean_reversion,3792,38,-0.0024094085700314,0.34210526315789475,-0.09155752566119321
SPY/YF,1d,crisis_equity_breakdown_short,3792,4,-0.029239312995000176,0.5,-0.1169572519800007
SPY/YF,1d,crisis_tail_hedge_breakout,3792,0,0.0,0.0,0.0
SPY/YF,1d,crisis_panic_reversal,3792,0,0.0,0.0,0.0
QQQ/YF,1d,breadth_vol_compression_breakout,3792,370,0.0029733021105953234,0.6297297297297297,1.1001217809202697
QQQ/YF,1d,breadth_pullback_vix_falling,3792,7,-0.007128152652909878,0.42857142857142855,-0.049897068570369144
QQQ/YF,1d,risk_defense_spread_continuation,3792,252,0.003249497184681807,0.6349206349206349,0.8188732905398153
QQQ/YF,1d,breadth_breakdown_short,3792,63,-0.0044910631225266034,0.3968253968253968,-0.282936976719176
QQQ/YF,1d,defensive_stress_carry,3792,0,0.0,0.0,0.0
QQQ/YF,1d,vol_expansion_failed_reclaim_short,3792,1,-0.03520783076322192,0.0,-0.03520783076322192
QQQ/YF,1d,low_vol_band_reversion,3792,87,-0.0014926154972028864,0.4482758620689655,-0.1298575482566511
QQQ/YF,1d,breadth_neutral_range_fade,3792,0,0.0,0.0,0.0
QQQ/YF,1d,vol_carry_mean_reversion,3792,39,-0.00825283789492765,0.2564102564102564,-0.32186067790217837
QQQ/YF,1d,crisis_equity_breakdown_short,3792,3,-0.019128623354506723,0.0,-0.057385870063520174
QQQ/YF,1d,crisis_tail_hedge_breakout,3792,0,0.0,0.0,0.0
QQQ/YF,1d,crisis_panic_reversal,3792,0,0.0,0.0,0.0
IWM/YF,1d,breadth_vol_compression_breakout,3792,341,-0.00022803890224086098,0.49853372434017595,-0.07776126566413359
IWM/YF,1d,breadth_pullback_vix_falling,3792,21,-0.001595918450430234,0.47619047619047616,-0.03351428745903491
IWM/YF,1d,risk_defense_spread_continuation,3792,245,0.0025139095722000637,0.5265306122448979,0.6159078451890156
IWM/YF,1d,breadth_breakdown_short,3792,66,-0.001633280117232603,0.4090909090909091,-0.10779648773735179
IWM/YF,1d,defensive_stress_carry,3792,0,0.0,0.0,0.0
IWM/YF,1d,vol_expansion_failed_reclaim_short,3792,0,0.0,0.0,0.0
IWM/YF,1d,low_vol_band_reversion,3792,89,0.0011865688797434268,0.4943820224719101,0.10560463029716499
IWM/YF,1d,breadth_neutral_range_fade,3792,0,0.0,0.0,0.0
IWM/YF,1d,vol_carry_mean_reversion,3792,50,-0.003837433125508162,0.34,-0.1918716562754081
IWM/YF,1d,crisis_equity_breakdown_short,3792,2,0.03814571938190439,1.0,0.07629143876380878
IWM/YF,1d,crisis_tail_hedge_breakout,3792,0,0.0,0.0,0.0
IWM/YF,1d,crisis_panic_reversal,3792,0,0.0,0.0,0.0
DIA/YF,1d,breadth_vol_compression_breakout,3792,377,0.001247581170540658,0.5915119363395226,0.470338101293828
DIA/YF,1d,breadth_pullback_vix_falling,3792,5,-0.0044183496106462924,0.6,-0.022091748053231462
DIA/YF,1d,risk_defense_spread_continuation,3792,253,0.0021602109364951354,0.5889328063241107,0.5465333669332693
DIA/YF,1d,breadth_breakdown_short,3792,61,-0.00305305713059903,0.4262295081967213,-0.18623648496654083
DIA/YF,1d,defensive_stress_carry,3792,0,0.0,0.0,0.0
DIA/YF,1d,vol_expansion_failed_reclaim_short,3792,3,-0.009905238302086424,0.3333333333333333,-0.029715714906259273
DIA/YF,1d,low_vol_band_reversion,3792,89,-0.0014604944705800707,0.449438202247191,-0.12998400788162628
DIA/YF,1d,breadth_neutral_range_fade,3792,0,0.0,0.0,0.0
DIA/YF,1d,vol_carry_mean_reversion,3792,46,-0.0019710624161282434,0.43478260869565216,-0.0906688711418992
DIA/YF,1d,crisis_equity_breakdown_short,3792,3,-0.025078470981211534,0.6666666666666666,-0.0752354129436346
DIA/YF,1d,crisis_tail_hedge_breakout,3792,0,0.0,0.0,0.0
DIA/YF,1d,crisis_panic_reversal,3792,0,0.0,0.0,0.0
EFA/YF,1d,breadth_vol_compression_breakout,3792,344,-0.0002981736549648202,0.5319767441860465,-0.10257173730789815
EFA/YF,1d,breadth_pullback_vix_falling,3792,18,-0.0037238404978973128,0.4444444444444444,-0.06702912896215163
EFA/YF,1d,risk_defense_spread_continuation,3792,243,0.00027572138946301233,0.5679012345679012,0.067000297639512
EFA/YF,1d,breadth_breakdown_short,3792,64,-0.002414740940566663,0.453125,-0.15454342019626643
EFA/YF,1d,defensive_stress_carry,3792,0,0.0,0.0,0.0
EFA/YF,1d,vol_expansion_failed_reclaim_short,3792,1,0.005441576796030434,1.0,0.005441576796030434
EFA/YF,1d,low_vol_band_reversion,3792,60,-0.0002165741430294439,0.43333333333333335,-0.012994448581766634
EFA/YF,1d,breadth_neutral_range_fade,3792,0,0.0,0.0,0.0
EFA/YF,1d,vol_carry_mean_reversion,3792,37,-0.0015245759162102871,0.40540540540540543,-0.05640930889978062
EFA/YF,1d,crisis_equity_breakdown_short,3792,3,0.008148431797555334,0.6666666666666666,0.024445295392666
EFA/YF,1d,crisis_tail_hedge_breakout,3792,0,0.0,0.0,0.0
EFA/YF,1d,crisis_panic_reversal,3792,0,0.0,0.0,0.0
EEM/YF,1d,breadth_vol_compression_breakout,3792,293,-0.0015856071802832846,0.49829351535836175,-0.4645829038230024
EEM/YF,1d,breadth_pullback_vix_falling,3792,26,0.0002488400583239222,0.5769230769230769,0.006469841516421977
EEM/YF,1d,risk_defense_spread_continuation,3792,224,-0.0016426788724768853,0.49107142857142855,-0.3679600674348223
EEM/YF,1d,breadth_breakdown_short,3792,64,-0.004708705337210141,0.46875,-0.30135714158144905
EEM/YF,1d,defensive_stress_carry,3792,0,0.0,0.0,0.0
EEM/YF,1d,vol_expansion_failed_reclaim_short,3792,2,0.028155012374049847,1.0,0.056310024748099693
EEM/YF,1d,low_vol_band_reversion,3792,64,-0.0002947073769109024,0.53125,-0.018861272122297754
EEM/YF,1d,breadth_neutral_range_fade,3792,0,0.0,0.0,0.0
EEM/YF,1d,vol_carry_mean_reversion,3792,38,-0.003943997543087596,0.47368421052631576,-0.14987190663732866
EEM/YF,1d,crisis_equity_breakdown_short,3792,3,0.012798519369182701,0.6666666666666666,0.038395558107548106
EEM/YF,1d,crisis_tail_hedge_breakout,3792,0,0.0,0.0,0.0
EEM/YF,1d,crisis_panic_reversal,3792,0,0.0,0.0,0.0
HYG/YF,1d,breadth_vol_compression_breakout,3792,349,6.961447029986742e-06,0.5530085959885387,0.002429545013465373
HYG/YF,1d,breadth_pullback_vix_falling,3792,10,5.1684969050780946e-05,0.6,0.0005168496905078095
HYG/YF,1d,risk_defense_spread_continuation,3792,251,-0.00030602210350755895,0.5139442231075697,-0.0768115479803973
HYG/YF,1d,breadth_breakdown_short,3792,59,-0.0026056366453180734,0.3389830508474576,-0.15373256207376634
HYG/YF,1d,defensive_stress_carry,3792,0,0.0,0.0,0.0
HYG/YF,1d,vol_expansion_failed_reclaim_short,3792,1,-0.000915752234407962,0.0,-0.000915752234407962
HYG/YF,1d,low_vol_band_reversion,3792,93,-0.0020465876747286895,0.3225806451612903,-0.19033265374976813
HYG/YF,1d,breadth_neutral_range_fade,3792,0,0.0,0.0,0.0
HYG/YF,1d,vol_carry_mean_reversion,3792,59,-0.0030278290968496885,0.22033898305084745,-0.17864191671413163
HYG/YF,1d,crisis_equity_breakdown_short,3792,3,-0.008006329579426458,0.6666666666666666,-0.024018988738279373
HYG/YF,1d,crisis_tail_hedge_breakout,3792,0,0.0,0.0,0.0
HYG/YF,1d,crisis_panic_reversal,3792,0,0.0,0.0,0.0
LQD/YF,1d,breadth_vol_compression_breakout,3792,0,0.0,0.0,0.0
LQD/YF,1d,breadth_pullback_vix_falling,3792,0,0.0,0.0,0.0
LQD/YF,1d,risk_defense_spread_continuation,3792,0,0.0,0.0,0.0
LQD/YF,1d,breadth_breakdown_short,3792,0,0.0,0.0,0.0
LQD/YF,1d,defensive_stress_carry,3792,35,9.657428490315401e-05,0.5428571428571428,0.0033800999716103904
LQD/YF,1d,vol_expansion_failed_reclaim_short,3792,0,0.0,0.0,0.0
LQD/YF,1d,low_vol_band_reversion,3792,99,-0.0010939012025342528,0.3939393939393939,-0.10829621905089103
LQD/YF,1d,breadth_neutral_range_fade,3792,0,0.0,0.0,0.0
LQD/YF,1d,vol_carry_mean_reversion,3792,52,-0.0010451942452499436,0.5961538461538461,-0.054350100752997066
LQD/YF,1d,crisis_equity_breakdown_short,3792,0,0.0,0.0,0.0
LQD/YF,1d,crisis_tail_hedge_breakout,3792,5,0.024656901374829433,0.8,0.12328450687414716
LQD/YF,1d,crisis_panic_reversal,3792,0,0.0,0.0,0.0
TLT/YF,1d,breadth_vol_compression_breakout,3792,0,0.0,0.0,0.0
TLT/YF,1d,breadth_pullback_vix_falling,3792,0,0.0,0.0,0.0
TLT/YF,1d,risk_defense_spread_continuation,3792,0,0.0,0.0,0.0
TLT/YF,1d,breadth_breakdown_short,3792,0,0.0,0.0,0.0
TLT/YF,1d,defensive_stress_carry,3792,41,-0.0038178027237769463,0.34146341463414637,-0.1565299116748548
TLT/YF,1d,vol_expansion_failed_reclaim_short,3792,0,0.0,0.0,0.0
TLT/YF,1d,low_vol_band_reversion,3792,62,-4.886779628658188e-05,0.5,-0.0030298033697680766
TLT/YF,1d,breadth_neutral_range_fade,3792,0,0.0,0.0,0.0
TLT/YF,1d,vol_carry_mean_reversion,3792,36,0.0013903466250203252,0.5833333333333334,0.05005247850073171
TLT/YF,1d,crisis_equity_breakdown_short,3792,0,0.0,0.0,0.0
TLT/YF,1d,crisis_tail_hedge_breakout,3792,6,0.017532571491590137,0.6666666666666666,0.10519542894954081
TLT/YF,1d,crisis_panic_reversal,3792,0,0.0,0.0,0.0
IEF/YF,1d,breadth_vol_compression_breakout,3792,0,0.0,0.0,0.0
IEF/YF,1d,breadth_pullback_vix_falling,3792,0,0.0,0.0,0.0
IEF/YF,1d,risk_defense_spread_continuation,3792,0,0.0,0.0,0.0
IEF/YF,1d,breadth_breakdown_short,3792,0,0.0,0.0,0.0
IEF/YF,1d,defensive_stress_carry,3792,43,-0.0007488464908891585,0.3953488372093023,-0.032200399108233815
IEF/YF,1d,vol_expansion_failed_reclaim_short,3792,0,0.0,0.0,0.0
IEF/YF,1d,low_vol_band_reversion,3792,91,-0.00210034264205331,0.38461538461538464,-0.19113118042685123
IEF/YF,1d,breadth_neutral_range_fade,3792,0,0.0,0.0,0.0
IEF/YF,1d,vol_carry_mean_reversion,3792,50,-0.0012536687317554849,0.54,-0.06268343658777424
IEF/YF,1d,crisis_equity_breakdown_short,3792,0,0.0,0.0,0.0
IEF/YF,1d,crisis_tail_hedge_breakout,3792,6,0.009209174319833875,1.0,0.05525504591900325
IEF/YF,1d,crisis_panic_reversal,3792,0,0.0,0.0,0.0
SHY/YF,1d,breadth_vol_compression_breakout,3792,0,0.0,0.0,0.0
SHY/YF,1d,breadth_pullback_vix_falling,3792,0,0.0,0.0,0.0
SHY/YF,1d,risk_defense_spread_continuation,3792,0,0.0,0.0,0.0
SHY/YF,1d,breadth_breakdown_short,3792,0,0.0,0.0,0.0
SHY/YF,1d,defensive_stress_carry,3792,40,9.054448608384106e-05,0.35,0.0036217794433536423
SHY/YF,1d,vol_expansion_failed_reclaim_short,3792,0,0.0,0.0,0.0
SHY/YF,1d,low_vol_band_reversion,3792,191,-0.0005838015347740149,0.2931937172774869,-0.11150609314183685
SHY/YF,1d,breadth_neutral_range_fade,3792,0,0.0,0.0,0.0
SHY/YF,1d,vol_carry_mean_reversion,3792,78,-0.0001811585467813894,0.41025641025641024,-0.014130366648948374
SHY/YF,1d,crisis_equity_breakdown_short,3792,0,0.0,0.0,0.0
SHY/YF,1d,crisis_tail_hedge_breakout,3792,7,0.00031666789377671016,0.42857142857142855,0.002216675256436971
SHY/YF,1d,crisis_panic_reversal,3792,0,0.0,0.0,0.0
GLD/YF,1d,breadth_vol_compression_breakout,3792,0,0.0,0.0,0.0
GLD/YF,1d,breadth_pullback_vix_falling,3792,0,0.0,0.0,0.0
GLD/YF,1d,risk_defense_spread_continuation,3792,0,0.0,0.0,0.0
GLD/YF,1d,breadth_breakdown_short,3792,0,0.0,0.0,0.0
GLD/YF,1d,defensive_stress_carry,3792,35,0.010992982784530042,0.6571428571428571,0.38475439745855144
GLD/YF,1d,vol_expansion_failed_reclaim_short,3792,0,0.0,0.0,0.0
GLD/YF,1d,low_vol_band_reversion,3792,57,-0.002482634917153603,0.49122807017543857,-0.14151019027775538
GLD/YF,1d,breadth_neutral_range_fade,3792,0,0.0,0.0,0.0
GLD/YF,1d,vol_carry_mean_reversion,3792,45,-0.0005114573489478863,0.5333333333333333,-0.023015580702654883
GLD/YF,1d,crisis_equity_breakdown_short,3792,0,0.0,0.0,0.0
GLD/YF,1d,crisis_tail_hedge_breakout,3792,6,0.03279634121039751,1.0,0.19677804726238507
GLD/YF,1d,crisis_panic_reversal,3792,0,0.0,0.0,0.0
UUP/YF,1d,breadth_vol_compression_breakout,3792,0,0.0,0.0,0.0
UUP/YF,1d,breadth_pullback_vix_falling,3792,0,0.0,0.0,0.0
UUP/YF,1d,risk_defense_spread_continuation,3792,0,0.0,0.0,0.0
UUP/YF,1d,breadth_breakdown_short,3792,0,0.0,0.0,0.0
UUP/YF,1d,defensive_stress_carry,3792,25,-0.0030173978077693096,0.36,-0.07543494519423274
UUP/YF,1d,vol_expansion_failed_reclaim_short,3792,0,0.0,0.0,0.0
UUP/YF,1d,low_vol_band_reversion,3792,79,0.00020917039911595904,0.4936708860759494,0.016524461530160763
UUP/YF,1d,breadth_neutral_range_fade,3792,0,0.0,0.0,0.0
UUP/YF,1d,vol_carry_mean_reversion,3792,49,-0.0004983204311634903,0.4897959183673469,-0.024417701127011027
UUP/YF,1d,crisis_equity_breakdown_short,3792,0,0.0,0.0,0.0
UUP/YF,1d,crisis_tail_hedge_breakout,3792,5,0.008085469262145173,0.6,0.040427346310725865
UUP/YF,1d,crisis_panic_reversal,3792,0,0.0,0.0,0.0
XLU/YF,1d,breadth_vol_compression_breakout,3792,0,0.0,0.0,0.0
XLU/YF,1d,breadth_pullback_vix_falling,3792,0,0.0,0.0,0.0
XLU/YF,1d,risk_defense_spread_continuation,3792,0,0.0,0.0,0.0
XLU/YF,1d,breadth_breakdown_short,3792,0,0.0,0.0,0.0
XLU/YF,1d,defensive_stress_carry,3792,32,-0.00431220945949276,0.6875,-0.13799070270376831
XLU/YF,1d,vol_expansion_failed_reclaim_short,3792,0,0.0,0.0,0.0
XLU/YF,1d,low_vol_band_reversion,3792,69,-0.0013924592608209796,0.463768115942029,-0.0960796889966476
XLU/YF,1d,breadth_neutral_range_fade,3792,0,0.0,0.0,0.0
XLU/YF,1d,vol_carry_mean_reversion,3792,59,0.001253473709649055,0.5423728813559322,0.07395494886929424
XLU/YF,1d,crisis_equity_breakdown_short,3792,0,0.0,0.0,0.0
XLU/YF,1d,crisis_tail_hedge_breakout,3792,7,0.007444266646539295,0.7142857142857143,0.05210986652577507
XLU/YF,1d,crisis_panic_reversal,3792,0,0.0,0.0,0.0
XLP/YF,1d,breadth_vol_compression_breakout,3792,0,0.0,0.0,0.0
XLP/YF,1d,breadth_pullback_vix_falling,3792,0,0.0,0.0,0.0
XLP/YF,1d,risk_defense_spread_continuation,3792,0,0.0,0.0,0.0
XLP/YF,1d,breadth_breakdown_short,3792,0,0.0,0.0,0.0
XLP/YF,1d,defensive_stress_carry,3792,24,-0.003386802010244125,0.5833333333333334,-0.081283248245859
XLP/YF,1d,vol_expansion_failed_reclaim_short,3792,0,0.0,0.0,0.0
XLP/YF,1d,low_vol_band_reversion,3792,71,-0.0035561762622542395,0.4084507042253521,-0.252488514620051
XLP/YF,1d,breadth_neutral_range_fade,3792,0,0.0,0.0,0.0
XLP/YF,1d,vol_carry_mean_reversion,3792,62,-0.0017786182501872906,0.4838709677419355,-0.11027433151161202
XLP/YF,1d,crisis_equity_breakdown_short,3792,0,0.0,0.0,0.0
XLP/YF,1d,crisis_tail_hedge_breakout,3792,5,0.011060140068832491,0.6,0.05530070034416246
XLP/YF,1d,crisis_panic_reversal,3792,0,0.0,0.0,0.0
XLV/YF,1d,breadth_vol_compression_breakout,3792,0,0.0,0.0,0.0
