date,open,high,low,close,volume
2026-04-01,67816.0,69345.0,67438.0,68166.5,249.72845137
2026-04-02,68150.0,68639.5,65670.0,66968.5,227.76884156
2026-04-03,66900.5,67364.5,66267.0,67312.5,163.02481088
2026-04-06,66819.75,70350.0,66648.0,69745.75,293.90790001
2026-04-07,69661.0,70350.0,67660.0,69011.75,263.90054315
2026-04-08,69056.75,73365.0,69035.75,71315.75,255.8579092
2026-04-09,71404.5,72572.5,70147.5,72127.0,165.50790958
2026-04-10,72142.0,73521.5,71121.25,71121.25,164.37142697
2026-04-13,71686.0,73511.5,70523.0,73382.0,197.99499113
2026-04-14,73386.25,76329.75,73057.0,74277.25,252.44028396
2026-04-15,74279.25,75302.0,73582.25,75012.5,130.88106494
2026-04-16,74992.75,75510.5,73353.5,75369.25,153.87904362
2026-04-17,75406.0,78629.25,72286.75,74994.25,266.90806316
2026-04-20,75459.5,76681.5,73431.0,76337.5,198.19805022
2026-04-21,76272.5,76891.0,74625.0,75017.5,180.95131253
2026-04-22,75056.5,79735.75,74995.0,78873.5,205.57553446
2026-04-23,78851.5,79294.5,76764.25,77733.5,165.50938569
2026-04-24,77691.75,78584.0,77341.75,78254.5,111.67025145
2026-04-27,78035.0,79524.5,76167.25,76865.0,213.73835027
2026-04-28,76876.0,77479.5,75221.75,76310.5,151.03021178
2026-04-29,76342.5,78088.5,74916.0,75549.25,211.68406277
2026-04-30,75559.75,76882.5,75302.25,76401.25,207.17028551
2026-05-01,76357.0,79093.5,75620.0,78766.75,377.04581299
2026-05-04,78142.25,80857.25,77877.75,80049.75,325.15611925
2026-05-05,79986.75,82410.0,79749.5,81612.0,147.9453533
2026-05-06,81642.0,83214.0,80595.0,81457.5,217.18244892
2026-05-07,81473.0,81957.75,79515.0,80122.0,185.05539504
2026-05-08,80163.0,81421.0,78888.25,81421.0,173.83450461
2026-05-11,80717.25,82967.25,79958.0,81947.5,263.07771595
2026-05-12,82009.0,82071.0,80661.5,81176.25,55.02755624
