recipe_id,parent_regime_root,selected_variant_id,regime_profit_branch_path,total_trades,test_folds,folds,min_trades_per_test_fold,fold_positive_rate,win_rate,mean_profit_ratio_net,net_return_R,bootstrap_edge_lcb_5pct,bootstrap_edge_lcb_5pct_stressed_2x_cost,pbo,pbo_method,dsr,dsr_method,cost_stress_result,tail_loss_p95,max_drawdown_trade_equity_proxy,regime_specificity_ratio,outside_mean_profit_ratio_net,rc_spa,promotion_level,hard_gate_result,downstream_consumption_status
TomacNQRootAwareVariantMatrixB2U,Bull,tomac_baseline_bull,Bull -> TrendExpansion -> TomacNQRootAwareBreakout -> TomacNQRootAwareVariantMatrixB2U:tomac_baseline_bull,431,13,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",8,0.8461538461538461,0.4872389791183295,0.0008715706472533831,0.3756469489662081,0.0003745997938029678,-0.0016254002061970325,0.017482517482517484,simple_cscv_variant_fold_proxy,2.9201936337132364,trade_return_sharpe_proxy_not_full_deflated_sharpe,fail,0.007396084586273132,0.061105571157187316,999.0,0.0,66.04718332193137,reject,fail:reject_fold_trade_depth|reject_cost_fragile,not_started:blocked_by_branch_rc_spa_hard_gates
TomacNQRootAwareVariantMatrixB2U,Bull,bull_cost_filtered,Bull -> TrendExpansion -> TomacNQRootAwareBreakout -> TomacNQRootAwareVariantMatrixB2U:bull_cost_filtered,238,13,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2,0.6153846153846154,0.4831932773109244,0.0005602266295844313,0.13333393784109465,-7.43250038639721e-05,-0.002074325003863972,0.017482517482517484,simple_cscv_variant_fold_proxy,1.4559505842171783,trade_return_sharpe_proxy_not_full_deflated_sharpe,fail,0.007816888174919658,0.03728290503764779,999.0,0.0,62.04015232996263,reject,fail:reject_fold_trade_depth|reject_fold_inconsistency|reject_no_positive_edge|reject_cost_fragile,not_started:blocked_by_branch_rc_spa_hard_gates
TomacNQRootAwareVariantMatrixB2U,Bull,bear_sideways_reversion,Bull -> TrendExpansion -> TomacNQRootAwareBreakout -> TomacNQRootAwareVariantMatrixB2U:bear_sideways_reversion,215,8,"2011,2012,2013,2014,2015,2016,2017,2018",1,0.75,0.4558139534883721,0.00033122325627544266,0.07121300009922017,-0.00029059815447418034,-0.0022905981544741804,0.017482517482517484,simple_cscv_variant_fold_proxy,0.880237023216845,trade_return_sharpe_proxy_not_full_deflated_sharpe,fail,0.006627177755237832,0.03293620909079163,999.0,-0.0009051896606888511,62.436806285320316,reject,fail:reject_fold_trade_depth|reject_no_positive_edge|reject_cost_fragile,not_started:blocked_by_branch_rc_spa_hard_gates
TomacNQRootAwareVariantMatrixB2U,Bull,crisis_dense_rebound,Bull -> TrendExpansion -> TomacNQRootAwareBreakout -> TomacNQRootAwareVariantMatrixB2U:crisis_dense_rebound,3,3,"2012,2014,2016",1,0.3333333333333333,0.3333333333333333,-0.00016420222809100237,-0.0004926066842730071,-0.0007290980753514434,-0.002729098075351443,0.017482517482517484,simple_cscv_variant_fold_proxy,-0.33114026520065465,trade_return_sharpe_proxy_not_full_deflated_sharpe,fail,0.0008701345966236724,0.00032613658600221776,0.0,-0.0008120911096248931,24.73765383725921,reject,fail:reject_thin_trades|reject_insufficient_test_folds|reject_fold_trade_depth|reject_fold_inconsistency|reject_no_positive_edge|reject_cost_fragile|reject_dsr_nonpositive|reject_no_regime_specificity|reject_rc_spa_below_60,not_started:blocked_by_branch_rc_spa_hard_gates
TomacNQRootAwareVariantMatrixB2U,Bull,all_root_dense,Bull -> TrendExpansion -> TomacNQRootAwareBreakout -> TomacNQRootAwareVariantMatrixB2U:all_root_dense,345,8,"2011,2012,2013,2014,2015,2016,2017,2018",1,0.625,0.5101449275362319,0.00023404402149538732,0.08074518741590862,-0.0001550831268270002,-0.002155083126827,0.017482517482517484,simple_cscv_variant_fold_proxy,0.9944515071756446,trade_return_sharpe_proxy_not_full_deflated_sharpe,fail,0.00641440314829715,0.04016849106370078,999.0,-0.0004912151728903,61.98573226578594,reject,fail:reject_fold_trade_depth|reject_fold_inconsistency|reject_no_positive_edge|reject_cost_fragile,not_started:blocked_by_branch_rc_spa_hard_gates
TomacNQRootAwareVariantMatrixB2U,Bear,tomac_baseline_bull,Bear -> BearMarketDrawdown -> TomacNQRootAwareRebound -> TomacNQRootAwareVariantMatrixB2U:tomac_baseline_bull,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7428571428571429,simple_cscv_variant_fold_proxy,0.0,trade_return_sharpe_proxy_not_full_deflated_sharpe,fail,0.0,0.0,0.0,0.0008715706472533831,10.0,reject,fail:reject_thin_trades|reject_insufficient_test_folds|reject_fold_trade_depth|reject_fold_inconsistency|reject_no_positive_edge|reject_cost_fragile|reject_overfit_risk|reject_dsr_nonpositive|reject_no_regime_specificity|reject_rc_spa_below_60,not_started:blocked_by_branch_rc_spa_hard_gates
TomacNQRootAwareVariantMatrixB2U,Bear,bull_cost_filtered,Bear -> BearMarketDrawdown -> TomacNQRootAwareRebound -> TomacNQRootAwareVariantMatrixB2U:bull_cost_filtered,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7428571428571429,simple_cscv_variant_fold_proxy,0.0,trade_return_sharpe_proxy_not_full_deflated_sharpe,fail,0.0,0.0,0.0,0.0005602266295844313,10.0,reject,fail:reject_thin_trades|reject_insufficient_test_folds|reject_fold_trade_depth|reject_fold_inconsistency|reject_no_positive_edge|reject_cost_fragile|reject_overfit_risk|reject_dsr_nonpositive|reject_no_regime_specificity|reject_rc_spa_below_60,not_started:blocked_by_branch_rc_spa_hard_gates
TomacNQRootAwareVariantMatrixB2U,Bear,bear_sideways_reversion,Bear -> BearMarketDrawdown -> TomacNQRootAwareRebound -> TomacNQRootAwareVariantMatrixB2U:bear_sideways_reversion,319,7,"2011,2012,2014,2015,2016,2018,2019",6,0.14285714285714285,0.64576802507837,-0.0013972331010635992,-0.4457173592392882,-0.0023430355129070834,-0.004343035512907083,0.7428571428571429,simple_cscv_variant_fold_proxy,-2.4393864005434276,trade_return_sharpe_proxy_not_full_deflated_sharpe,fail,0.02,0.4867042595089597,0.0,-0.00040246595720862775,17.142857142857142,reject,fail:reject_fold_trade_depth|reject_fold_inconsistency|reject_no_positive_edge|reject_cost_fragile|reject_overfit_risk|reject_dsr_nonpositive|reject_no_regime_specificity|reject_rc_spa_below_60,not_started:blocked_by_branch_rc_spa_hard_gates
TomacNQRootAwareVariantMatrixB2U,Bear,crisis_dense_rebound,Bear -> BearMarketDrawdown -> TomacNQRootAwareRebound -> TomacNQRootAwareVariantMatrixB2U:crisis_dense_rebound,346,5,"2011,2012,2014,2015,2016",21,0.0,0.5809248554913294,-0.0012305083560060516,-0.42575589117809387,-0.002052650526307395,-0.004052650526307395,0.7428571428571429,simple_cscv_variant_fold_proxy,-2.451087295741405,trade_return_sharpe_proxy_not_full_deflated_sharpe,fail,0.02,0.47657362307518675,0.0,-0.0006463102803678508,15.0,reject,fail:reject_fold_inconsistency|reject_no_positive_edge|reject_cost_fragile|reject_overfit_risk|reject_dsr_nonpositive|reject_no_regime_specificity|reject_rc_spa_below_60,not_started:blocked_by_branch_rc_spa_hard_gates
TomacNQRootAwareVariantMatrixB2U,Bear,all_root_dense,Bear -> BearMarketDrawdown -> TomacNQRootAwareRebound -> TomacNQRootAwareVariantMatrixB2U:all_root_dense,522,7,"2011,2012,2014,2015,2016,2018,2019",18,0.14285714285714285,0.47509578544061304,-0.0007244374771311875,-0.3781563630624799,-0.0013624157812313945,-0.0033624157812313944,0.7428571428571429,simple_cscv_variant_fold_proxy,-1.8847088124210225,trade_return_sharpe_proxy_not_full_deflated_sharpe,fail,0.02,0.4409529582280398,0.0,-0.0002476287518838787,17.142857142857142,reject,fail:reject_fold_inconsistency|reject_no_positive_edge|reject_cost_fragile|reject_overfit_risk|reject_dsr_nonpositive|reject_no_regime_specificity|reject_rc_spa_below_60,not_started:blocked_by_branch_rc_spa_hard_gates
