variant_id,parent_regime_root,fold,fold_net_return_R,fold_trades
TomacNQ_VM_Base24_AM13_15,Bull,fold_2011_2014,0.01815934913040958,110
TomacNQ_VM_Base24_AM13_15,Bull,fold_2015_2018,0.09647986369302365,113
TomacNQ_VM_Base24_AM13_15,Bull,fold_2019_2021,0.11492826757134413,86
TomacNQ_VM_Base24_AM13_15,Bull,fold_2022_2023,0.0,0
TomacNQ_VM_Base24_AM13_15,Bull,fold_2024_2025,0.0,0
TomacNQ_VM_Base24_AM13_15,Bear,fold_2011_2014,-0.013983613541241273,2
TomacNQ_VM_Base24_AM13_15,Bear,fold_2015_2018,-0.011770269949427226,3
TomacNQ_VM_Base24_AM13_15,Bear,fold_2019_2021,0.005303993604142079,1
TomacNQ_VM_Base24_AM13_15,Bear,fold_2022_2023,-0.051908731403550526,6
TomacNQ_VM_Base24_AM13_15,Bear,fold_2024_2025,0.0,0
TomacNQ_VM_Base24_AM13_15,Sideways,fold_2011_2014,0.0240286334060079,21
TomacNQ_VM_Base24_AM13_15,Sideways,fold_2015_2018,0.05927980069460282,20
TomacNQ_VM_Base24_AM13_15,Sideways,fold_2019_2021,0.023768813387490165,14
TomacNQ_VM_Base24_AM13_15,Sideways,fold_2022_2023,-0.010661792249629702,3
TomacNQ_VM_Base24_AM13_15,Sideways,fold_2024_2025,0.0,0
TomacNQ_VM_Base24_AM13_15,Crisis,fold_2011_2014,-0.013565320977108906,5
TomacNQ_VM_Base24_AM13_15,Crisis,fold_2015_2018,0.0,0
TomacNQ_VM_Base24_AM13_15,Crisis,fold_2019_2021,0.005729552258022983,1
TomacNQ_VM_Base24_AM13_15,Crisis,fold_2022_2023,0.0,0
TomacNQ_VM_Base24_AM13_15,Crisis,fold_2024_2025,0.0,0
TomacNQ_VM_Base24_AM13_15,Manipulation(scoped),fold_2011_2014,0.0,0
TomacNQ_VM_Base24_AM13_15,Manipulation(scoped),fold_2015_2018,0.0,0
TomacNQ_VM_Base24_AM13_15,Manipulation(scoped),fold_2019_2021,0.0,0
TomacNQ_VM_Base24_AM13_15,Manipulation(scoped),fold_2022_2023,0.0,0
TomacNQ_VM_Base24_AM13_15,Manipulation(scoped),fold_2024_2025,0.0,0
TomacNQ_VM_Fast18_AM13_16,Bull,fold_2011_2014,0.020351914062163738,141
TomacNQ_VM_Fast18_AM13_16,Bull,fold_2015_2018,0.0889356477168503,151
TomacNQ_VM_Fast18_AM13_16,Bull,fold_2019_2021,0.13608449265242603,108
TomacNQ_VM_Fast18_AM13_16,Bull,fold_2022_2023,-0.03153945460684423,2
TomacNQ_VM_Fast18_AM13_16,Bull,fold_2024_2025,0.0,0
TomacNQ_VM_Fast18_AM13_16,Bear,fold_2011_2014,-0.036613139513541615,7
TomacNQ_VM_Fast18_AM13_16,Bear,fold_2015_2018,-0.005680070616545869,4
TomacNQ_VM_Fast18_AM13_16,Bear,fold_2019_2021,-0.007746268400547974,3
TomacNQ_VM_Fast18_AM13_16,Bear,fold_2022_2023,-0.03175234631523002,12
TomacNQ_VM_Fast18_AM13_16,Bear,fold_2024_2025,0.0,0
TomacNQ_VM_Fast18_AM13_16,Sideways,fold_2011_2014,0.08252369585693697,33
TomacNQ_VM_Fast18_AM13_16,Sideways,fold_2015_2018,0.0279927801752191,33
TomacNQ_VM_Fast18_AM13_16,Sideways,fold_2019_2021,0.005119007786063221,24
TomacNQ_VM_Fast18_AM13_16,Sideways,fold_2022_2023,-0.007809980837738697,4
TomacNQ_VM_Fast18_AM13_16,Sideways,fold_2024_2025,0.0,0
TomacNQ_VM_Fast18_AM13_16,Crisis,fold_2011_2014,-0.022102338416261733,5
TomacNQ_VM_Fast18_AM13_16,Crisis,fold_2015_2018,0.0,0
TomacNQ_VM_Fast18_AM13_16,Crisis,fold_2019_2021,0.03559829126049684,4
TomacNQ_VM_Fast18_AM13_16,Crisis,fold_2022_2023,0.029428138402359114,6
TomacNQ_VM_Fast18_AM13_16,Crisis,fold_2024_2025,0.0,0
TomacNQ_VM_Fast18_AM13_16,Manipulation(scoped),fold_2011_2014,0.0,0
TomacNQ_VM_Fast18_AM13_16,Manipulation(scoped),fold_2015_2018,0.0,0
TomacNQ_VM_Fast18_AM13_16,Manipulation(scoped),fold_2019_2021,0.0,0
TomacNQ_VM_Fast18_AM13_16,Manipulation(scoped),fold_2022_2023,0.0,0
TomacNQ_VM_Fast18_AM13_16,Manipulation(scoped),fold_2024_2025,0.0,0
TomacNQ_VM_Tight12_AM13_15,Bull,fold_2011_2014,0.020943109598309265,157
TomacNQ_VM_Tight12_AM13_15,Bull,fold_2015_2018,0.12858786583699125,176
TomacNQ_VM_Tight12_AM13_15,Bull,fold_2019_2021,0.1063816318712165,116
TomacNQ_VM_Tight12_AM13_15,Bull,fold_2022_2023,0.0052301071401144325,5
TomacNQ_VM_Tight12_AM13_15,Bull,fold_2024_2025,0.0,0
TomacNQ_VM_Tight12_AM13_15,Bear,fold_2011_2014,-0.06800799022730256,8
TomacNQ_VM_Tight12_AM13_15,Bear,fold_2015_2018,-0.0008918654295782206,5
TomacNQ_VM_Tight12_AM13_15,Bear,fold_2019_2021,-0.005040872682431056,6
TomacNQ_VM_Tight12_AM13_15,Bear,fold_2022_2023,-0.0227727982501408,14
TomacNQ_VM_Tight12_AM13_15,Bear,fold_2024_2025,0.0,0
TomacNQ_VM_Tight12_AM13_15,Sideways,fold_2011_2014,0.09127692385322998,40
TomacNQ_VM_Tight12_AM13_15,Sideways,fold_2015_2018,0.0014631508016059174,32
TomacNQ_VM_Tight12_AM13_15,Sideways,fold_2019_2021,-0.005745013502373841,25
TomacNQ_VM_Tight12_AM13_15,Sideways,fold_2022_2023,-0.03945045260746354,6
TomacNQ_VM_Tight12_AM13_15,Sideways,fold_2024_2025,0.0,0
TomacNQ_VM_Tight12_AM13_15,Crisis,fold_2011_2014,-0.013005583505667651,6
TomacNQ_VM_Tight12_AM13_15,Crisis,fold_2015_2018,0.0,0
TomacNQ_VM_Tight12_AM13_15,Crisis,fold_2019_2021,0.03432243416569825,5
TomacNQ_VM_Tight12_AM13_15,Crisis,fold_2022_2023,0.031428715412621655,6
TomacNQ_VM_Tight12_AM13_15,Crisis,fold_2024_2025,0.0,0
TomacNQ_VM_Tight12_AM13_15,Manipulation(scoped),fold_2011_2014,0.0,0
TomacNQ_VM_Tight12_AM13_15,Manipulation(scoped),fold_2015_2018,0.0,0
TomacNQ_VM_Tight12_AM13_15,Manipulation(scoped),fold_2019_2021,0.0,0
TomacNQ_VM_Tight12_AM13_15,Manipulation(scoped),fold_2022_2023,0.0,0
TomacNQ_VM_Tight12_AM13_15,Manipulation(scoped),fold_2024_2025,0.0,0
TomacNQ_VM_Wide36_AM14_15,Bull,fold_2011_2014,0.03845369489319791,77
TomacNQ_VM_Wide36_AM14_15,Bull,fold_2015_2018,0.1144983057691279,79
TomacNQ_VM_Wide36_AM14_15,Bull,fold_2019_2021,0.039238078691244876,53
TomacNQ_VM_Wide36_AM14_15,Bull,fold_2022_2023,0.015620792998679207,2
TomacNQ_VM_Wide36_AM14_15,Bull,fold_2024_2025,0.0,0
TomacNQ_VM_Wide36_AM14_15,Bear,fold_2011_2014,-0.01499607843137255,1
TomacNQ_VM_Wide36_AM14_15,Bear,fold_2015_2018,-0.010331580536358308,3
TomacNQ_VM_Wide36_AM14_15,Bear,fold_2019_2021,0.0,0
TomacNQ_VM_Wide36_AM14_15,Bear,fold_2022_2023,-0.022716277503391488,3
TomacNQ_VM_Wide36_AM14_15,Bear,fold_2024_2025,0.0,0
TomacNQ_VM_Wide36_AM14_15,Sideways,fold_2011_2014,0.018274834710024133,20
TomacNQ_VM_Wide36_AM14_15,Sideways,fold_2015_2018,-0.016417877834519905,15
TomacNQ_VM_Wide36_AM14_15,Sideways,fold_2019_2021,0.03204700130685467,9
TomacNQ_VM_Wide36_AM14_15,Sideways,fold_2022_2023,-0.0052050274369832995,3
TomacNQ_VM_Wide36_AM14_15,Sideways,fold_2024_2025,0.0,0
TomacNQ_VM_Wide36_AM14_15,Crisis,fold_2011_2014,0.0037148502547296415,3
TomacNQ_VM_Wide36_AM14_15,Crisis,fold_2015_2018,0.0,0
TomacNQ_VM_Wide36_AM14_15,Crisis,fold_2019_2021,0.0061904915183313486,1
TomacNQ_VM_Wide36_AM14_15,Crisis,fold_2022_2023,0.008984099474013019,1
TomacNQ_VM_Wide36_AM14_15,Crisis,fold_2024_2025,0.0,0
TomacNQ_VM_Wide36_AM14_15,Manipulation(scoped),fold_2011_2014,0.0,0
TomacNQ_VM_Wide36_AM14_15,Manipulation(scoped),fold_2015_2018,0.0,0
TomacNQ_VM_Wide36_AM14_15,Manipulation(scoped),fold_2019_2021,0.0,0
TomacNQ_VM_Wide36_AM14_15,Manipulation(scoped),fold_2022_2023,0.0,0
TomacNQ_VM_Wide36_AM14_15,Manipulation(scoped),fold_2024_2025,0.0,0
TomacNQ_VM_NoTrend24_AM13_15,Bull,fold_2011_2014,0.01815934913040958,110
TomacNQ_VM_NoTrend24_AM13_15,Bull,fold_2015_2018,0.09647986369302365,113
TomacNQ_VM_NoTrend24_AM13_15,Bull,fold_2019_2021,0.11492826757134413,86
TomacNQ_VM_NoTrend24_AM13_15,Bull,fold_2022_2023,0.0,0
TomacNQ_VM_NoTrend24_AM13_15,Bull,fold_2024_2025,0.0,0
TomacNQ_VM_NoTrend24_AM13_15,Bear,fold_2011_2014,-0.013983613541241273,2
TomacNQ_VM_NoTrend24_AM13_15,Bear,fold_2015_2018,-0.011770269949427226,3
TomacNQ_VM_NoTrend24_AM13_15,Bear,fold_2019_2021,0.005303993604142079,1
TomacNQ_VM_NoTrend24_AM13_15,Bear,fold_2022_2023,-0.051908731403550526,6
TomacNQ_VM_NoTrend24_AM13_15,Bear,fold_2024_2025,0.0,0
TomacNQ_VM_NoTrend24_AM13_15,Sideways,fold_2011_2014,0.0240286334060079,21
TomacNQ_VM_NoTrend24_AM13_15,Sideways,fold_2015_2018,0.05927980069460282,20
TomacNQ_VM_NoTrend24_AM13_15,Sideways,fold_2019_2021,0.023768813387490165,14
TomacNQ_VM_NoTrend24_AM13_15,Sideways,fold_2022_2023,-0.010661792249629702,3
TomacNQ_VM_NoTrend24_AM13_15,Sideways,fold_2024_2025,0.0,0
TomacNQ_VM_NoTrend24_AM13_15,Crisis,fold_2011_2014,-0.013565320977108906,5
TomacNQ_VM_NoTrend24_AM13_15,Crisis,fold_2015_2018,0.0,0
TomacNQ_VM_NoTrend24_AM13_15,Crisis,fold_2019_2021,0.005729552258022983,1
TomacNQ_VM_NoTrend24_AM13_15,Crisis,fold_2022_2023,0.0,0
TomacNQ_VM_NoTrend24_AM13_15,Crisis,fold_2024_2025,0.0,0
TomacNQ_VM_NoTrend24_AM13_15,Manipulation(scoped),fold_2011_2014,0.0,0
TomacNQ_VM_NoTrend24_AM13_15,Manipulation(scoped),fold_2015_2018,0.0,0
TomacNQ_VM_NoTrend24_AM13_15,Manipulation(scoped),fold_2019_2021,0.0,0
TomacNQ_VM_NoTrend24_AM13_15,Manipulation(scoped),fold_2022_2023,0.0,0
TomacNQ_VM_NoTrend24_AM13_15,Manipulation(scoped),fold_2024_2025,0.0,0
TomacNQ_VM_CrisisWide12_AM12_16,Bull,fold_2011_2014,0.04937201460402434,158
TomacNQ_VM_CrisisWide12_AM12_16,Bull,fold_2015_2018,0.09608144678577797,186
TomacNQ_VM_CrisisWide12_AM12_16,Bull,fold_2019_2021,0.11684877015715796,139
TomacNQ_VM_CrisisWide12_AM12_16,Bull,fold_2022_2023,-0.019160073200197927,7
TomacNQ_VM_CrisisWide12_AM12_16,Bull,fold_2024_2025,0.0,0
TomacNQ_VM_CrisisWide12_AM12_16,Bear,fold_2011_2014,-0.05553826480955236,11
TomacNQ_VM_CrisisWide12_AM12_16,Bear,fold_2015_2018,0.024171875258871323,7
TomacNQ_VM_CrisisWide12_AM12_16,Bear,fold_2019_2021,0.007764536871834715,6
TomacNQ_VM_CrisisWide12_AM12_16,Bear,fold_2022_2023,-0.08213588767922764,14
TomacNQ_VM_CrisisWide12_AM12_16,Bear,fold_2024_2025,0.0,0
TomacNQ_VM_CrisisWide12_AM12_16,Sideways,fold_2011_2014,0.026613327525460452,45
TomacNQ_VM_CrisisWide12_AM12_16,Sideways,fold_2015_2018,-0.041026451957405015,39
TomacNQ_VM_CrisisWide12_AM12_16,Sideways,fold_2019_2021,0.02509392671528375,24
TomacNQ_VM_CrisisWide12_AM12_16,Sideways,fold_2022_2023,0.031810918079373,4
TomacNQ_VM_CrisisWide12_AM12_16,Sideways,fold_2024_2025,0.0,0
TomacNQ_VM_CrisisWide12_AM12_16,Crisis,fold_2011_2014,-0.027348962801585167,7
TomacNQ_VM_CrisisWide12_AM12_16,Crisis,fold_2015_2018,0.0,0
TomacNQ_VM_CrisisWide12_AM12_16,Crisis,fold_2019_2021,0.04210879739679534,5
TomacNQ_VM_CrisisWide12_AM12_16,Crisis,fold_2022_2023,0.04866473786975625,9
TomacNQ_VM_CrisisWide12_AM12_16,Crisis,fold_2024_2025,0.0,0
TomacNQ_VM_CrisisWide12_AM12_16,Manipulation(scoped),fold_2011_2014,0.0,0
TomacNQ_VM_CrisisWide12_AM12_16,Manipulation(scoped),fold_2015_2018,0.0,0
TomacNQ_VM_CrisisWide12_AM12_16,Manipulation(scoped),fold_2019_2021,0.0,0
TomacNQ_VM_CrisisWide12_AM12_16,Manipulation(scoped),fold_2022_2023,0.0,0
TomacNQ_VM_CrisisWide12_AM12_16,Manipulation(scoped),fold_2024_2025,0.0,0
TomacNQ_VM_Sideways18_AM12_15,Bull,fold_2011_2014,-0.08123388467950454,145
TomacNQ_VM_Sideways18_AM12_15,Bull,fold_2015_2018,0.14676038143630987,158
TomacNQ_VM_Sideways18_AM12_15,Bull,fold_2019_2021,0.08423678635076301,100
TomacNQ_VM_Sideways18_AM12_15,Bull,fold_2022_2023,0.01425321343335308,2
TomacNQ_VM_Sideways18_AM12_15,Bull,fold_2024_2025,0.0,0
TomacNQ_VM_Sideways18_AM12_15,Bear,fold_2011_2014,-0.04683766836027925,4
TomacNQ_VM_Sideways18_AM12_15,Bear,fold_2015_2018,-0.010038820086097968,3
TomacNQ_VM_Sideways18_AM12_15,Bear,fold_2019_2021,-0.01153538660676895,1
TomacNQ_VM_Sideways18_AM12_15,Bear,fold_2022_2023,-0.09909596379361803,10
TomacNQ_VM_Sideways18_AM12_15,Bear,fold_2024_2025,0.0,0
TomacNQ_VM_Sideways18_AM12_15,Sideways,fold_2011_2014,0.03758339411456653,32
TomacNQ_VM_Sideways18_AM12_15,Sideways,fold_2015_2018,0.01894744916330558,28
TomacNQ_VM_Sideways18_AM12_15,Sideways,fold_2019_2021,0.021514216970808957,16
TomacNQ_VM_Sideways18_AM12_15,Sideways,fold_2022_2023,0.018443857400015896,6
TomacNQ_VM_Sideways18_AM12_15,Sideways,fold_2024_2025,0.0,0
TomacNQ_VM_Sideways18_AM12_15,Crisis,fold_2011_2014,-0.025754376686500043,6
TomacNQ_VM_Sideways18_AM12_15,Crisis,fold_2015_2018,0.0,0
TomacNQ_VM_Sideways18_AM12_15,Crisis,fold_2019_2021,0.0061904915183313486,1
TomacNQ_VM_Sideways18_AM12_15,Crisis,fold_2022_2023,0.04128414043581671,6
TomacNQ_VM_Sideways18_AM12_15,Crisis,fold_2024_2025,0.0,0
TomacNQ_VM_Sideways18_AM12_15,Manipulation(scoped),fold_2011_2014,0.0,0
TomacNQ_VM_Sideways18_AM12_15,Manipulation(scoped),fold_2015_2018,0.0,0
TomacNQ_VM_Sideways18_AM12_15,Manipulation(scoped),fold_2019_2021,0.0,0
TomacNQ_VM_Sideways18_AM12_15,Manipulation(scoped),fold_2022_2023,0.0,0
TomacNQ_VM_Sideways18_AM12_15,Manipulation(scoped),fold_2024_2025,0.0,0
TomacNQ_VM_Conservative48_AM13_14,Bull,fold_2011_2014,-0.07196180434461581,80
TomacNQ_VM_Conservative48_AM13_14,Bull,fold_2015_2018,0.05750137270821093,82
TomacNQ_VM_Conservative48_AM13_14,Bull,fold_2019_2021,0.20748183813453444,66
TomacNQ_VM_Conservative48_AM13_14,Bull,fold_2022_2023,0.0,0
TomacNQ_VM_Conservative48_AM13_14,Bull,fold_2024_2025,0.0,0
TomacNQ_VM_Conservative48_AM13_14,Bear,fold_2011_2014,-0.029992760581339373,2
TomacNQ_VM_Conservative48_AM13_14,Bear,fold_2015_2018,-0.017800940639825697,2
TomacNQ_VM_Conservative48_AM13_14,Bear,fold_2019_2021,0.0028933642974073932,1
TomacNQ_VM_Conservative48_AM13_14,Bear,fold_2022_2023,-0.014999893223994703,1
TomacNQ_VM_Conservative48_AM13_14,Bear,fold_2024_2025,0.0,0
TomacNQ_VM_Conservative48_AM13_14,Sideways,fold_2011_2014,0.06893321779226896,11
TomacNQ_VM_Conservative48_AM13_14,Sideways,fold_2015_2018,-0.0299587349358274,11
TomacNQ_VM_Conservative48_AM13_14,Sideways,fold_2019_2021,0.03839677995902383,9
TomacNQ_VM_Conservative48_AM13_14,Sideways,fold_2022_2023,-0.023894215605879017,2
TomacNQ_VM_Conservative48_AM13_14,Sideways,fold_2024_2025,0.0,0
TomacNQ_VM_Conservative48_AM13_14,Crisis,fold_2011_2014,-0.02077899274068431,3
TomacNQ_VM_Conservative48_AM13_14,Crisis,fold_2015_2018,0.0,0
TomacNQ_VM_Conservative48_AM13_14,Crisis,fold_2019_2021,0.0,0
TomacNQ_VM_Conservative48_AM13_14,Crisis,fold_2022_2023,-0.014999793924906236,1
TomacNQ_VM_Conservative48_AM13_14,Crisis,fold_2024_2025,0.0,0
TomacNQ_VM_Conservative48_AM13_14,Manipulation(scoped),fold_2011_2014,0.0,0
TomacNQ_VM_Conservative48_AM13_14,Manipulation(scoped),fold_2015_2018,0.0,0
TomacNQ_VM_Conservative48_AM13_14,Manipulation(scoped),fold_2019_2021,0.0,0
TomacNQ_VM_Conservative48_AM13_14,Manipulation(scoped),fold_2022_2023,0.0,0
TomacNQ_VM_Conservative48_AM13_14,Manipulation(scoped),fold_2024_2025,0.0,0
