run_id,recipe_id,variant_id,pair,segment,open_date,close_date,profit_ratio,net_return_R,win,exit_reason,trade_duration_min,parent_regime_root,parent_regime_confidence_floor,root_lookup_status,regime_profit_branch_path,regime_profit_branch_path_version,source_ticker,allowed_action,suppression_rule
20260511T184211+0800-codex-board-b-tomac-nq-variant-matrix-v1,TomacNQVariantMatrixV1,TomacNQ_VM_Base24_AM13_15,NQ/USD,full_2011_2025,2011-01-21T14:00:00+00:00,2011-01-21T21:00:00+00:00,-0.013080444735120994,-0.013080444735120994,False,exit_signal,420.0,Bull,0.333,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacNQVariantMatrix -> TomacNQ_VM_Base24_AM13_15,board-b/v1,^IXIC,research_only_until_rc_spa_variant_matrix_and_required_roots_pass,suppress_if_branch_rc_spa_fails
20260511T184211+0800-codex-board-b-tomac-nq-variant-matrix-v1,TomacNQVariantMatrixV1,TomacNQ_VM_Base24_AM13_15,NQ/USD,full_2011_2025,2011-01-26T16:00:00+00:00,2011-01-28T16:00:00+00:00,-0.007249513092404241,-0.007249513092404241,False,exit_signal,2880.0,Bull,0.333,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacNQVariantMatrix -> TomacNQ_VM_Base24_AM13_15,board-b/v1,^IXIC,research_only_until_rc_spa_variant_matrix_and_required_roots_pass,suppress_if_branch_rc_spa_fails
20260511T184211+0800-codex-board-b-tomac-nq-variant-matrix-v1,TomacNQVariantMatrixV1,TomacNQ_VM_Base24_AM13_15,NQ/USD,full_2011_2025,2011-02-07T16:00:00+00:00,2011-02-10T08:00:00+00:00,-0.0011712095400340716,-0.0011712095400340716,False,exit_signal,3840.0,Bull,0.333,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacNQVariantMatrix -> TomacNQ_VM_Base24_AM13_15,board-b/v1,^IXIC,research_only_until_rc_spa_variant_matrix_and_required_roots_pass,suppress_if_branch_rc_spa_fails
20260511T184211+0800-codex-board-b-tomac-nq-variant-matrix-v1,TomacNQVariantMatrixV1,TomacNQ_VM_Base24_AM13_15,NQ/USD,full_2011_2025,2011-02-11T16:00:00+00:00,2011-02-16T15:00:00+00:00,0.009412262156448203,0.009412262156448203,True,trailing_stop_loss,7140.0,Bull,0.333,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacNQVariantMatrix -> TomacNQ_VM_Base24_AM13_15,board-b/v1,^IXIC,research_only_until_rc_spa_variant_matrix_and_required_roots_pass,suppress_if_branch_rc_spa_fails
20260511T184211+0800-codex-board-b-tomac-nq-variant-matrix-v1,TomacNQVariantMatrixV1,TomacNQ_VM_Base24_AM13_15,NQ/USD,full_2011_2025,2011-02-16T16:00:00+00:00,2011-02-21T00:00:00+00:00,-0.005105762217359592,-0.005105762217359592,False,exit_signal,6240.0,Bull,0.333,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacNQVariantMatrix -> TomacNQ_VM_Base24_AM13_15,board-b/v1,^IXIC,research_only_until_rc_spa_variant_matrix_and_required_roots_pass,suppress_if_branch_rc_spa_fails
20260511T184211+0800-codex-board-b-tomac-nq-variant-matrix-v1,TomacNQVariantMatrixV1,TomacNQ_VM_Base24_AM13_15,NQ/USD,full_2011_2025,2011-04-01T16:00:00+00:00,2011-04-04T05:00:00+00:00,-0.008084246356770556,-0.008084246356770556,False,exit_signal,3660.0,Bull,0.333,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacNQVariantMatrix -> TomacNQ_VM_Base24_AM13_15,board-b/v1,^IXIC,research_only_until_rc_spa_variant_matrix_and_required_roots_pass,suppress_if_branch_rc_spa_fails
20260511T184211+0800-codex-board-b-tomac-nq-variant-matrix-v1,TomacNQVariantMatrixV1,TomacNQ_VM_Base24_AM13_15,NQ/USD,full_2011_2025,2011-04-26T15:00:00+00:00,2011-05-01T23:00:00+00:00,0.004287357523789606,0.004287357523789606,True,exit_signal,7680.0,Bull,0.333,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacNQVariantMatrix -> TomacNQ_VM_Base24_AM13_15,board-b/v1,^IXIC,research_only_until_rc_spa_variant_matrix_and_required_roots_pass,suppress_if_branch_rc_spa_fails
20260511T184211+0800-codex-board-b-tomac-nq-variant-matrix-v1,TomacNQVariantMatrixV1,TomacNQ_VM_Base24_AM13_15,NQ/USD,full_2011_2025,2011-05-10T14:00:00+00:00,2011-05-11T17:00:00+00:00,-0.006672922531539985,-0.006672922531539985,False,exit_signal,1620.0,Bull,0.444,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacNQVariantMatrix -> TomacNQ_VM_Base24_AM13_15,board-b/v1,^IXIC,research_only_until_rc_spa_variant_matrix_and_required_roots_pass,suppress_if_branch_rc_spa_fails
20260511T184211+0800-codex-board-b-tomac-nq-variant-matrix-v1,TomacNQVariantMatrixV1,TomacNQ_VM_Base24_AM13_15,NQ/USD,full_2011_2025,2011-06-28T14:00:00+00:00,2011-06-29T12:00:00+00:00,0.012344582593250443,0.012344582593250443,True,trailing_stop_loss,1320.0,Sideways,0.5,source_ticker_asof_daily,Sideways -> RangeConsolidation -> TomacNQVariantMatrix -> TomacNQ_VM_Base24_AM13_15,board-b/v1,^IXIC,research_only_until_rc_spa_variant_matrix_and_required_roots_pass,suppress_if_branch_rc_spa_fails
20260511T184211+0800-codex-board-b-tomac-nq-variant-matrix-v1,TomacNQVariantMatrixV1,TomacNQ_VM_Base24_AM13_15,NQ/USD,full_2011_2025,2011-06-30T14:00:00+00:00,2011-07-01T14:00:00+00:00,0.008741030658838878,0.008741030658838878,True,trailing_stop_loss,1440.0,Bull,0.333,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacNQVariantMatrix -> TomacNQ_VM_Base24_AM13_15,board-b/v1,^IXIC,research_only_until_rc_spa_variant_matrix_and_required_roots_pass,suppress_if_branch_rc_spa_fails
20260511T184211+0800-codex-board-b-tomac-nq-variant-matrix-v1,TomacNQVariantMatrixV1,TomacNQ_VM_Base24_AM13_15,NQ/USD,full_2011_2025,2011-07-01T15:00:00+00:00,2011-07-04T06:00:00+00:00,0.0065471718364280345,0.0065471718364280345,True,exit_signal,3780.0,Bull,0.444,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacNQVariantMatrix -> TomacNQ_VM_Base24_AM13_15,board-b/v1,^IXIC,research_only_until_rc_spa_variant_matrix_and_required_roots_pass,suppress_if_branch_rc_spa_fails
20260511T184211+0800-codex-board-b-tomac-nq-variant-matrix-v1,TomacNQVariantMatrixV1,TomacNQ_VM_Base24_AM13_15,NQ/USD,full_2011_2025,2011-07-04T14:00:00+00:00,2011-07-07T12:00:00+00:00,0.010543986400339992,0.010543986400339992,True,trailing_stop_loss,4200.0,Bull,0.444,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacNQVariantMatrix -> TomacNQ_VM_Base24_AM13_15,board-b/v1,^IXIC,research_only_until_rc_spa_variant_matrix_and_required_roots_pass,suppress_if_branch_rc_spa_fails
20260511T184211+0800-codex-board-b-tomac-nq-variant-matrix-v1,TomacNQVariantMatrixV1,TomacNQ_VM_Base24_AM13_15,NQ/USD,full_2011_2025,2011-07-07T15:00:00+00:00,2011-07-10T23:00:00+00:00,-0.004178418468609631,-0.004178418468609631,False,exit_signal,4800.0,Bull,0.6,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacNQVariantMatrix -> TomacNQ_VM_Base24_AM13_15,board-b/v1,^IXIC,research_only_until_rc_spa_variant_matrix_and_required_roots_pass,suppress_if_branch_rc_spa_fails
20260511T184211+0800-codex-board-b-tomac-nq-variant-matrix-v1,TomacNQVariantMatrixV1,TomacNQ_VM_Base24_AM13_15,NQ/USD,full_2011_2025,2011-07-13T15:00:00+00:00,2011-07-13T22:00:00+00:00,-0.018183740353102867,-0.018183740353102867,False,exit_signal,420.0,Bull,0.333,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacNQVariantMatrix -> TomacNQ_VM_Base24_AM13_15,board-b/v1,^IXIC,research_only_until_rc_spa_variant_matrix_and_required_roots_pass,suppress_if_branch_rc_spa_fails
20260511T184211+0800-codex-board-b-tomac-nq-variant-matrix-v1,TomacNQVariantMatrixV1,TomacNQ_VM_Base24_AM13_15,NQ/USD,full_2011_2025,2011-07-21T15:00:00+00:00,2011-07-24T23:00:00+00:00,-0.0028119141845448863,-0.0028119141845448863,False,exit_signal,4800.0,Bull,0.5,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacNQVariantMatrix -> TomacNQ_VM_Base24_AM13_15,board-b/v1,^IXIC,research_only_until_rc_spa_variant_matrix_and_required_roots_pass,suppress_if_branch_rc_spa_fails
20260511T184211+0800-codex-board-b-tomac-nq-variant-matrix-v1,TomacNQVariantMatrixV1,TomacNQ_VM_Base24_AM13_15,NQ/USD,full_2011_2025,2011-08-29T14:00:00+00:00,2011-08-30T06:00:00+00:00,0.006014145562400183,0.006014145562400183,True,trailing_stop_loss,960.0,Bear,0.385,source_ticker_asof_daily,Bear -> BearMarketDrawdown -> TomacNQVariantMatrix -> TomacNQ_VM_Base24_AM13_15,board-b/v1,^IXIC,research_only_until_rc_spa_variant_matrix_and_required_roots_pass,suppress_if_branch_rc_spa_fails
20260511T184211+0800-codex-board-b-tomac-nq-variant-matrix-v1,TomacNQVariantMatrixV1,TomacNQ_VM_Base24_AM13_15,NQ/USD,full_2011_2025,2011-08-30T16:00:00+00:00,2011-08-31T14:00:00+00:00,0.008053811659192825,0.008053811659192825,True,trailing_stop_loss,1320.0,Crisis,0.417,source_ticker_asof_daily,Crisis -> ExtremeStress -> TomacNQVariantMatrix -> TomacNQ_VM_Base24_AM13_15,board-b/v1,^IXIC,research_only_until_rc_spa_variant_matrix_and_required_roots_pass,suppress_if_branch_rc_spa_fails
20260511T184211+0800-codex-board-b-tomac-nq-variant-matrix-v1,TomacNQVariantMatrixV1,TomacNQ_VM_Base24_AM13_15,NQ/USD,full_2011_2025,2011-09-08T15:00:00+00:00,2011-09-09T08:00:00+00:00,-0.019997759103641457,-0.019997759103641457,False,stop_loss,1020.0,Bear,0.3,source_ticker_asof_daily,Bear -> BearMarketDrawdown -> TomacNQVariantMatrix -> TomacNQ_VM_Base24_AM13_15,board-b/v1,^IXIC,research_only_until_rc_spa_variant_matrix_and_required_roots_pass,suppress_if_branch_rc_spa_fails
20260511T184211+0800-codex-board-b-tomac-nq-variant-matrix-v1,TomacNQVariantMatrixV1,TomacNQ_VM_Base24_AM13_15,NQ/USD,full_2011_2025,2011-09-16T14:00:00+00:00,2011-09-18T23:00:00+00:00,-0.004718533962471195,-0.004718533962471195,False,exit_signal,3420.0,Crisis,0.333,source_ticker_asof_daily,Crisis -> ExtremeStress -> TomacNQVariantMatrix -> TomacNQ_VM_Base24_AM13_15,board-b/v1,^IXIC,research_only_until_rc_spa_variant_matrix_and_required_roots_pass,suppress_if_branch_rc_spa_fails
20260511T184211+0800-codex-board-b-tomac-nq-variant-matrix-v1,TomacNQVariantMatrixV1,TomacNQ_VM_Base24_AM13_15,NQ/USD,full_2011_2025,2011-10-10T14:00:00+00:00,2011-10-10T19:00:00+00:00,0.005011175681716585,0.005011175681716585,True,trailing_stop_loss,300.0,Sideways,0.375,source_ticker_asof_daily,Sideways -> RangeConsolidation -> TomacNQVariantMatrix -> TomacNQ_VM_Base24_AM13_15,board-b/v1,^IXIC,research_only_until_rc_spa_variant_matrix_and_required_roots_pass,suppress_if_branch_rc_spa_fails
20260511T184211+0800-codex-board-b-tomac-nq-variant-matrix-v1,TomacNQVariantMatrixV1,TomacNQ_VM_Base24_AM13_15,NQ/USD,full_2011_2025,2011-10-11T15:00:00+00:00,2011-10-12T13:00:00+00:00,0.008233871854049895,0.008233871854049895,True,trailing_stop_loss,1320.0,Sideways,0.375,source_ticker_asof_daily,Sideways -> RangeConsolidation -> TomacNQVariantMatrix -> TomacNQ_VM_Base24_AM13_15,board-b/v1,^IXIC,research_only_until_rc_spa_variant_matrix_and_required_roots_pass,suppress_if_branch_rc_spa_fails
20260511T184211+0800-codex-board-b-tomac-nq-variant-matrix-v1,TomacNQVariantMatrixV1,TomacNQ_VM_Base24_AM13_15,NQ/USD,full_2011_2025,2011-10-14T14:00:00+00:00,2011-10-17T10:00:00+00:00,0.008916408668730651,0.008916408668730651,True,trailing_stop_loss,4080.0,Sideways,0.375,source_ticker_asof_daily,Sideways -> RangeConsolidation -> TomacNQVariantMatrix -> TomacNQ_VM_Base24_AM13_15,board-b/v1,^IXIC,research_only_until_rc_spa_variant_matrix_and_required_roots_pass,suppress_if_branch_rc_spa_fails
20260511T184211+0800-codex-board-b-tomac-nq-variant-matrix-v1,TomacNQVariantMatrixV1,TomacNQ_VM_Base24_AM13_15,NQ/USD,full_2011_2025,2011-10-21T14:00:00+00:00,2011-10-23T23:00:00+00:00,-0.0029129355917574713,-0.0029129355917574713,False,exit_signal,3420.0,Bull,0.333,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacNQVariantMatrix -> TomacNQ_VM_Base24_AM13_15,board-b/v1,^IXIC,research_only_until_rc_spa_variant_matrix_and_required_roots_pass,suppress_if_branch_rc_spa_fails
20260511T184211+0800-codex-board-b-tomac-nq-variant-matrix-v1,TomacNQVariantMatrixV1,TomacNQ_VM_Base24_AM13_15,NQ/USD,full_2011_2025,2011-10-24T14:00:00+00:00,2011-10-24T15:00:00+00:00,0.00723927692801369,0.00723927692801369,True,trailing_stop_loss,60.0,Bull,0.333,source_ticker_asof_daily,Bull -> TrendExpansion -> TomacNQVariantMatrix -> TomacNQ_VM_Base24_AM13_15,board-b/v1,^IXIC,research_only_until_rc_spa_variant_matrix_and_required_roots_pass,suppress_if_branch_rc_spa_fails
