ts,open,high,low,close,volume,wap,count
2026-04-28T20:01:00+00:00,2302.2,2305.1,2295.4,2295.45,-1.0,-1.0,-1
2026-04-28T21:00:00+00:00,2295.45,2296.8,2285.65,2290.55,-1.0,-1.0,-1
2026-04-28T22:00:00+00:00,2290.55,2294.2,2285.75,2286.0,-1.0,-1.0,-1
2026-04-28T23:00:00+00:00,2286.0,2289.5,2284.0,2289.5,-1.0,-1.0,-1
2026-04-29T00:00:00+00:00,2289.5,2293.5,2285.4,2292.4,-1.0,-1.0,-1
2026-04-29T01:00:00+00:00,2292.4,2296.95,2279.05,2292.0,-1.0,-1.0,-1
2026-04-29T02:00:00+00:00,2292.0,2294.85,2284.05,2288.25,-1.0,-1.0,-1
2026-04-29T03:00:00+00:00,2288.25,2315.1,2287.65,2311.75,-1.0,-1.0,-1
2026-04-29T04:00:00+00:00,2311.75,2342.1,2309.4,2327.05,-1.0,-1.0,-1
2026-04-29T05:00:00+00:00,2327.05,2331.6,2322.5,2328.3,-1.0,-1.0,-1
2026-04-29T06:00:00+00:00,2328.3,2335.9,2320.6,2324.15,-1.0,-1.0,-1
2026-04-29T07:00:00+00:00,2324.15,2329.9,2321.9,2323.55,-1.0,-1.0,-1
2026-04-29T08:00:00+00:00,2323.55,2328.7,2321.15,2325.55,-1.0,-1.0,-1
2026-04-29T09:00:00+00:00,2325.55,2346.7,2322.65,2340.2,-1.0,-1.0,-1
2026-04-29T10:00:00+00:00,2340.2,2345.6,2330.85,2332.95,-1.0,-1.0,-1
2026-04-29T11:00:00+00:00,2332.95,2335.5,2328.4,2331.5,-1.0,-1.0,-1
2026-04-29T12:00:00+00:00,2331.5,2331.5,2307.65,2315.55,-1.0,-1.0,-1
2026-04-29T13:00:00+00:00,2315.55,2317.7,2288.6,2302.8,-1.0,-1.0,-1
2026-04-29T14:00:00+00:00,2302.8,2306.85,2293.7,2299.15,-1.0,-1.0,-1
2026-04-29T15:00:00+00:00,2299.15,2300.05,2262.8,2271.5,-1.0,-1.0,-1
2026-04-29T16:00:00+00:00,2271.5,2278.5,2262.7,2265.7,-1.0,-1.0,-1
2026-04-29T17:00:00+00:00,2265.7,2282.05,2265.4,2281.7,-1.0,-1.0,-1
2026-04-29T18:00:00+00:00,2281.7,2284.7,2220.15,2238.8,-1.0,-1.0,-1
2026-04-29T19:00:00+00:00,2238.8,2241.45,2224.7,2232.75,-1.0,-1.0,-1
2026-04-29T20:01:00+00:00,2235.1,2247.95,2229.85,2240.2,-1.0,-1.0,-1
2026-04-29T21:00:00+00:00,2240.2,2267.85,2237.95,2252.3,-1.0,-1.0,-1
2026-04-29T22:00:00+00:00,2252.3,2257.75,2248.8,2256.8,-1.0,-1.0,-1
2026-04-29T23:00:00+00:00,2256.8,2259.45,2249.9,2252.2,-1.0,-1.0,-1
2026-04-30T00:00:00+00:00,2252.2,2274.15,2248.8,2271.8,-1.0,-1.0,-1
2026-04-30T01:00:00+00:00,2271.8,2278.0,2266.25,2268.3,-1.0,-1.0,-1
2026-04-30T02:00:00+00:00,2268.3,2272.5,2235.15,2245.3,-1.0,-1.0,-1
2026-04-30T03:00:00+00:00,2245.3,2255.4,2242.8,2252.9,-1.0,-1.0,-1
2026-04-30T04:00:00+00:00,2252.9,2253.4,2236.0,2238.3,-1.0,-1.0,-1
2026-04-30T05:00:00+00:00,2238.3,2247.2,2230.7,2242.05,-1.0,-1.0,-1
2026-04-30T06:00:00+00:00,2242.05,2251.5,2241.6,2247.3,-1.0,-1.0,-1
2026-04-30T07:00:00+00:00,2247.3,2260.4,2243.65,2259.55,-1.0,-1.0,-1
2026-04-30T08:00:00+00:00,2259.55,2261.5,2255.1,2255.8,-1.0,-1.0,-1
2026-04-30T09:00:00+00:00,2255.8,2270.75,2255.75,2262.4,-1.0,-1.0,-1
2026-04-30T10:00:00+00:00,2262.4,2265.05,2256.15,2260.9,-1.0,-1.0,-1
2026-04-30T11:00:00+00:00,2260.9,2272.7,2252.2,2257.8,-1.0,-1.0,-1
2026-04-30T12:00:00+00:00,2257.8,2269.6,2257.35,2264.55,-1.0,-1.0,-1
2026-04-30T13:00:00+00:00,2264.55,2271.65,2254.1,2262.95,-1.0,-1.0,-1
2026-04-30T14:00:00+00:00,2262.95,2269.95,2245.9,2261.55,-1.0,-1.0,-1
2026-04-30T15:00:00+00:00,2261.55,2274.7,2257.0,2265.65,-1.0,-1.0,-1
2026-04-30T16:00:00+00:00,2265.65,2266.1,2254.9,2256.4,-1.0,-1.0,-1
2026-04-30T17:00:00+00:00,2256.4,2259.2,2250.75,2257.55,-1.0,-1.0,-1
2026-04-30T18:00:00+00:00,2257.55,2264.35,2253.8,2259.55,-1.0,-1.0,-1
2026-04-30T19:00:00+00:00,2259.55,2266.3,2257.6,2261.8,-1.0,-1.0,-1
2026-04-30T20:01:00+00:00,2260.3,2266.6,2259.95,2263.8,-1.0,-1.0,-1
2026-04-30T21:00:00+00:00,2263.8,2263.8,2251.75,2255.7,-1.0,-1.0,-1
2026-04-30T22:00:00+00:00,2255.7,2260.25,2251.75,2253.25,-1.0,-1.0,-1
2026-04-30T23:00:00+00:00,2253.25,2257.75,2253.2,2256.3,-1.0,-1.0,-1
2026-05-01T00:00:00+00:00,2256.3,2265.0,2256.25,2258.8,-1.0,-1.0,-1
2026-05-01T01:00:00+00:00,2258.8,2269.65,2258.8,2266.95,-1.0,-1.0,-1
2026-05-01T02:00:00+00:00,2266.95,2269.05,2264.2,2266.0,-1.0,-1.0,-1
2026-05-01T03:00:00+00:00,2266.0,2294.75,2265.55,2282.0,-1.0,-1.0,-1
2026-05-01T04:00:00+00:00,2282.0,2284.9,2277.35,2279.45,-1.0,-1.0,-1
2026-05-01T05:00:00+00:00,2279.45,2285.7,2278.0,2282.65,-1.0,-1.0,-1
2026-05-01T06:00:00+00:00,2282.65,2285.85,2271.7,2277.05,-1.0,-1.0,-1
2026-05-01T07:00:00+00:00,2277.05,2280.4,2272.85,2278.75,-1.0,-1.0,-1
2026-05-01T08:00:00+00:00,2278.75,2288.85,2277.4,2286.75,-1.0,-1.0,-1
2026-05-01T09:00:00+00:00,2286.75,2286.75,2279.75,2281.65,-1.0,-1.0,-1
2026-05-01T10:00:00+00:00,2281.65,2285.35,2276.85,2281.8,-1.0,-1.0,-1
2026-05-01T11:00:00+00:00,2281.8,2293.1,2281.75,2286.7,-1.0,-1.0,-1
2026-05-01T12:00:00+00:00,2286.7,2311.6,2284.15,2301.3,-1.0,-1.0,-1
2026-05-01T13:00:00+00:00,2301.3,2323.75,2301.25,2318.4,-1.0,-1.0,-1
2026-05-01T14:00:00+00:00,2318.4,2325.45,2301.25,2307.8,-1.0,-1.0,-1
2026-05-01T15:00:00+00:00,2307.8,2316.45,2298.95,2307.7,-1.0,-1.0,-1
2026-05-01T16:00:00+00:00,2307.7,2314.2,2298.0,2301.9,-1.0,-1.0,-1
2026-05-01T17:00:00+00:00,2301.9,2313.15,2298.4,2312.0,-1.0,-1.0,-1
2026-05-01T18:00:00+00:00,2312.0,2312.0,2303.7,2304.05,-1.0,-1.0,-1
2026-05-01T19:00:00+00:00,2304.05,2307.35,2302.1,2304.95,-1.0,-1.0,-1
2026-05-03T07:00:00+00:00,2304.4,2312.4,2304.35,2309.15,-1.0,-1.0,-1
2026-05-03T08:00:00+00:00,2309.15,2311.8,2307.65,2308.4,-1.0,-1.0,-1
2026-05-03T09:00:00+00:00,2308.4,2322.2,2307.85,2316.0,-1.0,-1.0,-1
2026-05-03T10:00:00+00:00,2316.0,2316.0,2311.3,2311.7,-1.0,-1.0,-1
2026-05-03T11:00:00+00:00,2311.7,2327.4,2310.55,2319.8,-1.0,-1.0,-1
2026-05-03T12:00:00+00:00,2319.8,2331.8,2319.75,2324.55,-1.0,-1.0,-1
2026-05-03T13:00:00+00:00,2324.55,2327.7,2320.65,2322.0,-1.0,-1.0,-1
2026-05-03T14:00:00+00:00,2322.0,2328.7,2321.0,2328.3,-1.0,-1.0,-1
2026-05-03T15:00:00+00:00,2328.3,2332.95,2324.9,2328.3,-1.0,-1.0,-1
2026-05-03T16:00:00+00:00,2328.3,2333.8,2322.3,2328.4,-1.0,-1.0,-1
2026-05-03T17:00:00+00:00,2328.4,2335.1,2324.05,2331.3,-1.0,-1.0,-1
2026-05-03T18:00:00+00:00,2331.3,2332.9,2328.35,2331.05,-1.0,-1.0,-1
2026-05-03T19:00:00+00:00,2331.05,2337.3,2329.05,2335.8,-1.0,-1.0,-1
2026-05-03T20:00:00+00:00,2335.8,2344.05,2328.5,2329.55,-1.0,-1.0,-1
2026-05-03T21:00:00+00:00,2329.55,2333.7,2314.5,2324.0,-1.0,-1.0,-1
2026-05-03T22:00:00+00:00,2324.0,2356.1,2323.95,2343.8,-1.0,-1.0,-1
2026-05-03T23:00:00+00:00,2343.8,2346.8,2320.6,2322.4,-1.0,-1.0,-1
2026-05-04T00:00:00+00:00,2322.4,2322.4,2309.1,2318.45,-1.0,-1.0,-1
2026-05-04T01:00:00+00:00,2318.45,2353.55,2312.6,2350.65,-1.0,-1.0,-1
2026-05-04T02:00:00+00:00,2350.65,2387.85,2345.35,2374.55,-1.0,-1.0,-1
2026-05-04T03:00:00+00:00,2374.55,2391.35,2371.65,2384.5,-1.0,-1.0,-1
2026-05-04T04:00:00+00:00,2384.5,2398.8,2384.3,2389.95,-1.0,-1.0,-1
2026-05-04T05:00:00+00:00,2389.95,2390.35,2374.6,2376.3,-1.0,-1.0,-1
2026-05-04T06:00:00+00:00,2376.3,2377.7,2354.05,2368.05,-1.0,-1.0,-1
2026-05-04T07:00:00+00:00,2368.05,2372.75,2362.25,2362.3,-1.0,-1.0,-1
2026-05-04T08:00:00+00:00,2362.3,2363.95,2356.55,2359.15,-1.0,-1.0,-1
2026-05-04T09:00:00+00:00,2359.15,2370.1,2355.8,2367.9,-1.0,-1.0,-1
2026-05-04T10:00:00+00:00,2367.9,2368.45,2313.7,2338.5,-1.0,-1.0,-1
2026-05-04T11:00:00+00:00,2338.5,2343.6,2332.5,2337.55,-1.0,-1.0,-1
2026-05-04T12:00:00+00:00,2337.55,2343.4,2332.9,2336.15,-1.0,-1.0,-1
2026-05-04T13:00:00+00:00,2336.15,2344.55,2325.9,2336.8,-1.0,-1.0,-1
2026-05-04T14:00:00+00:00,2336.8,2381.45,2327.55,2371.5,-1.0,-1.0,-1
2026-05-04T15:00:00+00:00,2371.5,2374.25,2335.6,2349.05,-1.0,-1.0,-1
2026-05-04T16:00:00+00:00,2349.05,2365.0,2336.05,2355.4,-1.0,-1.0,-1
2026-05-04T17:00:00+00:00,2355.4,2380.35,2354.2,2370.3,-1.0,-1.0,-1
2026-05-04T18:00:00+00:00,2370.3,2374.65,2355.45,2360.75,-1.0,-1.0,-1
2026-05-04T19:00:00+00:00,2360.75,2363.9,2353.65,2355.8,-1.0,-1.0,-1
2026-05-04T20:01:00+00:00,2353.8,2358.45,2347.25,2350.05,-1.0,-1.0,-1
2026-05-04T21:00:00+00:00,2350.05,2364.3,2350.05,2361.05,-1.0,-1.0,-1
2026-05-04T22:00:00+00:00,2361.05,2365.85,2353.75,2354.45,-1.0,-1.0,-1
2026-05-04T23:00:00+00:00,2354.45,2354.45,2344.75,2346.45,-1.0,-1.0,-1
2026-05-05T00:00:00+00:00,2346.45,2358.85,2344.7,2358.45,-1.0,-1.0,-1
2026-05-05T01:00:00+00:00,2358.45,2364.4,2355.5,2361.75,-1.0,-1.0,-1
2026-05-05T02:00:00+00:00,2361.75,2377.1,2359.85,2367.3,-1.0,-1.0,-1
2026-05-05T03:00:00+00:00,2367.3,2388.9,2364.9,2382.5,-1.0,-1.0,-1
2026-05-05T04:00:00+00:00,2382.5,2385.45,2376.5,2380.8,-1.0,-1.0,-1
2026-05-05T05:00:00+00:00,2380.8,2390.5,2377.2,2380.0,-1.0,-1.0,-1
2026-05-05T06:00:00+00:00,2380.0,2381.4,2367.4,2378.2,-1.0,-1.0,-1
2026-05-05T07:00:00+00:00,2378.2,2388.1,2375.55,2380.55,-1.0,-1.0,-1
2026-05-05T08:00:00+00:00,2380.55,2383.95,2372.8,2376.25,-1.0,-1.0,-1
2026-05-05T09:00:00+00:00,2376.25,2376.25,2366.2,2368.75,-1.0,-1.0,-1
2026-05-05T10:00:00+00:00,2368.75,2379.15,2367.0,2378.3,-1.0,-1.0,-1
2026-05-05T11:00:00+00:00,2378.3,2383.15,2373.15,2379.5,-1.0,-1.0,-1
2026-05-05T12:00:00+00:00,2379.5,2390.05,2376.75,2389.05,-1.0,-1.0,-1
2026-05-05T13:00:00+00:00,2389.05,2399.55,2383.75,2389.4,-1.0,-1.0,-1
2026-05-05T14:00:00+00:00,2389.4,2392.2,2369.6,2379.0,-1.0,-1.0,-1
2026-05-05T15:00:00+00:00,2379.0,2387.5,2375.65,2381.7,-1.0,-1.0,-1
2026-05-05T16:00:00+00:00,2381.7,2383.6,2361.0,2365.05,-1.0,-1.0,-1
2026-05-05T17:00:00+00:00,2365.05,2369.1,2360.05,2363.0,-1.0,-1.0,-1
2026-05-05T18:00:00+00:00,2363.0,2374.5,2362.95,2372.45,-1.0,-1.0,-1
2026-05-05T19:00:00+00:00,2372.45,2376.1,2369.55,2371.95,-1.0,-1.0,-1
2026-05-05T20:01:00+00:00,2372.05,2387.15,2371.55,2382.65,-1.0,-1.0,-1
2026-05-05T21:00:00+00:00,2382.65,2388.3,2367.9,2376.0,-1.0,-1.0,-1
2026-05-05T22:00:00+00:00,2376.0,2381.7,2354.45,2367.55,-1.0,-1.0,-1
2026-05-05T23:00:00+00:00,2367.55,2369.3,2355.0,2360.9,-1.0,-1.0,-1
2026-05-06T00:00:00+00:00,2360.9,2367.2,2353.75,2364.3,-1.0,-1.0,-1
2026-05-06T01:00:00+00:00,2364.3,2375.85,2362.55,2372.65,-1.0,-1.0,-1
2026-05-06T02:00:00+00:00,2372.65,2372.9,2360.3,2368.8,-1.0,-1.0,-1
2026-05-06T03:00:00+00:00,2368.8,2380.4,2367.0,2376.5,-1.0,-1.0,-1
2026-05-06T04:00:00+00:00,2376.5,2379.1,2360.85,2366.2,-1.0,-1.0,-1
2026-05-06T05:00:00+00:00,2366.2,2366.55,2354.2,2364.45,-1.0,-1.0,-1
2026-05-06T06:00:00+00:00,2364.45,2370.8,2360.65,2370.65,-1.0,-1.0,-1
2026-05-06T07:00:00+00:00,2370.65,2375.1,2368.9,2371.05,-1.0,-1.0,-1
2026-05-06T08:00:00+00:00,2371.05,2396.3,2369.6,2394.25,-1.0,-1.0,-1
2026-05-06T09:00:00+00:00,2394.25,2417.85,2385.15,2412.55,-1.0,-1.0,-1
2026-05-06T10:00:00+00:00,2412.55,2414.25,2405.75,2410.65,-1.0,-1.0,-1
2026-05-06T11:00:00+00:00,2410.65,2424.4,2409.3,2410.65,-1.0,-1.0,-1
2026-05-06T12:00:00+00:00,2410.65,2413.65,2400.5,2404.05,-1.0,-1.0,-1
2026-05-06T13:00:00+00:00,2404.05,2404.1,2364.55,2368.55,-1.0,-1.0,-1
2026-05-06T14:00:00+00:00,2368.55,2372.5,2346.45,2359.3,-1.0,-1.0,-1
2026-05-06T15:00:00+00:00,2359.3,2365.25,2354.4,2358.95,-1.0,-1.0,-1
2026-05-06T16:00:00+00:00,2358.95,2366.1,2350.65,2357.9,-1.0,-1.0,-1
2026-05-06T17:00:00+00:00,2357.9,2360.4,2347.75,2349.9,-1.0,-1.0,-1
2026-05-06T18:00:00+00:00,2349.9,2351.8,2338.05,2345.15,-1.0,-1.0,-1
2026-05-06T19:00:00+00:00,2345.15,2349.35,2342.25,2348.5,-1.0,-1.0,-1
2026-05-06T20:01:00+00:00,2348.95,2356.8,2345.3,2350.25,-1.0,-1.0,-1
2026-05-06T21:00:00+00:00,2350.25,2356.9,2346.6,2355.05,-1.0,-1.0,-1
2026-05-06T22:00:00+00:00,2355.05,2355.45,2345.45,2347.9,-1.0,-1.0,-1
2026-05-06T23:00:00+00:00,2347.9,2384.3,2337.7,2351.0,-1.0,-1.0,-1
2026-05-07T00:00:00+00:00,2351.0,2364.7,2329.1,2329.75,-1.0,-1.0,-1
2026-05-07T01:00:00+00:00,2329.75,2334.7,2313.75,2327.45,-1.0,-1.0,-1
2026-05-07T02:00:00+00:00,2327.45,2327.6,2313.95,2321.75,-1.0,-1.0,-1
2026-05-07T03:00:00+00:00,2321.75,2325.5,2315.35,2321.8,-1.0,-1.0,-1
2026-05-07T04:00:00+00:00,2321.8,2327.2,2317.6,2327.05,-1.0,-1.0,-1
2026-05-07T05:00:00+00:00,2327.05,2333.8,2327.05,2330.8,-1.0,-1.0,-1
2026-05-07T06:00:00+00:00,2330.8,2338.3,2320.4,2337.4,-1.0,-1.0,-1
2026-05-07T07:00:00+00:00,2337.4,2346.6,2337.25,2345.0,-1.0,-1.0,-1
2026-05-07T08:00:00+00:00,2345.0,2346.7,2332.35,2333.7,-1.0,-1.0,-1
2026-05-07T09:00:00+00:00,2333.7,2336.8,2326.75,2328.3,-1.0,-1.0,-1
2026-05-07T10:00:00+00:00,2328.3,2330.85,2316.75,2326.9,-1.0,-1.0,-1
2026-05-07T11:00:00+00:00,2326.9,2330.95,2325.0,2329.9,-1.0,-1.0,-1
2026-05-07T12:00:00+00:00,2329.9,2336.8,2329.3,2333.45,-1.0,-1.0,-1
2026-05-07T13:00:00+00:00,2333.45,2333.5,2304.9,2314.3,-1.0,-1.0,-1
2026-05-07T14:00:00+00:00,2314.3,2318.3,2289.4,2298.8,-1.0,-1.0,-1
2026-05-07T15:00:00+00:00,2298.8,2304.4,2285.75,2293.75,-1.0,-1.0,-1
2026-05-07T16:00:00+00:00,2293.75,2297.85,2285.4,2291.55,-1.0,-1.0,-1
2026-05-07T17:00:00+00:00,2291.55,2301.2,2279.5,2299.8,-1.0,-1.0,-1
2026-05-07T18:00:00+00:00,2299.8,2303.75,2291.4,2296.55,-1.0,-1.0,-1
2026-05-07T19:00:00+00:00,2296.55,2296.55,2287.75,2295.4,-1.0,-1.0,-1
2026-05-07T20:01:00+00:00,2294.7,2302.2,2288.05,2288.8,-1.0,-1.0,-1
2026-05-07T21:00:00+00:00,2288.8,2293.6,2281.25,2288.05,-1.0,-1.0,-1
2026-05-07T22:00:00+00:00,2288.05,2289.85,2280.3,2287.25,-1.0,-1.0,-1
2026-05-07T23:00:00+00:00,2287.25,2294.15,2286.05,2290.75,-1.0,-1.0,-1
2026-05-08T00:00:00+00:00,2290.75,2297.3,2283.4,2286.55,-1.0,-1.0,-1
2026-05-08T01:00:00+00:00,2286.55,2289.0,2280.9,2283.25,-1.0,-1.0,-1
2026-05-08T02:00:00+00:00,2283.25,2283.95,2273.65,2278.9,-1.0,-1.0,-1
2026-05-08T03:00:00+00:00,2278.9,2281.85,2269.75,2278.75,-1.0,-1.0,-1
2026-05-08T04:00:00+00:00,2278.75,2284.15,2276.9,2281.4,-1.0,-1.0,-1
2026-05-08T05:00:00+00:00,2281.4,2283.75,2275.8,2275.8,-1.0,-1.0,-1
2026-05-08T06:00:00+00:00,2275.8,2279.95,2272.1,2275.0,-1.0,-1.0,-1
2026-05-08T07:00:00+00:00,2275.0,2281.55,2266.5,2280.9,-1.0,-1.0,-1
2026-05-08T08:00:00+00:00,2280.9,2291.6,2279.15,2284.3,-1.0,-1.0,-1
2026-05-08T09:00:00+00:00,2284.3,2291.7,2279.4,2283.95,-1.0,-1.0,-1
2026-05-08T10:00:00+00:00,2283.95,2290.3,2280.25,2287.7,-1.0,-1.0,-1
