schema_version,run_id,recipe_id,variant_id,market,timeframe,trade_id,open_date,close_date,open_session_date,source_anchor,parent_regime_root,parent_regime_confidence_floor,source_ticker_confidence,source_ticker_vix,manipulation_overlay_state,sub_regime_tags,sub_sub_regime_or_profit_factor,profit_factor_family,profit_factor_leaf,regime_profit_branch_path,regime_profit_branch_path_version,trade_or_bar_horizon,allowed_action,suppression_rule,direction,direction_sign,entry_close,exit_close,gross_return,roundtrip_cost,profit_ratio_net,year_fold,root_lookup_status,provider_id,provider_cluster,provider_count,provider_dispersion
board-b-source-root-stop-carry/v1,20260511T220019+0800-codex-board-b-source-root-stop-carry-v1,SourceRootStopCarryV1,bull_carry_breakout,SPY/YF,1d,SourceRootStopCarryV1:bull_carry_breakout:SPY/YF:1d:yfinance_spy:20,2011-02-01T00:00:00+00:00,2011-02-08T00:00:00+00:00,2011-02-01,^GSPC,Bull,0.9797225384,0.5,17.6299991607666,component_pass_from_205047_not_rescored_here,StopRunContinuation,CarryBreakoutOrPullback,source_root_stop_carry,SourceRootStopCarryV1:bull_carry_breakout,Bull -> StopRunContinuation -> CarryBreakoutOrPullback -> SourceRootStopCarryV1:bull_carry_breakout,board-b-source-root-stop-carry/v1,1d_hold_5,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_stop_carry_branch_rc_spa_fails,long,1,99.74333190917969,101.13946533203125,0.01399726073039953,0.00075,0.01324726073039953,2011,source_panel_daily_asof,yfinance_spy,equity_risk_daily,6,0.463816906641528
board-b-source-root-stop-carry/v1,20260511T220019+0800-codex-board-b-source-root-stop-carry-v1,SourceRootStopCarryV1,bull_carry_breakout,SPY/YF,1d,SourceRootStopCarryV1:bull_carry_breakout:SPY/YF:1d:yfinance_spy:28,2011-02-11T00:00:00+00:00,2011-02-18T00:00:00+00:00,2011-02-11,^GSPC,Bull,0.9797225384,0.5,15.6899995803833,component_pass_from_205047_not_rescored_here,StopRunContinuation,CarryBreakoutOrPullback,source_root_stop_carry,SourceRootStopCarryV1:bull_carry_breakout,Bull -> StopRunContinuation -> CarryBreakoutOrPullback -> SourceRootStopCarryV1:bull_carry_breakout,board-b-source-root-stop-carry/v1,1d_hold_5,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_stop_carry_branch_rc_spa_fails,long,1,101.5514144897461,102.63475036621094,0.01066785609937737,0.00075,0.00991785609937737,2011,source_panel_daily_asof,yfinance_spy,equity_risk_daily,6,0.46830563119440916
board-b-source-root-stop-carry/v1,20260511T220019+0800-codex-board-b-source-root-stop-carry-v1,SourceRootStopCarryV1,bull_carry_breakout,SPY/YF,1d,SourceRootStopCarryV1:bull_carry_breakout:SPY/YF:1d:yfinance_spy:78,2011-04-26T00:00:00+00:00,2011-05-03T00:00:00+00:00,2011-04-26,^GSPC,Bull,0.9797225384,0.5,15.619999885559082,component_pass_from_205047_not_rescored_here,StopRunContinuation,CarryBreakoutOrPullback,source_root_stop_carry,SourceRootStopCarryV1:bull_carry_breakout,Bull -> StopRunContinuation -> CarryBreakoutOrPullback -> SourceRootStopCarryV1:bull_carry_breakout,board-b-source-root-stop-carry/v1,1d_hold_5,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_stop_carry_branch_rc_spa_fails,long,1,103.27985382080078,104.0001220703125,0.006973947220737298,0.00075,0.006223947220737298,2011,source_panel_daily_asof,yfinance_spy,equity_risk_daily,6,0.4581925518948538
board-b-source-root-stop-carry/v1,20260511T220019+0800-codex-board-b-source-root-stop-carry-v1,SourceRootStopCarryV1,bull_carry_breakout,SPY/YF,1d,SourceRootStopCarryV1:bull_carry_breakout:SPY/YF:1d:yfinance_spy:124,2011-06-30T00:00:00+00:00,2011-07-08T00:00:00+00:00,2011-06-30,^GSPC,Bull,0.9797225384,0.5,16.520000457763672,component_pass_from_205047_not_rescored_here,StopRunContinuation,CarryBreakoutOrPullback,source_root_stop_carry,SourceRootStopCarryV1:bull_carry_breakout,Bull -> StopRunContinuation -> CarryBreakoutOrPullback -> SourceRootStopCarryV1:bull_carry_breakout,board-b-source-root-stop-carry/v1,1d_hold_5,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_stop_carry_branch_rc_spa_fails,long,1,101.62041473388672,103.4915542602539,0.01841302784747678,0.00075,0.01766302784747678,2011,source_panel_daily_asof,yfinance_spy,equity_risk_daily,6,0.47015800808139424
board-b-source-root-stop-carry/v1,20260511T220019+0800-codex-board-b-source-root-stop-carry-v1,SourceRootStopCarryV1,bull_carry_breakout,SPY/YF,1d,SourceRootStopCarryV1:bull_carry_breakout:SPY/YF:1d:yfinance_spy:207,2011-10-27T00:00:00+00:00,2011-11-03T00:00:00+00:00,2011-10-27,^GSPC,Bull,0.9797225384,0.5,25.459999084472656,component_pass_from_205047_not_rescored_here,StopRunContinuation,CarryBreakoutOrPullback,source_root_stop_carry,SourceRootStopCarryV1:bull_carry_breakout,Bull -> StopRunContinuation -> CarryBreakoutOrPullback -> SourceRootStopCarryV1:bull_carry_breakout,board-b-source-root-stop-carry/v1,1d_hold_5,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_stop_carry_branch_rc_spa_fails,long,1,99.56095886230469,97.71882629394531,-0.018502559531463403,0.00075,-0.019252559531463403,2011,source_panel_daily_asof,yfinance_spy,equity_risk_daily,6,0.48977981310632634
board-b-source-root-stop-carry/v1,20260511T220019+0800-codex-board-b-source-root-stop-carry-v1,SourceRootStopCarryV1,bull_carry_breakout,SPY/YF,1d,SourceRootStopCarryV1:bull_carry_breakout:SPY/YF:1d:yfinance_spy:248,2011-12-27T00:00:00+00:00,2012-01-04T00:00:00+00:00,2011-12-27,^GSPC,Bull,0.9797225384,0.5,21.90999984741211,component_pass_from_205047_not_rescored_here,StopRunContinuation,CarryBreakoutOrPullback,source_root_stop_carry,SourceRootStopCarryV1:bull_carry_breakout,Bull -> StopRunContinuation -> CarryBreakoutOrPullback -> SourceRootStopCarryV1:bull_carry_breakout,board-b-source-root-stop-carry/v1,1d_hold_5,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_stop_carry_branch_rc_spa_fails,long,1,98.52548217773438,99.46800231933594,0.009566257589090688,0.00075,0.008816257589090687,2011,source_panel_daily_asof,yfinance_spy,equity_risk_daily,6,0.5297820940507236
board-b-source-root-stop-carry/v1,20260511T220019+0800-codex-board-b-source-root-stop-carry-v1,SourceRootStopCarryV1,bull_carry_breakout,SPY/YF,1d,SourceRootStopCarryV1:bull_carry_breakout:SPY/YF:1d:yfinance_spy:257,2012-01-10T00:00:00+00:00,2012-01-18T00:00:00+00:00,2012-01-10,^GSPC,Bull,0.9797225384,0.4,20.690000534057617,component_pass_from_205047_not_rescored_here,StopRunContinuation,CarryBreakoutOrPullback,source_root_stop_carry,SourceRootStopCarryV1:bull_carry_breakout,Bull -> StopRunContinuation -> CarryBreakoutOrPullback -> SourceRootStopCarryV1:bull_carry_breakout,board-b-source-root-stop-carry/v1,1d_hold_5,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_stop_carry_branch_rc_spa_fails,long,1,100.58183288574219,101.85928344726562,0.012700609293674114,0.00075,0.011950609293674114,2012,source_panel_daily_asof,yfinance_spy,equity_risk_daily,6,0.5234250228262715
board-b-source-root-stop-carry/v1,20260511T220019+0800-codex-board-b-source-root-stop-carry-v1,SourceRootStopCarryV1,bull_carry_breakout,SPY/YF,1d,SourceRootStopCarryV1:bull_carry_breakout:SPY/YF:1d:yfinance_spy:263,2012-01-19T00:00:00+00:00,2012-01-26T00:00:00+00:00,2012-01-19,^GSPC,Bull,0.9797225384,0.667,19.8700008392334,component_pass_from_205047_not_rescored_here,StopRunContinuation,CarryBreakoutOrPullback,source_root_stop_carry,SourceRootStopCarryV1:bull_carry_breakout,Bull -> StopRunContinuation -> CarryBreakoutOrPullback -> SourceRootStopCarryV1:bull_carry_breakout,board-b-source-root-stop-carry/v1,1d_hold_5,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_stop_carry_branch_rc_spa_fails,long,1,102.39669799804688,102.723876953125,0.0031952100162875308,0.00075,0.002445210016287531,2012,source_panel_daily_asof,yfinance_spy,equity_risk_daily,6,0.5116411077353189
board-b-source-root-stop-carry/v1,20260511T220019+0800-codex-board-b-source-root-stop-carry-v1,SourceRootStopCarryV1,bull_carry_breakout,SPY/YF,1d,SourceRootStopCarryV1:bull_carry_breakout:SPY/YF:1d:yfinance_spy:274,2012-02-03T00:00:00+00:00,2012-02-10T00:00:00+00:00,2012-02-03,^GSPC,Bull,0.9797225384,0.667,17.100000381469727,component_pass_from_205047_not_rescored_here,StopRunContinuation,CarryBreakoutOrPullback,source_root_stop_carry,SourceRootStopCarryV1:bull_carry_breakout,Bull -> StopRunContinuation -> CarryBreakoutOrPullback -> SourceRootStopCarryV1:bull_carry_breakout,board-b-source-root-stop-carry/v1,1d_hold_5,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_stop_carry_branch_rc_spa_fails,long,1,104.79584503173828,104.65556335449219,-0.0013386186943157297,0.00075,-0.0020886186943157295,2012,source_panel_daily_asof,yfinance_spy,equity_risk_daily,6,0.4911385625992309
board-b-source-root-stop-carry/v1,20260511T220019+0800-codex-board-b-source-root-stop-carry-v1,SourceRootStopCarryV1,bull_carry_breakout,SPY/YF,1d,SourceRootStopCarryV1:bull_carry_breakout:SPY/YF:1d:yfinance_spy:283,2012-02-16T00:00:00+00:00,2012-02-24T00:00:00+00:00,2012-02-16,^GSPC,Bull,0.9797225384,0.667,19.219999313354492,component_pass_from_205047_not_rescored_here,StopRunContinuation,CarryBreakoutOrPullback,source_root_stop_carry,SourceRootStopCarryV1:bull_carry_breakout,Bull -> StopRunContinuation -> CarryBreakoutOrPullback -> SourceRootStopCarryV1:bull_carry_breakout,board-b-source-root-stop-carry/v1,1d_hold_5,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_stop_carry_branch_rc_spa_fails,long,1,105.97196960449219,106.65740966796875,0.006468126109524519,0.00075,0.005718126109524519,2012,source_panel_daily_asof,yfinance_spy,equity_risk_daily,6,0.4905325625608223
