candidate_set_id,path_id,rank,symbol,path_label,calibrated_label,training_weight,maturity_mask,current_posterior,structural_baseline_score,experience_prior,evidence_quality_score,risk_reward,kelly_fraction,setup_quality,gating_status,selected_direction,factor_alignment,setup_family,entry_style,session_model,htf_rb_type,ltf_path_label,pda_survival_regime
CrashRebound_board_a_branch_paths_v1,crashrebound:Bull:0001,1,SOL/USDT,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,1,1.0,True,0.7736736170328318,0.7736736170328318,0.7736736170328318,0.9797225384,0.05473472340656634,0.05473472340656634,0.7736736170328318,research_watch_rejected_rc_spa,Long,Bull,CrashRebound,drawdown_rebound,crypto_24x7,PullbackInUptrend,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,board_a_source_date_root
CrashRebound_board_a_branch_paths_v1,crashrebound:Bull:0002,2,AVAX/USDT,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,1,1.0,True,0.8479084806372523,0.8479084806372523,0.8479084806372523,0.9797225384,0.06958169612745047,0.06958169612745047,0.8479084806372523,research_watch_rejected_rc_spa,Long,Bull,CrashRebound,drawdown_rebound,crypto_24x7,PullbackInUptrend,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,board_a_source_date_root
CrashRebound_board_a_branch_paths_v1,crashrebound:Bull:0003,3,AVAX/USDT,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,0,1.0,True,0.31037844664169756,0.31037844664169756,0.31037844664169756,0.9797225384,0.037924310671660494,0.0,0.31037844664169756,research_watch_rejected_rc_spa,Long,Bull,CrashRebound,drawdown_rebound,crypto_24x7,PullbackInUptrend,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,board_a_source_date_root
CrashRebound_board_a_branch_paths_v1,crashrebound:Bull:0004,4,AVAX/USDT,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,0,1.0,True,0.4712240700475995,0.4712240700475995,0.4712240700475995,0.9797225384,0.005755185990480109,0.0,0.4712240700475995,research_watch_rejected_rc_spa,Long,Bull,CrashRebound,drawdown_rebound,crypto_24x7,PullbackInUptrend,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,board_a_source_date_root
CrashRebound_board_a_branch_paths_v1,crashrebound:Bull:0005,5,BNB/USDT,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,1,1.0,True,0.7225372434692146,0.7225372434692146,0.7225372434692146,0.9797225384,0.04450744869384292,0.04450744869384292,0.7225372434692146,research_watch_rejected_rc_spa,Long,Bull,CrashRebound,drawdown_rebound,crypto_24x7,PullbackInUptrend,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,board_a_source_date_root
CrashRebound_board_a_branch_paths_v1,crashrebound:Bull:0006,6,SOL/USDT,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,1,1.0,True,1.0,1.0,1.0,0.9797225384,0.10286092460132894,0.10286092460132894,1.0,research_watch_rejected_rc_spa,Long,Bull,CrashRebound,drawdown_rebound,crypto_24x7,PullbackInUptrend,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,board_a_source_date_root
CrashRebound_board_a_branch_paths_v1,crashrebound:Bull:0007,7,BNB/USDT,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,1,1.0,True,0.6965190565642033,0.6965190565642033,0.6965190565642033,0.9797225384,0.039303811312840664,0.039303811312840664,0.6965190565642033,research_watch_rejected_rc_spa,Long,Bull,CrashRebound,drawdown_rebound,crypto_24x7,PullbackInUptrend,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,board_a_source_date_root
CrashRebound_board_a_branch_paths_v1,crashrebound:Bull:0008,8,SOL/USDT,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,1,1.0,True,0.6241356533686232,0.6241356533686232,0.6241356533686232,0.9797225384,0.02482713067372463,0.02482713067372463,0.6241356533686232,research_watch_rejected_rc_spa,Long,Bull,CrashRebound,drawdown_rebound,crypto_24x7,PullbackInUptrend,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,board_a_source_date_root
CrashRebound_board_a_branch_paths_v1,crashrebound:Bull:0009,9,BNB/USDT,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,1,1.0,True,0.6371106657002463,0.6371106657002463,0.6371106657002463,0.9797225384,0.027422133140049276,0.027422133140049276,0.6371106657002463,research_watch_rejected_rc_spa,Long,Bull,CrashRebound,drawdown_rebound,crypto_24x7,PullbackInUptrend,Bull -> PullbackInUptrend -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,board_a_source_date_root
CrashRebound_board_a_branch_paths_v1,crashrebound:Sideways:0010,10,SOL/USDT,Sideways -> RangeShockMeanReversion -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,1,1.0,True,0.8306734981347615,0.8306734981347615,0.8306734981347615,0.9529358324,0.06613469962695231,0.06613469962695231,0.8306734981347615,research_watch_rejected_rc_spa,Long,Sideways,CrashRebound,drawdown_rebound,crypto_24x7,RangeShockMeanReversion,Sideways -> RangeShockMeanReversion -> DrawdownLt20RsiLt35VolumeConfirmDailyEmaSlopeUp -> CrashRebound,board_a_source_date_root
