schema_version,run_id,recipe_id,variant_id,market,timeframe,trade_id,open_date,close_date,open_session_date,source_anchor,parent_regime_root,parent_regime_confidence_floor,source_ticker_confidence,source_ticker_vix,manipulation_overlay_state,sub_regime_tags,sub_sub_regime_or_profit_factor,profit_factor_family,profit_factor_leaf,regime_profit_branch_path,regime_profit_branch_path_version,trade_or_bar_horizon,allowed_action,suppression_rule,direction,direction_sign,entry_close,exit_close,gross_return,roundtrip_cost,profit_ratio_net,year_fold,root_lookup_status
board-b-yfinance-defensive-crossasset/v1,20260511T211743+0800-codex-board-b-yfinance-defensive-crossasset-v1,YFinanceDefensiveCrossAssetV1,risk_on_momentum_h20,SPY,1d,YFinanceDefensiveCrossAssetV1:SPY:risk_on_momentum:h20:2011-06-30,2011-06-30T00:00:00,2011-07-29T00:00:00,2011-06-30,^IXIC,Bull,0.9797225384,0.333,16.520000457763672,component_available_not_root_gate_promotion,CrossAssetRiskOn,DefensiveFilteredMomentum,yfinance_defensive_crossasset,YFinanceDefensiveCrossAssetV1:risk_on_momentum_h20,Bull -> CrossAssetRiskOn -> DefensiveFilteredMomentum -> YFinanceDefensiveCrossAssetV1:risk_on_momentum_h20,board-b-yfinance-defensive-crossasset/v1,1d_hold_20,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_yfinance_defensive_branch_rc_spa_fails,long,1,101.62039947509766,99.58755493164062,-0.02000429592835029,0.0008,-0.02080429592835029,2011,source_panel_daily_asof
board-b-yfinance-defensive-crossasset/v1,20260511T211743+0800-codex-board-b-yfinance-defensive-crossasset-v1,YFinanceDefensiveCrossAssetV1,risk_on_momentum_h20,SPY,1d,YFinanceDefensiveCrossAssetV1:SPY:risk_on_momentum:h20:2011-10-24,2011-10-24T00:00:00,2011-11-21T00:00:00,2011-10-24,^IXIC,Bull,0.9797225384,0.333,29.260000228881836,component_available_not_root_gate_promotion,CrossAssetRiskOn,DefensiveFilteredMomentum,yfinance_defensive_crossasset,YFinanceDefensiveCrossAssetV1:risk_on_momentum_h20,Bull -> CrossAssetRiskOn -> DefensiveFilteredMomentum -> YFinanceDefensiveCrossAssetV1:risk_on_momentum_h20,board-b-yfinance-defensive-crossasset/v1,1d_hold_20,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_yfinance_defensive_branch_rc_spa_fails,long,1,97.1305694580078,92.61808776855467,-0.046457893891006075,0.0008,-0.04725789389100608,2011,source_panel_daily_asof
board-b-yfinance-defensive-crossasset/v1,20260511T211743+0800-codex-board-b-yfinance-defensive-crossasset-v1,YFinanceDefensiveCrossAssetV1,risk_on_momentum_h20,SPY,1d,YFinanceDefensiveCrossAssetV1:SPY:risk_on_momentum:h20:2012-01-12,2012-01-12T00:00:00,2012-02-10T00:00:00,2012-01-12,^IXIC,Bull,0.9797225384,0.444,20.469999313354492,component_available_not_root_gate_promotion,CrossAssetRiskOn,DefensiveFilteredMomentum,yfinance_defensive_crossasset,YFinanceDefensiveCrossAssetV1:risk_on_momentum_h20,Bull -> CrossAssetRiskOn -> DefensiveFilteredMomentum -> YFinanceDefensiveCrossAssetV1:risk_on_momentum_h20,board-b-yfinance-defensive-crossasset/v1,1d_hold_20,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_yfinance_defensive_branch_rc_spa_fails,long,1,100.87782287597656,104.65558624267578,0.03744889866768597,0.0008,0.03664889866768597,2012,source_panel_daily_asof
board-b-yfinance-defensive-crossasset/v1,20260511T211743+0800-codex-board-b-yfinance-defensive-crossasset-v1,YFinanceDefensiveCrossAssetV1,risk_on_momentum_h20,SPY,1d,YFinanceDefensiveCrossAssetV1:SPY:risk_on_momentum:h20:2012-02-13,2012-02-13T00:00:00,2012-03-13T00:00:00,2012-02-13,^IXIC,Bull,0.9797225384,0.6,19.040000915527344,component_available_not_root_gate_promotion,CrossAssetRiskOn,DefensiveFilteredMomentum,yfinance_defensive_crossasset,YFinanceDefensiveCrossAssetV1:risk_on_momentum_h20,Bull -> CrossAssetRiskOn -> DefensiveFilteredMomentum -> YFinanceDefensiveCrossAssetV1:risk_on_momentum_h20,board-b-yfinance-defensive-crossasset/v1,1d_hold_20,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_yfinance_defensive_branch_rc_spa_fails,long,1,105.43450164794922,109.09542846679688,0.034722285035990064,0.0008,0.03392228503599006,2012,source_panel_daily_asof
board-b-yfinance-defensive-crossasset/v1,20260511T211743+0800-codex-board-b-yfinance-defensive-crossasset-v1,YFinanceDefensiveCrossAssetV1,risk_on_momentum_h20,SPY,1d,YFinanceDefensiveCrossAssetV1:SPY:risk_on_momentum:h20:2012-03-14,2012-03-14T00:00:00,2012-04-12T00:00:00,2012-03-14,^IXIC,Bull,0.9797225384,0.333,15.3100004196167,component_available_not_root_gate_promotion,CrossAssetRiskOn,DefensiveFilteredMomentum,yfinance_defensive_crossasset,YFinanceDefensiveCrossAssetV1:risk_on_momentum_h20,Bull -> CrossAssetRiskOn -> DefensiveFilteredMomentum -> YFinanceDefensiveCrossAssetV1:risk_on_momentum_h20,board-b-yfinance-defensive-crossasset/v1,1d_hold_20,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_yfinance_defensive_branch_rc_spa_fails,long,1,108.97859954833984,108.5799789428711,-0.003657787924609246,0.0008,-0.004457787924609246,2012,source_panel_daily_asof
board-b-yfinance-defensive-crossasset/v1,20260511T211743+0800-codex-board-b-yfinance-defensive-crossasset-v1,YFinanceDefensiveCrossAssetV1,risk_on_momentum_h20,SPY,1d,YFinanceDefensiveCrossAssetV1:SPY:risk_on_momentum:h20:2012-06-19,2012-06-19T00:00:00,2012-07-18T00:00:00,2012-06-19,^IXIC,Bull,0.9797225384,0.333,18.3799991607666,component_available_not_root_gate_promotion,CrossAssetRiskOn,DefensiveFilteredMomentum,yfinance_defensive_crossasset,YFinanceDefensiveCrossAssetV1:risk_on_momentum_h20,Bull -> CrossAssetRiskOn -> DefensiveFilteredMomentum -> YFinanceDefensiveCrossAssetV1:risk_on_momentum_h20,board-b-yfinance-defensive-crossasset/v1,1d_hold_20,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_yfinance_defensive_branch_rc_spa_fails,long,1,106.7126235961914,108.02590942382812,0.0123067523164484,0.0008,0.011506752316448399,2012,source_panel_daily_asof
board-b-yfinance-defensive-crossasset/v1,20260511T211743+0800-codex-board-b-yfinance-defensive-crossasset-v1,YFinanceDefensiveCrossAssetV1,risk_on_momentum_h20,SPY,1d,YFinanceDefensiveCrossAssetV1:SPY:risk_on_momentum:h20:2012-07-19,2012-07-19T00:00:00,2012-08-16T00:00:00,2012-07-19,^IXIC,Bull,0.9797225384,0.333,15.449999809265137,component_available_not_root_gate_promotion,CrossAssetRiskOn,DefensiveFilteredMomentum,yfinance_defensive_crossasset,YFinanceDefensiveCrossAssetV1:risk_on_momentum_h20,Bull -> CrossAssetRiskOn -> DefensiveFilteredMomentum -> YFinanceDefensiveCrossAssetV1:risk_on_momentum_h20,board-b-yfinance-defensive-crossasset/v1,1d_hold_20,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_yfinance_defensive_branch_rc_spa_fails,long,1,108.30899047851562,111.65898895263672,0.030930012913245708,0.0008,0.03013001291324571,2012,source_panel_daily_asof
board-b-yfinance-defensive-crossasset/v1,20260511T211743+0800-codex-board-b-yfinance-defensive-crossasset-v1,YFinanceDefensiveCrossAssetV1,risk_on_momentum_h20,SPY,1d,YFinanceDefensiveCrossAssetV1:SPY:risk_on_momentum:h20:2012-08-17,2012-08-17T00:00:00,2012-09-17T00:00:00,2012-08-17,^IXIC,Bull,0.9797225384,0.6,13.449999809265137,component_available_not_root_gate_promotion,CrossAssetRiskOn,DefensiveFilteredMomentum,yfinance_defensive_crossasset,YFinanceDefensiveCrossAssetV1:risk_on_momentum_h20,Bull -> CrossAssetRiskOn -> DefensiveFilteredMomentum -> YFinanceDefensiveCrossAssetV1:risk_on_momentum_h20,board-b-yfinance-defensive-crossasset/v1,1d_hold_20,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_yfinance_defensive_branch_rc_spa_fails,long,1,111.80838012695312,115.39436340332033,0.032072580537303885,0.0008,0.03127258053730388,2012,source_panel_daily_asof
board-b-yfinance-defensive-crossasset/v1,20260511T211743+0800-codex-board-b-yfinance-defensive-crossasset-v1,YFinanceDefensiveCrossAssetV1,risk_on_momentum_h20,SPY,1d,YFinanceDefensiveCrossAssetV1:SPY:risk_on_momentum:h20:2012-09-18,2012-09-18T00:00:00,2012-10-16T00:00:00,2012-09-18,^IXIC,Bull,0.9797225384,0.333,14.18000030517578,component_available_not_root_gate_promotion,CrossAssetRiskOn,DefensiveFilteredMomentum,yfinance_defensive_crossasset,YFinanceDefensiveCrossAssetV1:risk_on_momentum_h20,Bull -> CrossAssetRiskOn -> DefensiveFilteredMomentum -> YFinanceDefensiveCrossAssetV1:risk_on_momentum_h20,board-b-yfinance-defensive-crossasset/v1,1d_hold_20,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_yfinance_defensive_branch_rc_spa_fails,long,1,115.29998779296876,115.06163024902344,-0.002067281606077165,0.0008,-0.0028672816060771648,2012,source_panel_daily_asof
board-b-yfinance-defensive-crossasset/v1,20260511T211743+0800-codex-board-b-yfinance-defensive-crossasset-v1,YFinanceDefensiveCrossAssetV1,risk_on_momentum_h20,SPY,1d,YFinanceDefensiveCrossAssetV1:SPY:risk_on_momentum:h20:2012-12-11,2012-12-11T00:00:00,2013-01-10T00:00:00,2012-12-11,^IXIC,Bull,0.9797225384,0.444,15.56999969482422,component_available_not_root_gate_promotion,CrossAssetRiskOn,DefensiveFilteredMomentum,yfinance_defensive_crossasset,YFinanceDefensiveCrossAssetV1:risk_on_momentum_h20,Bull -> CrossAssetRiskOn -> DefensiveFilteredMomentum -> YFinanceDefensiveCrossAssetV1:risk_on_momentum_h20,board-b-yfinance-defensive-crossasset/v1,1d_hold_20,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_yfinance_defensive_branch_rc_spa_fails,long,1,113.40139770507812,117.10383605957033,0.032648965792477336,0.0008,0.031848965792477334,2012,source_panel_daily_asof
