schema_version,run_id,recipe_id,variant_id,market,timeframe,trade_id,open_date,close_date,open_session_date,source_anchor,parent_regime_root,parent_regime_confidence_floor,source_ticker_confidence,source_ticker_vix,manipulation_overlay_state,sub_regime_tags,sub_sub_regime_or_profit_factor,profit_factor_family,profit_factor_leaf,regime_profit_branch_path,regime_profit_branch_path_version,trade_or_bar_horizon,allowed_action,suppression_rule,direction,direction_sign,entry_close,exit_close,gross_return,roundtrip_cost,profit_ratio_net,year_fold,root_lookup_status
board-b-stock-panel-root-hedge/v1,20260511T203803+0800-codex-board-b-stock-panel-root-hedge-v1,StockPanelRootHedgeV1,risk_on_momentum_fast,SPY/USD,1h,StockPanelRootHedgeV1:risk_on_momentum_fast:SPY/USD:1h:0,2025-05-07T13:00:00+00:00,2025-05-08T14:00:00+00:00,2025-05-07,^GSPC,Bull,0.9797225384,0.375,23.549999237060547,not_consumed_no_direct_event_rows,TrendExpansion,EquityRiskOnMomentum,stock_panel_root_hedge,StockPanelRootHedgeV1:risk_on_momentum_fast,Bull -> TrendExpansion -> EquityRiskOnMomentum -> StockPanelRootHedgeV1:risk_on_momentum_fast,board-b-stock-panel-root-hedge/v1,1h_hold_8,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_stock_panel_branch_rc_spa_fails,long,1,561.46,562.6,0.002030420688918122,0.0008,0.001230420688918122,2025,source_panel_daily_asof
board-b-stock-panel-root-hedge/v1,20260511T203803+0800-codex-board-b-stock-panel-root-hedge-v1,StockPanelRootHedgeV1,risk_on_pullback_slow,SPY/USD,1h,StockPanelRootHedgeV1:risk_on_pullback_slow:SPY/USD:1h:0,2025-05-07T13:00:00+00:00,2025-05-08T16:00:00+00:00,2025-05-07,^GSPC,Bull,0.9797225384,0.375,23.549999237060547,not_consumed_no_direct_event_rows,TrendExpansion,EquityRiskOnMomentum,stock_panel_root_hedge,StockPanelRootHedgeV1:risk_on_pullback_slow,Bull -> TrendExpansion -> EquityRiskOnMomentum -> StockPanelRootHedgeV1:risk_on_pullback_slow,board-b-stock-panel-root-hedge/v1,1h_hold_10,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_stock_panel_branch_rc_spa_fails,long,1,561.46,570.12,0.01542407295265913,0.0008,0.014624072952659129,2025,source_panel_daily_asof
board-b-stock-panel-root-hedge/v1,20260511T203803+0800-codex-board-b-stock-panel-root-hedge-v1,StockPanelRootHedgeV1,bear_equity_short_hedge,SPY/USD,1h,StockPanelRootHedgeV1:bear_equity_short_hedge:SPY/USD:1h:0,2025-05-07T13:00:00+00:00,2025-05-08T16:00:00+00:00,2025-05-07,^GSPC,Bull,0.9797225384,0.375,23.549999237060547,not_consumed_no_direct_event_rows,TrendExpansion,EquityRiskOnMomentum,stock_panel_root_hedge,StockPanelRootHedgeV1:bear_equity_short_hedge,Bull -> TrendExpansion -> EquityRiskOnMomentum -> StockPanelRootHedgeV1:bear_equity_short_hedge,board-b-stock-panel-root-hedge/v1,1h_hold_10,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_stock_panel_branch_rc_spa_fails,short,-1,561.46,570.12,-0.01542407295265913,0.0008,-0.016224072952659128,2025,source_panel_daily_asof
board-b-stock-panel-root-hedge/v1,20260511T203803+0800-codex-board-b-stock-panel-root-hedge-v1,StockPanelRootHedgeV1,bear_failed_rally_short,SPY/USD,1h,StockPanelRootHedgeV1:bear_failed_rally_short:SPY/USD:1h:0,2025-05-07T13:00:00+00:00,2025-05-08T14:00:00+00:00,2025-05-07,^GSPC,Bull,0.9797225384,0.375,23.549999237060547,not_consumed_no_direct_event_rows,TrendExpansion,EquityRiskOnMomentum,stock_panel_root_hedge,StockPanelRootHedgeV1:bear_failed_rally_short,Bull -> TrendExpansion -> EquityRiskOnMomentum -> StockPanelRootHedgeV1:bear_failed_rally_short,board-b-stock-panel-root-hedge/v1,1h_hold_8,long_research_only_until_branch_rc_spa_passes,suppress_if_bull_stock_panel_branch_rc_spa_fails,short,-1,561.46,562.6,-0.002030420688918122,0.0008,-0.002830420688918122,2025,source_panel_daily_asof
board-b-stock-panel-root-hedge/v1,20260511T203803+0800-codex-board-b-stock-panel-root-hedge-v1,StockPanelRootHedgeV1,sideways_range_reversion,SPY/USD,1h,StockPanelRootHedgeV1:sideways_range_reversion:SPY/USD:1h:119,2025-06-02T13:00:00+00:00,2025-06-03T13:00:00+00:00,2025-06-02,^GSPC,Sideways,0.9529358324,0.75,18.36000061035156,not_consumed_no_direct_event_rows,RangeConsolidation,CrossAssetRangeReversion,stock_panel_root_hedge,StockPanelRootHedgeV1:sideways_range_reversion,Sideways -> RangeConsolidation -> CrossAssetRangeReversion -> StockPanelRootHedgeV1:sideways_range_reversion,board-b-stock-panel-root-hedge/v1,1h_hold_7,long_short_research_only_until_branch_rc_spa_passes,suppress_if_sideways_stock_panel_branch_rc_spa_fails,long,1,586.85,592.39,0.00944023174576114,0.0008,0.00864023174576114,2025,source_panel_daily_asof
board-b-stock-panel-root-hedge/v1,20260511T203803+0800-codex-board-b-stock-panel-root-hedge-v1,StockPanelRootHedgeV1,sideways_range_reversion,SPY/USD,1h,StockPanelRootHedgeV1:sideways_range_reversion:SPY/USD:1h:161,2025-06-10T13:00:00+00:00,2025-06-11T13:00:00+00:00,2025-06-10,^GSPC,Sideways,0.9529358324,0.75,16.950000762939453,not_consumed_no_direct_event_rows,RangeConsolidation,CrossAssetRangeReversion,stock_panel_root_hedge,StockPanelRootHedgeV1:sideways_range_reversion,Sideways -> RangeConsolidation -> CrossAssetRangeReversion -> StockPanelRootHedgeV1:sideways_range_reversion,board-b-stock-panel-root-hedge/v1,1h_hold_7,long_short_research_only_until_branch_rc_spa_passes,suppress_if_sideways_stock_panel_branch_rc_spa_fails,short,-1,600.57,603.65,-0.005128461295102804,0.0008,-0.0059284612951028045,2025,source_panel_daily_asof
board-b-stock-panel-root-hedge/v1,20260511T203803+0800-codex-board-b-stock-panel-root-hedge-v1,StockPanelRootHedgeV1,sideways_range_reversion,SPY/USD,1h,StockPanelRootHedgeV1:sideways_range_reversion:SPY/USD:1h:182,2025-06-13T13:00:00+00:00,2025-06-16T13:00:00+00:00,2025-06-13,^GSPC,Sideways,0.9529358324,0.75,20.81999969482422,not_consumed_no_direct_event_rows,RangeConsolidation,CrossAssetRangeReversion,stock_panel_root_hedge,StockPanelRootHedgeV1:sideways_range_reversion,Sideways -> RangeConsolidation -> CrossAssetRangeReversion -> StockPanelRootHedgeV1:sideways_range_reversion,board-b-stock-panel-root-hedge/v1,1h_hold_7,long_short_research_only_until_branch_rc_spa_passes,suppress_if_sideways_stock_panel_branch_rc_spa_fails,long,1,598.15,603.05,0.008191925102398967,0.0008,0.007391925102398967,2025,source_panel_daily_asof
board-b-stock-panel-root-hedge/v1,20260511T203803+0800-codex-board-b-stock-panel-root-hedge-v1,StockPanelRootHedgeV1,sideways_range_reversion,SPY/USD,1h,StockPanelRootHedgeV1:sideways_range_reversion:SPY/USD:1h:190,2025-06-16T14:00:00+00:00,2025-06-17T14:00:00+00:00,2025-06-16,^GSPC,Sideways,0.9529358324,0.75,19.11000061035156,not_consumed_no_direct_event_rows,RangeConsolidation,CrossAssetRangeReversion,stock_panel_root_hedge,StockPanelRootHedgeV1:sideways_range_reversion,Sideways -> RangeConsolidation -> CrossAssetRangeReversion -> StockPanelRootHedgeV1:sideways_range_reversion,board-b-stock-panel-root-hedge/v1,1h_hold_7,long_short_research_only_until_branch_rc_spa_passes,suppress_if_sideways_stock_panel_branch_rc_spa_fails,short,-1,603.92,600.48,0.005696118691217333,0.0008,0.004896118691217333,2025,source_panel_daily_asof
board-b-stock-panel-root-hedge/v1,20260511T203803+0800-codex-board-b-stock-panel-root-hedge-v1,StockPanelRootHedgeV1,sideways_range_reversion,SPY/USD,1h,StockPanelRootHedgeV1:sideways_range_reversion:SPY/USD:1h:200,2025-06-17T17:00:00+00:00,2025-06-18T17:00:00+00:00,2025-06-17,^GSPC,Sideways,0.9529358324,0.75,21.600000381469727,not_consumed_no_direct_event_rows,RangeConsolidation,CrossAssetRangeReversion,stock_panel_root_hedge,StockPanelRootHedgeV1:sideways_range_reversion,Sideways -> RangeConsolidation -> CrossAssetRangeReversion -> StockPanelRootHedgeV1:sideways_range_reversion,board-b-stock-panel-root-hedge/v1,1h_hold_7,long_short_research_only_until_branch_rc_spa_passes,suppress_if_sideways_stock_panel_branch_rc_spa_fails,long,1,598.02,599.52,0.0025082773151399174,0.0008,0.0017082773151399174,2025,source_panel_daily_asof
board-b-stock-panel-root-hedge/v1,20260511T203803+0800-codex-board-b-stock-panel-root-hedge-v1,StockPanelRootHedgeV1,sideways_range_reversion,SPY/USD,1h,StockPanelRootHedgeV1:sideways_range_reversion:SPY/USD:1h:208,2025-06-18T18:00:00+00:00,2025-06-20T18:00:00+00:00,2025-06-18,^GSPC,Sideways,0.9529358324,0.75,20.13999938964844,not_consumed_no_direct_event_rows,RangeConsolidation,CrossAssetRangeReversion,stock_panel_root_hedge,StockPanelRootHedgeV1:sideways_range_reversion,Sideways -> RangeConsolidation -> CrossAssetRangeReversion -> StockPanelRootHedgeV1:sideways_range_reversion,board-b-stock-panel-root-hedge/v1,1h_hold_7,long_short_research_only_until_branch_rc_spa_passes,suppress_if_sideways_stock_panel_branch_rc_spa_fails,long,1,597.23,593.6,-0.006078060378748584,0.0008,-0.006878060378748585,2025,source_panel_daily_asof
