run_id,recipe_id,pair,open_date,close_date,entry_index,exit_index,open_rate,close_rate,stake_amount,profit_ratio,profit_abs,gross_R,cost_R,realized_R,stressed_2x_cost_R,is_win,exit_reason,parent_regime_root,parent_regime_confidence_floor,root_lookup_status,matched_source_date,source_panel_support,source_panel_total,source_panel_share,source_avg_confidence,manipulation_overlay_state,sub_regime_tags,sub_sub_regime_or_profit_factor,profit_factor_family,profit_factor_leaf,regime_profit_branch_path,regime_profit_branch_path_version,trade_or_bar_horizon,allowed_action,suppression_rule
20260511T181445+0800-codex-board-b-volbreakoutsized-branch-rc-spa-v1,VolBreakoutSized,ETH/USDT,2021-02-03T16:00:00+00:00,2021-02-05T00:00:00+00:00,447880,447912,1597.56,1595.53,185.796228,-0.003266150976264876,-0.60744537,-0.001266150976264876,0.002,-0.003266150976264876,-0.005266150976264876,False,exit_signal,Bull,0.9797225384,exact_source_date,2021-02-03,23,39,0.5897435897435898,0.4994782608695652,not_present_no_direct_source_match,TrendExpansion,Donchian24Ema4hTrendVolumeVolTarget,TrendBreakoutVolTarget,VolBreakoutSized,Bull -> TrendExpansion -> Donchian24Ema4hTrendVolumeVolTarget -> VolBreakoutSized,regime-profit-branch-path/v1,1h_entry_multi_day_exit,score_only_until_rc_spa_and_downstream_branch_consumption_pass,suppress_if_direct_manipulation_overlay_present_or_crisis_tail_gate_fails
20260511T181445+0800-codex-board-b-volbreakoutsized-branch-rc-spa-v1,VolBreakoutSized,BTC/USDT,2021-02-05T13:00:00+00:00,2021-02-05T19:00:00+00:00,447925,447931,37850.36,37405.63,215.747052,-0.013724216175242018,-2.96392014,-0.011724216175242018,0.002,-0.013724216175242018,-0.015724216175242018,False,exit_signal,Bull,0.9797225384,exact_source_date,2021-02-05,26,39,0.6666666666666666,0.5199615384615385,not_present_no_direct_source_match,TrendExpansion,Donchian24Ema4hTrendVolumeVolTarget,TrendBreakoutVolTarget,VolBreakoutSized,Bull -> TrendExpansion -> Donchian24Ema4hTrendVolumeVolTarget -> VolBreakoutSized,regime-profit-branch-path/v1,1h_entry_multi_day_exit,score_only_until_rc_spa_and_downstream_branch_consumption_pass,suppress_if_direct_manipulation_overlay_present_or_crisis_tail_gate_fails
20260511T181445+0800-codex-board-b-volbreakoutsized-branch-rc-spa-v1,VolBreakoutSized,SOL/USDT,2021-02-03T16:00:00+00:00,2021-02-06T02:00:00+00:00,447880,447938,5.6051,6.1593,136.8821471,0.09667868662323316,13.24681979,0.09867868662323316,0.002,0.09667868662323316,0.09467868662323316,True,exit_signal,Bull,0.9797225384,exact_source_date,2021-02-03,23,39,0.5897435897435898,0.4994782608695652,not_present_no_direct_source_match,TrendExpansion,Donchian24Ema4hTrendVolumeVolTarget,TrendBreakoutVolTarget,VolBreakoutSized,Bull -> TrendExpansion -> Donchian24Ema4hTrendVolumeVolTarget -> VolBreakoutSized,regime-profit-branch-path/v1,1h_entry_multi_day_exit,score_only_until_rc_spa_and_downstream_branch_consumption_pass,suppress_if_direct_manipulation_overlay_present_or_crisis_tail_gate_fails
20260511T181445+0800-codex-board-b-volbreakoutsized-branch-rc-spa-v1,VolBreakoutSized,ETH/USDT,2021-02-05T14:00:00+00:00,2021-02-07T00:00:00+00:00,447926,447960,1716.57,1676.35,161.529237,-0.025381633506421468,-4.10397577,-0.023381633506421466,0.002,-0.025381633506421468,-0.02738163350642147,False,exit_signal,Bull,0.9797225384,exact_source_date,2021-02-05,26,39,0.6666666666666666,0.5199615384615385,not_present_no_direct_source_match,TrendExpansion,Donchian24Ema4hTrendVolumeVolTarget,TrendBreakoutVolTarget,VolBreakoutSized,Bull -> TrendExpansion -> Donchian24Ema4hTrendVolumeVolTarget -> VolBreakoutSized,regime-profit-branch-path/v1,1h_entry_multi_day_exit,score_only_until_rc_spa_and_downstream_branch_consumption_pass,suppress_if_direct_manipulation_overlay_present_or_crisis_tail_gate_fails
20260511T181445+0800-codex-board-b-volbreakoutsized-branch-rc-spa-v1,VolBreakoutSized,BTC/USDT,2021-02-06T01:00:00+00:00,2021-02-07T02:00:00+00:00,447937,447962,38740.92,38627.36,227.4092004,-0.0049234128111791675,-1.120749,-0.0029234128111791675,0.002,-0.0049234128111791675,-0.0069234128111791676,False,exit_signal,Bull,0.9797225384,previous_source_date_gap_1d,2021-02-05,26,39,0.6666666666666666,0.5199615384615385,not_present_no_direct_source_match,TrendExpansion,Donchian24Ema4hTrendVolumeVolTarget,TrendBreakoutVolTarget,VolBreakoutSized,Bull -> TrendExpansion -> Donchian24Ema4hTrendVolumeVolTarget -> VolBreakoutSized,regime-profit-branch-path/v1,1h_entry_multi_day_exit,score_only_until_rc_spa_and_downstream_branch_consumption_pass,suppress_if_direct_manipulation_overlay_present_or_crisis_tail_gate_fails
20260511T181445+0800-codex-board-b-volbreakoutsized-branch-rc-spa-v1,VolBreakoutSized,BNB/USDT,2021-02-04T01:00:00+00:00,2021-02-07T15:00:00+00:00,447889,447975,53.3502,68.2122,197.8758918,0.27601980664632636,54.67228306,0.27801980664632636,0.002,0.27601980664632636,0.27401980664632636,True,exit_signal,Bull,0.9797225384,exact_source_date,2021-02-04,25,39,0.6410256410256411,0.53332,not_present_no_direct_source_match,TrendExpansion,Donchian24Ema4hTrendVolumeVolTarget,TrendBreakoutVolTarget,VolBreakoutSized,Bull -> TrendExpansion -> Donchian24Ema4hTrendVolumeVolTarget -> VolBreakoutSized,regime-profit-branch-path/v1,1h_entry_multi_day_exit,score_only_until_rc_spa_and_downstream_branch_consumption_pass,suppress_if_direct_manipulation_overlay_present_or_crisis_tail_gate_fails
20260511T181445+0800-codex-board-b-volbreakoutsized-branch-rc-spa-v1,VolBreakoutSized,SOL/USDT,2021-02-07T09:00:00+00:00,2021-02-10T13:00:00+00:00,447969,448045,6.4212,7.9192,107.7348936,0.2308256124476536,24.89284077,0.2328256124476536,0.002,0.2308256124476536,0.2288256124476536,True,exit_signal,Bull,0.9797225384,previous_source_date_gap_2d,2021-02-05,26,39,0.6666666666666666,0.5199615384615385,not_present_no_direct_source_match,TrendExpansion,Donchian24Ema4hTrendVolumeVolTarget,TrendBreakoutVolTarget,VolBreakoutSized,Bull -> TrendExpansion -> Donchian24Ema4hTrendVolumeVolTarget -> VolBreakoutSized,regime-profit-branch-path/v1,1h_entry_multi_day_exit,score_only_until_rc_spa_and_downstream_branch_consumption_pass,suppress_if_direct_manipulation_overlay_present_or_crisis_tail_gate_fails
20260511T181445+0800-codex-board-b-volbreakoutsized-branch-rc-spa-v1,VolBreakoutSized,BTC/USDT,2021-02-08T13:00:00+00:00,2021-02-10T13:00:00+00:00,447997,448045,42984.07,45655.13,210.1921023,0.06001853613751256,12.62803771,0.06201853613751256,0.002,0.06001853613751256,0.05801853613751256,True,exit_signal,Bull,0.9797225384,exact_source_date,2021-02-08,24,39,0.6153846153846154,0.5317500000000001,not_present_no_direct_source_match,TrendExpansion,Donchian24Ema4hTrendVolumeVolTarget,TrendBreakoutVolTarget,VolBreakoutSized,Bull -> TrendExpansion -> Donchian24Ema4hTrendVolumeVolTarget -> VolBreakoutSized,regime-profit-branch-path/v1,1h_entry_multi_day_exit,score_only_until_rc_spa_and_downstream_branch_consumption_pass,suppress_if_direct_manipulation_overlay_present_or_crisis_tail_gate_fails
20260511T181445+0800-codex-board-b-volbreakoutsized-branch-rc-spa-v1,VolBreakoutSized,ETH/USDT,2021-02-08T13:00:00+00:00,2021-02-10T13:00:00+00:00,447997,448045,1711.04,1745.35,155.191328,0.018014065858092298,2.79842243,0.020014065858092296,0.002,0.018014065858092298,0.0160140658580923,True,exit_signal,Bull,0.9797225384,exact_source_date,2021-02-08,24,39,0.6153846153846154,0.5317500000000001,not_present_no_direct_source_match,TrendExpansion,Donchian24Ema4hTrendVolumeVolTarget,TrendBreakoutVolTarget,VolBreakoutSized,Bull -> TrendExpansion -> Donchian24Ema4hTrendVolumeVolTarget -> VolBreakoutSized,regime-profit-branch-path/v1,1h_entry_multi_day_exit,score_only_until_rc_spa_and_downstream_branch_consumption_pass,suppress_if_direct_manipulation_overlay_present_or_crisis_tail_gate_fails
20260511T181445+0800-codex-board-b-volbreakoutsized-branch-rc-spa-v1,VolBreakoutSized,BNB/USDT,2021-02-08T05:00:00+00:00,2021-02-11T12:00:00+00:00,447989,448068,72.0728,118.54,117.9111008,0.6414397226643803,75.70849666,0.6434397226643803,0.002,0.6414397226643803,0.6394397226643803,True,exit_signal,Bull,0.9797225384,exact_source_date,2021-02-08,24,39,0.6153846153846154,0.5317500000000001,not_present_no_direct_source_match,TrendExpansion,Donchian24Ema4hTrendVolumeVolTarget,TrendBreakoutVolTarget,VolBreakoutSized,Bull -> TrendExpansion -> Donchian24Ema4hTrendVolumeVolTarget -> VolBreakoutSized,regime-profit-branch-path/v1,1h_entry_multi_day_exit,score_only_until_rc_spa_and_downstream_branch_consumption_pass,suppress_if_direct_manipulation_overlay_present_or_crisis_tail_gate_fails
