path,size_bytes,mtime_epoch,inside_required_root
/tmp/cfe_futures_trades_sample_226.zip,1064511,1778535649,False
/tmp/ict-engine-cboe-futures-market-data-headers.txt,1174,1778518047,False
/tmp/ict-engine-cboe-oof-headers.txt,1878,1778518046,False
/tmp/ict-engine-databento-docs-headers.txt,468,1778517853,False
/tmp/ict-engine-databento-metadata-range-response.json,30,1778517831,False
/tmp/ict-engine-codex-auto-quant-config-target/debug/.fingerprint/smallvec-d37cfeb0b273ffb5/lib-smallvec.json,625,1778531946,False
/tmp/ict-engine-codex-auto-quant-prepare-target/debug/.fingerprint/smallvec-d37cfeb0b273ffb5/lib-smallvec.json,625,1778529653,False
/tmp/ict-engine-codex-branch-path-wire-target/debug/.fingerprint/smallvec-d37cfeb0b273ffb5/lib-smallvec.json,625,1778532407,False
/tmp/ict-engine-codex-branch-path-wire-target-v2/debug/.fingerprint/smallvec-d37cfeb0b273ffb5/lib-smallvec.json,625,1778533336,False
/tmp/ict-engine-codex-branch-segment-catboost-target/debug/.fingerprint/smallvec-d37cfeb0b273ffb5/lib-smallvec.json,625,1778535549,False
/tmp/ict-engine-codex-branch-segment-catboost-target-local/debug/.fingerprint/smallvec-d37cfeb0b273ffb5/lib-smallvec.json,625,1778536458,False
/tmp/ict-engine-codex-branch-segments-unit-v3-20260512T054651+0800/debug/.fingerprint/smallvec-d37cfeb0b273ffb5/lib-smallvec.json,625,1778536102,False
/tmp/ict-engine-codex-execution-tree-admission/debug/.fingerprint/smallvec-d37cfeb0b273ffb5/lib-smallvec.json,625,1778522283,False
/tmp/ict-engine-codex-local-execution-tree-branch-admission-target-20260512T020827/debug/.fingerprint/smallvec-d37cfeb0b273ffb5/lib-smallvec.json,625,1778523243,False
/tmp/ict-engine-codex-regime-bundle-bbn-target/debug/.fingerprint/smallvec-d37cfeb0b273ffb5/lib-smallvec.json,625,1778534279,False
/tmp/ict-engine-codex-test-agent-neutralized/debug/.fingerprint/smallvec-d37cfeb0b273ffb5/lib-smallvec.json,625,1778521442,False
/tmp/ict-engine-codex-test-execution-tree-admission/debug/.fingerprint/smallvec-d37cfeb0b273ffb5/lib-smallvec.json,625,1778522026,False
/tmp/ict-engine-codex-test-execution-tree-ledger/debug/.fingerprint/smallvec-d37cfeb0b273ffb5/lib-smallvec.json,625,1778522335,False
/tmp/ict-engine-codex-test-target-20260512-branch-path/debug/.fingerprint/smallvec-d37cfeb0b273ffb5/lib-smallvec.json,625,1778518345,False
/tmp/ict-engine-codex-test-target-20260512-readonly-bbn/debug/.fingerprint/smallvec-d37cfeb0b273ffb5/lib-smallvec.json,625,1778518734,False
/tmp/ict-engine-codex-test-target-branch-candidate/debug/.fingerprint/smallvec-d37cfeb0b273ffb5/lib-smallvec.json,625,1778520705,False
/tmp/ict-engine-provider-deps-uv-cache/archive-v0/ABzPiCSjamIyTEgMenLBs/scipy-1.17.1.dist-info/LICENSE.txt,46841,1778531627,False
/tmp/ict-engine-provider-deps-uv-cache/archive-v0/GYjAfd7_Glrn3EZffYZuL/idna-3.10.dist-info/LICENSE.md,1541,1778531624,False
/tmp/ict-engine-uv-cache-051844/archive-v0/X3KMBTspRbE0k83rLjBIC/scipy-1.17.1.dist-info/LICENSE.txt,46841,1778534473,False
/tmp/ict-engine-uv-cache-autoquant-local-readonly/.tmp3QjulH/jupyterlab/static/1909.4b5bd22db24b95a1b71c.js.LICENSE.txt,1144,1778535971,False
/tmp/ict-engine-uv-cache-autoquant-local-readonly/.tmp3QjulH/jupyterlab/static/227.2fbf74a57bf6e795f1eb.js.LICENSE.txt,427,1778535979,False
/tmp/ict-engine-uv-cache-autoquant-local-readonly/.tmp3QjulH/jupyterlab/static/232.5419cbec68e3fd0cf431.js.LICENSE.txt,808,1778535980,False
/tmp/ict-engine-uv-cache-autoquant-local-readonly/.tmp3QjulH/jupyterlab/static/3257.30af681f0c294efb65f7.js.LICENSE.txt,55,1778535984,False
/tmp/ict-engine-uv-cache-autoquant-local-readonly/.tmp3QjulH/jupyterlab/static/4372.645626a2452c190dbb22.js.LICENSE.txt,64,1778535998,False
/tmp/ict-engine-uv-cache-autoquant-local-readonly/.tmp3QjulH/jupyterlab/static/4728.56c0b9d87316b2fa012e.js.LICENSE.txt,160,1778535999,False
/tmp/ict-engine-uv-cache-autoquant-local-readonly/.tmp3QjulH/jupyterlab/static/5090.404be96d8a6eae1e719a.js.LICENSE.txt,99,1778536000,False
/tmp/ict-engine-uv-cache-autoquant-local-readonly/.tmp3QjulH/jupyterlab/static/6540.51c00e890179a4832552.js.LICENSE.txt,237,1778536005,False
/tmp/ict-engine-uv-cache-autoquant-local-readonly/.tmp3QjulH/jupyterlab/static/6733.c74de6d36d11ef659e12.js.LICENSE.txt,240,1778536005,False
/tmp/ict-engine-uv-cache-autoquant-local-readonly/.tmp3QjulH/jupyterlab/static/7990.b4a7abbe2460737fa9ab.js.LICENSE.txt,212,1778536011,False
/tmp/ict-engine-uv-cache-autoquant-local-readonly/.tmp3QjulH/jupyterlab/static/8786.a2bc3dfc1ea13c04ba94.js.LICENSE.txt,671,1778536015,False
/tmp/ict-engine-uv-cache-autoquant-local-readonly/.tmp3QjulH/jupyterlab/static/9085.5166de90b51ca2ba9f0c.js.LICENSE.txt,249,1778536017,False
/tmp/ict-engine-uv-cache-autoquant-local-readonly/.tmp3QjulH/jupyterlab/static/961.29c067b15a524e556eed.js.LICENSE.txt,483,1778536019,False
/tmp/ict-engine-uv-cache-autoquant-local-readonly/.tmp3QjulH/jupyterlab/static/9892.6d289e7baed8c64d88e2.js.LICENSE.txt,559,1778536024,False
/tmp/ict-engine-uv-cache-autoquant-local-readonly/.tmp3QjulH/jupyterlab/static/third-party-licenses.json,471831,1778536049,False
/tmp/ict-engine-uv-cache-autoquant-local-readonly/archive-v0/102UHhSmZFIt8K702fjel/jedi-0.19.2.dist-info/LICENSE.txt,1241,1778535952,False
/tmp/ict-engine-uv-cache-autoquant-local-readonly/archive-v0/KkDM7EcFaUrzuc1zrkSQA/schedule-1.2.2.dist-info/LICENSE.txt,1099,1778535924,False
/tmp/ict-engine-uv-cache-autoquant-local-readonly/archive-v0/Pj4Jt2GkOp-WmRhhDvGfX/pure_eval-0.2.3.dist-info/LICENSE.txt,1066,1778535925,False
/tmp/ict-engine-uv-cache-autoquant-local-readonly/archive-v0/ROKhKJZ-bWwpWu6nFEckZ/executing-2.2.1.dist-info/LICENSE.txt,1066,1778535921,False
/tmp/ict-engine-uv-cache-autoquant-local-readonly/archive-v0/TZxQVWJMQIQ-ymkrJvTwU/pytz-2026.1.post1.dist-info/LICENSE.txt,1088,1778535921,False
/tmp/ict-engine-uv-cache-autoquant-local-readonly/archive-v0/g1pPTnthyEIVm4ex0jZyo/stack_data-0.6.3.dist-info/LICENSE.txt,1066,1778535922,False
/tmp/ict-engine-uv-cache-autoquant-local-readonly/archive-v0/qTOnUZF3gzD9VfXqFMBlj/decorator-5.2.1.dist-info/LICENSE.txt,1308,1778535926,False
/tmp/ict-engine-uv-cache-extra-trees/archive-v0/JbUafKH2JXkSVntJKQ4dd/scipy-1.17.1.dist-info/LICENSE.txt,46841,1778533193,False
/tmp/ict-engine-uv-cache-extra-trees-light/archive-v0/IFRo7NY9iCEhjLbEU_fMb/scipy-1.17.1.dist-info/LICENSE.txt,46841,1778533634,False
/tmp/ict-engine-uv-cache-hgb-screen/archive-v0/Onk5zL5ivDHHd8T-wDzxc/scipy-1.17.1.dist-info/LICENSE.txt,46841,1778534418,False
/tmp/ict-engine-uv-cache-numeric-tree/archive-v0/6rAvSr30xfMPInwGTk8y6/scipy-1.17.1.dist-info/LICENSE.txt,46841,1778534784,False
/tmp/ict-engine-uv-cache-numeric-tree-rerun/archive-v0/ZEr8a17sFFaP3_bR-wDE8/scipy-1.17.1.dist-info/LICENSE.txt,46841,1778535040,False
/tmp/ict-engine-uv-cache-probe/archive-v0/S_wHTTjexpiFVrPegpHN1/scipy-1.17.1.dist-info/LICENSE.txt,46841,1778530883,False
/private/tmp/cfe_futures_trades_sample_226.zip,1064511,1778535649,False
/private/tmp/ict-engine-cboe-futures-market-data-headers.txt,1174,1778518047,False
/private/tmp/ict-engine-cboe-oof-headers.txt,1878,1778518046,False
/private/tmp/ict-engine-databento-docs-headers.txt,468,1778517853,False
/private/tmp/ict-engine-databento-metadata-range-response.json,30,1778517831,False
/private/tmp/ict-engine-codex-auto-quant-config-target/debug/.fingerprint/smallvec-d37cfeb0b273ffb5/lib-smallvec.json,625,1778531946,False
/private/tmp/ict-engine-codex-auto-quant-prepare-target/debug/.fingerprint/smallvec-d37cfeb0b273ffb5/lib-smallvec.json,625,1778529653,False
/private/tmp/ict-engine-codex-branch-path-wire-target/debug/.fingerprint/smallvec-d37cfeb0b273ffb5/lib-smallvec.json,625,1778532407,False
/private/tmp/ict-engine-codex-branch-path-wire-target-v2/debug/.fingerprint/smallvec-d37cfeb0b273ffb5/lib-smallvec.json,625,1778533336,False
/private/tmp/ict-engine-codex-branch-segment-catboost-target/debug/.fingerprint/smallvec-d37cfeb0b273ffb5/lib-smallvec.json,625,1778535549,False
/private/tmp/ict-engine-codex-branch-segment-catboost-target-local/debug/.fingerprint/smallvec-d37cfeb0b273ffb5/lib-smallvec.json,625,1778536458,False
/private/tmp/ict-engine-codex-branch-segments-unit-v3-20260512T054651+0800/debug/.fingerprint/smallvec-d37cfeb0b273ffb5/lib-smallvec.json,625,1778536102,False
/private/tmp/ict-engine-codex-execution-tree-admission/debug/.fingerprint/smallvec-d37cfeb0b273ffb5/lib-smallvec.json,625,1778522283,False
/private/tmp/ict-engine-codex-local-execution-tree-branch-admission-target-20260512T020827/debug/.fingerprint/smallvec-d37cfeb0b273ffb5/lib-smallvec.json,625,1778523243,False
/private/tmp/ict-engine-codex-regime-bundle-bbn-target/debug/.fingerprint/smallvec-d37cfeb0b273ffb5/lib-smallvec.json,625,1778534279,False
/private/tmp/ict-engine-codex-test-agent-neutralized/debug/.fingerprint/smallvec-d37cfeb0b273ffb5/lib-smallvec.json,625,1778521442,False
/private/tmp/ict-engine-codex-test-execution-tree-admission/debug/.fingerprint/smallvec-d37cfeb0b273ffb5/lib-smallvec.json,625,1778522026,False
/private/tmp/ict-engine-codex-test-execution-tree-ledger/debug/.fingerprint/smallvec-d37cfeb0b273ffb5/lib-smallvec.json,625,1778522335,False
/private/tmp/ict-engine-codex-test-target-20260512-branch-path/debug/.fingerprint/smallvec-d37cfeb0b273ffb5/lib-smallvec.json,625,1778518345,False
/private/tmp/ict-engine-codex-test-target-20260512-readonly-bbn/debug/.fingerprint/smallvec-d37cfeb0b273ffb5/lib-smallvec.json,625,1778518734,False
/private/tmp/ict-engine-codex-test-target-branch-candidate/debug/.fingerprint/smallvec-d37cfeb0b273ffb5/lib-smallvec.json,625,1778520705,False
/private/tmp/ict-engine-provider-deps-uv-cache/archive-v0/ABzPiCSjamIyTEgMenLBs/scipy-1.17.1.dist-info/LICENSE.txt,46841,1778531627,False
/private/tmp/ict-engine-provider-deps-uv-cache/archive-v0/GYjAfd7_Glrn3EZffYZuL/idna-3.10.dist-info/LICENSE.md,1541,1778531624,False
/private/tmp/ict-engine-uv-cache-051844/archive-v0/X3KMBTspRbE0k83rLjBIC/scipy-1.17.1.dist-info/LICENSE.txt,46841,1778534473,False
/private/tmp/ict-engine-uv-cache-autoquant-local-readonly/.tmp3QjulH/jupyterlab/static/1909.4b5bd22db24b95a1b71c.js.LICENSE.txt,1144,1778535971,False
/private/tmp/ict-engine-uv-cache-autoquant-local-readonly/.tmp3QjulH/jupyterlab/static/227.2fbf74a57bf6e795f1eb.js.LICENSE.txt,427,1778535979,False
/private/tmp/ict-engine-uv-cache-autoquant-local-readonly/.tmp3QjulH/jupyterlab/static/232.5419cbec68e3fd0cf431.js.LICENSE.txt,808,1778535980,False
/private/tmp/ict-engine-uv-cache-autoquant-local-readonly/.tmp3QjulH/jupyterlab/static/3257.30af681f0c294efb65f7.js.LICENSE.txt,55,1778535984,False
/private/tmp/ict-engine-uv-cache-autoquant-local-readonly/.tmp3QjulH/jupyterlab/static/4372.645626a2452c190dbb22.js.LICENSE.txt,64,1778535998,False
/private/tmp/ict-engine-uv-cache-autoquant-local-readonly/.tmp3QjulH/jupyterlab/static/4728.56c0b9d87316b2fa012e.js.LICENSE.txt,160,1778535999,False
/private/tmp/ict-engine-uv-cache-autoquant-local-readonly/.tmp3QjulH/jupyterlab/static/5090.404be96d8a6eae1e719a.js.LICENSE.txt,99,1778536000,False
/private/tmp/ict-engine-uv-cache-autoquant-local-readonly/.tmp3QjulH/jupyterlab/static/6540.51c00e890179a4832552.js.LICENSE.txt,237,1778536005,False
/private/tmp/ict-engine-uv-cache-autoquant-local-readonly/.tmp3QjulH/jupyterlab/static/6733.c74de6d36d11ef659e12.js.LICENSE.txt,240,1778536005,False
/private/tmp/ict-engine-uv-cache-autoquant-local-readonly/.tmp3QjulH/jupyterlab/static/7990.b4a7abbe2460737fa9ab.js.LICENSE.txt,212,1778536011,False
/private/tmp/ict-engine-uv-cache-autoquant-local-readonly/.tmp3QjulH/jupyterlab/static/8786.a2bc3dfc1ea13c04ba94.js.LICENSE.txt,671,1778536015,False
/private/tmp/ict-engine-uv-cache-autoquant-local-readonly/.tmp3QjulH/jupyterlab/static/9085.5166de90b51ca2ba9f0c.js.LICENSE.txt,249,1778536017,False
/private/tmp/ict-engine-uv-cache-autoquant-local-readonly/.tmp3QjulH/jupyterlab/static/961.29c067b15a524e556eed.js.LICENSE.txt,483,1778536019,False
/private/tmp/ict-engine-uv-cache-autoquant-local-readonly/.tmp3QjulH/jupyterlab/static/9892.6d289e7baed8c64d88e2.js.LICENSE.txt,559,1778536024,False
